                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.361024E-02             4.409474E-04             1.326657E-06             4.304464E-05             4.853187E-04             5.253102E-01             5.830657E-02             5.257956E-01
                   0.1800             7.139327E-02            -1.351496E-03            -4.066177E-06             5.249839E-04            -8.305786E-04             5.229108E-01             5.818024E-02             5.220803E-01
                   0.3600             7.141048E-02            -2.669738E-03            -8.032279E-06             8.315741E-04            -1.846196E-03             5.227032E-01             5.817339E-02             5.208570E-01
                   0.5400             7.145003E-02            -3.988044E-03            -1.199853E-05             1.137623E-03            -2.862420E-03             5.225289E-01             5.817729E-02             5.196665E-01
                   0.7200             7.150508E-02            -5.306277E-03            -1.596449E-05             1.443715E-03            -3.878526E-03             5.223611E-01             5.817114E-02             5.184826E-01
                   0.9000             7.157250E-02            -6.624080E-03            -1.992906E-05             1.750083E-03            -4.893926E-03             5.222187E-01             5.817643E-02             5.173248E-01
                   1.0800             7.165099E-02            -7.941372E-03            -2.389198E-05             2.056823E-03            -5.908441E-03             5.220779E-01             5.817052E-02             5.161694E-01
                   1.2600             7.173983E-02            -9.258339E-03            -2.785378E-05             2.363992E-03            -6.922200E-03             5.219617E-01             5.817715E-02             5.150395E-01
                   1.4400             7.183853E-02            -1.057473E-02            -3.181368E-05             2.671636E-03            -7.934907E-03             5.218449E-01             5.817147E-02             5.139100E-01
                   1.6200             7.194674E-02            -1.189051E-02            -3.577156E-05             2.979797E-03            -8.946480E-03             5.217395E-01             5.816564E-02             5.127930E-01
                   1.8000             7.206413E-02            -1.320553E-02            -3.972695E-05             3.288525E-03            -9.956729E-03             5.216596E-01             5.817423E-02             5.117029E-01
                   1.9800             7.219041E-02            -1.451986E-02            -4.368003E-05             3.597871E-03            -1.096567E-02             5.215765E-01             5.816873E-02             5.106109E-01
                   2.1600             7.232525E-02            -1.583331E-02            -4.763021E-05             3.907893E-03            -1.197305E-02             5.215040E-01             5.816312E-02             5.095310E-01
                   2.3400             7.246836E-02            -1.714587E-02            -5.157743E-05             4.218652E-03            -1.297880E-02             5.214584E-01             5.817396E-02             5.084796E-01
                   2.5200             7.261944E-02            -1.845743E-02            -5.552134E-05             4.530214E-03            -1.398274E-02             5.214068E-01             5.816878E-02             5.074241E-01
                   2.7000             7.277820E-02            -1.976791E-02            -5.946167E-05             4.842653E-03            -1.498472E-02             5.213651E-01             5.816350E-02             5.063804E-01
                   2.8800             7.294434E-02            -2.107726E-02            -6.339826E-05             5.156041E-03            -1.598461E-02             5.213330E-01             5.815812E-02             5.053484E-01
                   3.0600             7.311758E-02            -2.238536E-02            -6.733074E-05             5.470460E-03            -1.698223E-02             5.213297E-01             5.817215E-02             5.043475E-01
