                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.196169E-06             2.239099E-07             1.196099E-06             1.943211E-15             2.040484E-10             9.551459E-10             9.733484E-07             7.021058E-11             1.140832E-19             9.722595E-07            -1.976602E-07            -1.967912E-07             5.778081E-07
                   0.1800             1.196438E-06             2.240575E-07             1.195623E-06             7.448367E-10             1.826976E-10             8.551951E-10             9.733484E-07             7.026337E-11             4.380264E-14             9.723809E-07            -1.977219E-07            -1.968509E-07             5.778081E-07
                   0.3600             1.196687E-06             2.241938E-07             1.195129E-06             1.487852E-09             1.628637E-10             7.623538E-10             9.733484E-07             7.030925E-11             8.758059E-14             9.724936E-07            -1.977784E-07            -1.969071E-07             5.778081E-07
                   0.5400             1.196921E-06             2.243214E-07             1.194622E-06             2.228307E-09             1.442718E-10             6.753270E-10             9.733484E-07             7.034960E-11             1.312824E-13             9.725993E-07            -1.978313E-07            -1.969599E-07             5.778081E-07
                   0.7200             1.197139E-06             2.244407E-07             1.194102E-06             2.966284E-09             1.268925E-10             5.939756E-10             9.733484E-07             7.038454E-11             1.749053E-13             9.726981E-07            -1.978808E-07            -1.970092E-07             5.778081E-07
                   0.9000             1.197342E-06             2.245516E-07             1.193569E-06             3.702083E-09             1.107376E-10             5.183562E-10             9.733484E-07             7.041401E-11             2.184593E-13             9.727900E-07            -1.979268E-07            -1.970551E-07             5.778081E-07
                   1.0800             1.197529E-06             2.246544E-07             1.193023E-06             4.436010E-09             9.577656E-11             4.483243E-10             9.733484E-07             7.043815E-11             2.619553E-13             9.728750E-07            -1.979694E-07            -1.970976E-07             5.778081E-07
                   1.2600             1.197702E-06             2.247487E-07             1.192463E-06             5.168366E-09             8.202260E-11             3.839431E-10             9.733484E-07             7.045687E-11             3.054034E-13             9.729532E-07            -1.980085E-07            -1.971366E-07             5.778081E-07
                   1.4400             1.197860E-06             2.248351E-07             1.191890E-06             5.899438E-09             6.944553E-11             3.250706E-10             9.733484E-07             7.047032E-11             3.488133E-13             9.730247E-07            -1.980443E-07            -1.971723E-07             5.778081E-07
                   1.6200             1.198003E-06             2.249134E-07             1.191303E-06             6.629492E-09             5.804931E-11             2.717255E-10             9.733484E-07             7.047846E-11             3.921935E-13             9.730895E-07            -1.980768E-07            -1.972046E-07             5.778081E-07
                   1.8000             1.198131E-06             2.249835E-07             1.190701E-06             7.358791E-09             4.783842E-11             2.239291E-10             9.733484E-07             7.048126E-11             4.355519E-13             9.731476E-07            -1.981058E-07            -1.972337E-07             5.778081E-07
                   1.9800             1.198245E-06             2.250456E-07             1.190086E-06             8.087596E-09             3.878385E-11             1.815451E-10             9.733484E-07             7.047885E-11             4.788972E-13             9.731991E-07            -1.981316E-07            -1.972594E-07             5.778081E-07
                   2.1600             1.198344E-06             2.250999E-07             1.189457E-06             8.816158E-09             3.089084E-11             1.445984E-10             9.733484E-07             7.047119E-11             5.222369E-13             9.732439E-07            -1.981541E-07            -1.972817E-07             5.778081E-07
                   2.3400             1.198428E-06             2.251460E-07             1.188812E-06             9.544725E-09             2.416512E-11             1.131157E-10             9.733484E-07             7.045825E-11             5.655781E-13             9.732822E-07            -1.981732E-07            -1.973009E-07             5.778081E-07
                   2.5200             1.198498E-06             2.251843E-07             1.188154E-06             1.027355E-08             1.857820E-11             8.696359E-11             9.733484E-07             7.044015E-11             6.089291E-13             9.733139E-07            -1.981891E-07            -1.973167E-07             5.778081E-07
                   2.7000             1.198554E-06             2.252149E-07             1.187480E-06             1.100286E-08             1.413588E-11             6.616932E-11             9.733484E-07             7.041687E-11             6.522967E-13             9.733392E-07            -1.982018E-07            -1.973293E-07             5.778081E-07
                   2.8800             1.198596E-06             2.252376E-07             1.186792E-06             1.173290E-08             1.083188E-11             5.070347E-11             9.733484E-07             7.038841E-11             6.956879E-13             9.733580E-07            -1.982112E-07            -1.973387E-07             5.778081E-07
                   3.0600             1.198623E-06             2.252523E-07             1.186088E-06             1.246390E-08             8.669073E-12             4.057952E-11             9.733484E-07             7.035477E-11             7.391090E-13             9.733703E-07            -1.982173E-07            -1.973449E-07             5.778081E-07
                   3.2400             1.198636E-06             2.252597E-07             1.185369E-06             1.319607E-08             7.598011E-12             3.556593E-11             9.733484E-07             7.031615E-11             7.825669E-13             9.733764E-07            -1.982203E-07            -1.973480E-07             5.778081E-07
                   3.4200             1.198643E-06             2.252633E-07             1.184643E-06             1.392891E-08             7.068677E-12             3.308814E-11             9.733484E-07             7.027506E-11             8.260481E-13             9.733794E-07            -1.982219E-07            -1.973495E-07             5.778081E-07
                   3.6000             1.198649E-06             2.252670E-07             1.183916E-06             1.466183E-08             6.538615E-12             3.060695E-11             9.733484E-07             7.023397E-11             8.695358E-13             9.733824E-07            -1.982234E-07            -1.973509E-07             5.778081E-07
                   3.7800             1.198656E-06             2.252706E-07             1.183190E-06             1.539483E-08             6.007359E-12             2.812016E-11             9.733484E-07             7.019288E-11             9.130300E-13             9.733854E-07            -1.982249E-07            -1.973525E-07             5.778081E-07
                   3.9600             1.198663E-06             2.252743E-07             1.182464E-06             1.612789E-08             5.474501E-12             2.562588E-11             9.733484E-07             7.015179E-11             9.565310E-13             9.733884E-07            -1.982264E-07            -1.973540E-07             5.778081E-07
                   4.1400             1.198669E-06             2.252778E-07             1.181737E-06             1.686103E-08             4.952311E-12             2.318155E-11             9.733484E-07             7.011064E-11             1.000038E-12             9.733914E-07            -1.982278E-07            -1.973555E-07             5.778081E-07
                   4.3200             1.198676E-06             2.252815E-07             1.181011E-06             1.759424E-08             4.416054E-12             2.067135E-11             9.733484E-07             7.006955E-11             1.043552E-12             9.733945E-07            -1.982293E-07            -1.973570E-07             5.778081E-07
                   4.5000             1.198683E-06             2.252851E-07             1.180284E-06             1.832751E-08             3.879278E-12             1.815873E-11             9.733484E-07             7.002845E-11             1.087072E-12             9.733975E-07            -1.982309E-07            -1.973586E-07             5.778081E-07
                   4.6800             1.198689E-06             2.252888E-07             1.179557E-06             1.906084E-08             3.341429E-12             1.564108E-11             9.733484E-07             6.998736E-11             1.130597E-12             9.734006E-07            -1.982324E-07            -1.973601E-07             5.778081E-07
                   4.8600             1.198696E-06             2.252926E-07             1.178831E-06             1.979421E-08             2.802564E-12             1.311867E-11             9.733484E-07             6.994626E-11             1.174128E-12             9.734036E-07            -1.982340E-07            -1.973616E-07             5.778081E-07
