                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.507989E+02             3.507989E+02             3.537250E+02             3.537250E+02             3.541042E+02             3.514869E+02             3.490002E+02             3.514869E+02             3.490002E+02
                   0.1800             3.507834E+02             3.508717E+02             3.536908E+02             3.537806E+02             3.541645E+02             3.515201E+02             3.490645E+02             3.515540E+02             3.491058E+02
                   0.3600             3.503948E+02             3.505377E+02             3.533053E+02             3.534524E+02             3.538346E+02             3.511918E+02             3.487233E+02             3.512221E+02             3.487597E+02
                   0.5400             3.501614E+02             3.503506E+02             3.530677E+02             3.532644E+02             3.536467E+02             3.510040E+02             3.485361E+02             3.510349E+02             3.485734E+02
                   0.7200             3.499904E+02             3.502216E+02             3.528901E+02             3.531322E+02             3.535151E+02             3.508714E+02             3.484085E+02             3.509051E+02             3.484495E+02
                   0.9000             3.498485E+02             3.501181E+02             3.527406E+02             3.530248E+02             3.534086E+02             3.507629E+02             3.483061E+02             3.508006E+02             3.483525E+02
                   1.0800             3.497227E+02             3.500281E+02             3.526072E+02             3.529308E+02             3.533154E+02             3.506667E+02             3.482161E+02             3.507094E+02             3.482691E+02
                   1.2600             3.496079E+02             3.499467E+02             3.524850E+02             3.528456E+02             3.532310E+02             3.505784E+02             3.481335E+02             3.506269E+02             3.481940E+02
                   1.4400             3.495020E+02             3.498721E+02             3.523718E+02             3.527674E+02             3.531534E+02             3.504964E+02             3.480564E+02             3.505512E+02             3.481253E+02
                   1.6200             3.494037E+02             3.498034E+02             3.522667E+02             3.526954E+02             3.530820E+02             3.504198E+02             3.479842E+02             3.504815E+02             3.480622E+02
                   1.8000             3.493127E+02             3.497405E+02             3.521692E+02             3.526293E+02             3.530164E+02             3.503486E+02             3.479167E+02             3.504176E+02             3.480042E+02
                   1.9800             3.492285E+02             3.496830E+02             3.520788E+02             3.525691E+02             3.529565E+02             3.502825E+02             3.478538E+02             3.503592E+02             3.479511E+02
                   2.1600             3.491507E+02             3.496309E+02             3.519954E+02             3.525144E+02             3.529021E+02             3.502215E+02             3.477954E+02             3.503063E+02             3.479030E+02
                   2.3400             3.490794E+02             3.495842E+02             3.519188E+02             3.524654E+02             3.528532E+02             3.501656E+02             3.477415E+02             3.502587E+02             3.478597E+02
                   2.5200             3.490141E+02             3.495427E+02             3.518487E+02             3.524218E+02             3.528097E+02             3.501148E+02             3.476921E+02             3.502165E+02             3.478212E+02
                   2.7000             3.489549E+02             3.495064E+02             3.517850E+02             3.523838E+02             3.527717E+02             3.500691E+02             3.476473E+02             3.501796E+02             3.477874E+02
                   2.8800             3.489015E+02             3.494753E+02             3.517276E+02             3.523512E+02             3.527389E+02             3.500283E+02             3.476069E+02             3.501479E+02             3.477583E+02
                   3.0600             3.488539E+02             3.494493E+02             3.516763E+02             3.523239E+02             3.527114E+02             3.499926E+02             3.475710E+02             3.501214E+02             3.477338E+02
                   3.2400             3.488119E+02             3.494284E+02             3.516310E+02             3.523019E+02             3.526891E+02             3.499618E+02             3.475396E+02             3.500999E+02             3.477139E+02
                   3.4200             3.487729E+02             3.494100E+02             3.515892E+02             3.522826E+02             3.526695E+02             3.499334E+02             3.475103E+02             3.500811E+02             3.476963E+02
                   3.6000             3.487347E+02             3.493918E+02             3.515482E+02             3.522635E+02             3.526500E+02             3.499051E+02             3.474812E+02             3.500625E+02             3.476789E+02
                   3.7800             3.486972E+02             3.493738E+02             3.515080E+02             3.522446E+02             3.526307E+02             3.498769E+02             3.474521E+02             3.500440E+02             3.476617E+02
                   3.9600             3.486603E+02             3.493560E+02             3.514687E+02             3.522259E+02             3.526116E+02             3.498488E+02             3.474232E+02             3.500257E+02             3.476446E+02
                   4.1400             3.486240E+02             3.493383E+02             3.514301E+02             3.522074E+02             3.525926E+02             3.498208E+02             3.473944E+02             3.500076E+02             3.476277E+02
                   4.3200             3.485883E+02             3.493209E+02             3.513923E+02             3.521890E+02             3.525738E+02             3.497928E+02             3.473657E+02             3.499897E+02             3.476109E+02
                   4.5000             3.485530E+02             3.493035E+02             3.513551E+02             3.521708E+02             3.525552E+02             3.497650E+02             3.473372E+02             3.499719E+02             3.475943E+02
                   4.6800             3.485183E+02             3.492863E+02             3.513186E+02             3.521527E+02             3.525366E+02             3.497372E+02             3.473088E+02             3.499542E+02             3.475778E+02
                   4.8600             3.484841E+02             3.492693E+02             3.512827E+02             3.521348E+02             3.525182E+02             3.497096E+02             3.472805E+02             3.499367E+02             3.475615E+02
                   5.0400             3.484503E+02             3.492523E+02             3.512474E+02             3.521171E+02             3.525000E+02             3.496820E+02             3.472524E+02             3.499193E+02             3.475452E+02
                   5.2200             3.484169E+02             3.492356E+02             3.512127E+02             3.520994E+02             3.524818E+02             3.496545E+02             3.472244E+02             3.499020E+02             3.475291E+02
                   5.4000             3.483839E+02             3.492189E+02             3.511785E+02             3.520819E+02             3.524638E+02             3.496272E+02             3.471966E+02             3.498849E+02             3.475131E+02
                   5.5800             3.483513E+02             3.492024E+02             3.511448E+02             3.520646E+02             3.524459E+02             3.495999E+02             3.471689E+02             3.498679E+02             3.474972E+02
                   5.7600             3.483191E+02             3.491859E+02             3.511115E+02             3.520473E+02             3.524280E+02             3.495728E+02             3.471414E+02             3.498510E+02             3.474815E+02
                   5.9400             3.482872E+02             3.491696E+02             3.510788E+02             3.520302E+02             3.524103E+02             3.495457E+02             3.471139E+02             3.498342E+02             3.474658E+02
                   6.1200             3.482557E+02             3.491534E+02             3.510465E+02             3.520131E+02             3.523927E+02             3.495188E+02             3.470867E+02             3.498175E+02             3.474503E+02
                   6.3000             3.482244E+02             3.491373E+02             3.510146E+02             3.519962E+02             3.523752E+02             3.494919E+02             3.470596E+02             3.498010E+02             3.474348E+02
                   6.4800             3.481935E+02             3.491214E+02             3.509831E+02             3.519794E+02             3.523578E+02             3.494652E+02             3.470326E+02             3.497845E+02             3.474194E+02
                   6.6600             3.481628E+02             3.491055E+02             3.509520E+02             3.519627E+02             3.523405E+02             3.494385E+02             3.470057E+02             3.497681E+02             3.474042E+02
                   6.8400             3.481324E+02             3.490897E+02             3.509213E+02             3.519461E+02             3.523232E+02             3.494120E+02             3.469790E+02             3.497518E+02             3.473890E+02
                   7.0200             3.481023E+02             3.490740E+02             3.508910E+02             3.519296E+02             3.523061E+02             3.493855E+02             3.469524E+02             3.497357E+02             3.473739E+02
                   7.2000             3.480724E+02             3.490584E+02             3.508610E+02             3.519131E+02             3.522890E+02             3.493592E+02             3.469260E+02             3.497196E+02             3.473589E+02
                   7.3800             3.480428E+02             3.490428E+02             3.508313E+02             3.518968E+02             3.522720E+02             3.493329E+02             3.468997E+02             3.497036E+02             3.473440E+02
                   7.5600             3.480134E+02             3.490274E+02             3.508020E+02             3.518806E+02             3.522551E+02             3.493067E+02             3.468735E+02             3.496877E+02             3.473292E+02
                   7.7400             3.479842E+02             3.490121E+02             3.507729E+02             3.518644E+02             3.522382E+02             3.492807E+02             3.468474E+02             3.496718E+02             3.473144E+02
                   7.9200             3.479553E+02             3.489968E+02             3.507441E+02             3.518483E+02             3.522214E+02             3.492547E+02             3.468215E+02             3.496561E+02             3.472997E+02
                   8.1000             3.479265E+02             3.489816E+02             3.507157E+02             3.518323E+02             3.522047E+02             3.492288E+02             3.467957E+02             3.496404E+02             3.472851E+02
                   8.2800             3.478979E+02             3.489665E+02             3.506874E+02             3.518163E+02             3.521880E+02             3.492030E+02             3.467700E+02             3.496248E+02             3.472706E+02
                   8.4600             3.478695E+02             3.489514E+02             3.506595E+02             3.518005E+02             3.521714E+02             3.491773E+02             3.467444E+02             3.496092E+02             3.472561E+02
                   8.6400             3.478413E+02             3.489364E+02             3.506318E+02             3.517847E+02             3.521549E+02             3.491516E+02             3.467190E+02             3.495938E+02             3.472417E+02
                   8.8200             3.478133E+02             3.489215E+02             3.506043E+02             3.517689E+02             3.521384E+02             3.491261E+02             3.466936E+02             3.495784E+02             3.472274E+02
                   9.0000             3.477854E+02             3.489067E+02             3.505770E+02             3.517532E+02             3.521220E+02             3.491006E+02             3.466684E+02             3.495630E+02             3.472131E+02
                   9.1800             3.477576E+02             3.488919E+02             3.505499E+02             3.517376E+02             3.521056E+02             3.490752E+02             3.466432E+02             3.495477E+02             3.471989E+02
                   9.3600             3.477300E+02             3.488772E+02             3.505231E+02             3.517220E+02             3.520893E+02             3.490499E+02             3.466182E+02             3.495325E+02             3.471847E+02
                   9.5400             3.477026E+02             3.488625E+02             3.504964E+02             3.517065E+02             3.520730E+02             3.490246E+02             3.465932E+02             3.495174E+02             3.471706E+02
                   9.7200             3.476753E+02             3.488479E+02             3.504700E+02             3.516911E+02             3.520568E+02             3.489994E+02             3.465684E+02             3.495023E+02             3.471566E+02
                   9.9000             3.476481E+02             3.488333E+02             3.504437E+02             3.516757E+02             3.520406E+02             3.489743E+02             3.465436E+02             3.494872E+02             3.471426E+02
