                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             7.412090E-04             1.631381E+00             0.000000E+00             2.538084E+00             1.184452E+04
                   0.1800             3.751786E-02             1.704274E+00             0.000000E+00             2.496338E+00             1.184453E+04
                   0.3600             6.381459E-02             1.754713E+00             0.000000E+00             2.524876E+00             1.184452E+04
                   0.5400             8.778514E-02             1.806976E+00             0.000000E+00             2.531919E+00             1.184452E+04
                   0.7200             1.106253E-01             1.857446E+00             0.000000E+00             2.531170E+00             1.184452E+04
                   0.9000             1.326661E-01             1.904825E+00             0.000000E+00             2.527725E+00             1.184452E+04
                   1.0800             1.540540E-01             1.948653E+00             0.000000E+00             2.523486E+00             1.184452E+04
                   1.2600             1.748801E-01             1.988769E+00             0.000000E+00             2.519206E+00             1.184452E+04
                   1.4400             1.952191E-01             2.025134E+00             0.000000E+00             2.515166E+00             1.184452E+04
                   1.6200             2.151334E-01             2.057750E+00             0.000000E+00             2.511472E+00             1.184452E+04
                   1.8000             2.346740E-01             2.086631E+00             0.000000E+00             2.508164E+00             1.184452E+04
                   1.9800             2.538830E-01             2.111801E+00             0.000000E+00             2.505262E+00             1.184452E+04
                   2.1600             2.727951E-01             2.133280E+00             0.000000E+00             2.502769E+00             1.184452E+04
                   2.3400             2.914395E-01             2.151089E+00             0.000000E+00             2.500688E+00             1.184452E+04
                   2.5200             3.098405E-01             2.165249E+00             0.000000E+00             2.499021E+00             1.184452E+04
                   2.7000             3.280191E-01             2.175779E+00             0.000000E+00             2.497765E+00             1.184452E+04
                   2.8800             3.459928E-01             2.182701E+00             0.000000E+00             2.496921E+00             1.184452E+04
                   3.0600             3.637774E-01             2.186043E+00             0.000000E+00             2.496486E+00             1.184452E+04
                   3.2400             3.813863E-01             2.185888E+00             0.000000E+00             2.496451E+00             1.184452E+04
                   3.4200             3.988315E-01             2.183998E+00             0.000000E+00             2.496617E+00             1.184452E+04
                   3.6000             4.161239E-01             2.182119E+00             0.000000E+00             2.496788E+00             1.184452E+04
                   3.7800             4.332730E-01             2.180252E+00             0.000000E+00             2.496961E+00             1.184452E+04
                   3.9600             4.502879E-01             2.178400E+00             0.000000E+00             2.497138E+00             1.184452E+04
                   4.1400             4.671763E-01             2.176562E+00             0.000000E+00             2.497317E+00             1.184452E+04
                   4.3200             4.839454E-01             2.174740E+00             0.000000E+00             2.497499E+00             1.184452E+04
                   4.5000             5.006019E-01             2.172928E+00             0.000000E+00             2.497684E+00             1.184452E+04
                   4.6800             5.171520E-01             2.171131E+00             0.000000E+00             2.497871E+00             1.184452E+04
