                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             3.284577E-05             1.009429E+02             3.040319E+02             3.431086E+05             1.156965E+00             4.303565E+05             3.901237E+03             1.873102E-05             1.006521E+03             2.668314E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   0.1800             3.284572E-05             1.009429E+02             3.040306E+02             3.431087E+05             1.151041E+00             4.303564E+05             3.902711E+03             1.873088E-05             1.006513E+03             2.668289E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   0.3600             3.284566E-05             1.009429E+02             3.040308E+02             3.431088E+05             1.151043E+00             4.303565E+05             3.902710E+03             1.873089E-05             1.006513E+03             2.668290E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   0.5400             3.284559E-05             1.009429E+02             3.040309E+02             3.431089E+05             1.151045E+00             4.303567E+05             3.902710E+03             1.873090E-05             1.006513E+03             2.668291E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   0.7200             3.284552E-05             1.009429E+02             3.040311E+02             3.431090E+05             1.151048E+00             4.303569E+05             3.902710E+03             1.873091E-05             1.006513E+03             2.668292E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   0.9000             3.284544E-05             1.009429E+02             3.040313E+02             3.431092E+05             1.151051E+00             4.303571E+05             3.902710E+03             1.873092E-05             1.006513E+03             2.668294E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   1.0800             3.284536E-05             1.009429E+02             3.040315E+02             3.431093E+05             1.151054E+00             4.303573E+05             3.902710E+03             1.873093E-05             1.006513E+03             2.668295E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   1.2600             3.284527E-05             1.009429E+02             3.040317E+02             3.431095E+05             1.151057E+00             4.303575E+05             3.902709E+03             1.873094E-05             1.006513E+03             2.668297E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   1.4400             3.284517E-05             1.009429E+02             3.040320E+02             3.431096E+05             1.151060E+00             4.303577E+05             3.902709E+03             1.873095E-05             1.006513E+03             2.668299E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   1.6200             3.284507E-05             1.009429E+02             3.040322E+02             3.431098E+05             1.151064E+00             4.303580E+05             3.902709E+03             1.873096E-05             1.006513E+03             2.668301E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   1.8000             3.284496E-05             1.009429E+02             3.040325E+02             3.431100E+05             1.151067E+00             4.303583E+05             3.902708E+03             1.873097E-05             1.006513E+03             2.668303E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   1.9800             3.284485E-05             1.009429E+02             3.040328E+02             3.431102E+05             1.151071E+00             4.303586E+05             3.902708E+03             1.873099E-05             1.006513E+03             2.668305E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   2.1600             3.284472E-05             1.009429E+02             3.040331E+02             3.431104E+05             1.151076E+00             4.303589E+05             3.902708E+03             1.873100E-05             1.006513E+03             2.668307E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   2.3400             3.284459E-05             1.009429E+02             3.040334E+02             3.431107E+05             1.151080E+00             4.303592E+05             3.902707E+03             1.873102E-05             1.006513E+03             2.668310E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   2.5200             3.284446E-05             1.009429E+02             3.040338E+02             3.431109E+05             1.151085E+00             4.303595E+05             3.902707E+03             1.873104E-05             1.006513E+03             2.668312E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   2.7000             3.284431E-05             1.009429E+02             3.040341E+02             3.431112E+05             1.151090E+00             4.303599E+05             3.902707E+03             1.873105E-05             1.006513E+03             2.668315E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   2.8800             3.284416E-05             1.009429E+02             3.040345E+02             3.431115E+05             1.151096E+00             4.303603E+05             3.902706E+03             1.873107E-05             1.006513E+03             2.668318E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   3.0600             3.284400E-05             1.009429E+02             3.040349E+02             3.431117E+05             1.151101E+00             4.303607E+05             3.902706E+03             1.873109E-05             1.006513E+03             2.668321E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   3.2400             3.284383E-05             1.009429E+02             3.040353E+02             3.431120E+05             1.151107E+00             4.303611E+05             3.902705E+03             1.873111E-05             1.006513E+03             2.668324E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   3.4200             3.284365E-05             1.009429E+02             3.040358E+02             3.431124E+05             1.151113E+00             4.303615E+05             3.902705E+03             1.873113E-05             1.006513E+03             2.668327E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   3.6000             3.284347E-05             1.009429E+02             3.040362E+02             3.431127E+05             1.151120E+00             4.303620E+05             3.902704E+03             1.873115E-05             1.006513E+03             2.668330E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   3.7800             3.284328E-05             1.009429E+02             3.040367E+02             3.431130E+05             1.151127E+00             4.303625E+05             3.902704E+03             1.873118E-05             1.006513E+03             2.668334E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   3.9600             3.284307E-05             1.009429E+02             3.040372E+02             3.431134E+05             1.151134E+00             4.303630E+05             3.902703E+03             1.873120E-05             1.006513E+03             2.668338E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   4.1400             3.284286E-05             1.009429E+02             3.040377E+02             3.431138E+05             1.151141E+00             4.303635E+05             3.902702E+03             1.873123E-05             1.006513E+03             2.668342E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   4.3200             3.284264E-05             1.009429E+02             3.040383E+02             3.431142E+05             1.151149E+00             4.303641E+05             3.902702E+03             1.873125E-05             1.006513E+03             2.668346E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   4.5000             3.284241E-05             1.009429E+02             3.040388E+02             3.431146E+05             1.151157E+00             4.303646E+05             3.902701E+03             1.873128E-05             1.006513E+03             2.668350E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   4.6800             3.284217E-05             1.009429E+02             3.040394E+02             3.431150E+05             1.151165E+00             4.303652E+05             3.902700E+03             1.873131E-05             1.006513E+03             2.668354E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   4.8600             3.284192E-05             1.009429E+02             3.040401E+02             3.431154E+05             1.151174E+00             4.303658E+05             3.902700E+03             1.873134E-05             1.006514E+03             2.668359E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   5.0400             3.284166E-05             1.009429E+02             3.040407E+02             3.431159E+05             1.151183E+00             4.303665E+05             3.902699E+03             1.873137E-05             1.006514E+03             2.668364E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   5.2200             3.284140E-05             1.009429E+02             3.040414E+02             3.431164E+05             1.151192E+00             4.303672E+05             3.902698E+03             1.873140E-05             1.006514E+03             2.668369E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   5.4000             3.284112E-05             1.009429E+02             3.040421E+02             3.431169E+05             1.151202E+00             4.303679E+05             3.902697E+03             1.873144E-05             1.006514E+03             2.668374E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   5.5800             3.284083E-05             1.009429E+02             3.040428E+02             3.431174E+05             1.151212E+00             4.303686E+05             3.902697E+03             1.873147E-05             1.006514E+03             2.668379E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   5.7600             3.284053E-05             1.009429E+02             3.040435E+02             3.431179E+05             1.151223E+00             4.303693E+05             3.902696E+03             1.873151E-05             1.006514E+03             2.668385E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   5.9400             3.284022E-05             1.009429E+02             3.040443E+02             3.431185E+05             1.151234E+00             4.303701E+05             3.902695E+03             1.873154E-05             1.006514E+03             2.668391E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   6.1200             3.283990E-05             1.009429E+02             3.040451E+02             3.431191E+05             1.151245E+00             4.303709E+05             3.902694E+03             1.873158E-05             1.006514E+03             2.668396E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   6.3000             3.283956E-05             1.009429E+02             3.040459E+02             3.431196E+05             1.151257E+00             4.303717E+05             3.902693E+03             1.873162E-05             1.006514E+03             2.668403E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   6.4800             3.283922E-05             1.009429E+02             3.040468E+02             3.431203E+05             1.151269E+00             4.303726E+05             3.902692E+03             1.873166E-05             1.006514E+03             2.668409E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   6.6600             3.283887E-05             1.009429E+02             3.040477E+02             3.431209E+05             1.151281E+00             4.303735E+05             3.902691E+03             1.873170E-05             1.006514E+03             2.668416E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   6.8400             3.283850E-05             1.009429E+02             3.040486E+02             3.431215E+05             1.151294E+00             4.303744E+05             3.902690E+03             1.873175E-05             1.006514E+03             2.668422E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   7.0200             3.283812E-05             1.009429E+02             3.040495E+02             3.431222E+05             1.151307E+00             4.303753E+05             3.902689E+03             1.873179E-05             1.006514E+03             2.668429E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   7.2000             3.283773E-05             1.009429E+02             3.040505E+02             3.431229E+05             1.151321E+00             4.303763E+05             3.902688E+03             1.873184E-05             1.006514E+03             2.668437E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   7.3800             3.283733E-05             1.009429E+02             3.040515E+02             3.431236E+05             1.151335E+00             4.303773E+05             3.902686E+03             1.873189E-05             1.006514E+03             2.668444E-02             3.780677E-05             0.000000E+00             0.000000E+00
                   7.5600             3.283691E-05             1.009429E+02             3.040525E+02             3.431244E+05             1.151350E+00             4.303783E+05             3.902685E+03             1.873194E-05             1.006514E+03             2.668452E-02             3.780677E-05             0.000000E+00             0.000000E+00
