                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             6.435100E-16             3.850001E+02             6.435100E-16             4.321762E+01             0.000000E+00             4.282177E+02             1.233758E-01             2.850457E-05             1.470516E-01             4.045418E-02             5.754758E-01             4.653449E-01             1.175847E+01             9.866070E+00             7.833272E+00             3.752972E+01
                   0.1800             6.347970E+01             3.631915E+02             4.090667E-02             4.084354E+01             6.352060E+01             4.040351E+02             1.892467E-01             6.283793E-03             1.470032E-01             4.045369E-02             5.418012E-01             5.213997E-01             1.175844E+01             9.568922E+00             7.816301E+00             3.752972E+01
                   0.3600             6.407433E+01             3.415772E+02             3.752336E-05             3.847869E+01             6.407437E+01             3.800559E+02             1.750791E-01             1.035146E-02             1.489934E-01             4.045208E-02             5.416015E-01             4.950001E-01             1.175829E+01             9.571210E+00             7.815380E+00             3.752972E+01
                   0.5400             6.419716E+01             3.199938E+02             7.658342E-03             3.610520E+01             6.420481E+01             3.560990E+02             1.707360E-01             1.405347E-02             1.503103E-01             4.044939E-02             5.416177E-01             4.682377E-01             1.175803E+01             9.576479E+00             7.815903E+00             3.752972E+01
                   0.7200             6.414380E+01             2.984411E+02             1.417488E-02             3.372382E+01             6.415797E+01             3.321649E+02             1.634128E-01             1.762301E-02             1.513572E-01             4.044562E-02             5.417501E-01             4.414041E-01             1.175768E+01             9.583814E+00             7.815077E+00             3.752972E+01
                   0.9000             6.403673E+01             2.769165E+02             1.727216E-02             3.133506E+01             6.405401E+01             3.082515E+02             1.609792E-01             2.109806E-02             1.522772E-01             4.044078E-02             5.419569E-01             4.146360E-01             1.175722E+01             9.592794E+00             7.815788E+00             3.752972E+01
                   1.0800             6.391931E+01             2.554195E+02             1.857959E-02             2.893962E+01             6.393789E+01             2.843591E+02             1.582151E-01             2.448722E-02             1.531194E-01             4.043487E-02             5.422227E-01             3.879878E-01             1.175666E+01             9.603245E+00             7.814994E+00             3.752972E+01
                   1.2600             6.380940E+01             2.339482E+02             1.914938E-02             2.653808E+01             6.382855E+01             2.604863E+02             1.551123E-01             2.779532E-02             1.538999E-01             4.042788E-02             5.425410E-01             3.614819E-01             1.175600E+01             9.615071E+00             7.815885E+00             3.752972E+01
                   1.4400             6.371340E+01             2.125016E+02             1.942955E-02             2.413109E+01             6.373283E+01             2.366327E+02             1.541496E-01             3.102944E-02             1.546216E-01             4.041981E-02             5.429086E-01             3.351413E-01             1.175524E+01             9.628206E+00             7.815122E+00             3.752972E+01
                   1.6200             6.363220E+01             1.910789E+02             1.959678E-02             2.171934E+01             6.365179E+01             2.127983E+02             1.524960E-01             3.419729E-02             1.552828E-01             4.041067E-02             5.433246E-01             3.089777E-01             1.175437E+01             9.642603E+00             7.814339E+00             3.752972E+01
                   1.8000             6.356620E+01             1.696800E+02             1.972330E-02             1.930358E+01             6.358592E+01             1.889836E+02             1.509989E-01             3.730593E-02             1.558806E-01             4.040046E-02             5.437880E-01             2.830048E-01             1.175341E+01             9.658217E+00             7.815492E+00             3.752972E+01
                   1.9800             6.351494E+01             1.483049E+02             1.983803E-02             1.688459E+01             6.353478E+01             1.651895E+02             1.497817E-01             4.036153E-02             1.564120E-01             4.038917E-02             5.442982E-01             2.572301E-01             1.175234E+01             9.675009E+00             7.814754E+00             3.752972E+01
                   2.1600             6.347773E+01             1.269547E+02             1.995227E-02             1.446326E+01             6.349768E+01             1.414180E+02             1.487176E-01             4.336942E-02             1.568738E-01             4.037682E-02             5.448547E-01             2.316674E-01             1.175118E+01             9.692936E+00             7.814000E+00             3.752972E+01
                   2.3400             6.345378E+01             1.056323E+02             2.007031E-02             1.204068E+01             6.347385E+01             1.176730E+02             1.479292E-01             4.633410E-02             1.572635E-01             4.036339E-02             5.454570E-01             2.063256E-01             1.174991E+01             9.711959E+00             7.815456E+00             3.752972E+01
                   2.5200             6.344231E+01             8.434338E+01             2.019399E-02             9.618272E+00             6.346250E+01             9.396166E+01             1.473334E-01             4.925941E-02             1.575790E-01             4.034889E-02             5.461046E-01             1.812162E-01             1.174854E+01             9.732036E+00             7.814760E+00             3.752972E+01
                   2.7000             6.344249E+01             6.310073E+01             2.032368E-02             7.198253E+00             6.346282E+01             7.029899E+01             1.469301E-01             5.214863E-02             1.578187E-01             4.033332E-02             5.467970E-01             1.563498E-01             1.174707E+01             9.753128E+00             7.814051E+00             3.752972E+01
                   2.8800             6.345355E+01             4.193572E+01             2.045973E-02             4.784963E+00             6.347401E+01             4.672069E+01             1.467596E-01             5.500457E-02             1.579813E-01             4.031669E-02             5.475337E-01             1.317357E-01             1.174550E+01             9.775197E+00             7.813329E+00             3.752972E+01
                   3.0600             6.347466E+01             2.095592E+01             2.060199E-02             2.391433E+00             6.349526E+01             2.334735E+01             1.467810E-01             5.782968E-02             1.580665E-01             4.029898E-02             5.483141E-01             1.073847E-01             1.174383E+01             9.798202E+00             7.815214E+00             3.752972E+01
                   3.2400             6.350505E+01             2.011071E+00             2.075041E-02             2.295051E-01             6.352580E+01             2.240576E+00             1.470319E-01             6.062610E-02             1.580755E-01             4.028021E-02             5.491373E-01             8.330197E-02             1.174206E+01             9.822106E+00             7.814564E+00             3.752972E+01
