                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             1.621906E-15             3.586294E+02             1.621906E-15             6.362149E+01             0.000000E+00             4.222509E+02             0.000000E+00             6.425156E-05             1.427463E+00             5.668591E-02             9.070952E-01             5.126975E-01             1.646374E+01             1.521139E+01             1.295979E+01             4.525627E+01
                   0.1800             1.544754E+01             3.474386E+02             5.798303E-02             6.168077E+01             1.538955E+01             4.091194E+02             0.000000E+00             3.291368E-03             1.434890E+00             5.668522E-02             9.315691E-01             3.683091E-01             1.646369E+01             1.548033E+01             1.296163E+01             4.525627E+01
                   0.3600             1.542611E+01             3.363314E+02             8.748399E-02             5.975094E+01             1.533863E+01             3.960824E+02             0.000000E+00             5.650480E-03             1.442179E+00             5.668296E-02             9.334767E-01             2.958106E-01             1.646347E+01             1.554093E+01             1.295603E+01             4.525627E+01
                   0.5400             1.540320E+01             3.252338E+02             1.106905E-01             5.781850E+01             1.529251E+01             3.830523E+02             0.000000E+00             7.721445E-03             1.449208E+00             5.667919E-02             9.355735E-01             2.233526E-01             1.646312E+01             1.560894E+01             1.294990E+01             4.525627E+01
                   0.7200             1.538052E+01             3.141461E+02             1.278175E-01             5.588370E+01             1.525270E+01             3.700298E+02             0.000000E+00             9.642932E-03             1.455972E+00             5.667391E-02             9.378605E-01             1.509406E-01             1.646262E+01             1.568420E+01             1.294352E+01             4.525627E+01
                   0.9000             1.535920E+01             3.030690E+02             1.400420E-01             5.394679E+01             1.521916E+01             3.570158E+02             0.000000E+00             1.147631E-02             1.462469E+00             5.666713E-02             9.403374E-01             7.859573E-02             1.646198E+01             1.576647E+01             1.293704E+01             4.525627E+01
                   1.0800             1.533992E+01             2.920032E+02             1.486171E-01             5.200807E+01             1.519130E+01             3.440113E+02             0.000000E+00             1.325220E-02             1.468695E+00             5.665884E-02             9.430031E-01             6.322756E-03             1.646120E+01             1.585553E+01             1.293069E+01             4.525627E+01
                   1.2600             1.532306E+01             2.809494E+02             1.545912E-01             5.006780E+01             1.516847E+01             3.310172E+02             0.000000E+00             1.498673E-02             1.474649E+00             5.664905E-02             9.458569E-01             6.588985E-02             1.646027E+01             1.595116E+01             1.292466E+01             4.525627E+01
                   1.4400             1.530885E+01             2.699083E+02             1.587600E-01             4.812630E+01             1.515009E+01             3.180346E+02             0.000000E+00             1.668876E-02             1.480330E+00             5.663774E-02             9.488964E-01             1.380253E-01             1.645920E+01             1.605311E+01             1.291907E+01             4.525627E+01
                   1.6200             1.529736E+01             2.588808E+02             1.616983E-01             4.618388E+01             1.513567E+01             3.050647E+02             0.000000E+00             1.836330E-02             1.485736E+00             5.662494E-02             9.521193E-01             2.100800E-01             1.645800E+01             1.616113E+01             1.291403E+01             4.525627E+01
                   1.8000             1.528859E+01             2.478679E+02             1.638099E-01             4.424087E+01             1.512478E+01             2.921088E+02             0.000000E+00             2.001344E-02             1.490866E+00             5.661063E-02             9.555229E-01             2.820434E-01             1.645665E+01             1.627496E+01             1.290963E+01             4.525627E+01
                   1.9800             1.528248E+01             2.368709E+02             1.653736E-01             4.229765E+01             1.511711E+01             2.791685E+02             0.000000E+00             2.164119E-02             1.495721E+00             5.659481E-02             9.591048E-01             3.539181E-01             1.645515E+01             1.639435E+01             1.290592E+01             4.525627E+01
                   2.1600             1.527894E+01             2.258908E+02             1.665796E-01             4.035460E+01             1.511236E+01             2.662454E+02             0.000000E+00             2.324802E-02             1.500299E+00             5.657750E-02             9.628617E-01             4.256903E-01             1.645352E+01             1.651905E+01             1.290289E+01             4.525627E+01
