                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.274979E+02             3.274979E+02             3.301501E+02             3.301501E+02             3.311262E+02             3.280469E+02             3.276859E+02             3.280469E+02             3.276859E+02
                   0.1800             3.274180E+02             3.274588E+02             3.300609E+02             3.301055E+02             3.310831E+02             3.279871E+02             3.276342E+02             3.280058E+02             3.276578E+02
                   0.3600             3.273412E+02             3.274041E+02             3.299777E+02             3.300476E+02             3.310261E+02             3.279361E+02             3.275907E+02             3.279503E+02             3.276086E+02
                   0.5400             3.272703E+02             3.273494E+02             3.299012E+02             3.299903E+02             3.309694E+02             3.278831E+02             3.275438E+02             3.278949E+02             3.275586E+02
                   0.7200             3.272031E+02             3.272952E+02             3.298288E+02             3.299337E+02             3.309134E+02             3.278298E+02             3.274956E+02             3.278400E+02             3.275086E+02
                   0.9000             3.271389E+02             3.272419E+02             3.297599E+02             3.298784E+02             3.308586E+02             3.277768E+02             3.274471E+02             3.277862E+02             3.274592E+02
                   1.0800             3.270775E+02             3.271899E+02             3.296939E+02             3.298245E+02             3.308052E+02             3.277248E+02             3.273992E+02             3.277337E+02             3.274108E+02
                   1.2600             3.270188E+02             3.271396E+02             3.296309E+02             3.297724E+02             3.307534E+02             3.276742E+02             3.273521E+02             3.276828E+02             3.273637E+02
                   1.4400             3.269627E+02             3.270910E+02             3.295707E+02             3.297221E+02             3.307035E+02             3.276251E+02             3.273064E+02             3.276337E+02             3.273182E+02
                   1.6200             3.269092E+02             3.270442E+02             3.295134E+02             3.296738E+02             3.306556E+02             3.275777E+02             3.272621E+02             3.275864E+02             3.272744E+02
                   1.8000             3.268582E+02             3.269995E+02             3.294588E+02             3.296276E+02             3.306096E+02             3.275322E+02             3.272195E+02             3.275412E+02             3.272324E+02
                   1.9800             3.268099E+02             3.269567E+02             3.294070E+02             3.295834E+02             3.305657E+02             3.274885E+02             3.271786E+02             3.274979E+02             3.271922E+02
                   2.1600             3.267640E+02             3.269159E+02             3.293578E+02             3.295413E+02             3.305239E+02             3.274469E+02             3.271395E+02             3.274568E+02             3.271539E+02
                   2.3400             3.267206E+02             3.268772E+02             3.293113E+02             3.295014E+02             3.304841E+02             3.274072E+02             3.271022E+02             3.274176E+02             3.271175E+02
                   2.5200             3.266796E+02             3.268405E+02             3.292673E+02             3.294635E+02             3.304464E+02             3.273695E+02             3.270668E+02             3.273805E+02             3.270830E+02
                   2.7000             3.266410E+02             3.268059E+02             3.292258E+02             3.294277E+02             3.304108E+02             3.273338E+02             3.270332E+02             3.273455E+02             3.270504E+02
                   2.8800             3.266047E+02             3.267732E+02             3.291869E+02             3.293940E+02             3.303773E+02             3.273001E+02             3.270015E+02             3.273124E+02             3.270198E+02
                   3.0600             3.265707E+02             3.267426E+02             3.291503E+02             3.293623E+02             3.303458E+02             3.272684E+02             3.269716E+02             3.272814E+02             3.269909E+02
                   3.2400             3.265390E+02             3.267139E+02             3.291161E+02             3.293327E+02             3.303163E+02             3.272387E+02             3.269436E+02             3.272524E+02             3.269640E+02
                   3.4200             3.265094E+02             3.266872E+02             3.290843E+02             3.293052E+02             3.302888E+02             3.272109E+02             3.269175E+02             3.272254E+02             3.269389E+02
                   3.6000             3.264820E+02             3.266625E+02             3.290547E+02             3.292796E+02             3.302633E+02             3.271852E+02             3.268932E+02             3.272004E+02             3.269156E+02
                   3.7800             3.264567E+02             3.266397E+02             3.290273E+02             3.292560E+02             3.302398E+02             3.271613E+02             3.268707E+02             3.271773E+02             3.268942E+02
                   3.9600             3.264335E+02             3.266188E+02             3.290022E+02             3.292345E+02             3.302183E+02             3.271394E+02             3.268500E+02             3.271561E+02             3.268746E+02
                   4.1400             3.264123E+02             3.265999E+02             3.289792E+02             3.292148E+02             3.301987E+02             3.271195E+02             3.268311E+02             3.271369E+02             3.268567E+02
                   4.3200             3.263931E+02             3.265828E+02             3.289583E+02             3.291971E+02             3.301810E+02             3.271014E+02             3.268140E+02             3.271195E+02             3.268406E+02
                   4.5000             3.263759E+02             3.265675E+02             3.289395E+02             3.291813E+02             3.301652E+02             3.270851E+02             3.267986E+02             3.271040E+02             3.268262E+02
                   4.6800             3.263606E+02             3.265541E+02             3.289227E+02             3.291674E+02             3.301512E+02             3.270707E+02             3.267850E+02             3.270904E+02             3.268136E+02
                   4.8600             3.263472E+02             3.265425E+02             3.289079E+02             3.291553E+02             3.301391E+02             3.270581E+02             3.267730E+02             3.270786E+02             3.268026E+02
                   5.0400             3.263356E+02             3.265326E+02             3.288950E+02             3.291451E+02             3.301288E+02             3.270473E+02             3.267627E+02             3.270685E+02             3.267934E+02
                   5.2200             3.263258E+02             3.265245E+02             3.288840E+02             3.291366E+02             3.301203E+02             3.270383E+02             3.267541E+02             3.270602E+02             3.267857E+02
                   5.4000             3.263177E+02             3.265180E+02             3.288747E+02             3.291298E+02             3.301134E+02             3.270308E+02             3.267469E+02             3.270536E+02             3.267795E+02
