                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.006220E+02                       3.051723E+02                       5.744830E-08
                             0.1800                       5.005066E-08                       1.006220E+02                       3.051723E+02                       5.750651E-08
                             0.3600                       5.009648E-08                       1.006220E+02                       3.051723E+02                       5.755915E-08
                             0.5400                       5.013763E-08                       1.006220E+02                       3.051723E+02                       5.760643E-08
                             0.7200                       5.017429E-08                       1.006220E+02                       3.051723E+02                       5.764856E-08
                             0.9000                       5.020665E-08                       1.006220E+02                       3.051723E+02                       5.768574E-08
                             1.0800                       5.023489E-08                       1.006220E+02                       3.051723E+02                       5.771818E-08
                             1.2600                       5.025918E-08                       1.006220E+02                       3.051723E+02                       5.774609E-08
                             1.4400                       5.027970E-08                       1.006220E+02                       3.051723E+02                       5.776967E-08
                             1.6200                       5.029663E-08                       1.006220E+02                       3.051723E+02                       5.778912E-08
                             1.8000                       5.031015E-08                       1.006220E+02                       3.051723E+02                       5.780466E-08
                             1.9800                       5.032045E-08                       1.006220E+02                       3.051723E+02                       5.781648E-08
                             2.1600                       5.032769E-08                       1.006220E+02                       3.051723E+02                       5.782481E-08
                             2.3400                       5.033207E-08                       1.006220E+02                       3.051723E+02                       5.782983E-08
                             2.5200                       5.033375E-08                       1.006220E+02                       3.051723E+02                       5.783177E-08
                             2.7000                       5.033292E-08                       1.006220E+02                       3.051723E+02                       5.783082E-08
                             2.8800                       5.032977E-08                       1.006220E+02                       3.051723E+02                       5.782720E-08
                             3.0600                       5.032446E-08                       1.006220E+02                       3.051723E+02                       5.782110E-08
                             3.2400                       5.031718E-08                       1.006220E+02                       3.051723E+02                       5.781273E-08
                             3.4200                       5.030811E-08                       1.006220E+02                       3.051723E+02                       5.780231E-08
                             3.6000                       5.029743E-08                       1.006220E+02                       3.051723E+02                       5.779004E-08
                             3.7800                       5.028532E-08                       1.006220E+02                       3.051723E+02                       5.777612E-08
                             3.9600                       5.027195E-08                       1.006220E+02                       3.051723E+02                       5.776077E-08
                             4.1400                       5.025752E-08                       1.006220E+02                       3.051723E+02                       5.774418E-08
                             4.3200                       5.024219E-08                       1.006220E+02                       3.051723E+02                       5.772657E-08
                             4.5000                       5.022615E-08                       1.006220E+02                       3.051723E+02                       5.770814E-08
                             4.6800                       5.020957E-08                       1.006220E+02                       3.051723E+02                       5.768909E-08
                             4.8600                       5.019265E-08                       1.006220E+02                       3.051723E+02                       5.766965E-08
                             5.0400                       5.017555E-08                       1.006220E+02                       3.051723E+02                       5.765000E-08
                             5.2200                       5.015845E-08                       1.006220E+02                       3.051723E+02                       5.763036E-08
                             5.4000                       5.014155E-08                       1.006220E+02                       3.051723E+02                       5.761094E-08
                             5.5800                       5.012501E-08                       1.006220E+02                       3.051723E+02                       5.759194E-08
                             5.7600                       5.010902E-08                       1.006220E+02                       3.051723E+02                       5.757356E-08
                             5.9400                       5.009376E-08                       1.006220E+02                       3.051723E+02                       5.755602E-08
                             6.1200                       5.007940E-08                       1.006220E+02                       3.051723E+02                       5.753953E-08
                             6.3000                       5.006612E-08                       1.006220E+02                       3.051723E+02                       5.752428E-08
                             6.4800                       5.005412E-08                       1.006220E+02                       3.051723E+02                       5.751048E-08
                             6.6600                       5.004355E-08                       1.006220E+02                       3.051723E+02                       5.749834E-08
                             6.8400                       5.003462E-08                       1.006220E+02                       3.051723E+02                       5.748808E-08
                             7.0200                       5.002748E-08                       1.006220E+02                       3.051723E+02                       5.747988E-08
