                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824998E+01             3.533489E-02             2.501294E-01             5.000004E-01             5.000927E-01
                   0.1800             1.825567E+01             2.921941E-02             3.592241E-01             4.998448E-01             2.577169E+00
                   0.3600             1.825669E+01             2.811002E-02             3.677325E-01             4.998167E-01             2.749820E+00
                   0.5400             1.825770E+01             2.713668E-02             3.740652E-01             4.997891E-01             2.923381E+00
                   0.7200             1.825864E+01             2.655080E-02             3.778303E-01             4.997632E-01             3.094379E+00
                   0.9000             1.825951E+01             2.713788E-02             3.789395E-01             4.997395E-01             3.263361E+00
                   1.0800             1.826027E+01             2.850259E-02             3.774564E-01             4.997186E-01             3.429044E+00
                   1.2600             1.826092E+01             3.011036E-02             3.736354E-01             4.997007E-01             3.590417E+00
                   1.4400             1.826146E+01             3.182549E-02             3.678430E-01             4.996860E-01             3.747109E+00
                   1.6200             1.826189E+01             3.358133E-02             3.605182E-01             4.996744E-01             3.898716E+00
                   1.8000             1.826221E+01             3.533750E-02             3.521070E-01             4.996654E-01             4.045156E+00
                   1.9800             1.826245E+01             3.705948E-02             3.430892E-01             4.996589E-01             4.185746E+00
                   2.1600             1.826262E+01             3.872619E-02             3.338487E-01             4.996544E-01             4.320575E+00
                   2.3400             1.826272E+01             4.031830E-02             3.247377E-01             4.996515E-01             4.449351E+00
                   2.5200             1.826278E+01             4.182368E-02             3.160035E-01             4.996499E-01             4.572194E+00
                   2.7000             1.826281E+01             4.323355E-02             3.078297E-01             4.996491E-01             4.689142E+00
                   2.8800             1.826281E+01             4.454207E-02             3.003398E-01             4.996490E-01             4.800174E+00
                   3.0600             1.826280E+01             4.574851E-02             2.935793E-01             4.996493E-01             4.905564E+00
                   3.2400             1.826279E+01             4.685479E-02             2.875703E-01             4.996497E-01             5.005339E+00
                   3.4200             1.826277E+01             4.786632E-02             2.822915E-01             4.996502E-01             5.099674E+00
                   3.6000             1.826275E+01             4.879165E-02             2.776975E-01             4.996506E-01             5.188796E+00
                   3.7800             1.826274E+01             4.964137E-02             2.737299E-01             4.996509E-01             5.272952E+00
                   3.9600             1.826274E+01             5.042769E-02             2.703309E-01             4.996509E-01             5.352275E+00
                   4.1400             1.826275E+01             5.116357E-02             2.674342E-01             4.996507E-01             5.427036E+00
                   4.3200             1.826276E+01             5.186212E-02             2.649796E-01             4.996503E-01             5.497435E+00
                   4.5000             1.826279E+01             5.253624E-02             2.629100E-01             4.996496E-01             5.563691E+00
                   4.6800             1.826282E+01             5.319719E-02             2.611745E-01             4.996486E-01             5.626005E+00
                   4.8600             1.826287E+01             5.385530E-02             2.597280E-01             4.996474E-01             5.684565E+00
                   5.0400             1.826292E+01             5.451879E-02             2.585306E-01             4.996459E-01             5.739568E+00
                   5.2200             1.826299E+01             5.519494E-02             2.575479E-01             4.996442E-01             5.791203E+00
                   5.4000             1.826306E+01             5.588849E-02             2.567509E-01             4.996422E-01             5.839622E+00
                   5.5800             1.826314E+01             5.660314E-02             2.561141E-01             4.996401E-01             5.885005E+00
                   5.7600             1.826323E+01             5.734138E-02             2.556166E-01             4.996377E-01             5.927468E+00
                   5.9400             1.826332E+01             5.810435E-02             2.552399E-01             4.996351E-01             5.967164E+00
                   6.1200             1.826342E+01             5.889226E-02             2.549688E-01             4.996322E-01             6.004186E+00
                   6.3000             1.826353E+01             5.970507E-02             2.547897E-01             4.996292E-01             6.038646E+00
                   6.4800             1.826365E+01             6.054128E-02             2.546907E-01             4.996261E-01             6.070654E+00
                   6.6600             1.826377E+01             6.139988E-02             2.546617E-01             4.996227E-01             6.100288E+00
                   6.8400             1.826390E+01             6.227933E-02             2.546933E-01             4.996192E-01             6.127655E+00
