                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             1.182129E-03             1.731647E+01             0.000000E+00             2.663435E+00             7.661292E+02
                   0.1800             3.186966E-02             1.734428E+01             0.000000E+00             2.588353E+00             7.662077E+02
                   0.3600             5.544986E-02             1.737384E+01             0.000000E+00             2.570152E+00             7.662247E+02
                   0.5400             7.663798E-02             1.740223E+01             0.000000E+00             2.557738E+00             7.662355E+02
                   0.7200             9.648958E-02             1.742938E+01             0.000000E+00             2.549334E+00             7.662421E+02
                   0.9000             1.154795E-01             1.745525E+01             0.000000E+00             2.543671E+00             7.662458E+02
                   1.0800             1.338585E-01             1.747979E+01             0.000000E+00             2.539863E+00             7.662476E+02
                   1.2600             1.517704E-01             1.750298E+01             0.000000E+00             2.537299E+00             7.662481E+02
                   1.4400             1.693034E-01             1.752482E+01             0.000000E+00             2.535565E+00             7.662479E+02
                   1.6200             1.865152E-01             1.754530E+01             0.000000E+00             2.534382E+00             7.662471E+02
                   1.8000             2.034456E-01             1.756443E+01             0.000000E+00             2.533560E+00             7.662460E+02
                   1.9800             2.201240E-01             1.758220E+01             0.000000E+00             2.532974E+00             7.662448E+02
                   2.1600             2.365735E-01             1.759862E+01             0.000000E+00             2.532539E+00             7.662435E+02
                   2.3400             2.528127E-01             1.761370E+01             0.000000E+00             2.532200E+00             7.662422E+02
                   2.5200             2.688576E-01             1.762746E+01             0.000000E+00             2.531918E+00             7.662409E+02
                   2.7000             2.847219E-01             1.763989E+01             0.000000E+00             2.531670E+00             7.662397E+02
                   2.8800             3.004178E-01             1.765101E+01             0.000000E+00             2.531440E+00             7.662385E+02
                   3.0600             3.159561E-01             1.766082E+01             0.000000E+00             2.531216E+00             7.662374E+02
                   3.2400             3.313468E-01             1.766934E+01             0.000000E+00             2.530994E+00             7.662365E+02
                   3.4200             3.465988E-01             1.767658E+01             0.000000E+00             2.530768E+00             7.662356E+02
