                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -9.172538E-01            -4.865201E+01             3.930933E+00             5.284704E+00             1.353771E+00             1.995898E+01             2.000484E+01
                   0.1800            -2.464568E+00            -4.991303E+01             2.715221E+00             4.829240E+00             2.121016E+00             2.064707E+01             2.075573E+01
                   0.3600            -3.181082E+00            -4.997604E+01             2.051039E+00             4.821746E+00             2.784734E+00             2.073890E+01             2.092502E+01
                   0.5400            -3.896933E+00            -5.003982E+01             1.387443E+00             4.815199E+00             3.448841E+00             2.083156E+01             2.111512E+01
                   0.7200            -4.612173E+00            -5.010454E+01             7.244208E-01             4.809521E+00             4.113270E+00             2.092508E+01             2.132552E+01
                   0.9000            -5.326711E+00            -5.017029E+01             6.208334E-02             4.804655E+00             4.777845E+00             2.101941E+01             2.155559E+01
                   1.0800            -6.040575E+00            -5.023714E+01            -5.995812E-01             4.800564E+00             5.442540E+00             2.111455E+01             2.180472E+01
                   1.2600            -6.753915E+00            -5.030515E+01            -1.260708E+00             4.797222E+00             6.107461E+00             2.121048E+01             2.207228E+01
                   1.4400            -7.466648E+00            -5.037434E+01            -1.921215E+00             4.794610E+00             6.772500E+00             2.130714E+01             2.235757E+01
                   1.6200            -8.178796E+00            -5.044471E+01            -2.581117E+00             4.792712E+00             7.437659E+00             2.140449E+01             2.265990E+01
                   1.8000            -8.890321E+00            -5.051627E+01            -3.240380E+00             4.791517E+00             8.102886E+00             2.150248E+01             2.297854E+01
                   1.9800            -9.601287E+00            -5.058902E+01            -3.899066E+00             4.791017E+00             8.768237E+00             2.160105E+01             2.331281E+01
                   2.1600            -1.031163E+01            -5.066295E+01            -4.557113E+00             4.791204E+00             9.433637E+00             2.170015E+01             2.366199E+01
                   2.3400            -1.102137E+01            -5.073805E+01            -5.214547E+00             4.792073E+00             1.009911E+01             2.179972E+01             2.402540E+01
                   2.5200            -1.173048E+01            -5.081432E+01            -5.871341E+00             4.793617E+00             1.076461E+01             2.189971E+01             2.440234E+01
                   2.7000            -1.243895E+01            -5.089173E+01            -6.527486E+00             4.795831E+00             1.143013E+01             2.200006E+01             2.479214E+01
                   2.8800            -1.314677E+01            -5.097029E+01            -7.182986E+00             4.798711E+00             1.209567E+01             2.210070E+01             2.519417E+01
                   3.0600            -1.385392E+01            -5.104997E+01            -7.837813E+00             4.802251E+00             1.276120E+01             2.220157E+01             2.560777E+01
                   3.2400            -1.456040E+01            -5.113076E+01            -8.491972E+00             4.806448E+00             1.342671E+01             2.230263E+01             2.603236E+01
                   3.4200            -1.526619E+01            -5.121265E+01            -9.145456E+00             4.811298E+00             1.409220E+01             2.240380E+01             2.646735E+01
                   3.6000            -1.597128E+01            -5.129563E+01            -9.798252E+00             4.816794E+00             1.475764E+01             2.250504E+01             2.691216E+01
                   3.7800            -1.667566E+01            -5.137968E+01            -1.045035E+01             4.822934E+00             1.542302E+01             2.260626E+01             2.736627E+01
                   3.9600            -1.737931E+01            -5.146479E+01            -1.110174E+01             4.829711E+00             1.608834E+01             2.270743E+01             2.782916E+01
                   4.1400            -1.808222E+01            -5.155093E+01            -1.175242E+01             4.837121E+00             1.675358E+01             2.280848E+01             2.830034E+01
                   4.3200            -1.878439E+01            -5.163810E+01            -1.240238E+01             4.845157E+00             1.741873E+01             2.290934E+01             2.877933E+01
                   4.5000            -1.948579E+01            -5.172627E+01            -1.305160E+01             4.853814E+00             1.808377E+01             2.300996E+01             2.926569E+01
                   4.6800            -2.018643E+01            -5.181543E+01            -1.370010E+01             4.863082E+00             1.874870E+01             2.311027E+01             2.975901E+01
                   4.8600            -2.088628E+01            -5.190556E+01            -1.434785E+01             4.872954E+00             1.941350E+01             2.321023E+01             3.025886E+01
                   5.0400            -2.158535E+01            -5.199662E+01            -1.499486E+01             4.883416E+00             2.007816E+01             2.330977E+01             3.076488E+01
                   5.2200            -2.228362E+01            -5.208859E+01            -1.564112E+01             4.894454E+00             2.074266E+01             2.340883E+01             3.127669E+01
                   5.4000            -2.298110E+01            -5.218143E+01            -1.628665E+01             4.906045E+00             2.140700E+01             2.350737E+01             3.179396E+01
                   5.5800            -2.367780E+01            -5.227508E+01            -1.693144E+01             4.918157E+00             2.207114E+01             2.360533E+01             3.231636E+01
                   5.7600            -2.437375E+01            -5.236948E+01            -1.757553E+01             4.930741E+00             2.273507E+01             2.370269E+01             3.284358E+01
                   5.9400            -2.506897E+01            -5.246450E+01            -1.821895E+01             4.943714E+00             2.339875E+01             2.379941E+01             3.337534E+01
                   6.1200            -2.576357E+01            -5.255995E+01            -1.886180E+01             4.956941E+00             2.406212E+01             2.389551E+01             3.391137E+01
                   6.3000            -2.645766E+01            -5.265561E+01            -1.950417E+01             4.970250E+00             2.472512E+01             2.399103E+01             3.445143E+01
                   6.4800            -2.715131E+01            -5.275128E+01            -2.014616E+01             4.983515E+00             2.538769E+01             2.408601E+01             3.499529E+01
                   6.6600            -2.784455E+01            -5.284689E+01            -2.078777E+01             4.996686E+00             2.604980E+01             2.418044E+01             3.554274E+01
                   6.8400            -2.853737E+01            -5.294242E+01            -2.142902E+01             5.009747E+00             2.671144E+01             2.427433E+01             3.609355E+01
                   7.0200            -2.922975E+01            -5.303785E+01            -2.206989E+01             5.022697E+00             2.737259E+01             2.436767E+01             3.664754E+01
                   7.2000            -2.992167E+01            -5.313318E+01            -2.271036E+01             5.035535E+00             2.803325E+01             2.446043E+01             3.720451E+01
                   7.3800            -3.061312E+01            -5.322839E+01            -2.335043E+01             5.048259E+00             2.869339E+01             2.455261E+01             3.776429E+01
                   7.5600            -3.130408E+01            -5.332347E+01            -2.399009E+01             5.060871E+00             2.935302E+01             2.464420E+01             3.832670E+01
                   7.7400            -3.199453E+01            -5.341842E+01            -2.462932E+01             5.073369E+00             3.001211E+01             2.473517E+01             3.889158E+01
