                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.196354E-02             9.858049E-04             2.965280E-06             5.161941E-05             1.040390E-03             4.768180E-01             6.747306E-02             4.778584E-01
                   0.1800             7.323592E-02            -3.021475E-03            -9.088524E-06             3.091351E-04            -2.721429E-03             4.776133E-01             6.748262E-02             4.748919E-01
                   0.3600             7.352273E-02            -5.968604E-03            -1.795337E-05             6.382948E-04            -5.348263E-03             4.775334E-01             6.745346E-02             4.721851E-01
                   0.5400             7.384474E-02            -8.915878E-03            -2.681854E-05             9.669357E-04            -7.975761E-03             4.774901E-01             6.742153E-02             4.695143E-01
                   0.7200             7.420110E-02            -1.186299E-02            -3.568305E-05             1.295042E-03            -1.060363E-02             4.774839E-01             6.738832E-02             4.668803E-01
                   0.9000             7.459074E-02            -1.480914E-02            -4.454448E-05             1.622608E-03            -1.323107E-02             4.775146E-01             6.735462E-02             4.642835E-01
                   1.0800             7.501262E-02            -1.775414E-02            -5.340221E-05             1.949629E-03            -1.585792E-02             4.775821E-01             6.732156E-02             4.617242E-01
                   1.2600             7.546571E-02            -2.069842E-02            -6.225743E-05             2.276109E-03            -1.848457E-02             4.783718E-01             6.729012E-02             4.598873E-01
                   1.4400             7.594878E-02            -2.364141E-02            -7.110842E-05             2.602052E-03            -2.111047E-02             4.792626E-01             6.726102E-02             4.581521E-01
                   1.6200             7.646067E-02            -2.658303E-02            -7.995487E-05             2.927464E-03            -2.373552E-02             4.801879E-01             6.723483E-02             4.564524E-01
                   1.8000             7.700015E-02            -2.952296E-02            -8.879577E-05             3.252354E-03            -2.635940E-02             4.811466E-01             6.721191E-02             4.547872E-01
                   1.9800             7.756608E-02            -3.246135E-02            -9.763151E-05             3.576732E-03            -2.898225E-02             4.821378E-01             6.719256E-02             4.531555E-01
                   2.1600             7.815721E-02            -3.539777E-02            -1.064608E-04             3.900610E-03            -3.160362E-02             4.831600E-01             6.717680E-02             4.515564E-01
                   2.3400             7.877240E-02            -3.833220E-02            -1.152834E-04             4.224001E-03            -3.422348E-02             4.842119E-01             6.716459E-02             4.499884E-01
                   2.5200             7.941048E-02            -4.126439E-02            -1.240986E-04             4.546919E-03            -3.684157E-02             4.852918E-01             6.715576E-02             4.484503E-01
                   2.7000             8.007030E-02            -4.419416E-02            -1.329059E-04             4.869380E-03            -3.945768E-02             4.863984E-01             6.715006E-02             4.469407E-01
                   2.8800             8.075079E-02            -4.712141E-02            -1.417048E-04             5.191401E-03            -4.207171E-02             4.875300E-01             6.714722E-02             4.454583E-01
                   3.0600             8.145085E-02            -5.004587E-02            -1.504944E-04             5.513001E-03            -4.468336E-02             4.886851E-01             6.714691E-02             4.440018E-01
                   3.2400             8.216948E-02            -5.296744E-02            -1.592745E-04             5.834198E-03            -4.729252E-02             4.898622E-01             6.714882E-02             4.425696E-01
                   3.4200             8.290567E-02            -5.588596E-02            -1.680445E-04             6.155014E-03            -4.989899E-02             4.910597E-01             6.715263E-02             4.411607E-01
                   3.6000             8.365847E-02            -5.880124E-02            -1.768038E-04             6.475470E-03            -5.250257E-02             4.922763E-01             6.715804E-02             4.397737E-01
                   3.7800             8.442697E-02            -6.171309E-02            -1.855518E-04             6.795589E-03            -5.510305E-02             4.935106E-01             6.716477E-02             4.384076E-01
                   3.9600             8.521030E-02            -6.462139E-02            -1.942880E-04             7.115396E-03            -5.770029E-02             4.947614E-01             6.717256E-02             4.370612E-01
                   4.1400             8.600762E-02            -6.752593E-02            -2.030117E-04             7.434915E-03            -6.029402E-02             4.960275E-01             6.718120E-02             4.357335E-01
                   4.3200             8.681814E-02            -7.042656E-02            -2.117225E-04             7.754173E-03            -6.288411E-02             4.973077E-01             6.719047E-02             4.344236E-01
                   4.5000             8.764111E-02            -7.332310E-02            -2.204198E-04             8.073196E-03            -6.547033E-02             4.986009E-01             6.720022E-02             4.331306E-01
                   4.6800             8.847579E-02            -7.621540E-02            -2.291031E-04             8.392011E-03            -6.805250E-02             4.999062E-01             6.721029E-02             4.318537E-01
                   4.8600             8.932152E-02            -7.910329E-02            -2.377718E-04             8.710646E-03            -7.063042E-02             5.012226E-01             6.722055E-02             4.305922E-01
                   5.0400             9.017763E-02            -8.198661E-02            -2.464254E-04             9.029127E-03            -7.320390E-02             5.025492E-01             6.723089E-02             4.293453E-01
