                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             1.056370E+02             2.299921E-01             1.054070E+02             3.719243E+05             2.179254E-01             6.555149E-04             1.141116E-02             1.491582E+01
                   0.1800             1.049812E+02            -6.016083E-01             1.055828E+02             3.719243E+05            -6.679376E-01            -2.009140E-03             6.833845E-02             1.491794E+01
                   0.3600             1.043829E+02            -1.182305E+00             1.055652E+02             3.719242E+05            -1.319440E+00            -3.968832E-03             1.411036E-01             1.491149E+01
                   0.5400             1.037924E+02            -1.763149E+00             1.055556E+02             3.719242E+05            -1.970974E+00            -5.928597E-03             2.137541E-01             1.490443E+01
                   0.7200             1.032101E+02            -2.344074E+00             1.055542E+02             3.719242E+05            -2.622472E+00            -7.888218E-03             2.862865E-01             1.489709E+01
                   0.9000             1.026361E+02            -2.924906E+00             1.055610E+02             3.719242E+05            -3.273758E+00            -9.847155E-03             3.586992E-01             1.488964E+01
                   1.0800             1.020703E+02            -3.505605E+00             1.055759E+02             3.719242E+05            -3.924791E+00            -1.180527E-02             4.309917E-01             1.488233E+01
                   1.2600             1.016642E+02            -4.086262E+00             1.057505E+02             3.719242E+05            -4.575663E+00            -1.376284E-02             5.031644E-01             1.487538E+01
                   1.4400             1.012807E+02            -4.666752E+00             1.059474E+02             3.719242E+05            -5.226251E+00            -1.571947E-02             5.752184E-01             1.486895E+01
                   1.6200             1.009049E+02            -5.247055E+00             1.061520E+02             3.719242E+05            -5.876535E+00            -1.767509E-02             6.471551E-01             1.486316E+01
                   1.8000             1.005368E+02            -5.827099E+00             1.063639E+02             3.719242E+05            -6.526446E+00            -1.962949E-02             7.189763E-01             1.485809E+01
                   1.9800             1.001761E+02            -6.406914E+00             1.065830E+02             3.719242E+05            -7.176016E+00            -2.158275E-02             7.906845E-01             1.485382E+01
                   2.1600             9.982259E+01            -6.986403E+00             1.068090E+02             3.719242E+05            -7.825150E+00            -2.353458E-02             8.622821E-01             1.485033E+01
                   2.3400             9.947596E+01            -7.565559E+00             1.070415E+02             3.719242E+05            -8.473846E+00            -2.548494E-02             9.337720E-01             1.484763E+01
                   2.5200             9.913595E+01            -8.144322E+00             1.072803E+02             3.719242E+05            -9.122046E+00            -2.743367E-02             1.005157E+00             1.484568E+01
                   2.7000             9.880224E+01            -8.722650E+00             1.075249E+02             3.719242E+05            -9.769711E+00            -2.938063E-02             1.076442E+00             1.484442E+01
                   2.8800             9.847454E+01            -9.300515E+00             1.077751E+02             3.719242E+05            -1.041682E+01            -3.132574E-02             1.147629E+00             1.484379E+01
                   3.0600             9.815254E+01            -9.877856E+00             1.080304E+02             3.719242E+05            -1.106331E+01            -3.326881E-02             1.218723E+00             1.484373E+01
                   3.2400             9.783595E+01            -1.045464E+01             1.082906E+02             3.719242E+05            -1.170916E+01            -3.520977E-02             1.289728E+00             1.484415E+01
                   3.4200             9.752449E+01            -1.103084E+01             1.085553E+02             3.719242E+05            -1.235434E+01            -3.714850E-02             1.360648E+00             1.484499E+01
                   3.6000             9.721788E+01            -1.160640E+01             1.088243E+02             3.719242E+05            -1.299880E+01            -3.908485E-02             1.431489E+00             1.484618E+01
                   3.7800             9.691587E+01            -1.218127E+01             1.090971E+02             3.719242E+05            -1.364251E+01            -4.101870E-02             1.502256E+00             1.484767E+01
                   3.9600             9.661823E+01            -1.275542E+01             1.093736E+02             0.000000E+00            -1.428543E+01            -4.294996E-02             1.572954E+00             1.484939E+01
                   4.1400             9.632472E+01            -1.332880E+01             1.096535E+02             0.000000E+00            -1.492751E+01            -4.487846E-02             1.643588E+00             1.485130E+01
                   4.3200             9.603515E+01            -1.390138E+01             1.099365E+02             0.000000E+00            -1.556874E+01            -4.680410E-02             1.714164E+00             1.485336E+01
                   4.5000             9.574932E+01            -1.447309E+01             1.102224E+02             0.000000E+00            -1.620905E+01            -4.872676E-02             1.784688E+00             1.485551E+01
                   4.6800             9.546704E+01            -1.504392E+01             1.105110E+02             0.000000E+00            -1.684844E+01            -5.064631E-02             1.855167E+00             1.485774E+01
