                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.290175E+02             3.290090E+02             3.290175E+02             3.290090E+02             3.325801E+02             3.318694E+02             3.325801E+02             3.318694E+02             3.337522E+02             3.328979E+02
                   0.1800             3.290066E+02             3.290042E+02             3.290471E+02             3.290441E+02             3.325527E+02             3.318510E+02             3.325975E+02             3.318945E+02             3.337729E+02             3.329260E+02
                   0.3600             3.289420E+02             3.289438E+02             3.290043E+02             3.290035E+02             3.324804E+02             3.317830E+02             3.325496E+02             3.318497E+02             3.337264E+02             3.328824E+02
                   0.5400             3.288733E+02             3.288790E+02             3.289520E+02             3.289528E+02             3.324055E+02             3.317117E+02             3.324934E+02             3.317958E+02             3.336711E+02             3.328294E+02
                   0.7200             3.288024E+02             3.288117E+02             3.288946E+02             3.288966E+02             3.323294E+02             3.316388E+02             3.324329E+02             3.317372E+02             3.336114E+02             3.327714E+02
                   0.9000             3.287313E+02             3.287439E+02             3.288351E+02             3.288383E+02             3.322537E+02             3.315659E+02             3.323710E+02             3.316768E+02             3.335501E+02             3.327116E+02
                   1.0800             3.286616E+02             3.286771E+02             3.287757E+02             3.287798E+02             3.321796E+02             3.314945E+02             3.323094E+02             3.316165E+02             3.334890E+02             3.326518E+02
                   1.2600             3.285942E+02             3.286124E+02             3.287175E+02             3.287224E+02             3.321081E+02             3.314254E+02             3.322492E+02             3.315575E+02             3.334292E+02             3.325932E+02
                   1.4400             3.285296E+02             3.285502E+02             3.286611E+02             3.286668E+02             3.320395E+02             3.313592E+02             3.321911E+02             3.315004E+02             3.333715E+02             3.325365E+02
                   1.6200             3.284680E+02             3.284910E+02             3.286070E+02             3.286135E+02             3.319742E+02             3.312962E+02             3.321353E+02             3.314457E+02             3.333161E+02             3.324821E+02
                   1.8000             3.284097E+02             3.284347E+02             3.285554E+02             3.285626E+02             3.319123E+02             3.312364E+02             3.320822E+02             3.313935E+02             3.332632E+02             3.324302E+02
                   1.9800             3.283547E+02             3.283816E+02             3.285065E+02             3.285143E+02             3.318538E+02             3.311799E+02             3.320318E+02             3.313440E+02             3.332131E+02             3.323809E+02
                   2.1600             3.283029E+02             3.283316E+02             3.284602E+02             3.284686E+02             3.317987E+02             3.311266E+02             3.319841E+02             3.312972E+02             3.331657E+02             3.323343E+02
                   2.3400             3.282543E+02             3.282847E+02             3.284166E+02             3.284256E+02             3.317469E+02             3.310767E+02             3.319393E+02             3.312532E+02             3.331210E+02             3.322904E+02
                   2.5200             3.282089E+02             3.282408E+02             3.283758E+02             3.283852E+02             3.316983E+02             3.310299E+02             3.318972E+02             3.312118E+02             3.330791E+02             3.322493E+02
                   2.7000             3.281666E+02             3.281998E+02             3.283376E+02             3.283475E+02             3.316530E+02             3.309862E+02             3.318578E+02             3.311732E+02             3.330400E+02             3.322108E+02
                   2.8800             3.281273E+02             3.281618E+02             3.283020E+02             3.283124E+02             3.316109E+02             3.309456E+02             3.318212E+02             3.311372E+02             3.330035E+02             3.321750E+02
                   3.0600             3.280909E+02             3.281266E+02             3.282691E+02             3.282800E+02             3.315718E+02             3.309079E+02             3.317873E+02             3.311039E+02             3.329697E+02             3.321418E+02
                   3.2400             3.280575E+02             3.280942E+02             3.282388E+02             3.282501E+02             3.315357E+02             3.308733E+02             3.317561E+02             3.310732E+02             3.329386E+02             3.321112E+02
                   3.4200             3.280269E+02             3.280645E+02             3.282111E+02             3.282227E+02             3.315026E+02             3.308414E+02             3.317275E+02             3.310452E+02             3.329101E+02             3.320832E+02
                   3.6000             3.279990E+02             3.280376E+02             3.281860E+02             3.281979E+02             3.314724E+02             3.308125E+02             3.317015E+02             3.310197E+02             3.328842E+02             3.320578E+02
                   3.7800             3.279739E+02             3.280133E+02             3.281634E+02             3.281756E+02             3.314451E+02             3.307863E+02             3.316782E+02             3.309968E+02             3.328609E+02             3.320349E+02
                   3.9600             3.279515E+02             3.279916E+02             3.281433E+02             3.281558E+02             3.314205E+02             3.307628E+02             3.316574E+02             3.309764E+02             3.328401E+02             3.320146E+02
                   4.1400             3.279317E+02             3.279724E+02             3.281256E+02             3.281383E+02             3.313987E+02             3.307419E+02             3.316391E+02             3.309585E+02             3.328218E+02             3.319967E+02
                   4.3200             3.279144E+02             3.279558E+02             3.281104E+02             3.281233E+02             3.313796E+02             3.307237E+02             3.316234E+02             3.309430E+02             3.328061E+02             3.319812E+02
                   4.5000             3.278997E+02             3.279416E+02             3.280976E+02             3.281107E+02             3.313630E+02             3.307080E+02             3.316101E+02             3.309300E+02             3.327927E+02             3.319681E+02
                   4.6800             3.278873E+02             3.279298E+02             3.280871E+02             3.281004E+02             3.313490E+02             3.306948E+02             3.315992E+02             3.309193E+02             3.327818E+02             3.319574E+02
                   4.8600             3.278774E+02             3.279203E+02             3.280789E+02             3.280923E+02             3.313375E+02             3.306840E+02             3.315906E+02             3.309110E+02             3.327731E+02             3.319490E+02
                   5.0400             3.278697E+02             3.279130E+02             3.280729E+02             3.280863E+02             3.313283E+02             3.306755E+02             3.315843E+02             3.309048E+02             3.327667E+02             3.319427E+02
                   5.2200             3.278640E+02             3.279077E+02             3.280689E+02             3.280824E+02             3.313213E+02             3.306691E+02             3.315800E+02             3.309006E+02             3.327623E+02             3.319385E+02
                   5.4000             3.278602E+02             3.279042E+02             3.280667E+02             3.280802E+02             3.313162E+02             3.306646E+02             3.315776E+02             3.308983E+02             3.327597E+02             3.319360E+02
                   5.5800             3.278578E+02             3.279020E+02             3.280657E+02             3.280793E+02             3.313125E+02             3.306614E+02             3.315764E+02             3.308972E+02             3.327585E+02             3.319348E+02
                   5.7600             3.278560E+02             3.279005E+02             3.280654E+02             3.280789E+02             3.313096E+02             3.306589E+02             3.315759E+02             3.308967E+02             3.327578E+02             3.319342E+02
                   5.9400             3.278544E+02             3.278991E+02             3.280652E+02             3.280787E+02             3.313069E+02             3.306567E+02             3.315755E+02             3.308964E+02             3.327573E+02             3.319338E+02
                   6.1200             3.278529E+02             3.278978E+02             3.280650E+02             3.280785E+02             3.313043E+02             3.306546E+02             3.315751E+02             3.308961E+02             3.327568E+02             3.319333E+02
                   6.3000             3.278514E+02             3.278966E+02             3.280647E+02             3.280783E+02             3.313018E+02             3.306525E+02             3.315747E+02             3.308957E+02             3.327562E+02             3.319328E+02
                   6.4800             3.278500E+02             3.278954E+02             3.280645E+02             3.280780E+02             3.312993E+02             3.306505E+02             3.315743E+02             3.308953E+02             3.327556E+02             3.319323E+02
                   6.6600             3.278486E+02             3.278941E+02             3.280641E+02             3.280777E+02             3.312969E+02             3.306485E+02             3.315738E+02             3.308949E+02             3.327550E+02             3.319318E+02
                   6.8400             3.278472E+02             3.278929E+02             3.280638E+02             3.280774E+02             3.312946E+02             3.306465E+02             3.315733E+02             3.308944E+02             3.327544E+02             3.319312E+02
                   7.0200             3.278458E+02             3.278917E+02             3.280634E+02             3.280770E+02             3.312923E+02             3.306446E+02             3.315728E+02             3.308939E+02             3.327537E+02             3.319305E+02
                   7.2000             3.278444E+02             3.278905E+02             3.280629E+02             3.280766E+02             3.312900E+02             3.306427E+02             3.315722E+02             3.308934E+02             3.327529E+02             3.319298E+02
                   7.3800             3.278430E+02             3.278892E+02             3.280625E+02             3.280761E+02             3.312877E+02             3.306408E+02             3.315715E+02             3.308927E+02             3.327521E+02             3.319291E+02
                   7.5600             3.278416E+02             3.278879E+02             3.280619E+02             3.280755E+02             3.312855E+02             3.306388E+02             3.315708E+02             3.308921E+02             3.327512E+02             3.319283E+02
                   7.7400             3.278402E+02             3.278866E+02             3.280613E+02             3.280749E+02             3.312832E+02             3.306369E+02             3.315700E+02             3.308914E+02             3.327503E+02             3.319274E+02
                   7.9200             3.278387E+02             3.278853E+02             3.280606E+02             3.280743E+02             3.312809E+02             3.306349E+02             3.315692E+02             3.308906E+02             3.327493E+02             3.319265E+02
                   8.1000             3.278372E+02             3.278839E+02             3.280599E+02             3.280735E+02             3.312786E+02             3.306329E+02             3.315683E+02             3.308897E+02             3.327483E+02             3.319255E+02
                   8.2800             3.278356E+02             3.278824E+02             3.280590E+02             3.280727E+02             3.312762E+02             3.306309E+02             3.315673E+02             3.308888E+02             3.327472E+02             3.319245E+02
                   8.4600             3.278339E+02             3.278808E+02             3.280581E+02             3.280718E+02             3.312738E+02             3.306288E+02             3.315662E+02             3.308878E+02             3.327459E+02             3.319233E+02
                   8.6400             3.278322E+02             3.278792E+02             3.280572E+02             3.280709E+02             3.312714E+02             3.306267E+02             3.315651E+02             3.308867E+02             3.327447E+02             3.319221E+02
                   8.8200             3.278304E+02             3.278775E+02             3.280561E+02             3.280698E+02             3.312689E+02             3.306244E+02             3.315639E+02             3.308855E+02             3.327433E+02             3.319208E+02
                   9.0000             3.278285E+02             3.278757E+02             3.280550E+02             3.280687E+02             3.312663E+02             3.306222E+02             3.315626E+02             3.308842E+02             3.327418E+02             3.319194E+02
                   9.1800             3.278265E+02             3.278739E+02             3.280538E+02             3.280675E+02             3.312637E+02             3.306198E+02             3.315612E+02             3.308829E+02             3.327403E+02             3.319179E+02
