                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824999E+01             3.544739E-02             1.899730E-01             5.000004E-01             5.000896E-01
                   0.1800             1.825671E+01             2.603171E-02             2.730048E-01             4.998162E-01             3.120280E+00
                   0.3600             1.825738E+01             2.676536E-02             2.727590E-01             4.997978E-01             3.306982E+00
                   0.5400             1.825796E+01             2.821050E-02             2.703120E-01             4.997820E-01             3.495704E+00
                   0.7200             1.825842E+01             2.989467E-02             2.658077E-01             4.997693E-01             3.684548E+00
                   0.9000             1.825877E+01             3.169246E-02             2.594869E-01             4.997598E-01             3.874388E+00
                   1.0800             1.825899E+01             3.352011E-02             2.517577E-01             4.997537E-01             4.064452E+00
                   1.2600             1.825910E+01             3.530961E-02             2.431307E-01             4.997507E-01             4.254015E+00
                   1.4400             1.825911E+01             3.700053E-02             2.341421E-01             4.997504E-01             4.442728E+00
                   1.6200             1.825903E+01             3.853253E-02             2.253154E-01             4.997526E-01             4.630140E+00
                   1.8000             1.825889E+01             3.984776E-02             2.170934E-01             4.997564E-01             4.816004E+00
                   1.9800             1.825870E+01             4.089202E-02             2.098309E-01             4.997615E-01             4.999542E+00
                   2.1600             1.825849E+01             4.163060E-02             2.037194E-01             4.997674E-01             5.180571E+00
                   2.3400             1.825827E+01             4.205692E-02             1.988298E-01             4.997735E-01             5.358580E+00
                   2.5200             1.825804E+01             4.220946E-02             1.951105E-01             4.997796E-01             5.533387E+00
                   2.7000             1.825783E+01             4.217776E-02             1.924373E-01             4.997855E-01             5.704739E+00
                   2.8800             1.825762E+01             4.209389E-02             1.906501E-01             4.997911E-01             5.872333E+00
                   3.0600             1.825744E+01             4.210267E-02             1.895869E-01             4.997963E-01             6.036126E+00
                   3.2400             1.825726E+01             4.232402E-02             1.891194E-01             4.998010E-01             6.195871E+00
                   3.4200             1.825711E+01             4.281945E-02             1.891705E-01             4.998052E-01             6.827510E-02
                   3.6000             1.825697E+01             4.358180E-02             1.897236E-01             4.998091E-01             2.196631E-01
                   3.7800             1.825684E+01             4.454639E-02             1.908113E-01             4.998125E-01             3.668370E-01
                   3.9600             1.825673E+01             4.561653E-02             1.924918E-01             4.998155E-01             5.097021E-01
                   4.1400             1.825664E+01             4.669094E-02             1.948289E-01             4.998181E-01             6.482999E-01
                   4.3200             1.825656E+01             4.768555E-02             1.978746E-01             4.998203E-01             7.826309E-01
                   4.5000             1.825650E+01             4.854376E-02             2.016599E-01             4.998219E-01             9.127264E-01
                   4.6800             1.825646E+01             4.923582E-02             2.061881E-01             4.998231E-01             1.038618E+00
                   4.8600             1.825643E+01             4.975405E-02             2.114331E-01             4.998238E-01             1.160340E+00
                   5.0400             1.825643E+01             5.010573E-02             2.173416E-01             4.998239E-01             1.277947E+00
                   5.2200             1.825644E+01             5.030678E-02             2.238367E-01             4.998235E-01             1.391499E+00
                   5.4000             1.825648E+01             5.037752E-02             2.308217E-01             4.998225E-01             1.501021E+00
                   5.5800             1.825654E+01             5.033933E-02             2.381888E-01             4.998209E-01             1.606561E+00
                   5.7600             1.825661E+01             5.021330E-02             2.458213E-01             4.998189E-01             1.708112E+00
                   5.9400             1.825671E+01             5.001856E-02             2.536075E-01             4.998162E-01             1.805738E+00
                   6.1200             1.825682E+01             4.977256E-02             2.614389E-01             4.998131E-01             1.899475E+00
                   6.3000             1.825695E+01             4.949033E-02             2.692183E-01             4.998096E-01             1.989383E+00
                   6.4800             1.825709E+01             4.918526E-02             2.768602E-01             4.998057E-01             2.075520E+00
                   6.6600             1.825725E+01             4.886906E-02             2.842904E-01             4.998014E-01             2.157916E+00
                   6.8400             1.825742E+01             4.855174E-02             2.914511E-01             4.997968E-01             2.236636E+00
                   7.0200             1.825759E+01             4.824218E-02             2.982961E-01             4.997920E-01             2.311710E+00
                   7.2000             1.825778E+01             4.794794E-02             3.047937E-01             4.997870E-01             2.383186E+00
                   7.3800             1.825797E+01             4.767586E-02             3.109231E-01             4.997818E-01             2.451094E+00
                   7.5600             1.825816E+01             4.743163E-02             3.166750E-01             4.997765E-01             2.515470E+00
                   7.7400             1.825835E+01             4.722039E-02             3.220499E-01             4.997711E-01             2.576351E+00
                   7.9200             1.825855E+01             4.704646E-02             3.270550E-01             4.997657E-01             2.633754E+00
                   8.1000             1.825875E+01             4.691367E-02             3.317054E-01             4.997603E-01             2.687713E+00
                   8.2800             1.825894E+01             4.682510E-02             3.360205E-01             4.997550E-01             2.738243E+00
                   8.4600             1.825914E+01             4.678343E-02             3.400242E-01             4.997496E-01             2.785369E+00
                   8.6400             1.825933E+01             4.679068E-02             3.437429E-01             4.997444E-01             2.829102E+00
                   8.8200             1.825952E+01             4.684838E-02             3.472050E-01             4.997392E-01             2.869458E+00
                   9.0000             1.825970E+01             4.695747E-02             3.504394E-01             4.997342E-01             2.906446E+00
                   9.1800             1.825988E+01             4.711812E-02             3.534754E-01             4.997293E-01             2.940078E+00
                   9.3600             1.826006E+01             4.732995E-02             3.563418E-01             4.997245E-01             2.970362E+00
                   9.5400             1.826023E+01             4.759167E-02             3.590658E-01             4.997198E-01             2.997305E+00
                   9.7200             1.826039E+01             4.790119E-02             3.616732E-01             4.997153E-01             3.020912E+00
                   9.9000             1.826055E+01             4.825545E-02             3.641874E-01             4.997110E-01             3.041187E+00
                  10.0800             1.826070E+01             4.865038E-02             3.666294E-01             4.997068E-01             3.058136E+00
                  10.2600             1.826085E+01             4.908114E-02             3.690172E-01             4.997028E-01             3.071759E+00
                  10.4400             1.826099E+01             4.954230E-02             3.713657E-01             4.996990E-01             3.082066E+00
                  10.6200             1.826112E+01             5.002865E-02             3.736863E-01             4.996954E-01             3.089057E+00
                  10.8000             1.826124E+01             5.053592E-02             3.759865E-01             4.996920E-01             3.092740E+00
                  10.9800             1.826136E+01             5.106176E-02             3.782700E-01             4.996887E-01             3.093119E+00
                  11.1600             1.826147E+01             5.160629E-02             3.805363E-01             4.996857E-01             3.090201E+00
                  11.3400             1.826158E+01             5.217231E-02             3.827804E-01             4.996829E-01             3.083996E+00
                  11.5200             1.826167E+01             5.276498E-02             3.849929E-01             4.996803E-01             3.074514E+00
                  11.7000             1.826176E+01             5.339109E-02             3.871594E-01             4.996779E-01             3.061766E+00
                  11.8800             1.826184E+01             5.405820E-02             3.892607E-01             4.996757E-01             3.045769E+00
                  12.0600             1.826191E+01             5.477396E-02             3.912726E-01             4.996738E-01             3.026539E+00
                  12.2400             1.826197E+01             5.554552E-02             3.931661E-01             4.996721E-01             3.004095E+00
                  12.4200             1.826202E+01             5.637935E-02             3.949070E-01             4.996707E-01             2.978460E+00
                  12.6000             1.826206E+01             5.728114E-02             3.964563E-01             4.996695E-01             2.949659E+00
                  12.7800             1.826210E+01             5.825566E-02             3.977708E-01             4.996686E-01             2.917721E+00
                  12.9600             1.826212E+01             5.930689E-02             3.988029E-01             4.996679E-01             2.882678E+00
                  13.1400             1.826214E+01             6.043797E-02             3.995018E-01             4.996675E-01             2.844565E+00
                  13.3200             1.826214E+01             6.165121E-02             3.998137E-01             4.996673E-01             2.803421E+00
                  13.5000             1.826214E+01             6.294817E-02             3.996834E-01             4.996673E-01             2.759287E+00
                  13.6800             1.826214E+01             6.432943E-02             3.990550E-01             4.996675E-01             2.712210E+00
                  13.8600             1.826212E+01             6.579487E-02             3.978735E-01             4.996679E-01             2.662240E+00
                  14.0400             1.826210E+01             6.734331E-02             3.960864E-01             4.996685E-01             2.609430E+00
                  14.2200             1.826207E+01             6.897270E-02             3.936457E-01             4.996692E-01             2.553835E+00
                  14.4000             1.826205E+01             7.068001E-02             3.905094E-01             4.996700E-01             2.495518E+00
                  14.5800             1.826202E+01             7.246090E-02             3.866440E-01             4.996708E-01             2.434541E+00
                  14.7600             1.826199E+01             7.431027E-02             3.820262E-01             4.996716E-01             2.370973E+00
                  14.9400             1.826196E+01             7.622122E-02             3.766451E-01             4.996723E-01             2.304884E+00
                  15.1200             1.826194E+01             7.818606E-02             3.705042E-01             4.996729E-01             2.236349E+00
                  15.3000             1.826193E+01             8.019505E-02             3.636225E-01             4.996732E-01             2.165444E+00
                  15.4800             1.826192E+01             8.223735E-02             3.560362E-01             4.996733E-01             2.092250E+00
                  15.6600             1.826193E+01             8.430011E-02             3.477990E-01             4.996731E-01             2.016851E+00
                  15.8400             1.826196E+01             8.636871E-02             3.389823E-01             4.996724E-01             1.939332E+00
                  16.0200             1.826200E+01             8.842698E-02             3.296744E-01             4.996713E-01             1.859782E+00
                  16.2000             1.826206E+01             9.045619E-02             3.199792E-01             4.996696E-01             1.778292E+00
                  16.3800             1.826214E+01             9.243617E-02             3.100135E-01             4.996673E-01             1.694953E+00
                  16.5600             1.826225E+01             9.434442E-02             2.999043E-01             4.996643E-01             1.609862E+00
                  16.7400             1.826238E+01             9.615747E-02             2.897848E-01             4.996607E-01             1.523113E+00
