                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.269875E-06             1.664140E-07             1.269913E-06             2.083392E-15             2.356802E-08             1.403301E-07             1.267397E-06            -3.790086E-11            -5.663878E-20             1.103461E-06            -1.097901E-07            -2.405240E-07             7.531468E-07
                   0.1800             1.270067E-06             1.665198E-07             1.269424E-06             6.805648E-10             2.355155E-08             1.402602E-07             1.267397E-06            -3.781078E-11            -2.232747E-14             1.103547E-06            -1.098020E-07            -2.405985E-07             7.531468E-07
                   0.3600             1.270284E-06             1.666474E-07             1.268964E-06             1.358538E-09             2.353829E-08             1.401840E-07             1.267397E-06            -3.771403E-11            -4.473980E-14             1.103637E-06            -1.098286E-07            -2.406615E-07             7.531468E-07
                   0.5400             1.270493E-06             1.667704E-07             1.268497E-06             2.034168E-09             2.352558E-08             1.401107E-07             1.267397E-06            -3.762002E-11            -6.722629E-14             1.103723E-06            -1.098543E-07            -2.407219E-07             7.531468E-07
                   0.7200             1.270694E-06             1.668887E-07             1.268024E-06             2.707636E-09             2.351342E-08             1.400403E-07             1.267397E-06            -3.752871E-11            -8.977993E-14             1.103806E-06            -1.098791E-07            -2.407797E-07             7.531468E-07
                   0.9000             1.270887E-06             1.670026E-07             1.267546E-06             3.379089E-09             2.350182E-08             1.399726E-07             1.267397E-06            -3.744007E-11            -1.123956E-13             1.103885E-06            -1.099032E-07            -2.408349E-07             7.531468E-07
                   1.0800             1.271073E-06             1.671119E-07             1.267062E-06             4.048661E-09             2.349077E-08             1.399078E-07             1.267397E-06            -3.735407E-11            -1.350692E-13             1.103961E-06            -1.099265E-07            -2.408876E-07             7.531468E-07
                   1.2600             1.271250E-06             1.672168E-07             1.266571E-06             4.716478E-09             2.348027E-08             1.398457E-07             1.267397E-06            -3.727073E-11            -1.577967E-13             1.104034E-06            -1.099490E-07            -2.409377E-07             7.531468E-07
                   1.4400             1.271420E-06             1.673172E-07             1.266075E-06             5.382663E-09             2.347030E-08             1.397864E-07             1.267397E-06            -3.719003E-11            -1.805745E-13             1.104103E-06            -1.099707E-07            -2.409854E-07             7.531468E-07
                   1.6200             1.271582E-06             1.674130E-07             1.265572E-06             6.047340E-09             2.346087E-08             1.397298E-07             1.267397E-06            -3.711200E-11            -2.033991E-13             1.104169E-06            -1.099916E-07            -2.410305E-07             7.531468E-07
                   1.8000             1.271736E-06             1.675042E-07             1.265062E-06             6.710631E-09             2.345194E-08             1.396761E-07             1.267397E-06            -3.703665E-11            -2.262667E-13             1.104232E-06            -1.100116E-07            -2.410733E-07             7.531468E-07
                   1.9800             1.271882E-06             1.675907E-07             1.264546E-06             7.372660E-09             2.344352E-08             1.396252E-07             1.267397E-06            -3.696401E-11            -2.491741E-13             1.104291E-06            -1.100306E-07            -2.411136E-07             7.531468E-07
                   2.1600             1.272020E-06             1.676725E-07             1.264023E-06             8.033550E-09             2.343559E-08             1.395771E-07             1.267397E-06            -3.689408E-11            -2.721174E-13             1.104347E-06            -1.100486E-07            -2.411517E-07             7.531468E-07
                   2.3400             1.272149E-06             1.677495E-07             1.263493E-06             8.693426E-09             2.342815E-08             1.395318E-07             1.267397E-06            -3.682688E-11            -2.950933E-13             1.104400E-06            -1.100657E-07            -2.411874E-07             7.531468E-07
