                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284777E-05                       1.007938E+02                       3.038574E+02                       1.000626E+02                       3.032256E+02
                             0.1800                       5.005066E-08                       3.284772E-05                       1.007938E+02                       3.038574E+02                       1.000628E+02                       3.032258E+02
                             0.3600                       5.009648E-08                       3.284766E-05                       1.007938E+02                       3.038574E+02                       1.000631E+02                       3.032261E+02
                             0.5400                       5.013763E-08                       3.284759E-05                       1.007938E+02                       3.038574E+02                       1.000634E+02                       3.032263E+02
                             0.7200                       5.017429E-08                       3.284752E-05                       1.007938E+02                       3.038574E+02                       1.000637E+02                       3.032266E+02
                             0.9000                       5.020665E-08                       3.284744E-05                       1.007938E+02                       3.038574E+02                       1.000640E+02                       3.032269E+02
                             1.0800                       5.023489E-08                       3.284736E-05                       1.007938E+02                       3.038574E+02                       1.000643E+02                       3.032272E+02
                             1.2600                       5.025918E-08                       3.284727E-05                       1.007938E+02                       3.038574E+02                       1.000647E+02                       3.032275E+02
                             1.4400                       5.027970E-08                       3.284717E-05                       1.007938E+02                       3.038574E+02                       1.000651E+02                       3.032279E+02
                             1.6200                       5.029663E-08                       3.284707E-05                       1.007938E+02                       3.038574E+02                       1.000656E+02                       3.032282E+02
                             1.8000                       5.031015E-08                       3.284696E-05                       1.007938E+02                       3.038574E+02                       1.000660E+02                       3.032286E+02
                             1.9800                       5.032045E-08                       3.284685E-05                       1.007938E+02                       3.038574E+02                       1.000665E+02                       3.032291E+02
                             2.1600                       5.032769E-08                       3.284672E-05                       1.007938E+02                       3.038574E+02                       1.000671E+02                       3.032295E+02
                             2.3400                       5.033207E-08                       3.284659E-05                       1.007938E+02                       3.038574E+02                       1.000676E+02                       3.032300E+02
                             2.5200                       5.033375E-08                       3.284646E-05                       1.007938E+02                       3.038574E+02                       1.000682E+02                       3.032305E+02
                             2.7000                       5.033292E-08                       3.284631E-05                       1.007938E+02                       3.038574E+02                       1.000688E+02                       3.032311E+02
                             2.8800                       5.032977E-08                       3.284616E-05                       1.007938E+02                       3.038574E+02                       1.000695E+02                       3.032316E+02
                             3.0600                       5.032446E-08                       3.284600E-05                       1.007938E+02                       3.038574E+02                       1.000702E+02                       3.032322E+02
                             3.2400                       5.031718E-08                       3.284583E-05                       1.007938E+02                       3.038574E+02                       1.000709E+02                       3.032328E+02
                             3.4200                       5.030811E-08                       3.284565E-05                       1.007938E+02                       3.038574E+02                       1.000716E+02                       3.032335E+02
                             3.6000                       5.029743E-08                       3.284547E-05                       1.007938E+02                       3.038574E+02                       1.000724E+02                       3.032342E+02
                             3.7800                       5.028532E-08                       3.284528E-05                       1.007938E+02                       3.038574E+02                       1.000732E+02                       3.032349E+02
                             3.9600                       5.027195E-08                       3.284507E-05                       1.007938E+02                       3.038574E+02                       1.000741E+02                       3.032356E+02
                             4.1400                       5.025752E-08                       3.284486E-05                       1.007938E+02                       3.038574E+02                       1.000750E+02                       3.032364E+02
                             4.3200                       5.024219E-08                       3.284464E-05                       1.007938E+02                       3.038574E+02                       1.000759E+02                       3.032372E+02
                             4.5000                       5.022615E-08                       3.284441E-05                       1.007938E+02                       3.038574E+02                       1.000769E+02                       3.032381E+02
                             4.6800                       5.020957E-08                       3.284417E-05                       1.007938E+02                       3.038574E+02                       1.000780E+02                       3.032390E+02
                             4.8600                       5.019265E-08                       3.284392E-05                       1.007938E+02                       3.038574E+02                       1.000790E+02                       3.032399E+02
                             5.0400                       5.017555E-08                       3.284366E-05                       1.007938E+02                       3.038574E+02                       1.000801E+02                       3.032408E+02
                             5.2200                       5.015845E-08                       3.284340E-05                       1.007938E+02                       3.038574E+02                       1.000813E+02                       3.032418E+02
                             5.4000                       5.014155E-08                       3.284312E-05                       1.007938E+02                       3.038574E+02                       1.000825E+02                       3.032429E+02
                             5.5800                       5.012501E-08                       3.284283E-05                       1.007938E+02                       3.038574E+02                       1.000837E+02                       3.032439E+02
                             5.7600                       5.010902E-08                       3.284253E-05                       1.007938E+02                       3.038574E+02                       1.000850E+02                       3.032450E+02
                             5.9400                       5.009376E-08                       3.284222E-05                       1.007938E+02                       3.038574E+02                       1.000863E+02                       3.032462E+02
                             6.1200                       5.007940E-08                       3.284190E-05                       1.007938E+02                       3.038574E+02                       1.000877E+02                       3.032474E+02
                             6.3000                       5.006612E-08                       3.284156E-05                       1.007938E+02                       3.038574E+02                       1.000891E+02                       3.032486E+02
                             6.4800                       5.005412E-08                       3.284122E-05                       1.007938E+02                       3.038574E+02                       1.000906E+02                       3.032499E+02
                             6.6600                       5.004355E-08                       3.284087E-05                       1.007938E+02                       3.038574E+02                       1.000921E+02                       3.032512E+02
                             6.8400                       5.003462E-08                       3.284050E-05                       1.007938E+02                       3.038574E+02                       1.000936E+02                       3.032525E+02
                             7.0200                       5.002748E-08                       3.284012E-05                       1.007938E+02                       3.038574E+02                       1.000953E+02                       3.032539E+02
