                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             3.284777E-05             1.007757E+02             3.042361E+02             3.432557E+05             1.154272E+00             4.305624E+05             3.902390E+03             1.874078E-05             1.006526E+03             2.669819E-02             3.771875E-05             0.000000E+00             0.000000E+00
                   0.1800             3.284772E-05             1.007757E+02             3.042348E+02             3.432558E+05             1.148291E+00             4.305623E+05             3.903881E+03             1.874064E-05             1.006518E+03             2.669793E-02             3.771875E-05             0.000000E+00             0.000000E+00
                   0.3600             3.284766E-05             1.007757E+02             3.042349E+02             3.432559E+05             1.148294E+00             4.305624E+05             3.903880E+03             1.874065E-05             1.006518E+03             2.669794E-02             3.771875E-05             0.000000E+00             0.000000E+00
                   0.5400             3.284759E-05             1.007757E+02             3.042351E+02             3.432560E+05             1.148296E+00             4.305626E+05             3.903880E+03             1.874066E-05             1.006518E+03             2.669795E-02             3.771875E-05             0.000000E+00             0.000000E+00
                   0.7200             3.284752E-05             1.007757E+02             3.042353E+02             3.432561E+05             1.148298E+00             4.305628E+05             3.903880E+03             1.874067E-05             1.006518E+03             2.669797E-02             3.771875E-05             0.000000E+00             0.000000E+00
                   0.9000             3.284744E-05             1.007757E+02             3.042355E+02             3.432563E+05             1.148301E+00             4.305630E+05             3.903880E+03             1.874067E-05             1.006518E+03             2.669798E-02             3.771875E-05             0.000000E+00             0.000000E+00
                   1.0800             3.284736E-05             1.007757E+02             3.042357E+02             3.432564E+05             1.148304E+00             4.305632E+05             3.903880E+03             1.874068E-05             1.006518E+03             2.669800E-02             3.771875E-05             0.000000E+00             0.000000E+00
                   1.2600             3.284727E-05             1.007757E+02             3.042359E+02             3.432566E+05             1.148307E+00             4.305634E+05             3.903879E+03             1.874070E-05             1.006518E+03             2.669801E-02             3.771875E-05             0.000000E+00             0.000000E+00
                   1.4400             3.284717E-05             1.007757E+02             3.042362E+02             3.432568E+05             1.148310E+00             4.305636E+05             3.903879E+03             1.874071E-05             1.006518E+03             2.669803E-02             3.771875E-05             0.000000E+00             0.000000E+00
                   1.6200             3.284707E-05             1.007757E+02             3.042364E+02             3.432569E+05             1.148314E+00             4.305639E+05             3.903879E+03             1.874072E-05             1.006519E+03             2.669805E-02             3.771875E-05             0.000000E+00             0.000000E+00
