                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824999E+01             3.546699E-02             1.469356E-01             5.000004E-01             5.000843E-01
                   0.1800             1.825956E+01             3.820714E-02             1.677870E-01             4.997380E-01             4.868456E+00
                   0.3600             1.825920E+01             3.896114E-02             1.602597E-01             4.997478E-01             5.100468E+00
                   0.5400             1.825882E+01             3.921341E-02             1.545324E-01             4.997583E-01             5.325382E+00
                   0.7200             1.825843E+01             3.902247E-02             1.503666E-01             4.997690E-01             5.550765E+00
                   0.9000             1.825804E+01             3.853332E-02             1.475829E-01             4.997796E-01             5.780696E+00
                   1.0800             1.825767E+01             3.803674E-02             1.460025E-01             4.997900E-01             6.016066E+00
                   1.2600             1.825730E+01             3.789112E-02             1.454486E-01             4.997999E-01             6.256922E+00
                   1.4400             1.825697E+01             3.831549E-02             1.458712E-01             4.998091E-01             2.199784E-01
                   1.6200             1.825665E+01             3.921282E-02             1.474680E-01             4.998177E-01             4.713098E-01
                   1.8000             1.825637E+01             4.019766E-02             1.506689E-01             4.998254E-01             7.274943E-01
                   1.9800             1.825613E+01             4.082520E-02             1.559830E-01             4.998319E-01             9.879233E-01
                   2.1600             1.825596E+01             4.081470E-02             1.637987E-01             4.998367E-01             1.252339E+00
                   2.3400             1.825587E+01             4.009964E-02             1.741478E-01             4.998391E-01             1.520254E+00
                   2.5200             1.825589E+01             3.875778E-02             1.865501E-01             4.998386E-01             1.791379E+00
                   2.7000             1.825604E+01             3.693031E-02             1.999690E-01             4.998346E-01             2.065365E+00
                   2.8800             1.825630E+01             3.478366E-02             2.129341E-01             4.998273E-01             2.341811E+00
                   3.0600             1.825668E+01             3.250892E-02             2.238002E-01             4.998170E-01             2.620481E+00
                   3.2400             1.825712E+01             3.039348E-02             2.310452E-01             4.998048E-01             2.900986E+00
                   3.4200             1.825760E+01             2.946979E-02             2.335779E-01             4.997919E-01             3.183023E+00
                   3.6000             1.825804E+01             3.147239E-02             2.309560E-01             4.997796E-01             3.466321E+00
                   3.7800             1.825842E+01             3.421600E-02             2.234905E-01             4.997693E-01             3.750620E+00
                   3.9600             1.825870E+01             3.710418E-02             2.122147E-01             4.997618E-01             4.035586E+00
                   4.1400             1.825885E+01             3.986606E-02             1.986983E-01             4.997575E-01             4.320935E+00
                   4.3200             1.825889E+01             4.226992E-02             1.847471E-01             4.997564E-01             4.606216E+00
                   4.5000             1.825883E+01             4.408642E-02             1.720154E-01             4.997580E-01             4.890981E+00
                   4.6800             1.825871E+01             4.511226E-02             1.616619E-01             4.997613E-01             5.174914E+00
                   4.8600             1.825855E+01             4.526727E-02             1.541807E-01             4.997658E-01             5.457711E+00
                   5.0400             1.825837E+01             4.475693E-02             1.494532E-01             4.997708E-01             5.739086E+00
                   5.2200             1.825818E+01             4.414303E-02             1.470009E-01             4.997758E-01             6.018765E+00
                   5.4000             1.825801E+01             4.408800E-02             1.463320E-01             4.997807E-01             1.327047E-02
                   5.5800             1.825784E+01             4.487001E-02             1.472603E-01             4.997852E-01             2.887166E-01
                   5.7600             1.825768E+01             4.616600E-02             1.500251E-01             4.997895E-01             5.616292E-01
                   5.9400             1.825755E+01             4.733455E-02             1.551147E-01             4.997931E-01             8.317611E-01
                   6.1200             1.825745E+01             4.786861E-02             1.629619E-01             4.997960E-01             1.098838E+00
                   6.3000             1.825739E+01             4.758728E-02             1.736663E-01             4.997976E-01             1.362611E+00
                   6.4800             1.825738E+01             4.655279E-02             1.868252E-01             4.997978E-01             1.622837E+00
                   6.6600             1.825744E+01             4.493167E-02             2.015256E-01             4.997961E-01             1.879250E+00
                   6.8400             1.825757E+01             4.291046E-02             2.164915E-01             4.997925E-01             2.131626E+00
                   7.0200             1.825777E+01             4.066910E-02             2.303108E-01             4.997870E-01             2.379714E+00
                   7.2000             1.825803E+01             3.838775E-02             2.416806E-01             4.997801E-01             2.623285E+00
                   7.3800             1.825832E+01             3.629222E-02             2.495994E-01             4.997721E-01             2.862102E+00
                   7.5600             1.825862E+01             3.488962E-02             2.534853E-01             4.997637E-01             3.095936E+00
                   7.7400             1.825893E+01             3.599821E-02             2.532120E-01             4.997554E-01             3.324568E+00
                   7.9200             1.825921E+01             3.836240E-02             2.490752E-01             4.997478E-01             3.547767E+00
                   8.1000             1.825945E+01             4.099583E-02             2.417064E-01             4.997411E-01             3.765322E+00
                   8.2800             1.825965E+01             4.365357E-02             2.319576E-01             4.997356E-01             3.977012E+00
                   8.4600             1.825980E+01             4.620184E-02             2.207725E-01             4.997315E-01             4.182633E+00
                   8.6400             1.825991E+01             4.854460E-02             2.090679E-01             4.997286E-01             4.381975E+00
                   8.8200             1.825997E+01             5.060488E-02             1.976369E-01             4.997267E-01             4.574836E+00
                   9.0000             1.826001E+01             5.232123E-02             1.870853E-01             4.997258E-01             4.761020E+00
                   9.1800             1.826002E+01             5.365003E-02             1.778066E-01             4.997256E-01             4.940336E+00
                   9.3600             1.826001E+01             5.457236E-02             1.699905E-01             4.997258E-01             5.112598E+00
                   9.5400             1.825999E+01             5.510274E-02             1.636578E-01             4.997263E-01             5.277628E+00
                   9.7200             1.825996E+01             5.529359E-02             1.587084E-01             4.997270E-01             5.435252E+00
                   9.9000             1.825994E+01             5.523497E-02             1.549722E-01             4.997277E-01             5.585303E+00
                  10.0800             1.825991E+01             5.504097E-02             1.522522E-01             4.997284E-01             5.727622E+00
                  10.2600             1.825989E+01             5.483010E-02             1.503563E-01             4.997290E-01             5.862055E+00
                  10.4400             1.825987E+01             5.470137E-02             1.491162E-01             4.997295E-01             5.988461E+00
                  10.6200             1.825986E+01             5.471905E-02             1.483944E-01             4.997298E-01             6.106703E+00
                  10.8000             1.825985E+01             5.490860E-02             1.480837E-01             4.997300E-01             6.216654E+00
                  10.9800             1.825985E+01             5.526151E-02             1.481011E-01             4.997301E-01             3.501098E-02
                  11.1600             1.825986E+01             5.574741E-02             1.483803E-01             4.997300E-01             1.280358E-01
                  11.3400             1.825987E+01             5.632549E-02             1.488645E-01             4.997297E-01             2.124473E-01
                  11.5200             1.825988E+01             5.695591E-02             1.495012E-01             4.997293E-01             2.881574E-01
                  11.7000             1.825990E+01             5.760362E-02             1.502390E-01             4.997287E-01             3.550900E-01
                  11.8800             1.825993E+01             5.824277E-02             1.510270E-01             4.997280E-01             4.131803E-01
                  12.0600             1.825996E+01             5.885605E-02             1.518154E-01             4.997271E-01             4.623775E-01
                  12.2400             1.826000E+01             5.943311E-02             1.525570E-01             4.997261E-01             5.026384E-01
                  12.4200             1.826004E+01             5.996902E-02             1.532089E-01             4.997249E-01             5.339362E-01
                  12.6000             1.826009E+01             6.046159E-02             1.537346E-01             4.997235E-01             5.562547E-01
                  12.7800             1.826015E+01             6.091073E-02             1.541056E-01             4.997220E-01             5.695920E-01
                  12.9600             1.826021E+01             6.131623E-02             1.543028E-01             4.997203E-01             5.739590E-01
                  13.1400             1.826028E+01             6.167779E-02             1.543170E-01             4.997185E-01             5.693794E-01
                  13.3200             1.826035E+01             6.199424E-02             1.541503E-01             4.997165E-01             5.558912E-01
                  13.5000             1.826043E+01             6.226451E-02             1.538151E-01             4.997143E-01             5.335441E-01
                  13.6800             1.826051E+01             6.248706E-02             1.533344E-01             4.997120E-01             5.024032E-01
                  13.8600             1.826060E+01             6.266291E-02             1.527407E-01             4.997095E-01             4.625470E-01
                  14.0400             1.826070E+01             6.279548E-02             1.520749E-01             4.997068E-01             4.140658E-01
                  14.2200             1.826081E+01             6.289474E-02             1.513846E-01             4.997039E-01             3.570646E-01
                  14.4000             1.826092E+01             6.297737E-02             1.507230E-01             4.997008E-01             2.916607E-01
                  14.5800             1.826104E+01             6.307009E-02             1.501473E-01             4.996976E-01             2.179852E-01
                  14.7600             1.826117E+01             6.320947E-02             1.497187E-01             4.996941E-01             1.361803E-01
                  14.9400             1.826130E+01             6.343960E-02             1.495032E-01             4.996904E-01             4.640098E-02
                  15.1200             1.826144E+01             6.380729E-02             1.495745E-01             4.996865E-01             6.232000E+00
                  15.3000             1.826159E+01             6.435085E-02             1.500185E-01             4.996824E-01             6.126784E+00
                  15.4800             1.826175E+01             6.508928E-02             1.509399E-01             4.996781E-01             6.014129E+00
                  15.6600             1.826191E+01             6.600848E-02             1.524696E-01             4.996736E-01             5.894232E+00
                  15.8400             1.826208E+01             6.705303E-02             1.547714E-01             4.996690E-01             5.767304E+00
                  16.0200             1.826226E+01             6.812750E-02             1.580444E-01             4.996641E-01             5.633563E+00
                  16.2000             1.826244E+01             6.910753E-02             1.625197E-01             4.996591E-01             5.493235E+00
                  16.3800             1.826262E+01             6.986130E-02             1.684449E-01             4.996541E-01             5.346556E+00
                  16.5600             1.826280E+01             7.027200E-02             1.760579E-01             4.996492E-01             5.193766E+00
                  16.7400             1.826298E+01             7.025407E-02             1.855464E-01             4.996444E-01             5.035115E+00
                  16.9200             1.826314E+01             6.976084E-02             1.969996E-01             4.996400E-01             4.870858E+00
                  17.1000             1.826328E+01             6.878257E-02             2.103565E-01             4.996363E-01             4.701254E+00
                  17.2800             1.826338E+01             6.733979E-02             2.253614E-01             4.996333E-01             4.526566E+00
                  17.4600             1.826345E+01             6.547655E-02             2.415360E-01             4.996315E-01             4.347062E+00
                  17.6400             1.826347E+01             6.325490E-02             2.581782E-01             4.996309E-01             4.163014E+00
                  17.8200             1.826343E+01             6.075333E-02             2.743929E-01             4.996319E-01             3.974694E+00
                  18.0000             1.826334E+01             5.807111E-02             2.891544E-01             4.996345E-01             3.782377E+00
                  18.1800             1.826319E+01             5.534508E-02             3.013963E-01             4.996386E-01             3.586338E+00
                  18.3600             1.826299E+01             5.280329E-02             3.101191E-01             4.996440E-01             3.386853E+00
                  18.5400             1.826276E+01             5.105699E-02             3.145037E-01             4.996504E-01             3.184196E+00
                  18.7200             1.826250E+01             5.233780E-02             3.140164E-01             4.996574E-01             2.978640E+00
                  18.9000             1.826225E+01             5.535799E-02             3.084920E-01             4.996644E-01             2.770455E+00
                  19.0800             1.826202E+01             5.889457E-02             2.981820E-01             4.996707E-01             2.559911E+00
                  19.2600             1.826183E+01             6.261429E-02             2.837565E-01             4.996758E-01             2.347269E+00
                  19.4400             1.826171E+01             6.630999E-02             2.662527E-01             4.996792E-01             2.132791E+00
