                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -1.008489E+00            -4.879835E+01             3.846015E+00             5.336626E+00             1.490611E+00             2.002424E+01             2.007965E+01
                   0.1800            -2.850589E+00            -5.150586E+01             2.686433E+00             4.258406E+00             1.579189E+00             2.139926E+01             2.145745E+01
                   0.3600            -3.216615E+00            -5.150697E+01             2.367890E+00             4.226369E+00             1.872846E+00             2.145939E+01             2.154096E+01
                   0.5400            -3.577693E+00            -5.150360E+01             2.052476E+00             4.198837E+00             2.167804E+00             2.151832E+01             2.162724E+01
                   0.7200            -3.936109E+00            -5.150024E+01             1.738967E+00             4.174038E+00             2.463512E+00             2.157807E+01             2.171824E+01
                   0.9000            -4.292712E+00            -5.149865E+01             1.426934E+00             4.151264E+00             2.759686E+00             2.163937E+01             2.181463E+01
                   1.0800            -4.647859E+00            -5.149949E+01             1.116186E+00             4.130235E+00             3.056231E+00             2.170243E+01             2.191657E+01
                   1.2600            -5.001744E+00            -5.150300E+01             8.065936E-01             4.110842E+00             3.353166E+00             2.176728E+01             2.202404E+01
                   1.4400            -5.354381E+00            -5.150926E+01             4.981669E-01             4.093036E+00             3.650431E+00             2.183384E+01             2.213690E+01
                   1.6200            -5.705795E+00            -5.151826E+01             1.908890E-01             4.076799E+00             3.948019E+00             2.190200E+01             2.225498E+01
                   1.8000            -6.055976E+00            -5.152999E+01            -1.152277E-01             4.062119E+00             4.245906E+00             2.197164E+01             2.237813E+01
                   1.9800            -6.404956E+00            -5.154441E+01            -4.202129E-01             4.048991E+00             4.544118E+00             2.204263E+01             2.250614E+01
                   2.1600            -6.752705E+00            -5.156150E+01            -7.240389E-01             4.037411E+00             4.842620E+00             2.211485E+01             2.263885E+01
                   2.3400            -7.099234E+00            -5.158123E+01            -1.026718E+00             4.027375E+00             5.141423E+00             2.218816E+01             2.277606E+01
                   2.5200            -7.444532E+00            -5.160355E+01            -1.328239E+00             4.018880E+00             5.440512E+00             2.226244E+01             2.291758E+01
                   2.7000            -7.788593E+00            -5.162843E+01            -1.628597E+00             4.011923E+00             5.739883E+00             2.233756E+01             2.306324E+01
                   2.8800            -8.131420E+00            -5.165584E+01            -1.927798E+00             4.006500E+00             6.039538E+00             2.241338E+01             2.321283E+01
                   3.0600            -8.473001E+00            -5.168575E+01            -2.225828E+00             4.002606E+00             6.339463E+00             2.248978E+01             2.336619E+01
                   3.2400            -8.813339E+00            -5.171810E+01            -2.522695E+00             4.000233E+00             6.639660E+00             2.256661E+01             2.352312E+01
                   3.4200            -9.152438E+00            -5.175287E+01            -2.818400E+00             3.999373E+00             6.940128E+00             2.264377E+01             2.368344E+01
                   3.6000            -9.490300E+00            -5.178999E+01            -3.112948E+00             4.000009E+00             7.240857E+00             2.272110E+01             2.384698E+01
                   3.7800            -9.826939E+00            -5.182939E+01            -3.406351E+00             4.002111E+00             7.541836E+00             2.279850E+01             2.401356E+01
                   3.9600            -1.016240E+01            -5.187098E+01            -3.698652E+00             4.005620E+00             7.843053E+00             2.287583E+01             2.418300E+01
                   4.1400            -1.049679E+01            -5.191450E+01            -3.989949E+00             4.010379E+00             8.144452E+00             2.295301E+01             2.435514E+01
                   4.3200            -1.083050E+01            -5.195925E+01            -4.280596E+00             4.015882E+00             8.445876E+00             2.303000E+01             2.452985E+01
                   4.5000            -1.116405E+01            -5.200431E+01            -4.571062E+00             4.021451E+00             8.747100E+00             2.310687E+01             2.470706E+01
                   4.6800            -1.149754E+01            -5.204945E+01            -4.861443E+00             4.026941E+00             9.048076E+00             2.318362E+01             2.488670E+01
                   4.8600            -1.183095E+01            -5.209465E+01            -5.151734E+00             4.032356E+00             9.348797E+00             2.326025E+01             2.506869E+01
                   5.0400            -1.216426E+01            -5.213989E+01            -5.441925E+00             4.037701E+00             9.649261E+00             2.333674E+01             2.525295E+01
                   5.2200            -1.249746E+01            -5.218514E+01            -5.732003E+00             4.042983E+00             9.949461E+00             2.341306E+01             2.543940E+01
