                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.769023E-01             4.933256E-02             7.014016E-01             1.443721E+01             1.264225E+01             2.090054E-03             1.443512E+01             3.418636E+01             0.000000E+00
                   0.1800             4.125990E-01             4.933196E-02             7.412880E-01             1.443717E+01             1.302559E+01             2.093837E-03             1.443508E+01             3.418636E+01             0.000000E+00
                   0.3600             3.743066E-01             4.932999E-02             7.415984E-01             1.443698E+01             1.304878E+01             2.105179E-03             1.443488E+01             3.418636E+01             0.000000E+00
                   0.5400             3.363689E-01             4.932671E-02             7.418669E-01             1.443667E+01             1.307272E+01             2.124082E-03             1.443455E+01             3.418636E+01             0.000000E+00
                   0.7200             2.986167E-01             4.932212E-02             7.421589E-01             1.443623E+01             1.309795E+01             2.150545E-03             1.443408E+01             3.418636E+01             0.000000E+00
                   0.9000             2.609961E-01             4.931622E-02             7.424997E-01             1.443567E+01             1.312465E+01             2.184566E-03             1.443349E+01             3.418636E+01             0.000000E+00
                   1.0800             2.234884E-01             4.930900E-02             7.428987E-01             1.443499E+01             1.315287E+01             2.226143E-03             1.443276E+01             3.418636E+01             0.000000E+00
                   1.2600             1.860839E-01             4.930047E-02             7.433589E-01             1.443418E+01             1.318260E+01             2.275275E-03             1.443190E+01             3.418636E+01             0.000000E+00
                   1.4400             1.487944E-01             4.929064E-02             7.438808E-01             1.443324E+01             1.321380E+01             2.331958E-03             1.443091E+01             3.418636E+01             0.000000E+00
                   1.6200             1.116277E-01             4.927949E-02             7.444640E-01             1.443218E+01             1.324643E+01             2.396189E-03             1.442978E+01             3.418636E+01             0.000000E+00
                   1.8000             7.459582E-02             4.926704E-02             7.451075E-01             1.443100E+01             1.328044E+01             2.467966E-03             1.442853E+01             3.418636E+01             0.000000E+00
                   1.9800             3.770467E-02             4.925328E-02             7.458105E-01             1.442969E+01             1.331578E+01             2.547285E-03             1.442714E+01             3.418636E+01             0.000000E+00
                   2.1600             9.687116E-04             4.923821E-02             7.465718E-01             1.442826E+01             1.335239E+01             2.634140E-03             1.442562E+01             3.418636E+01             0.000000E+00
                   2.3400             3.560363E-02             4.922183E-02             7.473903E-01             1.442670E+01             1.339023E+01             2.728527E-03             1.442397E+01             3.418636E+01             0.000000E+00
