                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             9.753372E-07             1.268123E-07             9.753668E-07             1.606797E-15             1.820917E-08             1.084221E-07             9.751858E-07            -2.959743E-11            -4.388538E-20             8.485249E-07            -8.431331E-08            -1.847104E-07             5.795012E-07
                   0.1800             9.755547E-07             1.269324E-07             9.750926E-07             4.916341E-10             1.819072E-08             1.083432E-07             9.751858E-07            -2.950165E-11            -1.924559E-14             8.486223E-07            -8.432726E-08            -1.847938E-07             5.795012E-07
                   0.3600             9.758019E-07             1.270790E-07             9.748513E-07             9.800966E-10             1.817642E-08             1.082569E-07             9.751858E-07            -2.939801E-11            -3.860136E-14             8.487230E-07            -8.435943E-08            -1.848624E-07             5.795012E-07
                   0.5400             9.760365E-07             1.272181E-07             9.745998E-07             1.466118E-09             1.816288E-08             1.081750E-07             9.751858E-07            -2.929861E-11            -5.803010E-14             8.488185E-07            -8.439002E-08            -1.849273E-07             5.795012E-07
                   0.7200             9.762586E-07             1.273497E-07             9.743379E-07             1.949983E-09             1.815008E-08             1.080976E-07             9.751858E-07            -2.920344E-11            -7.752082E-14             8.489088E-07            -8.441901E-08            -1.849886E-07             5.795012E-07
                   0.9000             9.764681E-07             1.274740E-07             9.740654E-07             2.431865E-09             1.813802E-08             1.080244E-07             9.751858E-07            -2.911249E-11            -9.706902E-14             8.489941E-07            -8.444639E-08            -1.850465E-07             5.795012E-07
                   1.0800             9.766651E-07             1.275909E-07             9.737824E-07             2.911924E-09             1.812668E-08             1.079557E-07             9.751858E-07            -2.902573E-11            -1.166711E-13             8.490742E-07            -8.447217E-08            -1.851009E-07             5.795012E-07
                   1.2600             9.768498E-07             1.277004E-07             9.734885E-07             3.390323E-09             1.811605E-08             1.078913E-07             9.751858E-07            -2.894316E-11            -1.363229E-13             8.491494E-07            -8.449633E-08            -1.851518E-07             5.795012E-07
                   1.4400             9.770221E-07             1.278027E-07             9.731839E-07             3.867232E-09             1.810614E-08             1.078311E-07             9.751858E-07            -2.886473E-11            -1.560203E-13             8.492195E-07            -8.451888E-08            -1.851994E-07             5.795012E-07
                   1.6200             9.771822E-07             1.278976E-07             9.728683E-07             4.342824E-09             1.809693E-08             1.077753E-07             9.751858E-07            -2.879045E-11            -1.757584E-13             8.492846E-07            -8.453983E-08            -1.852435E-07             5.795012E-07
                   1.8000             9.773301E-07             1.279853E-07             9.725417E-07             4.817277E-09             1.808842E-08             1.077237E-07             9.751858E-07            -2.872028E-11            -1.955324E-13             8.493447E-07            -8.455917E-08            -1.852844E-07             5.795012E-07
