                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824998E+01             3.535438E-02             2.676558E-01             5.000004E-01             5.000922E-01
                   0.1800             1.825566E+01             2.924440E-02             3.753313E-01             4.998450E-01             2.575765E+00
                   0.3600             1.825668E+01             2.813448E-02             3.837835E-01             4.998169E-01             2.748230E+00
                   0.5400             1.825769E+01             2.715922E-02             3.900863E-01             4.997893E-01             2.921617E+00
                   0.7200             1.825863E+01             2.656646E-02             3.938482E-01             4.997634E-01             3.092448E+00
                   0.9000             1.825950E+01             2.713738E-02             3.949795E-01             4.997397E-01             3.261271E+00
                   1.0800             1.826026E+01             2.849634E-02             3.935411E-01             4.997188E-01             3.426798E+00
                   1.2600             1.826091E+01             3.010079E-02             3.897838E-01             4.997010E-01             3.588016E+00
                   1.4400             1.826145E+01             3.181365E-02             3.840701E-01             4.996862E-01             3.744554E+00
                   1.6200             1.826188E+01             3.356803E-02             3.768351E-01             4.996745E-01             3.896004E+00
                   1.8000             1.826221E+01             3.532322E-02             3.685208E-01             4.996655E-01             4.042284E+00
                   1.9800             1.826245E+01             3.704485E-02             3.596034E-01             4.996590E-01             4.182710E+00
                   2.1600             1.826261E+01             3.871190E-02             3.504636E-01             4.996544E-01             4.317370E+00
                   2.3400             1.826272E+01             4.030487E-02             3.414509E-01             4.996515E-01             4.445972E+00
                   2.5200             1.826278E+01             4.181188E-02             3.328109E-01             4.996498E-01             4.568635E+00
                   2.7000             1.826281E+01             4.322399E-02             3.247258E-01             4.996490E-01             4.685397E+00
                   2.8800             1.826282E+01             4.453548E-02             3.173179E-01             4.996489E-01             4.796237E+00
                   3.0600             1.826281E+01             4.574555E-02             3.106326E-01             4.996491E-01             4.901430E+00
                   3.2400             1.826279E+01             4.685608E-02             3.046916E-01             4.996495E-01             5.001004E+00
                   3.4200             1.826278E+01             4.787257E-02             2.994738E-01             4.996499E-01             5.095132E+00
                   3.6000             1.826276E+01             4.880301E-02             2.949339E-01             4.996503E-01             5.184044E+00
                   3.7800             1.826275E+01             4.965824E-02             2.910141E-01             4.996506E-01             5.267985E+00
                   3.9600             1.826275E+01             5.045021E-02             2.876568E-01             4.996506E-01             5.347093E+00
                   4.1400             1.826276E+01             5.119169E-02             2.847962E-01             4.996504E-01             5.421635E+00
                   4.3200             1.826278E+01             5.189583E-02             2.823725E-01             4.996499E-01             5.491814E+00
                   4.5000             1.826280E+01             5.257488E-02             2.803291E-01             4.996492E-01             5.557849E+00
                   4.6800             1.826284E+01             5.324038E-02             2.786154E-01             4.996482E-01             5.619943E+00
                   4.8600             1.826289E+01             5.390250E-02             2.771866E-01             4.996469E-01             5.678283E+00
                   5.0400             1.826294E+01             5.456946E-02             2.760032E-01             4.996454E-01             5.733067E+00
                   5.2200             1.826301E+01             5.524801E-02             2.750309E-01             4.996437E-01             5.784486E+00
                   5.4000             1.826308E+01             5.594366E-02             2.742411E-01             4.996417E-01             5.832693E+00
                   5.5800             1.826316E+01             5.665970E-02             2.736084E-01             4.996395E-01             5.877868E+00
                   5.7600             1.826325E+01             5.739867E-02             2.731123E-01             4.996371E-01             5.920132E+00
                   5.9400             1.826334E+01             5.816185E-02             2.727343E-01             4.996344E-01             5.959641E+00
                   6.1200             1.826345E+01             5.894972E-02             2.724594E-01             4.996316E-01             5.996494E+00
                   6.3000             1.826356E+01             5.976177E-02             2.722744E-01             4.996286E-01             6.030803E+00
                   6.4800             1.826367E+01             6.059716E-02             2.721678E-01             4.996254E-01             6.062670E+00
                   6.6600             1.826380E+01             6.145468E-02             2.721297E-01             4.996220E-01             6.092166E+00
                   6.8400             1.826393E+01             6.233245E-02             2.721510E-01             4.996185E-01             6.119401E+00
                   7.0200             1.826406E+01             6.322927E-02             2.722239E-01             4.996147E-01             6.144439E+00
                   7.2000             1.826420E+01             6.414274E-02             2.723414E-01             4.996108E-01             6.167360E+00
                   7.3800             1.826435E+01             6.507132E-02             2.724971E-01             4.996068E-01             6.188222E+00
                   7.5600             1.826451E+01             6.601316E-02             2.726853E-01             4.996026E-01             6.207082E+00
                   7.7400             1.826467E+01             6.696623E-02             2.729008E-01             4.995982E-01             6.223998E+00
                   7.9200             1.826483E+01             6.792969E-02             2.731388E-01             4.995937E-01             6.239004E+00
                   8.1000             1.826500E+01             6.890130E-02             2.733952E-01             4.995890E-01             6.252147E+00
                   8.2800             1.826518E+01             6.987994E-02             2.736660E-01             4.995841E-01             6.263457E+00
                   8.4600             1.826536E+01             7.086435E-02             2.739479E-01             4.995791E-01             6.272967E+00
                   8.6400             1.826555E+01             7.185335E-02             2.742380E-01             4.995740E-01             6.280701E+00
                   8.8200             1.826574E+01             7.284640E-02             2.745337E-01             4.995686E-01             3.493998E-03
                   9.0000             1.826595E+01             7.384242E-02             2.748329E-01             4.995631E-01             7.735294E-03
                   9.1800             1.826615E+01             7.484075E-02             2.751343E-01             4.995575E-01             1.025548E-02
                   9.3600             1.826636E+01             7.584101E-02             2.754367E-01             4.995517E-01             1.106731E-02
                   9.5400             1.826658E+01             7.684318E-02             2.757397E-01             4.995456E-01             1.018226E-02
                   9.7200             1.826681E+01             7.784691E-02             2.760437E-01             4.995395E-01             7.608005E-03
                   9.9000             1.826704E+01             7.885226E-02             2.763493E-01             4.995331E-01             3.351408E-03
                  10.0800             1.826728E+01             7.985947E-02             2.766582E-01             4.995265E-01             6.280605E+00
                  10.2600             1.826753E+01             8.086962E-02             2.769727E-01             4.995197E-01             6.273000E+00
                  10.4400             1.826778E+01             8.188283E-02             2.772960E-01             4.995127E-01             6.263729E+00
                  10.6200             1.826805E+01             8.290015E-02             2.776319E-01             4.995056E-01             6.252794E+00
                  10.8000             1.826832E+01             8.392277E-02             2.779854E-01             4.994981E-01             6.240199E+00
                  10.9800             1.826860E+01             8.495227E-02             2.783624E-01             4.994905E-01             6.225947E+00
                  11.1600             1.826888E+01             8.599014E-02             2.787697E-01             4.994826E-01             6.210042E+00
                  11.3400             1.826918E+01             8.703827E-02             2.792152E-01             4.994745E-01             6.192488E+00
                  11.5200             1.826949E+01             8.809859E-02             2.797081E-01             4.994661E-01             6.173291E+00
                  11.7000             1.826980E+01             8.917332E-02             2.802586E-01             4.994575E-01             6.152455E+00
                  11.8800             1.827013E+01             9.026511E-02             2.808784E-01             4.994486E-01             6.129988E+00
                  12.0600             1.827046E+01             9.137575E-02             2.815804E-01             4.994394E-01             6.105899E+00
                  12.2400             1.827081E+01             9.250773E-02             2.823790E-01             4.994299E-01             6.080196E+00
                  12.4200             1.827117E+01             9.366341E-02             2.832901E-01             4.994201E-01             6.052889E+00
                  12.6000             1.827154E+01             9.484510E-02             2.843312E-01             4.994100E-01             6.023992E+00
                  12.7800             1.827192E+01             9.605385E-02             2.855217E-01             4.993995E-01             5.993519E+00
                  12.9600             1.827231E+01             9.729128E-02             2.868827E-01             4.993887E-01             5.961486E+00
                  13.1400             1.827272E+01             9.855741E-02             2.884373E-01             4.993776E-01             5.927911E+00
                  13.3200             1.827314E+01             9.985283E-02             2.902107E-01             4.993661E-01             5.892813E+00
                  13.5000             1.827357E+01             1.011758E-01             2.922302E-01             4.993543E-01             5.856215E+00
                  13.6800             1.827402E+01             1.025243E-01             2.945255E-01             4.993420E-01             5.818140E+00
                  13.8600             1.827448E+01             1.038951E-01             2.971286E-01             4.993294E-01             5.778615E+00
                  14.0400             1.827495E+01             1.052835E-01             3.000739E-01             4.993164E-01             5.737666E+00
                  14.2200             1.827544E+01             1.066841E-01             3.033984E-01             4.993030E-01             5.695326E+00
                  14.4000             1.827594E+01             1.080897E-01             3.071411E-01             4.992892E-01             5.651625E+00
                  14.5800             1.827646E+01             1.094924E-01             3.113435E-01             4.992750E-01             5.606598E+00
                  14.7600             1.827699E+01             1.108832E-01             3.160487E-01             4.992604E-01             5.560282E+00
                  14.9400             1.827754E+01             1.122523E-01             3.213018E-01             4.992454E-01             5.512714E+00
                  15.1200             1.827810E+01             1.135889E-01             3.271486E-01             4.992301E-01             5.463935E+00
                  15.3000             1.827868E+01             1.148830E-01             3.336359E-01             4.992143E-01             5.413985E+00
                  15.4800             1.827927E+01             1.161232E-01             3.408098E-01             4.991982E-01             5.362911E+00
                  15.6600             1.827987E+01             1.172996E-01             3.487156E-01             4.991817E-01             5.310755E+00
                  15.8400             1.828048E+01             1.184014E-01             3.573964E-01             4.991650E-01             5.257566E+00
                  16.0200             1.828110E+01             1.194196E-01             3.668921E-01             4.991480E-01             5.203392E+00
                  16.2000             1.828173E+01             1.203454E-01             3.772385E-01             4.991308E-01             5.148282E+00
                  16.3800             1.828236E+01             1.211722E-01             3.884652E-01             4.991134E-01             5.092287E+00
                  16.5600             1.828300E+01             1.218928E-01             4.005954E-01             4.990959E-01             5.035459E+00
                  16.7400             1.828364E+01             1.225029E-01             4.136439E-01             4.990784E-01             4.977850E+00
                  16.9200             1.828428E+01             1.229986E-01             4.276160E-01             4.990609E-01             4.919515E+00
