                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284777E-05                       1.006217E+02                       3.051203E+02                       9.989171E+01                       3.044860E+02
                             0.1800                       5.005066E-08                       3.284772E-05                       1.006217E+02                       3.051203E+02                       9.989195E+01                       3.044862E+02
                             0.3600                       5.009648E-08                       3.284766E-05                       1.006217E+02                       3.051203E+02                       9.989221E+01                       3.044864E+02
                             0.5400                       5.013763E-08                       3.284759E-05                       1.006217E+02                       3.051203E+02                       9.989249E+01                       3.044867E+02
                             0.7200                       5.017429E-08                       3.284752E-05                       1.006217E+02                       3.051203E+02                       9.989280E+01                       3.044870E+02
                             0.9000                       5.020665E-08                       3.284744E-05                       1.006217E+02                       3.051203E+02                       9.989313E+01                       3.044872E+02
                             1.0800                       5.023489E-08                       3.284736E-05                       1.006217E+02                       3.051203E+02                       9.989348E+01                       3.044875E+02
                             1.2600                       5.025918E-08                       3.284727E-05                       1.006217E+02                       3.051203E+02                       9.989387E+01                       3.044879E+02
                             1.4400                       5.027970E-08                       3.284717E-05                       1.006217E+02                       3.051203E+02                       9.989427E+01                       3.044882E+02
                             1.6200                       5.029663E-08                       3.284707E-05                       1.006217E+02                       3.051203E+02                       9.989471E+01                       3.044886E+02
                             1.8000                       5.031015E-08                       3.284696E-05                       1.006217E+02                       3.051203E+02                       9.989517E+01                       3.044890E+02
                             1.9800                       5.032045E-08                       3.284685E-05                       1.006217E+02                       3.051203E+02                       9.989567E+01                       3.044895E+02
                             2.1600                       5.032769E-08                       3.284672E-05                       1.006217E+02                       3.051203E+02                       9.989619E+01                       3.044899E+02
                             2.3400                       5.033207E-08                       3.284659E-05                       1.006217E+02                       3.051203E+02                       9.989674E+01                       3.044904E+02
                             2.5200                       5.033375E-08                       3.284646E-05                       1.006217E+02                       3.051203E+02                       9.989733E+01                       3.044909E+02
                             2.7000                       5.033292E-08                       3.284631E-05                       1.006217E+02                       3.051203E+02                       9.989795E+01                       3.044914E+02
                             2.8800                       5.032977E-08                       3.284616E-05                       1.006217E+02                       3.051203E+02                       9.989860E+01                       3.044920E+02
                             3.0600                       5.032446E-08                       3.284600E-05                       1.006217E+02                       3.051203E+02                       9.989928E+01                       3.044926E+02
                             3.2400                       5.031718E-08                       3.284583E-05                       1.006217E+02                       3.051203E+02                       9.990000E+01                       3.044932E+02
                             3.4200                       5.030811E-08                       3.284565E-05                       1.006217E+02                       3.051203E+02                       9.990075E+01                       3.044939E+02
                             3.6000                       5.029743E-08                       3.284547E-05                       1.006217E+02                       3.051203E+02                       9.990154E+01                       3.044946E+02
                             3.7800                       5.028532E-08                       3.284528E-05                       1.006217E+02                       3.051203E+02                       9.990236E+01                       3.044953E+02
                             3.9600                       5.027195E-08                       3.284507E-05                       1.006217E+02                       3.051203E+02                       9.990322E+01                       3.044960E+02
                             4.1400                       5.025752E-08                       3.284486E-05                       1.006217E+02                       3.051203E+02                       9.990413E+01                       3.044968E+02
                             4.3200                       5.024219E-08                       3.284464E-05                       1.006217E+02                       3.051203E+02                       9.990506E+01                       3.044976E+02
                             4.5000                       5.022615E-08                       3.284441E-05                       1.006217E+02                       3.051203E+02                       9.990604E+01                       3.044985E+02
                             4.6800                       5.020957E-08                       3.284417E-05                       1.006217E+02                       3.051203E+02                       9.990706E+01                       3.044994E+02
                             4.8600                       5.019265E-08                       3.284392E-05                       1.006217E+02                       3.051203E+02                       9.990812E+01                       3.045003E+02
                             5.0400                       5.017555E-08                       3.284366E-05                       1.006217E+02                       3.051203E+02                       9.990923E+01                       3.045013E+02
