                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             1.078874E+02             2.309209E-01             1.076565E+02             3.916893E+05             2.182352E-01             6.564469E-04             1.202926E-02             1.492996E+01
                   0.1800             1.072301E+02            -6.018621E-01             1.078319E+02             3.916893E+05            -6.688872E-01            -2.011997E-03             6.903718E-02             1.493213E+01
                   0.3600             1.066305E+02            -1.183420E+00             1.078139E+02             3.916893E+05            -1.321316E+00            -3.974475E-03             1.418705E-01             1.492569E+01
                   0.5400             1.060390E+02            -1.765126E+00             1.078041E+02             3.916893E+05            -1.973777E+00            -5.937026E-03             2.145873E-01             1.491863E+01
                   0.7200             1.054555E+02            -2.346916E+00             1.078024E+02             3.916893E+05            -2.626201E+00            -7.899433E-03             2.871838E-01             1.491129E+01
                   0.9000             1.048804E+02            -2.928616E+00             1.078090E+02             3.916893E+05            -3.278413E+00            -9.861155E-03             3.596584E-01             1.490384E+01
                   1.0800             1.043135E+02            -3.510183E+00             1.078237E+02             3.916893E+05            -3.930372E+00            -1.182206E-02             4.320104E-01             1.489653E+01
                   1.2600             1.039024E+02            -4.091712E+00             1.079941E+02             3.916893E+05            -4.582169E+00            -1.378241E-02             5.042400E-01             1.488958E+01
                   1.4400             1.035180E+02            -4.673075E+00             1.081910E+02             3.916893E+05            -5.233682E+00            -1.574182E-02             5.763481E-01             1.488314E+01
                   1.6200             1.031414E+02            -5.254255E+00             1.083957E+02             3.916893E+05            -5.884890E+00            -1.770023E-02             6.483360E-01             1.487734E+01
                   1.8000             1.027726E+02            -5.835178E+00             1.086077E+02             3.916893E+05            -6.535726E+00            -1.965740E-02             7.202054E-01             1.487226E+01
                   1.9800             1.024111E+02            -6.415874E+00             1.088270E+02             3.916893E+05            -7.186219E+00            -2.161344E-02             7.919584E-01             1.486797E+01
                   2.1600             1.020569E+02            -6.996247E+00             1.090531E+02             3.916893E+05            -7.836276E+00            -2.356804E-02             8.635973E-01             1.486447E+01
                   2.3400             1.017096E+02            -7.576290E+00             1.092859E+02             3.916893E+05            -8.485894E+00            -2.552118E-02             9.351250E-01             1.486176E+01
                   2.5200             1.013689E+02            -8.155943E+00             1.095249E+02             3.916892E+05            -9.135015E+00            -2.747267E-02             1.006544E+00             1.485978E+01
                   2.7000             1.010346E+02            -8.735165E+00             1.097697E+02             3.916892E+05            -9.783601E+00            -2.942240E-02             1.077859E+00             1.485850E+01
                   2.8800             1.007062E+02            -9.313927E+00             1.100202E+02             3.916892E+05            -1.043163E+01            -3.137028E-02             1.149072E+00             1.485785E+01
                   3.0600             1.003837E+02            -9.892168E+00             1.102758E+02             3.916892E+05            -1.107904E+01            -3.331611E-02             1.220188E+00             1.485776E+01
                   3.2400             1.000665E+02            -1.046986E+01             1.105364E+02             3.916892E+05            -1.172581E+01            -3.525983E-02             1.291210E+00             1.485816E+01
                   3.4200             9.975447E+01            -1.104696E+01             1.108014E+02             3.916892E+05            -1.237191E+01            -3.720132E-02             1.362144E+00             1.485897E+01
                   3.6000             9.944732E+01            -1.162343E+01             1.110707E+02             3.916892E+05            -1.301728E+01            -3.914042E-02             1.432993E+00             1.486014E+01
                   3.7800             9.914479E+01            -1.219922E+01             1.113440E+02             3.916892E+05            -1.366190E+01            -4.107702E-02             1.503763E+00             1.486160E+01
                   3.9600             9.884664E+01            -1.277429E+01             1.116209E+02             0.000000E+00            -1.430574E+01            -4.301102E-02             1.574459E+00             1.486330E+01
                   4.1400             9.855264E+01            -1.334859E+01             1.119012E+02             0.000000E+00            -1.494874E+01            -4.494226E-02             1.645087E+00             1.486518E+01
                   4.3200             9.826259E+01            -1.392209E+01             1.121847E+02             0.000000E+00            -1.559087E+01            -4.687065E-02             1.715651E+00             1.486720E+01
                   4.5000             9.797629E+01            -1.449474E+01             1.124710E+02             0.000000E+00            -1.623210E+01            -4.879604E-02             1.786159E+00             1.486933E+01
                   4.6800             9.769356E+01            -1.506649E+01             1.127601E+02             0.000000E+00            -1.687239E+01            -5.071832E-02             1.856616E+00             1.487153E+01
                   4.8600             9.741425E+01            -1.563732E+01             1.130516E+02             0.000000E+00            -1.751171E+01            -5.263738E-02             1.927028E+00             1.487377E+01
                   5.0400             9.713819E+01            -1.620716E+01             1.133454E+02             0.000000E+00            -1.815001E+01            -5.455308E-02             1.997401E+00             1.487603E+01
                   5.2200             9.686525E+01            -1.677598E+01             1.136412E+02             0.000000E+00            -1.878726E+01            -5.646531E-02             2.067741E+00             1.487829E+01
