                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.276795E+02             3.276795E+02             3.303398E+02             3.303398E+02             3.313152E+02             3.282307E+02             3.278562E+02             3.282307E+02             3.278562E+02
                   0.1800             3.275982E+02             3.276398E+02             3.302491E+02             3.302944E+02             3.312714E+02             3.281699E+02             3.278040E+02             3.281888E+02             3.278279E+02
                   0.3600             3.275190E+02             3.275832E+02             3.301635E+02             3.302346E+02             3.312124E+02             3.281170E+02             3.277588E+02             3.281315E+02             3.277770E+02
                   0.5400             3.274457E+02             3.275265E+02             3.300844E+02             3.301751E+02             3.311536E+02             3.280620E+02             3.277100E+02             3.280741E+02             3.277252E+02
                   0.7200             3.273762E+02             3.274702E+02             3.300095E+02             3.301165E+02             3.310956E+02             3.280065E+02             3.276598E+02             3.280171E+02             3.276733E+02
                   0.9000             3.273096E+02             3.274148E+02             3.299380E+02             3.300589E+02             3.310386E+02             3.279514E+02             3.276094E+02             3.279611E+02             3.276219E+02
                   1.0800             3.272457E+02             3.273607E+02             3.298696E+02             3.300029E+02             3.309830E+02             3.278972E+02             3.275593E+02             3.279065E+02             3.275715E+02
                   1.2600             3.271846E+02             3.273082E+02             3.298041E+02             3.299486E+02             3.309291E+02             3.278444E+02             3.275102E+02             3.278534E+02             3.275224E+02
                   1.4400             3.271261E+02             3.272575E+02             3.297415E+02             3.298961E+02             3.308770E+02             3.277930E+02             3.274624E+02             3.278021E+02             3.274749E+02
                   1.6200             3.270702E+02             3.272086E+02             3.296817E+02             3.298456E+02             3.308268E+02             3.277435E+02             3.274161E+02             3.277528E+02             3.274290E+02
                   1.8000             3.270170E+02             3.271617E+02             3.296247E+02             3.297972E+02             3.307787E+02             3.276957E+02             3.273713E+02             3.277054E+02             3.273850E+02
                   1.9800             3.269663E+02             3.271168E+02             3.295705E+02             3.297508E+02             3.307327E+02             3.276499E+02             3.273284E+02             3.276600E+02             3.273428E+02
                   2.1600             3.269181E+02             3.270740E+02             3.295190E+02             3.297066E+02             3.306887E+02             3.276060E+02             3.272872E+02             3.276167E+02             3.273026E+02
                   2.3400             3.268725E+02             3.270331E+02             3.294701E+02             3.296645E+02             3.306468E+02             3.275642E+02             3.272478E+02             3.275754E+02             3.272642E+02
                   2.5200             3.268293E+02             3.269944E+02             3.294238E+02             3.296245E+02             3.306070E+02             3.275243E+02             3.272103E+02             3.275362E+02             3.272278E+02
                   2.7000             3.267885E+02             3.269577E+02             3.293801E+02             3.295866E+02             3.305693E+02             3.274865E+02             3.271747E+02             3.274991E+02             3.271932E+02
                   2.8800             3.267500E+02             3.269230E+02             3.293389E+02             3.295508E+02             3.305337E+02             3.274507E+02             3.271410E+02             3.274640E+02             3.271606E+02
                   3.0600             3.267139E+02             3.268903E+02             3.293001E+02             3.295170E+02             3.305001E+02             3.274169E+02             3.271092E+02             3.274310E+02             3.271299E+02
                   3.2400             3.266800E+02             3.268596E+02             3.292637E+02             3.294854E+02             3.304685E+02             3.273851E+02             3.270792E+02             3.274000E+02             3.271011E+02
                   3.4200             3.266483E+02             3.268310E+02             3.292297E+02             3.294558E+02             3.304390E+02             3.273553E+02             3.270511E+02             3.273709E+02             3.270741E+02
                   3.6000             3.266188E+02             3.268043E+02             3.291980E+02             3.294282E+02             3.304115E+02             3.273274E+02             3.270249E+02             3.273439E+02             3.270490E+02
                   3.7800             3.265915E+02             3.267795E+02             3.291685E+02             3.294026E+02             3.303860E+02             3.273015E+02             3.270005E+02             3.273188E+02             3.270257E+02
                   3.9600             3.265662E+02             3.267567E+02             3.291413E+02             3.293790E+02             3.303625E+02             3.272776E+02             3.269779E+02             3.272957E+02             3.270042E+02
                   4.1400             3.265430E+02             3.267358E+02             3.291162E+02             3.293574E+02             3.303409E+02             3.272556E+02             3.269571E+02             3.272745E+02             3.269845E+02
                   4.3200             3.265218E+02             3.267167E+02             3.290933E+02             3.293377E+02             3.303212E+02             3.272355E+02             3.269381E+02             3.272552E+02             3.269666E+02
                   4.5000             3.265027E+02             3.266996E+02             3.290724E+02             3.293199E+02             3.303035E+02             3.272173E+02             3.269209E+02             3.272378E+02             3.269505E+02
                   4.6800             3.264854E+02             3.266843E+02             3.290536E+02             3.293041E+02             3.302877E+02             3.272010E+02             3.269054E+02             3.272223E+02             3.269361E+02
                   4.8600             3.264701E+02             3.266709E+02             3.290369E+02             3.292902E+02             3.302737E+02             3.271865E+02             3.268917E+02             3.272086E+02             3.269234E+02
                   5.0400             3.264567E+02             3.266592E+02             3.290220E+02             3.292780E+02             3.302615E+02             3.271738E+02             3.268796E+02             3.271967E+02             3.269124E+02
                   5.2200             3.264450E+02             3.266493E+02             3.290091E+02             3.292677E+02             3.302511E+02             3.271629E+02             3.268692E+02             3.271866E+02             3.269031E+02
