                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             6.935920E-02             7.463383E-04             2.245472E-06             4.604956E-05             7.946333E-04             4.984296E-01             5.216307E-02             4.992243E-01
                   0.1800             6.828277E-02            -2.287514E-03            -6.882326E-06             4.583444E-04            -1.836052E-03             4.968617E-01             5.204296E-02             4.950257E-01
                   0.3600             6.844083E-02            -4.518742E-03            -1.359527E-05             7.717822E-04            -3.760555E-03             4.967291E-01             5.203900E-02             4.929685E-01
                   0.5400             6.862427E-02            -6.750079E-03            -2.030846E-05             1.085097E-03            -5.685290E-03             4.966317E-01             5.204240E-02             4.909464E-01
                   0.7200             6.883175E-02            -8.981292E-03            -2.702115E-05             1.398378E-03            -7.609935E-03             4.965558E-01             5.204064E-02             4.889459E-01
                   0.9000             6.906222E-02            -1.121178E-02            -3.373151E-05             1.711675E-03            -9.533834E-03             4.965065E-01             5.203976E-02             4.869726E-01
                   1.0800             6.931482E-02            -1.344140E-02            -4.043906E-05             2.025020E-03            -1.145682E-02             4.964828E-01             5.203979E-02             4.850260E-01
                   1.2600             6.958885E-02            -1.567047E-02            -4.714472E-05             2.338433E-03            -1.337918E-02             4.964841E-01             5.204075E-02             4.831049E-01
                   1.4400             6.988356E-02            -1.789856E-02            -5.384717E-05             2.651932E-03            -1.530048E-02             4.965006E-01             5.203362E-02             4.812001E-01
                   1.6200             7.019828E-02            -2.012562E-02            -6.054618E-05             2.965536E-03            -1.722063E-02             4.965492E-01             5.203602E-02             4.793286E-01
                   1.8000             7.053231E-02            -2.235140E-02            -6.724099E-05             3.279262E-03            -1.913938E-02             4.966106E-01             5.202929E-02             4.774712E-01
                   1.9800             7.088504E-02            -2.457601E-02            -7.393190E-05             3.593131E-03            -2.105681E-02             4.970363E-01             5.203324E-02             4.759795E-01
                   2.1600             7.125576E-02            -2.679912E-02            -8.061788E-05             3.907165E-03            -2.297258E-02             4.977454E-01             5.202697E-02             4.747728E-01
                   2.3400             7.164384E-02            -2.902074E-02            -8.729887E-05             4.221390E-03            -2.488665E-02             4.984845E-01             5.203257E-02             4.735979E-01
                   2.5200             7.204861E-02            -3.124066E-02            -9.397425E-05             4.535833E-03            -2.679880E-02             4.992296E-01             5.202682E-02             4.724308E-01
                   2.7000             7.246942E-02            -3.345874E-02            -1.006436E-04             4.850524E-03            -2.870886E-02             5.000042E-01             5.203415E-02             4.712954E-01
                   2.8800             7.290564E-02            -3.567492E-02            -1.073066E-04             5.165497E-03            -3.061673E-02             5.007822E-01             5.202895E-02             4.701654E-01
                   3.0600             7.335663E-02            -3.788899E-02            -1.139626E-04             5.480787E-03            -3.252216E-02             5.015751E-01             5.202375E-02             4.690529E-01
                   3.2400             7.382178E-02            -4.010086E-02            -1.206114E-04             5.796431E-03            -3.442504E-02             5.023972E-01             5.203350E-02             4.679721E-01
                   3.4200             7.430048E-02            -4.231043E-02            -1.272525E-04             6.112472E-03            -3.632522E-02             5.032185E-01             5.202890E-02             4.668933E-01
                   3.6000             7.479213E-02            -4.451755E-02            -1.338855E-04             6.428951E-03            -3.822248E-02             5.040526E-01             5.202430E-02             4.658301E-01
                   3.7800             7.529616E-02            -4.672207E-02            -1.405099E-04             6.745914E-03            -4.011666E-02             5.048988E-01             5.201971E-02             4.647821E-01
                   3.9600             7.581203E-02            -4.892390E-02            -1.471254E-04             7.063408E-03            -4.200762E-02             5.057564E-01             5.201514E-02             4.637488E-01
                   4.1400             7.633917E-02            -5.112288E-02            -1.537315E-04             7.381481E-03            -4.389513E-02             5.066430E-01             5.202867E-02             4.627479E-01
                   4.3200             7.687707E-02            -5.331891E-02            -1.603278E-04             7.700182E-03            -4.577906E-02             5.075222E-01             5.202474E-02             4.617432E-01
                   4.5000             7.742523E-02            -5.551184E-02            -1.669139E-04             8.019546E-03            -4.765921E-02             5.084110E-01             5.202082E-02             4.607518E-01
                   4.6800             7.798315E-02            -5.770156E-02            -1.734894E-04             8.339420E-03            -4.953562E-02             5.093092E-01             5.201692E-02             4.597735E-01
                   4.8600             7.855040E-02            -5.988793E-02            -1.800538E-04             8.659529E-03            -5.140846E-02             5.102166E-01             5.201305E-02             4.588082E-01
                   5.0400             7.912660E-02            -6.207085E-02            -1.866067E-04             8.979858E-03            -5.327760E-02             5.111330E-01             5.200919E-02             4.578554E-01
                   5.2200             7.971138E-02            -6.425016E-02            -1.931478E-04             9.300402E-03            -5.514291E-02             5.120579E-01             5.200536E-02             4.569150E-01
                   5.4000             8.030438E-02            -6.642577E-02            -1.996765E-04             9.621159E-03            -5.700428E-02             5.130136E-01             5.202418E-02             4.560093E-01
                   5.5800             8.090526E-02            -6.859751E-02            -2.061926E-04             9.942125E-03            -5.886158E-02             5.139550E-01             5.202104E-02             4.550934E-01
                   5.7600             8.151370E-02            -7.076531E-02            -2.126955E-04             1.026330E-02            -6.071471E-02             5.149037E-01             5.201792E-02             4.541890E-01
                   5.9400             8.212937E-02            -7.292900E-02            -2.191849E-04             1.058467E-02            -6.256351E-02             5.158595E-01             5.201484E-02             4.532960E-01
                   6.1200             8.275197E-02            -7.508848E-02            -2.256604E-04             1.090625E-02            -6.440789E-02             5.168219E-01             5.201179E-02             4.524141E-01
                   6.3000             8.338123E-02            -7.724362E-02            -2.321216E-04             1.122802E-02            -6.624773E-02             5.177908E-01             5.200877E-02             4.515430E-01
                   6.4800             8.401684E-02            -7.939429E-02            -2.385680E-04             1.154998E-02            -6.808288E-02             5.187656E-01             5.200579E-02             4.506828E-01
                   6.6600             8.465855E-02            -8.154038E-02            -2.449993E-04             1.187212E-02            -6.991325E-02             5.197463E-01             5.200284E-02             4.498330E-01
                   6.8400             8.530610E-02            -8.368175E-02            -2.514150E-04             1.219446E-02            -7.173871E-02             5.207324E-01             5.199994E-02             4.489937E-01
                   7.0200             8.595924E-02            -8.581830E-02            -2.578147E-04             1.251697E-02            -7.355915E-02             5.217237E-01             5.199708E-02             4.481646E-01
                   7.2000             8.661774E-02            -8.794989E-02            -2.641981E-04             1.283965E-02            -7.537443E-02             5.227200E-01             5.199427E-02             4.473456E-01
                   7.3800             8.728138E-02            -9.007641E-02            -2.705648E-04             1.316251E-02            -7.718446E-02             5.237210E-01             5.199150E-02             4.465365E-01
                   7.5600             8.794993E-02            -9.219773E-02            -2.769143E-04             1.348553E-02            -7.898912E-02             5.247265E-01             5.198878E-02             4.457374E-01
                   7.7400             8.862318E-02            -9.431373E-02            -2.832463E-04             1.380870E-02            -8.078827E-02             5.257671E-01             5.201707E-02             4.449789E-01
                   7.9200             8.930095E-02            -9.642430E-02            -2.895603E-04             1.413203E-02            -8.258183E-02             5.267815E-01             5.201506E-02             4.441997E-01
                   8.1000             8.998303E-02            -9.852931E-02            -2.958560E-04             1.445551E-02            -8.436965E-02             5.277997E-01             5.201311E-02             4.434300E-01
                   8.2800             9.066925E-02            -1.006286E-01            -3.021330E-04             1.477913E-02            -8.615165E-02             5.288215E-01             5.201121E-02             4.426699E-01
                   8.4600             9.135943E-02            -1.027222E-01            -3.083909E-04             1.510288E-02            -8.792769E-02             5.298468E-01             5.200937E-02             4.419191E-01
                   8.6400             9.205340E-02            -1.048098E-01            -3.146293E-04             1.542675E-02            -8.969768E-02             5.308753E-01             5.200759E-02             4.411776E-01
                   8.8200             9.275099E-02            -1.068914E-01            -3.208478E-04             1.575074E-02            -9.146150E-02             5.319069E-01             5.200587E-02             4.404454E-01
                   9.0000             9.345205E-02            -1.089668E-01            -3.270461E-04             1.607484E-02            -9.321905E-02             5.329415E-01             5.200422E-02             4.397225E-01
                   9.1800             9.415644E-02            -1.110360E-01            -3.332237E-04             1.639904E-02            -9.497020E-02             5.339789E-01             5.200264E-02             4.390086E-01
                   9.3600             9.486400E-02            -1.130988E-01            -3.393804E-04             1.672333E-02            -9.671487E-02             5.350188E-01             5.200114E-02             4.383040E-01
                   9.5400             9.557460E-02            -1.151551E-01            -3.455156E-04             1.704769E-02            -9.845293E-02             5.360613E-01             5.199971E-02             4.376084E-01
                   9.7200             9.628810E-02            -1.172048E-01            -3.516290E-04             1.737213E-02            -1.001843E-01             5.371061E-01             5.199836E-02             4.369218E-01
                   9.9000             9.700438E-02            -1.192477E-01            -3.577204E-04             1.769662E-02            -1.019088E-01             5.381532E-01             5.199709E-02             4.362443E-01
                  10.0800             9.772330E-02            -1.212839E-01            -3.637892E-04             1.802116E-02            -1.036265E-01             5.392023E-01             5.199591E-02             4.355758E-01
                  10.2600             9.844476E-02            -1.233130E-01            -3.698351E-04             1.834574E-02            -1.053371E-01             5.402534E-01             5.199482E-02             4.349163E-01
                  10.4400             9.916862E-02            -1.253351E-01            -3.758578E-04             1.867033E-02            -1.070406E-01             5.413064E-01             5.199382E-02             4.342657E-01
