                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.770369E-01             5.716257E-02             9.078596E-01             1.672599E+01             1.478440E+01             2.421785E-03             1.672356E+01             5.279594E+01             0.000000E+00
                   0.1800             5.567665E-01             5.716188E-02             8.791212E-01             1.672593E+01             1.455494E+01             2.426169E-03             1.672351E+01             5.279594E+01             0.000000E+00
                   0.3600             4.976915E-01             5.715960E-02             8.799972E-01             1.672572E+01             1.458860E+01             2.439311E-03             1.672328E+01             5.279594E+01             0.000000E+00
                   0.5400             4.385624E-01             5.715580E-02             8.810559E-01             1.672536E+01             1.462766E+01             2.461214E-03             1.672289E+01             5.279594E+01             0.000000E+00
                   0.7200             3.794354E-01             5.715048E-02             8.822753E-01             1.672485E+01             1.467181E+01             2.491877E-03             1.672236E+01             5.279594E+01             0.000000E+00
                   0.9000             3.203609E-01             5.714364E-02             8.836422E-01             1.672420E+01             1.472086E+01             2.531298E-03             1.672167E+01             5.279594E+01             0.000000E+00
                   1.0800             2.613656E-01             5.713528E-02             8.851479E-01             1.672340E+01             1.477459E+01             2.579474E-03             1.672082E+01             5.279594E+01             0.000000E+00
                   1.2600             2.024548E-01             5.712540E-02             8.867871E-01             1.672247E+01             1.483288E+01             2.636404E-03             1.671983E+01             5.279594E+01             0.000000E+00
                   1.4400             1.436536E-01             5.711400E-02             8.885560E-01             1.672138E+01             1.489555E+01             2.702084E-03             1.671868E+01             5.279594E+01             0.000000E+00
                   1.6200             8.497367E-02             5.710109E-02             8.904514E-01             1.672015E+01             1.496247E+01             2.776510E-03             1.671738E+01             5.279594E+01             0.000000E+00
                   1.8000             2.643079E-02             5.708666E-02             8.924711E-01             1.671878E+01             1.503348E+01             2.859680E-03             1.671592E+01             5.279594E+01             0.000000E+00
                   1.9800             3.197149E-02             5.707071E-02             8.946131E-01             1.671727E+01             1.510845E+01             2.951587E-03             1.671431E+01             5.279594E+01             0.000000E+00
                   2.1600             9.021599E-02             5.705325E-02             8.968754E-01             1.671561E+01             1.518724E+01             3.052228E-03             1.671255E+01             5.279594E+01             0.000000E+00
                   2.3400             1.482962E-01             5.703428E-02             8.992562E-01             1.671380E+01             1.526971E+01             3.161597E-03             1.671064E+01             5.279594E+01             0.000000E+00
                   2.5200             2.061998E-01             5.701379E-02             9.017537E-01             1.671186E+01             1.535571E+01             3.279687E-03             1.670858E+01             5.279594E+01             0.000000E+00
