                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284577E-05                       1.007481E+02                       3.039992E+02                       1.000257E+02                       3.033745E+02
                             0.1800                       5.005066E-08                       3.284572E-05                       1.007481E+02                       3.039992E+02                       1.000260E+02                       3.033747E+02
                             0.3600                       5.009648E-08                       3.284566E-05                       1.007481E+02                       3.039992E+02                       1.000262E+02                       3.033750E+02
                             0.5400                       5.013763E-08                       3.284559E-05                       1.007481E+02                       3.039992E+02                       1.000265E+02                       3.033752E+02
                             0.7200                       5.017429E-08                       3.284552E-05                       1.007481E+02                       3.039992E+02                       1.000268E+02                       3.033755E+02
                             0.9000                       5.020665E-08                       3.284544E-05                       1.007481E+02                       3.039992E+02                       1.000272E+02                       3.033758E+02
                             1.0800                       5.023489E-08                       3.284536E-05                       1.007481E+02                       3.039992E+02                       1.000275E+02                       3.033761E+02
                             1.2600                       5.025918E-08                       3.284527E-05                       1.007481E+02                       3.039992E+02                       1.000279E+02                       3.033764E+02
                             1.4400                       5.027970E-08                       3.284517E-05                       1.007481E+02                       3.039992E+02                       1.000283E+02                       3.033768E+02
                             1.6200                       5.029663E-08                       3.284507E-05                       1.007481E+02                       3.039992E+02                       1.000287E+02                       3.033771E+02
                             1.8000                       5.031015E-08                       3.284496E-05                       1.007481E+02                       3.039992E+02                       1.000292E+02                       3.033775E+02
                             1.9800                       5.032045E-08                       3.284485E-05                       1.007481E+02                       3.039992E+02                       1.000297E+02                       3.033780E+02
                             2.1600                       5.032769E-08                       3.284472E-05                       1.007481E+02                       3.039992E+02                       1.000302E+02                       3.033784E+02
                             2.3400                       5.033207E-08                       3.284459E-05                       1.007481E+02                       3.039992E+02                       1.000308E+02                       3.033789E+02
                             2.5200                       5.033375E-08                       3.284446E-05                       1.007481E+02                       3.039992E+02                       1.000314E+02                       3.033794E+02
                             2.7000                       5.033292E-08                       3.284431E-05                       1.007481E+02                       3.039992E+02                       1.000320E+02                       3.033799E+02
                             2.8800                       5.032977E-08                       3.284416E-05                       1.007481E+02                       3.039992E+02                       1.000326E+02                       3.033805E+02
                             3.0600                       5.032446E-08                       3.284400E-05                       1.007481E+02                       3.039992E+02                       1.000333E+02                       3.033811E+02
                             3.2400                       5.031718E-08                       3.284383E-05                       1.007481E+02                       3.039992E+02                       1.000340E+02                       3.033817E+02
                             3.4200                       5.030811E-08                       3.284365E-05                       1.007481E+02                       3.039992E+02                       1.000348E+02                       3.033824E+02
                             3.6000                       5.029743E-08                       3.284347E-05                       1.007481E+02                       3.039992E+02                       1.000356E+02                       3.033831E+02
                             3.7800                       5.028532E-08                       3.284328E-05                       1.007481E+02                       3.039992E+02                       1.000364E+02                       3.033838E+02
                             3.9600                       5.027195E-08                       3.284307E-05                       1.007481E+02                       3.039992E+02                       1.000373E+02                       3.033845E+02
