                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             9.603587E+01             1.528638E-01             9.588301E+01             0.000000E+00             1.435732E-01             4.319618E-04             8.858563E-03             1.003462E+01
                   0.1800             9.522818E+01            -3.532017E-01             9.558138E+01             0.000000E+00            -4.400495E-01            -1.323954E-03             8.817180E-02             1.001151E+01
                   0.3600             9.483245E+01            -7.234187E-01             9.555586E+01             0.000000E+00            -8.692712E-01            -2.615324E-03             1.484679E-01             1.001075E+01
                   0.5400             9.444345E+01            -1.093680E+00             9.553713E+01             0.000000E+00            -1.298514E+00            -3.906741E-03             2.087403E-01             1.001141E+01
                   0.7200             9.405861E+01            -1.463925E+00             9.552254E+01             0.000000E+00            -1.727733E+00            -5.198064E-03             2.690063E-01             1.001107E+01
                   0.9000             9.367902E+01            -1.834025E+00             9.551304E+01             0.000000E+00            -2.156812E+00            -6.488936E-03             3.292753E-01             1.001090E+01
                   1.0800             9.330454E+01            -2.203950E+00             9.550849E+01             0.000000E+00            -2.585724E+00            -7.779270E-03             3.895534E-01             1.001090E+01
                   1.2600             9.293499E+01            -2.573755E+00             9.550874E+01             0.000000E+00            -3.014531E+00            -9.069239E-03             4.498447E-01             1.001109E+01
                   1.4400             9.256856E+01            -2.943356E+00             9.551192E+01             0.000000E+00            -3.443150E+00            -1.035859E-02             5.101527E-01             1.000972E+01
                   1.6200             9.220853E+01            -3.312736E+00             9.552127E+01             0.000000E+00            -3.871569E+00            -1.164728E-02             5.704807E-01             1.001018E+01
                   1.8000             9.185123E+01            -3.681845E+00             9.553308E+01             0.000000E+00            -4.299742E+00            -1.293516E-02             6.308323E-01             1.000888E+01
                   1.9800             9.156426E+01            -4.050702E+00             9.561496E+01             0.000000E+00            -4.727691E+00            -1.422229E-02             6.912113E-01             1.000964E+01
                   2.1600             9.133214E+01            -4.419239E+00             9.575138E+01             0.000000E+00            -5.155353E+00            -1.550848E-02             7.516222E-01             1.000844E+01
                   2.3400             9.110611E+01            -4.787449E+00             9.589356E+01             0.000000E+00            -5.582725E+00            -1.679370E-02             8.120696E-01             1.000952E+01
                   2.5200             9.088160E+01            -5.155290E+00             9.603689E+01             0.000000E+00            -6.009771E+00            -1.807784E-02             8.725591E-01             1.000841E+01
                   2.7000             9.066318E+01            -5.522729E+00             9.618591E+01             0.000000E+00            -6.436465E+00            -1.936082E-02             9.330963E-01             1.000982E+01
                   2.8800             9.044582E+01            -5.889746E+00             9.633556E+01             0.000000E+00            -6.862791E+00            -2.064258E-02             9.936877E-01             1.000882E+01
                   3.0600             9.023180E+01            -6.256295E+00             9.648809E+01             0.000000E+00            -7.288712E+00            -2.192300E-02             1.054340E+00             1.000782E+01
                   3.2400             9.002389E+01            -6.622352E+00             9.664624E+01             0.000000E+00            -7.714211E+00            -2.320203E-02             1.115061E+00             1.000969E+01
                   3.4200             8.981634E+01            -6.987889E+00             9.680423E+01             0.000000E+00            -8.139266E+00            -2.447958E-02             1.175857E+00             1.000881E+01
                   3.6000             8.961182E+01            -7.352866E+00             9.696469E+01             0.000000E+00            -8.563849E+00            -2.575558E-02             1.236738E+00             1.000792E+01
                   3.7800             8.941022E+01            -7.717250E+00             9.712747E+01             0.000000E+00            -8.987933E+00            -2.702992E-02             1.297713E+00             1.000704E+01
                   3.9600             8.921145E+01            -8.081014E+00             9.729246E+01             0.000000E+00            -9.411500E+00            -2.830255E-02             1.358789E+00             1.000616E+01
                   4.1400             8.901889E+01            -8.444115E+00             9.746301E+01             0.000000E+00            -9.834518E+00            -2.957336E-02             1.419977E+00             1.000877E+01
                   4.3200             8.882562E+01            -8.806526E+00             9.763215E+01             0.000000E+00            -1.025697E+01            -3.084230E-02             1.481286E+00             1.000801E+01
                   4.5000             8.863492E+01            -9.168210E+00             9.780313E+01             0.000000E+00            -1.067882E+01            -3.210926E-02             1.542722E+00             1.000726E+01
                   4.6800             8.844672E+01            -9.529178E+00             9.797590E+01             0.000000E+00            -1.110006E+01            -3.337418E-02             1.604256E+00             1.000651E+01
                   4.8600             8.826102E+01            -9.889455E+00             9.815047E+01             0.000000E+00            -1.152065E+01            -3.463698E-02             1.665835E+00             1.000576E+01
                   5.0400             8.807774E+01            -1.024902E+01             9.832676E+01             0.000000E+00            -1.194058E+01            -3.589757E-02             1.727457E+00             1.000502E+01
                   5.2200             8.789683E+01            -1.060785E+01             9.850468E+01             0.000000E+00            -1.235982E+01            -3.715587E-02             1.789120E+00             1.000428E+01
                   5.4000             8.772259E+01            -1.096592E+01             9.868852E+01             0.000000E+00            -1.277834E+01            -3.841181E-02             1.850824E+00             1.000790E+01
                   5.5800             8.754640E+01            -1.132321E+01             9.886961E+01             0.000000E+00            -1.319612E+01            -3.966530E-02             1.912569E+00             1.000730E+01
                   5.7600             8.737243E+01            -1.167970E+01             9.905213E+01             0.000000E+00            -1.361314E+01            -4.091628E-02             1.974352E+00             1.000670E+01
                   5.9400             8.720063E+01            -1.203535E+01             9.923599E+01             0.000000E+00            -1.402937E+01            -4.216465E-02             2.036175E+00             1.000610E+01
                   6.1200             8.703098E+01            -1.239016E+01             9.942114E+01             0.000000E+00            -1.444478E+01            -4.341034E-02             2.098037E+00             1.000552E+01
                   6.3000             8.686342E+01            -1.274409E+01             9.960751E+01             0.000000E+00            -1.485937E+01            -4.465328E-02             2.159935E+00             1.000494E+01
                   6.4800             8.669793E+01            -1.309712E+01             9.979505E+01             0.000000E+00            -1.527309E+01            -4.589337E-02             2.221871E+00             1.000436E+01
                   6.6600             8.653446E+01            -1.344923E+01             9.998369E+01             0.000000E+00            -1.568594E+01            -4.713056E-02             2.283843E+00             1.000380E+01
                   6.8400             8.637300E+01            -1.380039E+01             1.001734E+02             0.000000E+00            -1.609787E+01            -4.836475E-02             2.345850E+00             1.000324E+01
                   7.0200             8.621351E+01            -1.415059E+01             1.003641E+02             0.000000E+00            -1.650888E+01            -4.959587E-02             2.407891E+00             1.000269E+01
                   7.2000             8.605595E+01            -1.449979E+01             1.005557E+02             0.000000E+00            -1.691894E+01            -5.082384E-02             2.469966E+00             1.000215E+01
                   7.3800             8.590032E+01            -1.484799E+01             1.007483E+02             0.000000E+00            -1.732802E+01            -5.204860E-02             2.532074E+00             1.000161E+01
                   7.5600             8.574658E+01            -1.519515E+01             1.009417E+02             0.000000E+00            -1.773609E+01            -5.327006E-02             2.594213E+00             1.000109E+01
                   7.7400             8.560067E+01            -1.554126E+01             1.011419E+02             0.000000E+00            -1.814315E+01            -5.448814E-02             2.656383E+00             1.000653E+01
                   7.9200             8.545078E+01            -1.588628E+01             1.013371E+02             0.000000E+00            -1.854916E+01            -5.570277E-02             2.718582E+00             1.000615E+01
                   8.1000             8.530272E+01            -1.623021E+01             1.015329E+02             0.000000E+00            -1.895410E+01            -5.691388E-02             2.780809E+00             1.000577E+01
                   8.2800             8.515649E+01            -1.657301E+01             1.017295E+02             0.000000E+00            -1.935795E+01            -5.812139E-02             2.843064E+00             1.000541E+01
                   8.4600             8.501206E+01            -1.691467E+01             1.019267E+02             7.703205-309            -1.976069E+01            -5.932522E-02             2.905343E+00             1.000505E+01
                   8.6400             8.486942E+01            -1.725516E+01             1.021246E+02             0.000000E+00            -2.016228E+01            -6.052530E-02             2.967647E+00             1.000471E+01
                   8.8200             8.472857E+01            -1.759447E+01             1.023230E+02             0.000000E+00            -2.056272E+01            -6.172156E-02             3.029973E+00             1.000438E+01
                   9.0000             8.458949E+01            -1.793257E+01             1.025221E+02             0.000000E+00            -2.096197E+01            -6.291392E-02             3.092320E+00             1.000406E+01
                   9.1800             8.445218E+01            -1.826944E+01             1.027216E+02             0.000000E+00            -2.136002E+01            -6.410231E-02             3.154686E+00             1.000376E+01
                   9.3600             8.431662E+01            -1.860506E+01             1.029217E+02             0.000000E+00            -2.175684E+01            -6.528666E-02             3.217069E+00             1.000347E+01
                   9.5400             8.418280E+01            -1.893941E+01             1.031222E+02             0.000000E+00            -2.215241E+01            -6.646690E-02             3.279468E+00             1.000319E+01
                   9.7200             8.405073E+01            -1.927247E+01             1.033232E+02             0.000000E+00            -2.254671E+01            -6.764295E-02             3.341880E+00             1.000293E+01
                   9.9000             8.392040E+01            -1.960422E+01             1.035246E+02             0.000000E+00            -2.293971E+01            -6.881473E-02             3.404303E+00             1.000269E+01
                  10.0800             8.379180E+01            -1.993465E+01             1.037264E+02             0.000000E+00            -2.333140E+01            -6.998219E-02             3.466735E+00             1.000246E+01
                  10.2600             8.366493E+01            -2.026372E+01             1.039286E+02             0.000000E+00            -2.372175E+01            -7.114525E-02             3.529173E+00             1.000225E+01
                  10.4400             8.353978E+01            -2.059143E+01             1.041312E+02             0.000000E+00            -2.411074E+01            -7.230383E-02             3.591615E+00             1.000206E+01
                  10.6200             8.341636E+01            -2.091774E+01             1.043341E+02             0.000000E+00            -2.449834E+01            -7.345788E-02             3.654059E+00             1.000189E+01
                  10.8000             8.329466E+01            -2.124265E+01             1.045373E+02             0.000000E+00            -2.488455E+01            -7.460731E-02             3.716501E+00             1.000173E+01
                  10.9800             8.317468E+01            -2.156614E+01             1.047408E+02             0.000000E+00            -2.526933E+01            -7.575206E-02             3.778939E+00             1.000160E+01
                  11.1600             8.305643E+01            -2.188818E+01             1.049446E+02             0.000000E+00            -2.565266E+01            -7.689206E-02             3.841370E+00             1.000149E+01
                  11.3400             8.293989E+01            -2.220876E+01             1.051487E+02             0.000000E+00            -2.603453E+01            -7.802724E-02             3.903791E+00             1.000139E+01
                  11.5200             8.282507E+01            -2.252786E+01             1.053529E+02             0.000000E+00            -2.641490E+01            -7.915754E-02             3.966198E+00             1.000132E+01
                  11.7000             8.271197E+01            -2.284546E+01             1.055574E+02             0.000000E+00            -2.679377E+01            -8.028289E-02             4.028590E+00             1.000128E+01
                  11.8800             8.260059E+01            -2.316155E+01             1.057621E+02             0.000000E+00            -2.717111E+01            -8.140321E-02             4.090961E+00             1.000125E+01
                  12.0600             8.249094E+01            -2.347611E+01             1.059670E+02             0.000000E+00            -2.754690E+01            -8.251845E-02             4.153309E+00             1.000125E+01
                  12.2400             8.238300E+01            -2.378911E+01             1.061721E+02             0.000000E+00            -2.792111E+01            -8.362853E-02             4.215630E+00             1.000127E+01
                  12.4200             8.227679E+01            -2.410055E+01             1.063773E+02             0.000000E+00            -2.829373E+01            -8.473340E-02             4.277921E+00             1.000132E+01
                  12.6000             8.217231E+01            -2.441040E+01             1.065827E+02             0.000000E+00            -2.866474E+01            -8.583298E-02             4.340178E+00             1.000140E+01
                  12.7800             8.206955E+01            -2.471865E+01             1.067882E+02             0.000000E+00            -2.903412E+01            -8.692721E-02             4.402397E+00             1.000149E+01
