                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.278349E+02             3.278349E+02             3.305047E+02             3.305047E+02             3.314806E+02             3.283885E+02             3.280028E+02             3.283885E+02             3.280028E+02
                   0.1800             3.277534E+02             3.277954E+02             3.304135E+02             3.304593E+02             3.314368E+02             3.283276E+02             3.279508E+02             3.283467E+02             3.279750E+02
                   0.3600             3.276729E+02             3.277378E+02             3.303266E+02             3.303984E+02             3.313768E+02             3.282737E+02             3.279048E+02             3.282884E+02             3.279232E+02
                   0.5400             3.275983E+02             3.276800E+02             3.302461E+02             3.303379E+02             3.313170E+02             3.282176E+02             3.278551E+02             3.282299E+02             3.278704E+02
                   0.7200             3.275274E+02             3.276225E+02             3.301698E+02             3.302780E+02             3.312577E+02             3.281610E+02             3.278038E+02             3.281718E+02             3.278175E+02
                   0.9000             3.274594E+02             3.275660E+02             3.300969E+02             3.302192E+02             3.311995E+02             3.281047E+02             3.277522E+02             3.281146E+02             3.277649E+02
                   1.0800             3.273942E+02             3.275107E+02             3.300270E+02             3.301619E+02             3.311427E+02             3.280492E+02             3.277009E+02             3.280587E+02             3.277134E+02
                   1.2600             3.273316E+02             3.274569E+02             3.299601E+02             3.301063E+02             3.310875E+02             3.279951E+02             3.276506E+02             3.280044E+02             3.276631E+02
                   1.4400             3.272717E+02             3.274049E+02             3.298960E+02             3.300526E+02             3.310341E+02             3.279425E+02             3.276016E+02             3.279518E+02             3.276144E+02
                   1.6200             3.272145E+02             3.273548E+02             3.298348E+02             3.300008E+02             3.309827E+02             3.278916E+02             3.275540E+02             3.279012E+02             3.275674E+02
                   1.8000             3.271599E+02             3.273067E+02             3.297764E+02             3.299511E+02             3.309333E+02             3.278425E+02             3.275080E+02             3.278525E+02             3.275222E+02
                   1.9800             3.271078E+02             3.272606E+02             3.297208E+02             3.299035E+02             3.308860E+02             3.277954E+02             3.274638E+02             3.278059E+02             3.274788E+02
                   2.1600             3.270584E+02             3.272165E+02             3.296679E+02             3.298580E+02             3.308408E+02             3.277503E+02             3.274214E+02             3.277614E+02             3.274374E+02
                   2.3400             3.270114E+02             3.271744E+02             3.296176E+02             3.298146E+02             3.307977E+02             3.277072E+02             3.273809E+02             3.277189E+02             3.273979E+02
                   2.5200             3.269669E+02             3.271345E+02             3.295700E+02             3.297734E+02             3.307566E+02             3.276661E+02             3.273422E+02             3.276785E+02             3.273603E+02
                   2.7000             3.269248E+02             3.270965E+02             3.295250E+02             3.297342E+02             3.307177E+02             3.276270E+02             3.273054E+02             3.276401E+02             3.273246E+02
                   2.8800             3.268850E+02             3.270607E+02             3.294824E+02             3.296972E+02             3.306808E+02             3.275899E+02             3.272705E+02             3.276038E+02             3.272908E+02
                   3.0600             3.268476E+02             3.270268E+02             3.294424E+02             3.296623E+02             3.306460E+02             3.275549E+02             3.272375E+02             3.275696E+02             3.272590E+02
                   3.2400             3.268125E+02             3.269949E+02             3.294047E+02             3.296294E+02             3.306133E+02             3.275218E+02             3.272064E+02             3.275374E+02             3.272290E+02
                   3.4200             3.267796E+02             3.269651E+02             3.293694E+02             3.295986E+02             3.305826E+02             3.274908E+02             3.271771E+02             3.275072E+02             3.272009E+02
                   3.6000             3.267489E+02             3.269372E+02             3.293364E+02             3.295698E+02             3.305539E+02             3.274617E+02             3.271497E+02             3.274789E+02             3.271747E+02
                   3.7800             3.267203E+02             3.269113E+02             3.293057E+02             3.295430E+02             3.305272E+02             3.274347E+02             3.271242E+02             3.274527E+02             3.271503E+02
                   3.9600             3.266939E+02             3.268873E+02             3.292772E+02             3.295183E+02             3.305025E+02             3.274096E+02             3.271005E+02             3.274284E+02             3.271278E+02
                   4.1400             3.266695E+02             3.268653E+02             3.292509E+02             3.294955E+02             3.304798E+02             3.273864E+02             3.270786E+02             3.274061E+02             3.271070E+02
                   4.3200             3.266471E+02             3.268452E+02             3.292268E+02             3.294746E+02             3.304590E+02             3.273651E+02             3.270585E+02             3.273857E+02             3.270881E+02
                   4.5000             3.266268E+02             3.268269E+02             3.292048E+02             3.294558E+02             3.304401E+02             3.273458E+02             3.270402E+02             3.273672E+02             3.270709E+02
                   4.6800             3.266084E+02             3.268105E+02             3.291848E+02             3.294388E+02             3.304231E+02             3.273283E+02             3.270236E+02             3.273505E+02             3.270555E+02
