                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.006698E+02                       3.051557E+02                       5.747874E-08
                             0.1800                       5.005066E-08                       1.006698E+02                       3.051557E+02                       5.753698E-08
                             0.3600                       5.009648E-08                       1.006698E+02                       3.051557E+02                       5.758965E-08
                             0.5400                       5.013763E-08                       1.006698E+02                       3.051557E+02                       5.763696E-08
                             0.7200                       5.017429E-08                       1.006698E+02                       3.051557E+02                       5.767911E-08
                             0.9000                       5.020665E-08                       1.006698E+02                       3.051557E+02                       5.771631E-08
                             1.0800                       5.023489E-08                       1.006698E+02                       3.051557E+02                       5.774877E-08
                             1.2600                       5.025918E-08                       1.006698E+02                       3.051557E+02                       5.777669E-08
                             1.4400                       5.027970E-08                       1.006698E+02                       3.051557E+02                       5.780028E-08
                             1.6200                       5.029663E-08                       1.006698E+02                       3.051557E+02                       5.781974E-08
                             1.8000                       5.031015E-08                       1.006698E+02                       3.051557E+02                       5.783529E-08
                             1.9800                       5.032045E-08                       1.006698E+02                       3.051557E+02                       5.784712E-08
                             2.1600                       5.032769E-08                       1.006698E+02                       3.051557E+02                       5.785545E-08
                             2.3400                       5.033207E-08                       1.006698E+02                       3.051557E+02                       5.786048E-08
                             2.5200                       5.033375E-08                       1.006698E+02                       3.051557E+02                       5.786241E-08
                             2.7000                       5.033292E-08                       1.006698E+02                       3.051557E+02                       5.786147E-08
                             2.8800                       5.032977E-08                       1.006698E+02                       3.051557E+02                       5.785784E-08
                             3.0600                       5.032446E-08                       1.006698E+02                       3.051557E+02                       5.785174E-08
                             3.2400                       5.031718E-08                       1.006698E+02                       3.051557E+02                       5.784337E-08
                             3.4200                       5.030811E-08                       1.006698E+02                       3.051557E+02                       5.783294E-08
                             3.6000                       5.029743E-08                       1.006698E+02                       3.051557E+02                       5.782066E-08
                             3.7800                       5.028532E-08                       1.006698E+02                       3.051557E+02                       5.780674E-08
                             3.9600                       5.027195E-08                       1.006698E+02                       3.051557E+02                       5.779137E-08
                             4.1400                       5.025752E-08                       1.006698E+02                       3.051557E+02                       5.777478E-08
                             4.3200                       5.024219E-08                       1.006698E+02                       3.051557E+02                       5.775716E-08
                             4.5000                       5.022615E-08                       1.006698E+02                       3.051557E+02                       5.773872E-08
                             4.6800                       5.020957E-08                       1.006698E+02                       3.051557E+02                       5.771966E-08
                             4.8600                       5.019265E-08                       1.006698E+02                       3.051557E+02                       5.770020E-08
                             5.0400                       5.017555E-08                       1.006698E+02                       3.051557E+02                       5.768055E-08
                             5.2200                       5.015845E-08                       1.006698E+02                       3.051557E+02                       5.766090E-08
                             5.4000                       5.014155E-08                       1.006698E+02                       3.051557E+02                       5.764147E-08
                             5.5800                       5.012501E-08                       1.006698E+02                       3.051557E+02                       5.762245E-08
                             5.7600                       5.010902E-08                       1.006698E+02                       3.051557E+02                       5.760407E-08
                             5.9400                       5.009376E-08                       1.006698E+02                       3.051557E+02                       5.758652E-08
                             6.1200                       5.007940E-08                       1.006698E+02                       3.051557E+02                       5.757002E-08
