                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -8.852753E-01            -4.872811E+01             3.961253E+00             5.326994E+00             1.365741E+00             1.998520E+01             2.003181E+01
                   0.1800            -2.434739E+00            -4.998488E+01             2.742942E+00             4.871459E+00             2.135523E+00             2.067069E+01             2.078071E+01
                   0.3600            -3.154192E+00            -5.004648E+01             2.076038E+00             4.862756E+00             2.800767E+00             2.076130E+01             2.094937E+01
                   0.5400            -3.872979E+00            -5.010885E+01             1.409722E+00             4.855004E+00             3.466405E+00             2.085282E+01             2.113897E+01
                   0.7200            -4.591149E+00            -5.017218E+01             7.439822E-01             4.848126E+00             4.132366E+00             2.094525E+01             2.134900E+01
                   0.9000            -5.308612E+00            -5.023655E+01             7.893098E-02             4.842064E+00             4.798478E+00             2.103856E+01             2.157885E+01
                   1.0800            -6.025396E+00            -5.030202E+01            -5.854437E-01             4.836781E+00             5.464710E+00             2.113275E+01             2.182787E+01
                   1.2600            -6.741649E+00            -5.036867E+01            -1.249278E+00             4.832253E+00             6.131172E+00             2.122778E+01             2.209547E+01
                   1.4400            -7.457291E+00            -5.043649E+01            -1.912487E+00             4.828459E+00             6.797754E+00             2.132360E+01             2.238092E+01
                   1.6200            -8.172341E+00            -5.050550E+01            -2.575090E+00             4.825383E+00             7.464457E+00             2.142018E+01             2.268352E+01
                   1.8000            -8.886762E+00            -5.057570E+01            -3.237049E+00             4.823014E+00             8.131231E+00             2.151745E+01             2.300255E+01
                   1.9800            -9.600620E+00            -5.064710E+01            -3.898429E+00             4.821345E+00             8.798128E+00             2.161537E+01             2.333734E+01
                   2.1600            -1.031385E+01            -5.071968E+01            -4.559166E+00             4.820367E+00             9.465076E+00             2.171388E+01             2.368713E+01
                   2.3400            -1.102647E+01            -5.079344E+01            -5.219287E+00             4.820074E+00             1.013209E+01             2.181292E+01             2.405125E+01
                   2.5200            -1.173845E+01            -5.086837E+01            -5.878766E+00             4.820460E+00             1.079914E+01             2.191243E+01             2.442900E+01
                   2.7000            -1.244979E+01            -5.094446E+01            -6.537591E+00             4.821519E+00             1.146621E+01             2.201236E+01             2.481971E+01
                   2.8800            -1.316048E+01            -5.102168E+01            -7.195770E+00             4.823248E+00             1.213330E+01             2.211264E+01             2.522273E+01
                   3.0600            -1.387048E+01            -5.110004E+01            -7.853272E+00             4.825641E+00             1.280037E+01             2.221322E+01             2.563741E+01
                   3.2400            -1.457981E+01            -5.117952E+01            -8.510103E+00             4.828694E+00             1.346743E+01             2.231404E+01             2.606315E+01
                   3.4200            -1.528846E+01            -5.126010E+01            -9.166257E+00             4.832403E+00             1.413446E+01             2.241503E+01             2.649937E+01
                   3.6000            -1.599639E+01            -5.134177E+01            -9.821718E+00             4.836763E+00             1.480145E+01             2.251614E+01             2.694549E+01
                   3.7800            -1.670360E+01            -5.142452E+01            -1.047647E+01             4.841769E+00             1.546837E+01             2.261730E+01             2.740096E+01
                   3.9600            -1.741008E+01            -5.150833E+01            -1.113053E+01             4.847418E+00             1.613523E+01             2.271846E+01             2.786529E+01
                   4.1400            -1.811582E+01            -5.159318E+01            -1.178386E+01             4.853704E+00             1.680201E+01             2.281955E+01             2.833795E+01
                   4.3200            -1.882080E+01            -5.167907E+01            -1.243647E+01             4.860622E+00             1.746869E+01             2.292051E+01             2.881849E+01
                   4.5000            -1.952501E+01            -5.176597E+01            -1.308834E+01             4.868167E+00             1.813527E+01             2.302129E+01             2.930645E+01
                   4.6800            -2.022844E+01            -5.185388E+01            -1.373947E+01             4.876332E+00             1.880173E+01             2.312182E+01             2.980140E+01
                   4.8600            -2.093108E+01            -5.194276E+01            -1.438986E+01             4.885111E+00             1.946806E+01             2.322204E+01             3.030295E+01
                   5.0400            -2.163292E+01            -5.203260E+01            -1.503949E+01             4.894494E+00             2.013425E+01             2.332190E+01             3.081070E+01
                   5.2200            -2.233395E+01            -5.212337E+01            -1.568835E+01             4.904472E+00             2.080029E+01             2.342133E+01             3.132428E+01
                   5.4000            -2.303416E+01            -5.221505E+01            -1.633646E+01             4.915030E+00             2.146616E+01             2.352028E+01             3.184336E+01
                   5.5800            -2.373356E+01            -5.230761E+01            -1.698381E+01             4.926151E+00             2.213185E+01             2.361869E+01             3.236759E+01
                   5.7600            -2.443214E+01            -5.240099E+01            -1.763041E+01             4.937810E+00             2.279734E+01             2.371651E+01             3.289668E+01
                   5.9400            -2.512992E+01            -5.249515E+01            -1.827626E+01             4.949967E+00             2.346261E+01             2.381371E+01             3.343033E+01
                   6.1200            -2.582693E+01            -5.258998E+01            -1.892140E+01             4.962563E+00             2.412764E+01             2.391025E+01             3.396826E+01
                   6.3000            -2.652323E+01            -5.268535E+01            -1.956590E+01             4.975498E+00             2.479237E+01             2.400612E+01             3.451023E+01
                   6.4800            -2.721891E+01            -5.278105E+01            -2.020983E+01             4.988623E+00             2.545676E+01             2.410136E+01             3.505598E+01
                   6.6600            -2.791408E+01            -5.287686E+01            -2.085331E+01             5.001777E+00             2.612073E+01             2.419600E+01             3.560532E+01
                   6.8400            -2.860880E+01            -5.297264E+01            -2.149639E+01             5.014864E+00             2.678424E+01             2.429008E+01             3.615803E+01
                   7.0200            -2.930307E+01            -5.306834E+01            -2.213908E+01             5.027849E+00             2.744726E+01             2.438359E+01             3.671392E+01
                   7.2000            -2.999688E+01            -5.316393E+01            -2.278138E+01             5.040723E+00             2.810979E+01             2.447653E+01             3.727279E+01
                   7.3800            -3.069022E+01            -5.325941E+01            -2.342327E+01             5.053485E+00             2.877181E+01             2.456889E+01             3.783447E+01
                   7.5600            -3.138306E+01            -5.335476E+01            -2.406475E+01             5.066134E+00             2.943330E+01             2.466065E+01             3.839879E+01
                   7.7400            -3.207539E+01            -5.344998E+01            -2.470580E+01             5.078668E+00             3.009426E+01             2.475180E+01             3.896558E+01
                   7.9200            -3.276720E+01            -5.354505E+01            -2.534641E+01             5.091089E+00             3.075468E+01             2.484232E+01             3.953468E+01
                   8.1000            -3.345845E+01            -5.363996E+01            -2.598658E+01             5.103396E+00             3.141454E+01             2.493220E+01             4.010596E+01
                   8.2800            -3.414914E+01            -5.373471E+01            -2.662628E+01             5.115589E+00             3.207384E+01             2.502142E+01             4.067926E+01
                   8.4600            -3.483925E+01            -5.382929E+01            -2.726551E+01             5.127668E+00             3.273255E+01             2.510996E+01             4.125446E+01
                   8.6400            -3.552875E+01            -5.392368E+01            -2.790426E+01             5.139632E+00             3.339068E+01             2.519782E+01             4.183142E+01
                   8.8200            -3.621763E+01            -5.401789E+01            -2.854251E+01             5.151481E+00             3.404821E+01             2.528498E+01             4.241003E+01
                   9.0000            -3.690587E+01            -5.411189E+01            -2.918026E+01             5.163216E+00             3.470513E+01             2.537141E+01             4.299017E+01
                   9.1800            -3.759346E+01            -5.420569E+01            -2.981749E+01             5.174835E+00             3.536143E+01             2.545710E+01             4.357172E+01
