                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284577E-05                       1.007679E+02                       3.036977E+02                       1.000454E+02                       3.030736E+02
                             0.1800                       5.005066E-08                       3.284572E-05                       1.007679E+02                       3.036977E+02                       1.000457E+02                       3.030738E+02
                             0.3600                       5.009648E-08                       3.284566E-05                       1.007679E+02                       3.036977E+02                       1.000459E+02                       3.030741E+02
                             0.5400                       5.013763E-08                       3.284559E-05                       1.007679E+02                       3.036977E+02                       1.000462E+02                       3.030743E+02
                             0.7200                       5.017429E-08                       3.284552E-05                       1.007679E+02                       3.036977E+02                       1.000465E+02                       3.030746E+02
                             0.9000                       5.020665E-08                       3.284544E-05                       1.007679E+02                       3.036977E+02                       1.000469E+02                       3.030749E+02
                             1.0800                       5.023489E-08                       3.284536E-05                       1.007679E+02                       3.036977E+02                       1.000472E+02                       3.030752E+02
                             1.2600                       5.025918E-08                       3.284527E-05                       1.007679E+02                       3.036977E+02                       1.000476E+02                       3.030755E+02
                             1.4400                       5.027970E-08                       3.284517E-05                       1.007679E+02                       3.036977E+02                       1.000480E+02                       3.030759E+02
                             1.6200                       5.029663E-08                       3.284507E-05                       1.007679E+02                       3.036977E+02                       1.000484E+02                       3.030762E+02
                             1.8000                       5.031015E-08                       3.284496E-05                       1.007679E+02                       3.036977E+02                       1.000489E+02                       3.030766E+02
                             1.9800                       5.032045E-08                       3.284485E-05                       1.007679E+02                       3.036977E+02                       1.000494E+02                       3.030771E+02
                             2.1600                       5.032769E-08                       3.284472E-05                       1.007679E+02                       3.036977E+02                       1.000499E+02                       3.030775E+02
                             2.3400                       5.033207E-08                       3.284459E-05                       1.007679E+02                       3.036977E+02                       1.000505E+02                       3.030780E+02
                             2.5200                       5.033375E-08                       3.284446E-05                       1.007679E+02                       3.036977E+02                       1.000511E+02                       3.030785E+02
                             2.7000                       5.033292E-08                       3.284431E-05                       1.007679E+02                       3.036977E+02                       1.000517E+02                       3.030790E+02
                             2.8800                       5.032977E-08                       3.284416E-05                       1.007679E+02                       3.036977E+02                       1.000523E+02                       3.030796E+02
                             3.0600                       5.032446E-08                       3.284400E-05                       1.007679E+02                       3.036977E+02                       1.000530E+02                       3.030802E+02
                             3.2400                       5.031718E-08                       3.284383E-05                       1.007679E+02                       3.036977E+02                       1.000537E+02                       3.030808E+02
                             3.4200                       5.030811E-08                       3.284365E-05                       1.007679E+02                       3.036977E+02                       1.000545E+02                       3.030815E+02
                             3.6000                       5.029743E-08                       3.284347E-05                       1.007679E+02                       3.036977E+02                       1.000553E+02                       3.030822E+02
                             3.7800                       5.028532E-08                       3.284328E-05                       1.007679E+02                       3.036977E+02                       1.000561E+02                       3.030829E+02
                             3.9600                       5.027195E-08                       3.284307E-05                       1.007679E+02                       3.036977E+02                       1.000570E+02                       3.030836E+02
