                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.289285E-06             2.061136E-07             1.289240E-06             2.091216E-15             8.099559E-09             3.791384E-08             1.129139E-06             4.591991E-11             7.540971E-20             1.083172E-06            -2.068956E-07            -2.059861E-07             6.702901E-07
                   0.1800             1.289528E-06             2.062469E-07             1.288698E-06             7.840012E-10             8.080431E-09             3.782381E-08             1.129139E-06             4.597731E-11             2.960485E-14             1.083281E-06            -2.069517E-07            -2.060393E-07             6.702901E-07
                   0.3600             1.289752E-06             2.063696E-07             1.288140E-06             1.566009E-09             8.062543E-09             3.774010E-08             1.129139E-06             4.602859E-11             5.916672E-14             1.083383E-06            -2.070026E-07            -2.060900E-07             6.702901E-07
                   0.5400             1.289964E-06             2.064855E-07             1.287572E-06             2.345783E-09             8.045648E-09             3.766105E-08             1.129139E-06             4.607544E-11             8.866523E-14             1.083479E-06            -2.070507E-07            -2.061380E-07             6.702901E-07
                   0.7200             1.290164E-06             2.065947E-07             1.286994E-06             3.123392E-09             8.029740E-09             3.758661E-08             1.129139E-06             4.611789E-11             1.180981E-13             1.083569E-06            -2.070959E-07            -2.061832E-07             6.702901E-07
                   0.9000             1.290351E-06             2.066971E-07             1.286406E-06             3.899019E-09             8.014814E-09             3.751677E-08             1.129139E-06             4.615597E-11             1.474702E-13             1.083654E-06            -2.071383E-07            -2.062256E-07             6.702901E-07
                   1.0800             1.290526E-06             2.067930E-07             1.285807E-06             4.672888E-09             8.000856E-09             3.745143E-08             1.129139E-06             4.618975E-11             1.767889E-13             1.083733E-06            -2.071781E-07            -2.062652E-07             6.702901E-07
                   1.2600             1.290689E-06             2.068821E-07             1.285198E-06             5.445229E-09             7.987873E-09             3.739068E-08             1.129139E-06             4.621914E-11             2.060613E-13             1.083807E-06            -2.072150E-07            -2.063021E-07             6.702901E-07
                   1.4400             1.290840E-06             2.069645E-07             1.284577E-06             6.216269E-09             7.975854E-09             3.733445E-08             1.129139E-06             4.624421E-11             2.352951E-13             1.083876E-06            -2.072492E-07            -2.063362E-07             6.702901E-07
                   1.6200             1.290979E-06             2.070405E-07             1.283946E-06             6.986229E-09             7.964787E-09             3.728264E-08             1.129139E-06             4.626504E-11             2.644978E-13             1.083938E-06            -2.072807E-07            -2.063676E-07             6.702901E-07
                   1.8000             1.291106E-06             2.071098E-07             1.283304E-06             7.755325E-09             7.954679E-09             3.723536E-08             1.129139E-06             4.628153E-11             2.936756E-13             1.083996E-06            -2.073094E-07            -2.063964E-07             6.702901E-07
                   1.9800             1.291221E-06             2.071728E-07             1.282650E-06             8.523768E-09             7.945514E-09             3.719246E-08             1.129139E-06             4.629380E-11             3.228358E-13             1.084048E-06            -2.073355E-07            -2.064224E-07             6.702901E-07
                   2.1600             1.291324E-06             2.072293E-07             1.281986E-06             9.291766E-09             7.937294E-09             3.715398E-08             1.129139E-06             4.630182E-11             3.519845E-13             1.084095E-06            -2.073590E-07            -2.064457E-07             6.702901E-07
                   2.3400             1.291415E-06             2.072791E-07             1.281309E-06             1.005952E-08             7.930021E-09             3.711996E-08             1.129139E-06             4.630552E-11             3.811274E-13             1.084136E-06            -2.073796E-07            -2.064664E-07             6.702901E-07
                   2.5200             1.291495E-06             2.073227E-07             1.280621E-06             1.082723E-08             7.923678E-09             3.709027E-08             1.129139E-06             4.630506E-11             4.102716E-13             1.084172E-06            -2.073977E-07            -2.064843E-07             6.702901E-07
                   2.7000             1.291563E-06             2.073598E-07             1.279921E-06             1.159510E-08             7.918268E-09             3.706494E-08             1.129139E-06             4.630037E-11             4.394225E-13             1.084203E-06            -2.074131E-07            -2.064997E-07             6.702901E-07
                   2.8800             1.291619E-06             2.073905E-07             1.279209E-06             1.236331E-08             7.913794E-09             3.704403E-08             1.129139E-06             4.629140E-11             4.685853E-13             1.084228E-06            -2.074257E-07            -2.065124E-07             6.702901E-07
                   3.0600             1.291663E-06             2.074149E-07             1.278485E-06             1.313207E-08             7.910239E-09             3.702738E-08             1.129139E-06             4.627829E-11             4.977668E-13             1.084248E-06            -2.074359E-07            -2.065225E-07             6.702901E-07
                   3.2400             1.291696E-06             2.074330E-07             1.277748E-06             1.390156E-08             7.907605E-09             3.701505E-08             1.129139E-06             4.626100E-11             5.269719E-13             1.084263E-06            -2.074434E-07            -2.065300E-07             6.702901E-07
                   3.4200             1.291718E-06             2.074448E-07             1.276999E-06             1.467195E-08             7.905886E-09             3.700700E-08             1.129139E-06             4.623954E-11             5.562060E-13             1.084273E-06            -2.074483E-07            -2.065348E-07             6.702901E-07
                   3.6000             1.291728E-06             2.074503E-07             1.276238E-06             1.544342E-08             7.905069E-09             3.700321E-08             1.129139E-06             4.621393E-11             5.854729E-13             1.084278E-06            -2.074505E-07            -2.065372E-07             6.702901E-07
                   3.7800             1.291734E-06             2.074533E-07             1.275471E-06             1.621543E-08             7.904633E-09             3.700116E-08             1.129139E-06             4.618662E-11             6.147594E-13             1.084280E-06            -2.074518E-07            -2.065385E-07             6.702901E-07
                   3.9600             1.291739E-06             2.074563E-07             1.274705E-06             1.698750E-08             7.904197E-09             3.699912E-08             1.129139E-06             4.615930E-11             6.440514E-13             1.084283E-06            -2.074530E-07            -2.065397E-07             6.702901E-07
                   4.1400             1.291745E-06             2.074593E-07             1.273938E-06             1.775962E-08             7.903760E-09             3.699707E-08             1.129139E-06             4.613198E-11             6.733487E-13             1.084285E-06            -2.074543E-07            -2.065409E-07             6.702901E-07
                   4.3200             1.291750E-06             2.074624E-07             1.273172E-06             1.853178E-08             7.903322E-09             3.699502E-08             1.129139E-06             4.610466E-11             7.026511E-13             1.084288E-06            -2.074555E-07            -2.065422E-07             6.702901E-07
                   4.5000             1.291756E-06             2.074654E-07             1.272405E-06             1.930398E-08             7.902882E-09             3.699296E-08             1.129139E-06             4.607735E-11             7.319584E-13             1.084290E-06            -2.074568E-07            -2.065434E-07             6.702901E-07
                   4.6800             1.291761E-06             2.074682E-07             1.271638E-06             2.007622E-08             7.902449E-09             3.699096E-08             1.129139E-06             4.604996E-11             7.612693E-13             1.084293E-06            -2.074579E-07            -2.065447E-07             6.702901E-07
                   4.8600             1.291767E-06             2.074713E-07             1.270871E-06             2.084849E-08             7.902008E-09             3.698889E-08             1.129139E-06             4.602264E-11             7.905852E-13             1.084295E-06            -2.074592E-07            -2.065460E-07             6.702901E-07
                   5.0400             1.291772E-06             2.074743E-07             1.270104E-06             2.162078E-08             7.901567E-09             3.698682E-08             1.129139E-06             4.599532E-11             8.199047E-13             1.084298E-06            -2.074605E-07            -2.065472E-07             6.702901E-07
                   5.2200             1.291778E-06             2.074774E-07             1.269338E-06             2.239307E-08             7.901124E-09             3.698475E-08             1.129139E-06             4.596800E-11             8.492270E-13             1.084300E-06            -2.074617E-07            -2.065484E-07             6.702901E-07
                   5.4000             1.291783E-06             2.074804E-07             1.268571E-06             2.316536E-08             7.900681E-09             3.698267E-08             1.129139E-06             4.594068E-11             8.785513E-13             1.084303E-06            -2.074630E-07            -2.065497E-07             6.702901E-07
                   5.5800             1.291789E-06             2.074835E-07             1.267804E-06             2.393762E-08             7.900238E-09             3.698060E-08             1.129139E-06             4.591336E-11             9.078768E-13             1.084305E-06            -2.074643E-07            -2.065509E-07             6.702901E-07
                   5.7600             1.291794E-06             2.074865E-07             1.267038E-06             2.470984E-08             7.899794E-09             3.697852E-08             1.129139E-06             4.588604E-11             9.372025E-13             1.084308E-06            -2.074655E-07            -2.065522E-07             6.702901E-07
                   5.9400             1.291800E-06             2.074896E-07             1.266271E-06             2.548201E-08             7.899350E-09             3.697644E-08             1.129139E-06             4.585873E-11             9.665272E-13             1.084310E-06            -2.074668E-07            -2.065535E-07             6.702901E-07
