                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             1.246009E-15             2.989546E+02             1.246009E-15             4.298576E+01             0.000000E+00             3.419403E+02             4.887155E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.1800             1.642407E+01             2.868805E+02             1.519815E-02             4.128487E+01             1.643927E+01             3.281653E+02             6.795520E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.3600             1.643656E+01             2.749070E+02             4.482129E-03             3.959434E+01             1.644104E+01             3.145014E+02             6.363743E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.5400             1.643244E+01             2.629404E+02             8.545360E-04             3.790063E+01             1.643329E+01             3.008410E+02             5.971570E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.7200             1.641876E+01             2.509805E+02             1.614862E-05             3.620391E+01             1.641877E+01             2.871844E+02             5.700983E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.9000             1.640015E+01             2.390272E+02             1.644768E-04             3.450435E+01             1.640032E+01             2.735315E+02             5.534527E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.0800             1.637965E+01             2.270801E+02             5.797517E-04             3.280207E+01             1.638023E+01             2.598822E+02             5.403364E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.2600             1.635913E+01             2.151395E+02             9.975065E-04             3.109730E+01             1.636013E+01             2.462368E+02             5.283725E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.4400             1.633984E+01             2.032057E+02             1.337791E-03             2.939025E+01             1.634118E+01             2.325959E+02             5.172717E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.6200             1.632256E+01             1.912789E+02             1.590852E-03             2.768116E+01             1.632416E+01             2.189600E+02             5.069605E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.8000             1.630773E+01             1.793595E+02             1.769785E-03             2.597025E+01             1.630950E+01             2.053298E+02             4.975289E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.9800             1.629559E+01             1.674482E+02             1.892203E-03             2.425780E+01             1.629748E+01             1.917060E+02             4.887935E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.1600             1.628623E+01             1.555455E+02             1.973832E-03             2.254408E+01             1.628821E+01             1.780896E+02             4.807037E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.3400             1.627967E+01             1.436524E+02             2.027007E-03             2.082940E+01             1.628169E+01             1.644818E+02             4.732859E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.5200             1.627582E+01             1.317700E+02             2.060776E-03             1.911411E+01             1.627788E+01             1.508841E+02             4.666333E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.7000             1.627460E+01             1.198998E+02             2.081558E-03             1.739862E+01             1.627669E+01             1.372985E+02             4.607279E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.8800             1.627588E+01             1.080440E+02             2.093798E-03             1.568339E+01             1.627798E+01             1.237274E+02             4.552935E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.0600             1.627951E+01             9.620520E+01             2.100552E-03             1.396904E+01             1.628161E+01             1.101742E+02             4.507127E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.2400             1.628534E+01             8.438761E+01             2.103884E-03             1.225631E+01             1.628744E+01             9.664392E+01             4.465862E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.4200             1.629318E+01             7.259713E+01             2.105190E-03             1.054627E+01             1.629529E+01             8.314340E+01             4.431647E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.6000             1.630288E+01             6.084298E+01             2.105395E-03             8.840428E+00             1.630499E+01             6.968341E+01             4.403127E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.7800             1.631426E+01             4.914042E+01             2.105118E-03             7.141181E+00             1.631637E+01             5.628160E+01             4.380029E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.9600             1.632714E+01             3.751732E+01             2.104761E-03             5.452762E+00             1.632924E+01             4.297008E+01             4.363974E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.1400             1.634133E+01             2.603277E+01             2.104595E-03             3.783938E+00             1.634344E+01             2.981671E+01             4.354668E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.3200             1.635666E+01             1.484956E+01             2.104773E-03             2.158547E+00             1.635877E+01             1.700811E+01             4.349491E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.5000             1.637294E+01             4.778315E+00             2.105403E-03             6.945979E-01             1.637505E+01             5.472912E+00             4.350693E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.6800             1.638999E+01             1.775455E+00             2.106529E-03             2.580890E-01             1.639210E+01             2.033544E+00             4.355466E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.8600             1.640762E+01             1.845664E+00             2.108158E-03             2.682949E-01             1.640973E+01             2.113959E+00             4.362046E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.0400             1.642563E+01             1.922590E+00             2.110249E-03             2.794773E-01             1.642774E+01             2.202068E+00             4.367513E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.2200             1.644384E+01             2.002070E+00             2.112743E-03             2.910309E-01             1.644595E+01             2.293101E+00             4.373092E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.4000             1.646206E+01             2.083951E+00             2.115608E-03             3.029335E-01             1.646417E+01             2.386884E+00             4.378749E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.5800             1.648009E+01             2.168028E+00             2.118822E-03             3.151553E-01             1.648221E+01             2.483183E+00             4.385714E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.7600             1.649775E+01             2.254331E+00             2.122363E-03             3.277007E-01             1.649987E+01             2.582031E+00             4.391432E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.9400             1.651484E+01             2.342756E+00             2.126163E-03             3.405546E-01             1.651696E+01             2.683311E+00             4.397131E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.1200             1.653116E+01             2.433203E+00             2.130190E-03             3.537024E-01             1.653329E+01             2.786905E+00             4.402776E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.3000             1.654652E+01             2.525611E+00             2.134411E-03             3.671352E-01             1.654865E+01             2.892746E+00             4.408334E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.4800             1.656072E+01             2.619812E+00             2.138813E-03             3.808288E-01             1.656286E+01             3.000641E+00             4.415038E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.6600             1.657356E+01             2.715984E+00             2.143348E-03             3.948088E-01             1.657571E+01             3.110793E+00             4.420317E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.8400             1.658485E+01             2.813991E+00             2.147960E-03             4.090556E-01             1.658700E+01             3.223047E+00             4.425405E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.0200             1.659440E+01             2.913792E+00             2.152616E-03             4.235630E-01             1.659655E+01             3.337355E+00             4.430265E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.2000             1.660199E+01             3.015356E+00             2.157282E-03             4.383269E-01             1.660415E+01             3.453683E+00             4.434861E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.3800             1.660744E+01             3.118659E+00             2.161919E-03             4.533434E-01             1.660960E+01             3.572002E+00             4.439158E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.5600             1.661055E+01             3.223677E+00             2.166492E-03             4.686093E-01             1.661272E+01             3.692286E+00             4.443118E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.7400             1.661113E+01             3.330390E+00             2.170963E-03             4.841216E-01             1.661330E+01             3.814512E+00             4.446707E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.9200             1.660899E+01             3.438780E+00             2.175292E-03             4.998777E-01             1.661116E+01             3.938658E+00             4.449887E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.1000             1.660393E+01             3.548832E+00             2.179442E-03             5.158752E-01             1.660610E+01             4.064707E+00             4.452621E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.2800             1.659576E+01             3.660529E+00             2.183374E-03             5.321121E-01             1.659794E+01             4.192641E+00             4.454874E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.4600             1.658430E+01             3.773860E+00             2.187048E-03             5.485863E-01             1.658649E+01             4.322446E+00             4.456609E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.6400             1.656938E+01             3.888812E+00             2.190426E-03             5.652963E-01             1.657157E+01             4.454109E+00             4.457790E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.8200             1.655081E+01             4.005375E+00             2.193469E-03             5.822403E-01             1.655300E+01             4.587615E+00             4.458382E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   9.0000             1.652841E+01             4.123675E+00             2.196099E-03             5.994369E-01             1.653061E+01             4.723112E+00             4.457069E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   9.1800             1.650203E+01             4.243437E+00             2.198332E-03             6.168459E-01             1.650423E+01             4.860283E+00             4.456375E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   9.3600             1.647151E+01             4.364776E+00             2.200124E-03             6.344843E-01             1.647371E+01             4.999260E+00             4.454988E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
