                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             1.058655E+02             2.274336E-01             1.056380E+02             4.000769E+05             2.188069E-01             6.583136E-04             7.968378E-03             1.147694E+01
                   0.1800             1.047849E+02            -5.785577E-01             1.053634E+02             4.000769E+05            -6.706393E-01            -2.017718E-03             9.409933E-02             1.145044E+01
                   0.3600             1.041841E+02            -1.164857E+00             1.053489E+02             4.000769E+05            -1.324777E+00            -3.985777E-03             1.639061E-01             1.145058E+01
                   0.5400             1.035922E+02            -1.751194E+00             1.053434E+02             4.000769E+05            -1.978947E+00            -5.953908E-03             2.337064E-01             1.145022E+01
                   0.7200             1.030099E+02            -2.337495E+00             1.053474E+02             4.000769E+05            -2.633080E+00            -7.921896E-03             3.035069E-01             1.145026E+01
                   0.9000             1.024358E+02            -2.923578E+00             1.053594E+02             4.000769E+05            -3.287000E+00            -9.889196E-03             3.733120E-01             1.144939E+01
                   1.0800             1.018722E+02            -3.509398E+00             1.053816E+02             4.000769E+05            -3.940667E+00            -1.185568E-02             4.431245E-01             1.145016E+01
                   1.2600             1.013159E+02            -4.095046E+00             1.054110E+02             4.000769E+05            -4.594172E+00            -1.382160E-02             5.129473E-01             1.144982E+01
                   1.4400             1.008752E+02            -4.680395E+00             1.055556E+02             4.000769E+05            -5.247391E+00            -1.578658E-02             5.827827E-01             1.144970E+01
                   1.6200             1.004951E+02            -5.265423E+00             1.057605E+02             4.000769E+05            -5.900305E+00            -1.775056E-02             6.526333E-01             1.144982E+01
                   1.8000             1.001207E+02            -5.850057E+00             1.059708E+02             4.000769E+05            -6.552845E+00            -1.971330E-02             7.225018E-01             1.144829E+01
                   1.9800             9.975536E+01            -6.434326E+00             1.061897E+02             4.000769E+05            -7.205043E+00            -2.167490E-02             7.923913E-01             1.144877E+01
                   2.1600             9.939702E+01            -7.018133E+00             1.064152E+02             4.000769E+05            -7.856803E+00            -2.363506E-02             8.623053E-01             1.144949E+01
