                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             6.902765E-02             9.883878E-04             2.973714E-06             3.599452E-05             1.027356E-03             4.771850E-01             5.184329E-02             4.782123E-01
                   0.1800             6.838350E-02            -3.029392E-03            -9.114374E-06             4.250626E-04            -2.613443E-03             4.759445E-01             5.172357E-02             4.733310E-01
                   0.3600             6.864469E-02            -5.984243E-03            -1.800443E-05             7.403915E-04            -5.261856E-03             4.758789E-01             5.172421E-02             4.706170E-01
                   0.5400             6.894414E-02            -8.939238E-03            -2.689481E-05             1.055691E-03            -7.910441E-03             4.758539E-01             5.172261E-02             4.679435E-01
                   0.7200             6.928056E-02            -1.189407E-02            -3.578455E-05             1.370992E-03            -1.055886E-02             4.758721E-01             5.172275E-02             4.653133E-01
                   0.9000             6.965257E-02            -1.484794E-02            -4.467118E-05             1.686313E-03            -1.320630E-02             4.759264E-01             5.171882E-02             4.627201E-01
                   1.0800             7.005887E-02            -1.780066E-02            -5.355410E-05             2.001669E-03            -1.585255E-02             4.760267E-01             5.172230E-02             4.601742E-01
                   1.2600             7.049821E-02            -2.075265E-02            -6.243451E-05             2.317070E-03            -1.849802E-02             4.761593E-01             5.172077E-02             4.576613E-01
                   1.4400             7.096922E-02            -2.370336E-02            -7.131067E-05             2.632528E-03            -2.114214E-02             4.768125E-01             5.172026E-02             4.556704E-01
                   1.6200             7.147057E-02            -2.665268E-02            -8.018228E-05             2.948055E-03            -2.378481E-02             4.777382E-01             5.172078E-02             4.539534E-01
                   1.8000             7.200090E-02            -2.960031E-02            -8.904833E-05             3.263663E-03            -2.642570E-02             4.786879E-01             5.171388E-02             4.522622E-01
                   1.9800             7.255895E-02            -3.254640E-02            -9.790920E-05             3.579366E-03            -2.906494E-02             4.796768E-01             5.171604E-02             4.506119E-01
                   2.1600             7.314336E-02            -3.549051E-02            -1.067636E-04             3.895179E-03            -3.170210E-02             4.806953E-01             5.171928E-02             4.489932E-01
                   2.3400             7.375289E-02            -3.843263E-02            -1.156113E-04             4.211120E-03            -3.433712E-02             4.817319E-01             5.171357E-02             4.473948E-01
                   2.5200             7.438626E-02            -4.137250E-02            -1.244516E-04             4.527208E-03            -3.696975E-02             4.828048E-01             5.171851E-02             4.458350E-01
                   2.7000             7.504225E-02            -4.430995E-02            -1.332839E-04             4.843464E-03            -3.959977E-02             4.838918E-01             5.171345E-02             4.442920E-01
                   2.8800             7.571969E-02            -4.724487E-02            -1.421078E-04             5.159911E-03            -4.222707E-02             4.850017E-01             5.170846E-02             4.427747E-01
                   3.0600             7.641742E-02            -5.017700E-02            -1.509225E-04             5.476574E-03            -4.485134E-02             4.861454E-01             5.171570E-02             4.412940E-01
                   3.2400             7.713436E-02            -5.310622E-02            -1.597276E-04             5.793479E-03            -4.747247E-02             4.872977E-01             5.171138E-02             4.398252E-01
                   3.4200             7.786946E-02            -5.603239E-02            -1.685225E-04             6.110655E-03            -5.009026E-02             4.884690E-01             5.170712E-02             4.383788E-01
                   3.6000             7.862171E-02            -5.895531E-02            -1.773067E-04             6.428133E-03            -5.270448E-02             4.896583E-01             5.170294E-02             4.369538E-01
                   3.7800             7.939013E-02            -6.187478E-02            -1.860795E-04             6.745943E-03            -5.531492E-02             4.908786E-01             5.171307E-02             4.355636E-01
                   3.9600             8.017384E-02            -6.479071E-02            -1.948406E-04             7.064118E-03            -5.792143E-02             4.921008E-01             5.170954E-02             4.341794E-01
                   4.1400             8.097194E-02            -6.770285E-02            -2.035891E-04             7.382691E-03            -6.052375E-02             4.933378E-01             5.170608E-02             4.328140E-01
                   4.3200             8.178362E-02            -7.061109E-02            -2.123247E-04             7.701694E-03            -6.312172E-02             4.945884E-01             5.170268E-02             4.314667E-01
