                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             2.374996E+01             3.526163E-02             6.118859E-01             5.000008E-01             5.000170E-01
                   0.1800             2.374883E+01             3.369681E-02             6.050764E-01             5.000247E-01            -2.852228E-02
                   0.3600             2.374893E+01             3.396143E-02             6.051868E-01             5.000224E-01            -2.536197E-02
                   0.5400             2.374900E+01             3.426731E-02             6.053280E-01             5.000210E-01            -3.179880E-02
                   0.7200             2.374907E+01             3.460894E-02             6.054768E-01             5.000195E-01            -3.075691E-02
                   0.9000             2.374910E+01             3.499272E-02             6.056747E-01             5.000189E-01            -4.667881E-02
                   1.0800             2.374918E+01             3.540016E-02             6.058310E-01             5.000173E-01            -3.174374E-02
                   1.2600             2.374921E+01             3.584875E-02             6.060431E-01             5.000167E-01            -3.746659E-02
                   1.4400             2.374924E+01             3.632806E-02             6.062649E-01             5.000160E-01            -3.897050E-02
                   1.6200             2.374927E+01             3.683674E-02             6.064950E-01             5.000154E-01            -3.630381E-02
                   1.8000             2.374926E+01             3.738884E-02             6.068174E-01             5.000156E-01            -6.260694E-02
                   1.9800             2.374929E+01             3.795108E-02             6.070566E-01             5.000149E-01            -5.337776E-02
                   2.1600             2.374933E+01             3.853917E-02             6.073054E-01             5.000142E-01            -4.025837E-02
                   2.3400             2.374931E+01             3.916969E-02             6.076650E-01             5.000144E-01            -6.082953E-02
                   2.5200             2.374935E+01             3.980365E-02             6.079210E-01             5.000137E-01            -4.177855E-02
                   2.7000             2.374934E+01             4.048011E-02             6.083040E-01             5.000139E-01            -5.925277E-02
                   2.8800             2.374933E+01             4.118142E-02             6.087197E-01             5.000142E-01            -7.588838E-02
                   3.0600             2.374936E+01             4.187321E-02             6.089709E-01             5.000134E-01            -4.941719E-02
                   3.2400             2.374935E+01             4.261123E-02             6.093945E-01             5.000136E-01            -6.332980E-02
                   3.4200             2.374934E+01             4.336960E-02             6.098438E-01             5.000139E-01            -7.651558E-02
                   3.6000             2.374933E+01             4.414696E-02             6.103177E-01             5.000141E-01            -8.899468E-02
                   3.7800             2.374937E+01             4.490021E-02             6.105518E-01             5.000133E-01            -5.457559E-02
                   3.9600             2.374936E+01             4.570489E-02             6.110204E-01             5.000135E-01            -6.486567E-02
                   4.1400             2.374935E+01             4.652531E-02             6.115082E-01             5.000137E-01            -7.457906E-02
                   4.3200             2.374933E+01             4.736041E-02             6.120144E-01             5.000140E-01            -8.374285E-02
                   4.5000             2.374932E+01             4.820924E-02             6.125380E-01             5.000143E-01            -9.238331E-02
                   4.6800             2.374937E+01             4.902253E-02             6.127616E-01             5.000133E-01            -5.048527E-02
                   4.8600             2.374936E+01             4.989011E-02             6.132723E-01             5.000135E-01            -5.751554E-02
                   5.0400             2.374935E+01             5.076918E-02             6.137970E-01             5.000138E-01            -6.412811E-02
                   5.2200             2.374934E+01             5.165898E-02             6.143349E-01             5.000140E-01            -7.034217E-02
                   5.4000             2.374932E+01             5.255864E-02             6.148854E-01             5.000142E-01            -7.617846E-02
                   5.5800             2.374931E+01             5.346805E-02             6.154478E-01             5.000145E-01            -8.165287E-02
                   5.7600             2.374930E+01             5.438619E-02             6.160214E-01             5.000147E-01            -8.678411E-02
                   5.9400             2.374929E+01             5.531272E-02             6.166057E-01             5.000150E-01            -9.158576E-02
                   6.1200             2.374928E+01             5.624721E-02             6.172001E-01             5.000153E-01            -9.607428E-02
                   6.3000             2.374926E+01             5.718914E-02             6.178039E-01             5.000155E-01            -1.002621E-01
                   6.4800             2.374925E+01             5.813794E-02             6.184166E-01             5.000158E-01            -1.041611E-01
                   6.6600             2.374924E+01             5.909327E-02             6.190377E-01             5.000160E-01            -1.077840E-01
                   6.8400             2.374930E+01             5.998224E-02             6.191464E-01             5.000148E-01            -5.558283E-02
                   7.0200             2.374929E+01             6.094556E-02             6.197490E-01             5.000150E-01            -5.839968E-02
                   7.2000             2.374928E+01             6.191440E-02             6.203590E-01             5.000153E-01            -6.099000E-02
                   7.3800             2.374926E+01             6.288839E-02             6.209760E-01             5.000155E-01            -6.336148E-02
                   7.5600             2.374925E+01             6.386725E-02             6.215995E-01             5.000157E-01            -6.552020E-02
                   7.7400             2.374924E+01             6.485065E-02             6.222291E-01             5.000160E-01            -6.747118E-02
                   7.9200             2.374923E+01             6.583835E-02             6.228646E-01             5.000162E-01            -6.922038E-02
                   8.1000             2.374922E+01             6.683039E-02             6.235054E-01             5.000165E-01            -7.077136E-02
                   8.2800             2.374921E+01             6.782596E-02             6.241514E-01             5.000167E-01            -7.212852E-02
                   8.4600             2.374919E+01             6.882520E-02             6.248021E-01             5.000170E-01            -7.329482E-02
                   8.6400             2.374918E+01             6.982765E-02             6.254572E-01             5.000172E-01            -7.427361E-02
                   8.8200             2.374917E+01             7.083342E-02             6.261163E-01             5.000175E-01            -7.506700E-02
                   9.0000             2.374916E+01             7.184189E-02             6.267793E-01             5.000177E-01            -7.567794E-02
                   9.1800             2.374915E+01             7.285298E-02             6.274457E-01             5.000180E-01            -7.610807E-02
                   9.3600             2.374914E+01             7.386676E-02             6.281153E-01             5.000182E-01            -7.635861E-02
                   9.5400             2.374912E+01             7.488290E-02             6.287879E-01             5.000185E-01            -7.643147E-02
                   9.7200             2.374911E+01             7.590113E-02             6.294632E-01             5.000187E-01            -7.632772E-02
                   9.9000             2.374910E+01             7.692144E-02             6.301409E-01             5.000190E-01            -7.604792E-02
