                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284577E-05                       1.006698E+02                       3.051557E+02                       9.994806E+01                       3.045287E+02
                             0.1800                       5.005066E-08                       3.284572E-05                       1.006698E+02                       3.051557E+02                       9.994829E+01                       3.045289E+02
                             0.3600                       5.009648E-08                       3.284566E-05                       1.006698E+02                       3.051557E+02                       9.994855E+01                       3.045292E+02
                             0.5400                       5.013763E-08                       3.284559E-05                       1.006698E+02                       3.051557E+02                       9.994884E+01                       3.045294E+02
                             0.7200                       5.017429E-08                       3.284552E-05                       1.006698E+02                       3.051557E+02                       9.994914E+01                       3.045297E+02
                             0.9000                       5.020665E-08                       3.284544E-05                       1.006698E+02                       3.051557E+02                       9.994947E+01                       3.045300E+02
                             1.0800                       5.023489E-08                       3.284536E-05                       1.006698E+02                       3.051557E+02                       9.994983E+01                       3.045303E+02
                             1.2600                       5.025918E-08                       3.284527E-05                       1.006698E+02                       3.051557E+02                       9.995021E+01                       3.045306E+02
                             1.4400                       5.027970E-08                       3.284517E-05                       1.006698E+02                       3.051557E+02                       9.995062E+01                       3.045310E+02
                             1.6200                       5.029663E-08                       3.284507E-05                       1.006698E+02                       3.051557E+02                       9.995106E+01                       3.045313E+02
                             1.8000                       5.031015E-08                       3.284496E-05                       1.006698E+02                       3.051557E+02                       9.995152E+01                       3.045317E+02
                             1.9800                       5.032045E-08                       3.284485E-05                       1.006698E+02                       3.051557E+02                       9.995201E+01                       3.045322E+02
                             2.1600                       5.032769E-08                       3.284472E-05                       1.006698E+02                       3.051557E+02                       9.995254E+01                       3.045326E+02
                             2.3400                       5.033207E-08                       3.284459E-05                       1.006698E+02                       3.051557E+02                       9.995309E+01                       3.045331E+02
                             2.5200                       5.033375E-08                       3.284446E-05                       1.006698E+02                       3.051557E+02                       9.995368E+01                       3.045336E+02
                             2.7000                       5.033292E-08                       3.284431E-05                       1.006698E+02                       3.051557E+02                       9.995429E+01                       3.045342E+02
                             2.8800                       5.032977E-08                       3.284416E-05                       1.006698E+02                       3.051557E+02                       9.995494E+01                       3.045347E+02
                             3.0600                       5.032446E-08                       3.284400E-05                       1.006698E+02                       3.051557E+02                       9.995563E+01                       3.045353E+02
                             3.2400                       5.031718E-08                       3.284383E-05                       1.006698E+02                       3.051557E+02                       9.995634E+01                       3.045359E+02
                             3.4200                       5.030811E-08                       3.284365E-05                       1.006698E+02                       3.051557E+02                       9.995710E+01                       3.045366E+02
                             3.6000                       5.029743E-08                       3.284347E-05                       1.006698E+02                       3.051557E+02                       9.995789E+01                       3.045373E+02
                             3.7800                       5.028532E-08                       3.284328E-05                       1.006698E+02                       3.051557E+02                       9.995871E+01                       3.045380E+02
                             3.9600                       5.027195E-08                       3.284307E-05                       1.006698E+02                       3.051557E+02                       9.995958E+01                       3.045388E+02
                             4.1400                       5.025752E-08                       3.284286E-05                       1.006698E+02                       3.051557E+02                       9.996048E+01                       3.045395E+02
                             4.3200                       5.024219E-08                       3.284264E-05                       1.006698E+02                       3.051557E+02                       9.996142E+01                       3.045404E+02
                             4.5000                       5.022615E-08                       3.284241E-05                       1.006698E+02                       3.051557E+02                       9.996240E+01                       3.045412E+02
                             4.6800                       5.020957E-08                       3.284217E-05                       1.006698E+02                       3.051557E+02                       9.996342E+01                       3.045421E+02
                             4.8600                       5.019265E-08                       3.284192E-05                       1.006698E+02                       3.051557E+02                       9.996448E+01                       3.045430E+02
                             5.0400                       5.017555E-08                       3.284166E-05                       1.006698E+02                       3.051557E+02                       9.996558E+01                       3.045440E+02
                             5.2200                       5.015845E-08                       3.284140E-05                       1.006698E+02                       3.051557E+02                       9.996673E+01                       3.045450E+02
                             5.4000                       5.014155E-08                       3.284112E-05                       1.006698E+02                       3.051557E+02                       9.996792E+01                       3.045460E+02
                             5.5800                       5.012501E-08                       3.284083E-05                       1.006698E+02                       3.051557E+02                       9.996915E+01                       3.045471E+02
                             5.7600                       5.010902E-08                       3.284053E-05                       1.006698E+02                       3.051557E+02                       9.997043E+01                       3.045482E+02
                             5.9400                       5.009376E-08                       3.284022E-05                       1.006698E+02                       3.051557E+02                       9.997175E+01                       3.045494E+02
                             6.1200                       5.007940E-08                       3.283990E-05                       1.006698E+02                       3.051557E+02                       9.997312E+01                       3.045506E+02
                             6.3000                       5.006612E-08                       3.283956E-05                       1.006698E+02                       3.051557E+02                       9.997454E+01                       3.045518E+02
                             6.4800                       5.005412E-08                       3.283922E-05                       1.006698E+02                       3.051557E+02                       9.997600E+01                       3.045531E+02
                             6.6600                       5.004355E-08                       3.283887E-05                       1.006698E+02                       3.051557E+02                       9.997752E+01                       3.045544E+02
                             6.8400                       5.003462E-08                       3.283850E-05                       1.006698E+02                       3.051557E+02                       9.997908E+01                       3.045557E+02
                             7.0200                       5.002748E-08                       3.283812E-05                       1.006698E+02                       3.051557E+02                       9.998070E+01                       3.045572E+02
                             7.2000                       5.002233E-08                       3.283773E-05                       1.006698E+02                       3.051557E+02                       9.998236E+01                       3.045586E+02
                             7.3800                       5.001935E-08                       3.283733E-05                       1.006698E+02                       3.051557E+02                       9.998408E+01                       3.045601E+02
                             7.5600                       5.001871E-08                       3.283691E-05                       1.006698E+02                       3.051557E+02                       9.998585E+01                       3.045616E+02
                             7.7400                       5.002059E-08                       3.283649E-05                       1.006698E+02                       3.051557E+02                       9.998767E+01                       3.045632E+02
                             7.9200                       5.002517E-08                       3.283605E-05                       1.006698E+02                       3.051557E+02                       9.998954E+01                       3.045649E+02
                             8.1000                       5.003263E-08                       3.283559E-05                       1.006698E+02                       3.051557E+02                       9.999148E+01                       3.045665E+02
                             8.2800                       5.004316E-08                       3.283513E-05                       1.006698E+02                       3.051557E+02                       9.999346E+01                       3.045683E+02
                             8.4600                       5.005692E-08                       3.283465E-05                       1.006698E+02                       3.051557E+02                       9.999550E+01                       3.045700E+02
                             8.6400                       5.007411E-08                       3.283416E-05                       1.006698E+02                       3.051557E+02                       9.999760E+01                       3.045719E+02
                             8.8200                       5.009489E-08                       3.283365E-05                       1.006698E+02                       3.051557E+02                       9.999976E+01                       3.045737E+02
                             9.0000                       5.011945E-08                       3.283313E-05                       1.006698E+02                       3.051557E+02                       1.000020E+02                       3.045757E+02
                             9.1800                       5.014796E-08                       3.283260E-05                       1.006698E+02                       3.051557E+02                       1.000042E+02                       3.045777E+02
                             9.3600                       5.018061E-08                       3.283205E-05                       1.006698E+02                       3.051557E+02                       1.000066E+02                       3.045797E+02
