                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.648288E-06             2.582315E-07             1.648235E-06             2.676486E-15             1.183986E-08             5.542211E-08             1.457265E-06             5.314971E-11             8.773901E-20             1.390056E-06            -2.630689E-07            -2.619124E-07             8.650753E-07
                   0.1800             1.648554E-06             2.583786E-07             1.647522E-06             9.795110E-10             1.181915E-08             5.532371E-08             1.457265E-06             5.321148E-11             3.341397E-14             1.390176E-06            -2.631320E-07            -2.619684E-07             8.650753E-07
                   0.3600             1.648798E-06             2.585118E-07             1.646788E-06             1.956466E-09             1.179968E-08             5.523273E-08             1.457265E-06             5.326598E-11             6.675825E-14             1.390286E-06            -2.631871E-07            -2.620239E-07             8.650753E-07
                   0.5400             1.649031E-06             2.586394E-07             1.646047E-06             2.930940E-09             1.178106E-08             5.514566E-08             1.457265E-06             5.331679E-11             1.000320E-13             1.390392E-06            -2.632399E-07            -2.620768E-07             8.650753E-07
                   0.7200             1.649254E-06             2.587611E-07             1.645298E-06             3.903060E-09             1.176330E-08             5.506258E-08             1.457265E-06             5.336381E-11             1.332374E-13             1.390493E-06            -2.632902E-07            -2.621274E-07             8.650753E-07
                   0.9000             1.649466E-06             2.588773E-07             1.644540E-06             4.872982E-09             1.174636E-08             5.498336E-08             1.457265E-06             5.340717E-11             1.663786E-13             1.390589E-06            -2.633384E-07            -2.621755E-07             8.650753E-07
                   1.0800             1.649668E-06             2.589875E-07             1.643773E-06             5.840879E-09             1.173028E-08             5.490817E-08             1.457265E-06             5.344670E-11             1.994601E-13             1.390680E-06            -2.633839E-07            -2.622213E-07             8.650753E-07
                   1.2600             1.649859E-06             2.590921E-07             1.642999E-06             6.806930E-09             1.171503E-08             5.483681E-08             1.457265E-06             5.348259E-11             2.324881E-13             1.390767E-06            -2.634273E-07            -2.622646E-07             8.650753E-07
                   1.4400             1.650040E-06             2.591910E-07             1.642215E-06             7.771320E-09             1.170061E-08             5.476934E-08             1.457265E-06             5.351476E-11             2.654678E-13             1.390849E-06            -2.634682E-07            -2.623056E-07             8.650753E-07
                   1.6200             1.650211E-06             2.592842E-07             1.641423E-06             8.734231E-09             1.168701E-08             5.470575E-08             1.457265E-06             5.354323E-11             2.984051E-13             1.390926E-06            -2.635069E-07            -2.623442E-07             8.650753E-07
                   1.8000             1.650371E-06             2.593720E-07             1.640621E-06             9.695848E-09             1.167424E-08             5.464593E-08             1.457265E-06             5.356811E-11             3.313062E-13             1.390999E-06            -2.635433E-07            -2.623805E-07             8.650753E-07
                   1.9800             1.650521E-06             2.594540E-07             1.639811E-06             1.065635E-08             1.166229E-08             5.459004E-08             1.457265E-06             5.358920E-11             3.641757E-13             1.391067E-06            -2.635772E-07            -2.624144E-07             8.650753E-07
                   2.1600             1.650660E-06             2.595303E-07             1.638990E-06             1.161591E-08             1.165116E-08             5.453799E-08             1.457265E-06             5.360663E-11             3.970196E-13             1.391130E-06            -2.636088E-07            -2.624461E-07             8.650753E-07
                   2.3400             1.650790E-06             2.596012E-07             1.638161E-06             1.257472E-08             1.164083E-08             5.448964E-08             1.457265E-06             5.362050E-11             4.298439E-13             1.391189E-06            -2.636383E-07            -2.624753E-07             8.650753E-07
                   2.5200             1.650909E-06             2.596664E-07             1.637322E-06             1.353293E-08             1.163133E-08             5.444519E-08             1.457265E-06             5.363062E-11             4.626526E-13             1.391243E-06            -2.636652E-07            -2.625024E-07             8.650753E-07
                   2.7000             1.651019E-06             2.597262E-07             1.636474E-06             1.449073E-08             1.162262E-08             5.440441E-08             1.457265E-06             5.363720E-11             4.954524E-13             1.391292E-06            -2.636901E-07            -2.625271E-07             8.650753E-07
                   2.8800             1.651118E-06             2.597806E-07             1.635615E-06             1.544828E-08             1.161471E-08             5.436739E-08             1.457265E-06             5.364016E-11             5.282474E-13             1.391337E-06            -2.637126E-07            -2.625495E-07             8.650753E-07
                   3.0600             1.651207E-06             2.598291E-07             1.634747E-06             1.640575E-08             1.160762E-08             5.433423E-08             1.457265E-06             5.363939E-11             5.610416E-13             1.391378E-06            -2.637327E-07            -2.625697E-07             8.650753E-07
                   3.2400             1.651286E-06             2.598725E-07             1.633869E-06             1.736329E-08             1.160131E-08             5.430468E-08             1.457265E-06             5.363513E-11             5.938417E-13             1.391414E-06            -2.637507E-07            -2.625875E-07             8.650753E-07
                   3.4200             1.651355E-06             2.599104E-07             1.632980E-06             1.832108E-08             1.159579E-08             5.427885E-08             1.457265E-06             5.362727E-11             6.266515E-13             1.391445E-06            -2.637665E-07            -2.626032E-07             8.650753E-07
                   3.6000             1.651415E-06             2.599430E-07             1.632081E-06             1.927926E-08             1.159107E-08             5.425670E-08             1.457265E-06             5.361583E-11             6.594753E-13             1.391472E-06            -2.637800E-07            -2.626165E-07             8.650753E-07
                   3.7800             1.651464E-06             2.599698E-07             1.631172E-06             2.023799E-08             1.158713E-08             5.423834E-08             1.457265E-06             5.360072E-11             6.923163E-13             1.391494E-06            -2.637911E-07            -2.626278E-07             8.650753E-07
                   3.9600             1.651504E-06             2.599916E-07             1.630252E-06             2.119742E-08             1.158397E-08             5.422351E-08             1.457265E-06             5.358218E-11             7.251813E-13             1.391512E-06            -2.638001E-07            -2.626367E-07             8.650753E-07
                   4.1400             1.651534E-06             2.600081E-07             1.629322E-06             2.215769E-08             1.158157E-08             5.421228E-08             1.457265E-06             5.356013E-11             7.580729E-13             1.391526E-06            -2.638070E-07            -2.626435E-07             8.650753E-07
                   4.3200             1.651555E-06             2.600194E-07             1.628381E-06             2.311893E-08             1.157993E-08             5.420459E-08             1.457265E-06             5.353464E-11             7.909947E-13             1.391535E-06            -2.638117E-07            -2.626481E-07             8.650753E-07
                   4.5000             1.651566E-06             2.600258E-07             1.627431E-06             2.408123E-08             1.157901E-08             5.420025E-08             1.457265E-06             5.350588E-11             8.239490E-13             1.391540E-06            -2.638144E-07            -2.626507E-07             8.650753E-07
                   4.6800             1.651571E-06             2.600285E-07             1.626473E-06             2.504432E-08             1.157859E-08             5.419834E-08             1.457265E-06             5.347474E-11             8.569267E-13             1.391543E-06            -2.638154E-07            -2.626520E-07             8.650753E-07
                   4.8600             1.651576E-06             2.600311E-07             1.625514E-06             2.600752E-08             1.157821E-08             5.419656E-08             1.457265E-06             5.344348E-11             8.899119E-13             1.391545E-06            -2.638165E-07            -2.626531E-07             8.650753E-07
                   5.0400             1.651581E-06             2.600338E-07             1.624556E-06             2.697073E-08             1.157783E-08             5.419477E-08             1.457265E-06             5.341222E-11             9.228999E-13             1.391547E-06            -2.638176E-07            -2.626541E-07             8.650753E-07
