                   Degree                dmdtheta1                dedtheta1                dvdtheta1
                   0.0000             1.147068E-07             5.285382E-02             1.687538E-08
                   0.1800             3.339559E-05             1.436553E+01             1.530650E-08
                   0.3600             3.345261E-05             1.438999E+01             1.379477E-08
                   0.5400             3.346666E-05             1.439598E+01             1.234003E-08
                   0.7200             3.346062E-05             1.439335E+01             1.094235E-08
                   0.9000             3.344609E-05             1.438707E+01             9.601763E-09
                   1.0800             3.342878E-05             1.437961E+01             8.318251E-09
                   1.2600             3.341193E-05             1.437235E+01             7.091855E-09
                   1.4400             3.339645E-05             1.436569E+01             5.922565E-09
                   1.6200             3.338298E-05             1.435988E+01             4.810430E-09
                   1.8000             3.337175E-05             1.435505E+01             3.755436E-09
                   1.9800             3.336285E-05             1.435121E+01             2.757605E-09
                   2.1600             3.335623E-05             1.434837E+01             1.816955E-09
                   2.3400             3.335180E-05             1.434646E+01             9.334895E-10
                   2.5200             3.334945E-05             1.434544E+01             1.072292E-10
                   2.7000             3.334906E-05             1.434528E+01            -6.618297E-10
                   2.8800             3.335051E-05             1.434590E+01            -1.373678E-09
                   3.0600             3.335368E-05             1.434726E+01            -2.028297E-09
                   3.2400             3.335840E-05             1.434930E+01            -2.625690E-09
                   3.4200             3.336454E-05             1.435194E+01            -3.165846E-09
                   3.6000             3.337198E-05             1.435515E+01            -3.648757E-09
                   3.7800             3.338056E-05             1.435884E+01            -4.074428E-09
                   3.9600             3.339015E-05             1.436296E+01            -4.442850E-09
                   4.1400             3.340063E-05             1.436747E+01            -4.754022E-09
                   4.3200             3.341188E-05             1.437232E+01            -5.007941E-09
                   4.5000             3.342373E-05             1.437742E+01            -5.204611E-09
                   4.6800             3.343607E-05             1.438273E+01            -5.344028E-09
                   4.8600             3.344878E-05             1.438819E+01            -5.426196E-09
                   5.0400             3.346168E-05             1.439375E+01            -5.451112E-09
                   5.2200             3.347467E-05             1.439934E+01            -5.418788E-09
                   5.4000             3.348761E-05             1.440491E+01            -5.329219E-09
                   5.5800             3.350037E-05             1.441040E+01            -5.182413E-09
                   5.7600             3.351280E-05             1.441575E+01            -4.978380E-09
                   5.9400             3.352476E-05             1.442089E+01            -4.717123E-09
                   6.1200             3.353614E-05             1.442579E+01            -4.398649E-09
                   6.3000             3.354677E-05             1.443037E+01            -4.022966E-09
                   6.4800             3.355652E-05             1.443456E+01            -3.590085E-09
                   6.6600             3.356526E-05             1.443833E+01            -3.100015E-09
                   6.8400             3.357288E-05             1.444161E+01            -2.552768E-09
                   7.0200             3.357919E-05             1.444432E+01            -1.948358E-09
                   7.2000             3.358407E-05             1.444643E+01            -1.286794E-09
                   7.3800             3.358740E-05             1.444786E+01            -5.680897E-10
                   7.5600             3.358903E-05             1.444856E+01             2.077388E-10
                   7.7400             3.358883E-05             1.444848E+01             1.040674E-09
                   7.9200             3.358665E-05             1.444755E+01             1.930704E-09
                   8.1000             3.358238E-05             1.444571E+01             2.877808E-09
                   8.2800             3.357587E-05             1.444292E+01             3.881968E-09
                   8.4600             3.356696E-05             1.443909E+01             4.943168E-09
                   8.6400             3.355558E-05             1.443420E+01             6.061384E-09
                   8.8200             3.354158E-05             1.442818E+01             7.236601E-09
                   9.0000             3.352479E-05             1.442096E+01             8.468791E-09
                   9.1800             3.350514E-05             1.441251E+01             9.757934E-09
                   9.3600             3.348248E-05             1.440276E+01             1.110401E-08
                   9.5400             3.345670E-05             1.439168E+01             1.250699E-08
                   9.7200             3.342767E-05             1.437920E+01             1.396685E-08
                   9.9000             3.339528E-05             1.436527E+01             1.548356E-08
                  10.0800             3.335942E-05             1.434985E+01             1.705710E-08
                  10.2600             3.331999E-05             1.433289E+01             1.868745E-08
                  10.4400             3.327688E-05             1.431435E+01             2.037456E-08
                  10.6200             3.322999E-05             1.429419E+01             2.211842E-08
                  10.8000             3.317924E-05             1.427236E+01             2.391898E-08
                  10.9800             3.312450E-05             1.424882E+01             2.577623E-08
                  11.1600             3.306573E-05             1.422354E+01             2.769013E-08
                  11.3400             3.300282E-05             1.419648E+01             2.966064E-08
                  11.5200             3.293571E-05             1.416762E+01             3.168773E-08
                  11.7000             3.286432E-05             1.413691E+01             3.377137E-08
                  11.8800             3.278858E-05             1.410434E+01             3.591152E-08
                  12.0600             3.270845E-05             1.406988E+01             3.810815E-08
                  12.2400             3.262387E-05             1.403350E+01             4.036122E-08
                  12.4200             3.253480E-05             1.399519E+01             4.267068E-08
                  12.6000             3.244119E-05             1.395493E+01             4.503651E-08
                  12.7800             3.234299E-05             1.391269E+01             4.745866E-08
                  12.9600             3.224022E-05             1.386849E+01             4.993709E-08
                  13.1400             3.213282E-05             1.382230E+01             5.247175E-08
                  13.3200             3.202080E-05             1.377411E+01             5.506262E-08
                  13.5000             3.190414E-05             1.372394E+01             5.770964E-08
                  13.6800             3.178286E-05             1.367177E+01             6.041277E-08
                  13.8600             3.165696E-05             1.361762E+01             6.317197E-08
                  14.0400             3.152645E-05             1.356149E+01             6.598718E-08
                  14.2200             3.139135E-05             1.350338E+01             6.885837E-08
                  14.4000             3.125171E-05             1.344332E+01             7.178549E-08
                  14.5800             3.110754E-05             1.338131E+01             7.476848E-08
                  14.7600             3.095892E-05             1.331739E+01             7.780731E-08
                  14.9400             3.080587E-05             1.325155E+01             8.090191E-08
                  15.1200             3.064845E-05             1.318384E+01             8.405224E-08
                  15.3000             3.048674E-05             1.311429E+01             8.725825E-08
                  15.4800             3.032078E-05             1.304290E+01             9.051988E-08
                  15.6600             3.015068E-05             1.296974E+01             9.383709E-08
                  15.8400             2.997652E-05             1.289483E+01             9.720981E-08
                  16.0200             2.979836E-05             1.281820E+01             1.006380E-07
                  16.2000             2.961632E-05             1.273990E+01             1.041216E-07
                  16.3800             2.943049E-05             1.265997E+01             1.076605E-07
                  16.5600             2.924097E-05             1.257845E+01             1.112548E-07
                  16.7400             2.904787E-05             1.249539E+01             1.149043E-07
                  16.9200             2.885131E-05             1.241085E+01             1.186089E-07
                  17.1000             2.865140E-05             1.232486E+01             1.223687E-07
                  17.2800             2.844827E-05             1.223749E+01             1.261836E-07
                  17.4600             2.824204E-05             1.214878E+01             1.300534E-07
                  17.6400             2.803284E-05             1.205880E+01             1.339782E-07
                  17.8200             2.782077E-05             1.196758E+01             1.379578E-07
                  18.0000             2.760602E-05             1.187521E+01             1.419923E-07
                  18.1800             2.738867E-05             1.178172E+01             1.460815E-07
                  18.3600             2.716890E-05             1.168719E+01             1.502253E-07
                  18.5400             2.694681E-05             1.159166E+01             1.544238E-07
                  18.7200             2.672256E-05             1.149521E+01             1.586769E-07
                  18.9000             2.649630E-05             1.139788E+01             1.629844E-07
                  19.0800             2.626817E-05             1.129976E+01             1.673463E-07
                  19.2600             2.603830E-05             1.120088E+01             1.717626E-07
                  19.4400             2.580682E-05             1.110131E+01             1.762332E-07
                  19.6200             2.557389E-05             1.100112E+01             1.807579E-07
