                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             2.374997E+01             3.534773E-02             3.726466E-01             5.000007E-01             4.999950E-01
                   0.1800             2.374940E+01             3.292608E-02             3.674402E-01             5.000127E-01            -5.239553E-02
                   0.3600             2.374943E+01             3.303307E-02             3.674818E-01             5.000121E-01            -5.729730E-02
                   0.5400             2.374946E+01             3.315850E-02             3.675221E-01             5.000114E-01            -5.772170E-02
                   0.7200             2.374949E+01             3.330008E-02             3.675613E-01             5.000107E-01            -5.427010E-02
                   0.9000             2.374952E+01             3.345675E-02             3.675999E-01             5.000101E-01            -4.689841E-02
                   1.0800             2.374952E+01             3.364864E-02             3.677178E-01             5.000101E-01            -7.682183E-02
                   1.2600             2.374955E+01             3.383113E-02             3.677485E-01             5.000095E-01            -6.375336E-02
                   1.4400             2.374958E+01             3.402778E-02             3.677826E-01             5.000088E-01            -4.661613E-02
                   1.6200             2.374958E+01             3.426108E-02             3.679079E-01             5.000089E-01            -7.305301E-02
                   1.8000             2.374958E+01             3.451451E-02             3.680642E-01             5.000089E-01            -9.962562E-02
                   1.9800             2.374961E+01             3.474045E-02             3.680678E-01             5.000082E-01            -7.412473E-02
                   2.1600             2.374961E+01             3.501840E-02             3.682290E-01             5.000083E-01            -9.863339E-02
                   2.3400             2.374964E+01             3.526518E-02             3.682240E-01             5.000076E-01            -6.650507E-02
                   2.5200             2.374964E+01             3.556416E-02             3.683815E-01             5.000077E-01            -8.876013E-02
                   2.7000             2.374963E+01             3.587923E-02             3.685634E-01             5.000078E-01            -1.109429E-01
                   2.8800             2.374967E+01             3.614999E-02             3.685280E-01             5.000070E-01            -6.972623E-02
                   3.0600             2.374966E+01             3.648136E-02             3.686952E-01             5.000071E-01            -8.947951E-02
                   3.2400             2.374966E+01             3.682650E-02             3.688828E-01             5.000072E-01            -1.090908E-01
                   3.4200             2.374966E+01             3.718522E-02             3.690912E-01             5.000072E-01            -1.285242E-01
                   3.6000             2.374969E+01             3.747915E-02             3.689983E-01             5.000065E-01            -7.578298E-02
                   3.7800             2.374969E+01             3.784815E-02             3.691791E-01             5.000065E-01            -9.267452E-02
                   3.9600             2.374969E+01             3.822896E-02             3.693764E-01             5.000066E-01            -1.093519E-01
                   4.1400             2.374968E+01             3.862127E-02             3.695904E-01             5.000067E-01            -1.257960E-01
                   4.3200             2.374968E+01             3.902456E-02             3.698209E-01             5.000068E-01            -1.419939E-01
                   4.5000             2.374968E+01             3.943875E-02             3.700680E-01             5.000068E-01            -1.579312E-01
                   4.6800             2.374971E+01             3.975064E-02             3.698434E-01             5.000060E-01            -8.939802E-02
                   4.8600             2.374971E+01             4.016936E-02             3.700472E-01             5.000061E-01            -1.028592E-01
                   5.0400             2.374971E+01             4.059760E-02             3.702634E-01             5.000062E-01            -1.160644E-01
                   5.2200             2.374970E+01             4.103472E-02             3.704918E-01             5.000062E-01            -1.290049E-01
                   5.4000             2.374970E+01             4.148058E-02             3.707323E-01             5.000063E-01            -1.416752E-01
                   5.5800             2.374970E+01             4.193472E-02             3.709846E-01             5.000064E-01            -1.540674E-01
                   5.7600             2.374969E+01             4.239697E-02             3.712486E-01             5.000064E-01            -1.661762E-01
                   5.9400             2.374969E+01             4.286706E-02             3.715239E-01             5.000065E-01            -1.779950E-01
                   6.1200             2.374969E+01             4.334463E-02             3.718103E-01             5.000066E-01            -1.895201E-01
                   6.3000             2.374973E+01             4.366273E-02             3.713376E-01             5.000057E-01            -1.006401E-01
                   6.4800             2.374973E+01             4.413937E-02             3.715655E-01             5.000057E-01            -1.100006E-01
                   6.6600             2.374972E+01             4.462258E-02             3.718012E-01             5.000058E-01            -1.190975E-01
                   6.8400             2.374972E+01             4.511205E-02             3.720443E-01             5.000059E-01            -1.279264E-01
                   7.0200             2.374972E+01             4.560742E-02             3.722947E-01             5.000059E-01            -1.364841E-01
                   7.2000             2.374971E+01             4.610881E-02             3.725518E-01             5.000060E-01            -1.447673E-01
                   7.3800             2.374971E+01             4.661549E-02             3.728156E-01             5.000061E-01            -1.527732E-01
                   7.5600             2.374971E+01             4.712774E-02             3.730855E-01             5.000061E-01            -1.604988E-01
                   7.7400             2.374971E+01             4.764503E-02             3.733613E-01             5.000062E-01            -1.679408E-01
                   7.9200             2.374970E+01             4.816714E-02             3.736425E-01             5.000063E-01            -1.750968E-01
                   8.1000             2.374970E+01             4.869384E-02             3.739288E-01             5.000063E-01            -1.819636E-01
                   8.2800             2.374970E+01             4.922513E-02             3.742197E-01             5.000064E-01            -1.885388E-01
                   8.4600             2.374969E+01             4.976062E-02             3.745149E-01             5.000065E-01            -1.948189E-01
                   8.6400             2.374969E+01             5.030006E-02             3.748138E-01             5.000065E-01            -2.008024E-01
                   8.8200             2.374969E+01             5.084327E-02             3.751161E-01             5.000066E-01            -2.064862E-01
                   9.0000             2.374968E+01             5.139029E-02             3.754212E-01             5.000067E-01            -2.118673E-01
                   9.1800             2.374968E+01             5.194066E-02             3.757288E-01             5.000068E-01            -2.169442E-01
                   9.3600             2.374968E+01             5.249422E-02             3.760382E-01             5.000068E-01            -2.217137E-01
                   9.5400             2.374967E+01             5.305083E-02             3.763491E-01             5.000069E-01            -2.261741E-01
                   9.7200             2.374967E+01             5.361053E-02             3.766609E-01             5.000070E-01            -2.303225E-01
                   9.9000             2.374967E+01             5.417263E-02             3.769732E-01             5.000070E-01            -2.341573E-01
                  10.0800             2.374966E+01             5.473758E-02             3.772853E-01             5.000071E-01            -2.376765E-01
                  10.2600             2.374966E+01             5.530471E-02             3.775970E-01             5.000072E-01            -2.408783E-01
                  10.4400             2.374966E+01             5.587402E-02             3.779076E-01             5.000073E-01            -2.437610E-01
                  10.6200             2.374965E+01             5.644544E-02             3.782167E-01             5.000073E-01            -2.463233E-01
