                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.009508E+02                       3.037789E+02                       5.790112E-08
                             0.1800                       5.005066E-08                       1.009508E+02                       3.037789E+02                       5.795979E-08
                             0.3600                       5.009648E-08                       1.009508E+02                       3.037789E+02                       5.801285E-08
                             0.5400                       5.013763E-08                       1.009508E+02                       3.037789E+02                       5.806050E-08
                             0.7200                       5.017429E-08                       1.009508E+02                       3.037789E+02                       5.810296E-08
                             0.9000                       5.020665E-08                       1.009508E+02                       3.037789E+02                       5.814044E-08
                             1.0800                       5.023489E-08                       1.009508E+02                       3.037789E+02                       5.817313E-08
                             1.2600                       5.025918E-08                       1.009508E+02                       3.037789E+02                       5.820126E-08
                             1.4400                       5.027970E-08                       1.009508E+02                       3.037789E+02                       5.822502E-08
                             1.6200                       5.029663E-08                       1.009508E+02                       3.037789E+02                       5.824463E-08
                             1.8000                       5.031015E-08                       1.009508E+02                       3.037789E+02                       5.826029E-08
                             1.9800                       5.032045E-08                       1.009508E+02                       3.037789E+02                       5.827221E-08
                             2.1600                       5.032769E-08                       1.009508E+02                       3.037789E+02                       5.828060E-08
                             2.3400                       5.033207E-08                       1.009508E+02                       3.037789E+02                       5.828566E-08
                             2.5200                       5.033375E-08                       1.009508E+02                       3.037789E+02                       5.828762E-08
                             2.7000                       5.033292E-08                       1.009508E+02                       3.037789E+02                       5.828666E-08
                             2.8800                       5.032977E-08                       1.009508E+02                       3.037789E+02                       5.828300E-08
                             3.0600                       5.032446E-08                       1.009508E+02                       3.037789E+02                       5.827686E-08
                             3.2400                       5.031718E-08                       1.009508E+02                       3.037789E+02                       5.826843E-08
                             3.4200                       5.030811E-08                       1.009508E+02                       3.037789E+02                       5.825793E-08
                             3.6000                       5.029743E-08                       1.009508E+02                       3.037789E+02                       5.824556E-08
                             3.7800                       5.028532E-08                       1.009508E+02                       3.037789E+02                       5.823153E-08
                             3.9600                       5.027195E-08                       1.009508E+02                       3.037789E+02                       5.821605E-08
                             4.1400                       5.025752E-08                       1.009508E+02                       3.037789E+02                       5.819933E-08
                             4.3200                       5.024219E-08                       1.009508E+02                       3.037789E+02                       5.818158E-08
                             4.5000                       5.022615E-08                       1.009508E+02                       3.037789E+02                       5.816301E-08
                             4.6800                       5.020957E-08                       1.009508E+02                       3.037789E+02                       5.814381E-08
                             4.8600                       5.019265E-08                       1.009508E+02                       3.037789E+02                       5.812421E-08
                             5.0400                       5.017555E-08                       1.009508E+02                       3.037789E+02                       5.810441E-08
