                   Degree              Press.Ratio   Mass_leak_rad_ro[kg/s]      Mass_leak_vef[kg/s]       Mass_leak_vs[kg/s]      Mass_leak_ref[kg/s]    Mass_leak_total[kg/s]
                   0.0000             1.012640E+00             1.243435E-05             8.037997E-06             0.000000E+00             0.000000E+00             2.047234E-05
                   0.1800             1.092514E+00             9.109325E-07             1.090217E-05             0.000000E+00             1.468221E-08             1.182778E-05
                   0.3600             1.091343E+00             5.946449E-07             1.085755E-05             0.000000E+00             2.856564E-08             1.148077E-05
                   0.5400             1.090045E+00             3.754564E-07             1.080695E-05             0.000000E+00             4.165715E-08             1.122406E-05
                   0.7200             1.088740E+00             2.288495E-07             1.075766E-05             0.000000E+00             5.401815E-08             1.104053E-05
                   0.9000             1.087486E+00             1.351654E-07             1.071335E-05             0.000000E+00             6.573224E-08             1.091425E-05
                   1.0800             1.086314E+00             6.666665E-08             1.067135E-05             0.000000E+00             7.689046E-08             1.081491E-05
                   1.2600             1.085238E+00             6.647954E-08             1.063185E-05             0.000000E+00             8.758655E-08             1.078591E-05
                   1.4400             1.084265E+00             6.631016E-08             1.059790E-05             0.000000E+00             9.791248E-08             1.076212E-05
                   1.6200             1.083397E+00             6.615885E-08             1.056658E-05             0.000000E+00             1.079598E-07             1.074070E-05
                   1.8000             1.082636E+00             6.602574E-08             1.053792E-05             0.000000E+00             1.178188E-07             1.072177E-05
                   1.9800             1.081982E+00             6.591082E-08             1.051489E-05             0.000000E+00             1.275786E-07             1.070838E-05
                   2.1600             1.081434E+00             6.581413E-08             1.049749E-05             0.000000E+00             1.373273E-07             1.070063E-05
                   2.3400             1.080991E+00             6.573562E-08             1.048276E-05             0.000000E+00             1.471522E-07             1.069565E-05
                   2.5200             1.080654E+00             6.567523E-08             1.047071E-05             0.000000E+00             1.571395E-07             1.069353E-05
                   2.7000             1.080421E+00             6.563289E-08             1.046428E-05             0.000000E+00             1.673742E-07             1.069729E-05
                   2.8800             1.080290E+00             6.560850E-08             1.046052E-05             0.000000E+00             1.779401E-07             1.070407E-05
                   3.0600             1.080262E+00             6.560189E-08             1.046233E-05             0.000000E+00             1.889173E-07             1.071685E-05
                   3.2400             1.080285E+00             6.560400E-08             1.046553E-05             0.000000E+00             2.001388E-07             1.073127E-05
                   3.4200             1.080316E+00             6.560683E-08             1.046899E-05             0.000000E+00             2.114107E-07             1.074601E-05
                   3.6000             1.080353E+00             6.561027E-08             1.047564E-05             0.000000E+00             2.227337E-07             1.076398E-05
                   3.7800             1.080396E+00             6.561423E-08             1.047959E-05             0.000000E+00             2.341091E-07             1.077931E-05
                   3.9600             1.080444E+00             6.561869E-08             1.048376E-05             0.000000E+00             2.455377E-07             1.079492E-05
                   4.1400             1.080497E+00             6.562354E-08             1.048816E-05             0.000000E+00             2.570195E-07             1.081081E-05
                   4.3200             1.080554E+00             6.562875E-08             1.049572E-05             0.000000E+00             2.685537E-07             1.082990E-05
                   4.5000             1.080613E+00             6.563425E-08             1.050054E-05             0.000000E+00             2.801387E-07             1.084631E-05
                   4.6800             1.080675E+00             6.563993E-08             1.050555E-05             0.000000E+00             2.917699E-07             1.086296E-05
                   4.8600             1.080740E+00             6.564584E-08             1.051370E-05             0.000000E+00             3.034499E-07             1.088280E-05
                   5.0400             1.080805E+00             6.565184E-08             1.051909E-05             0.000000E+00             3.151706E-07             1.089991E-05
                   5.2200             1.080870E+00             6.565781E-08             1.052464E-05             0.000000E+00             3.269260E-07             1.091722E-05
                   5.4000             1.080935E+00             6.566381E-08             1.053036E-05             0.000000E+00             3.387153E-07             1.093473E-05
                   5.5800             1.081000E+00             6.566973E-08             1.053918E-05             0.000000E+00             3.505306E-07             1.095538E-05
                   5.7600             1.081063E+00             6.567548E-08             1.054521E-05             0.000000E+00             3.623648E-07             1.097325E-05
                   5.9400             1.081123E+00             6.568104E-08             1.055137E-05             0.000000E+00             3.742104E-07             1.099126E-05
                   6.1200             1.081180E+00             6.568631E-08             1.056062E-05             0.000000E+00             3.860592E-07             1.101236E-05
                   6.3000             1.081234E+00             6.569123E-08             1.056703E-05             0.000000E+00             3.979018E-07             1.103062E-05
                   6.4800             1.081283E+00             6.569575E-08             1.057355E-05             0.000000E+00             4.097284E-07             1.104898E-05
                   6.6600             1.081328E+00             6.569979E-08             1.058018E-05             0.000000E+00             4.215282E-07             1.106741E-05
                   6.8400             1.081366E+00             6.570331E-08             1.058987E-05             0.000000E+00             4.332899E-07             1.108887E-05
                   7.0200             1.081398E+00             6.570623E-08             1.059668E-05             0.000000E+00             4.450011E-07             1.110739E-05
                   7.2000             1.081422E+00             6.570847E-08             1.060357E-05             0.000000E+00             4.566489E-07             1.112593E-05
