                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             8.596273E-16             2.456769E+02             8.596273E-16             2.842965E+01             0.000000E+00             2.741066E+02             4.891855E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.1800             3.786525E+01             2.310586E+02             3.322969E-02             2.676924E+01             3.789848E+01             2.578279E+02             1.072066E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.3600             3.806842E+01             2.165555E+02             2.293246E-03             2.511661E+01             3.807072E+01             2.416721E+02             1.013241E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.5400             3.812204E+01             2.020566E+02             4.045200E-04             2.345911E+01             3.812244E+01             2.255157E+02             9.707800E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.7200             3.810485E+01             1.875619E+02             2.950248E-03             2.179709E+01             3.810780E+01             2.093590E+02             9.391754E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.9000             3.805733E+01             1.730713E+02             5.101448E-03             2.013090E+01             3.806243E+01             1.932022E+02             9.151976E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.0800             3.799972E+01             1.585845E+02             6.388317E-03             1.846086E+01             3.800611E+01             1.770454E+02             8.953853E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.2600             3.794232E+01             1.441012E+02             7.074727E-03             1.678730E+01             3.794940E+01             1.608886E+02             8.828416E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.4400             3.788962E+01             1.296216E+02             7.418459E-03             1.511060E+01             3.789704E+01             1.447322E+02             8.719130E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.6200             3.784378E+01             1.151458E+02             7.579504E-03             1.343113E+01             3.785136E+01             1.285770E+02             8.622686E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.8000             3.780563E+01             1.006745E+02             7.647487E-03             1.174934E+01             3.781328E+01             1.124239E+02             8.538612E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.9800             3.777537E+01             8.620841E+01             7.669631E-03             1.006565E+01             3.778304E+01             9.627407E+01             8.468961E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.1600             3.775285E+01             7.174884E+01             7.670239E-03             8.380595E+00             3.776052E+01             8.012944E+01             8.413509E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.3400             3.773777E+01             5.729820E+01             7.661697E-03             6.694805E+00             3.774543E+01             6.399301E+01             8.369810E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.5200             3.772974E+01             4.286131E+01             7.650184E-03             5.009203E+00             3.773739E+01             4.787051E+01             8.337798E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.7000             3.772837E+01             2.844960E+01             7.638784E-03             3.325486E+00             3.773600E+01             3.177509E+01             8.319709E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.8800             3.773319E+01             1.410280E+01             7.629010E-03             1.648653E+00             3.774082E+01             1.575146E+01             8.313211E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.0600             3.774378E+01             1.491307E+00             7.621507E-03             1.743435E-01             3.775140E+01             1.665650E+00             8.320505E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
