                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703241E+05             3.701088E+05             2.914072E+05             2.895088E+05             5.513683E+05
                   0.1800             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703241E+05             3.701088E+05             2.914816E+05             2.895831E+05             5.515065E+05
                   0.3600             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703241E+05             3.701088E+05             2.915499E+05             2.896515E+05             5.516354E+05
                   0.5400             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703241E+05             3.701088E+05             2.916138E+05             2.897154E+05             5.517560E+05
                   0.7200             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703241E+05             3.701088E+05             2.916733E+05             2.897749E+05             5.518682E+05
                   0.9000             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.917284E+05             2.898300E+05             5.519722E+05
                   1.0800             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.917792E+05             2.898808E+05             5.520679E+05
                   1.2600             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.918256E+05             2.899272E+05             5.521555E+05
                   1.4400             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.918677E+05             2.899693E+05             5.522349E+05
                   1.6200             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.919055E+05             2.900071E+05             5.523061E+05
                   1.8000             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.919390E+05             2.900406E+05             5.523693E+05
                   1.9800             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.919682E+05             2.900698E+05             5.524244E+05
                   2.1600             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.919932E+05             2.900948E+05             5.524715E+05
                   2.3400             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920139E+05             2.901155E+05             5.525106E+05
                   2.5200             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920304E+05             2.901320E+05             5.525417E+05
                   2.7000             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920427E+05             2.901443E+05             5.525649E+05
                   2.8800             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920508E+05             2.901524E+05             5.525802E+05
                   3.0600             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920548E+05             2.901563E+05             5.525877E+05
                   3.2400             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920568E+05             2.901584E+05             5.525915E+05
                   3.4200             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920588E+05             2.901604E+05             5.525953E+05
                   3.6000             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920608E+05             2.901623E+05             5.525991E+05
                   3.7800             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920628E+05             2.901644E+05             5.526029E+05
                   3.9600             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920648E+05             2.901664E+05             5.526067E+05
                   4.1400             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920668E+05             2.901684E+05             5.526105E+05
                   4.3200             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920689E+05             2.901704E+05             5.526143E+05
                   4.5000             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920709E+05             2.901725E+05             5.526182E+05
                   4.6800             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920729E+05             2.901745E+05             5.526221E+05
                   4.8600             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920749E+05             2.901765E+05             5.526259E+05
                   5.0400             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920770E+05             2.901786E+05             5.526297E+05
                   5.2200             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920791E+05             2.901806E+05             5.526336E+05
                   5.4000             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920811E+05             2.901827E+05             5.526375E+05
                   5.5800             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920832E+05             2.901847E+05             5.526414E+05
                   5.7600             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920852E+05             2.901868E+05             5.526453E+05
                   5.9400             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920873E+05             2.901889E+05             5.526491E+05
                   6.1200             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920894E+05             2.901909E+05             5.526530E+05
                   6.3000             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920914E+05             2.901929E+05             5.526569E+05
                   6.4800             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920934E+05             2.901950E+05             5.526608E+05
                   6.6600             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920955E+05             2.901970E+05             5.526646E+05
                   6.8400             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920975E+05             2.901991E+05             5.526685E+05
                   7.0200             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.920996E+05             2.902012E+05             5.526724E+05
                   7.2000             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.921016E+05             2.902032E+05             5.526762E+05
                   7.3800             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.921037E+05             2.902052E+05             5.526800E+05
                   7.5600             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.921057E+05             2.902073E+05             5.526839E+05
                   7.7400             3.685192E+05             3.690247E+05             3.690238E+05             3.682106E+05             3.701165E+05             3.703240E+05             3.701088E+05             2.921077E+05             2.902093E+05             5.526877E+05
