                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -9.224035E-01            -4.887641E+01             3.924455E+00             5.400387E+00             1.475932E+00             2.004530E+01             2.009957E+01
                   0.1800            -2.529808E+00            -5.087791E+01             2.831094E+00             4.611426E+00             1.787459E+00             2.107654E+01             2.115220E+01
                   0.3600            -2.992815E+00            -5.089185E+01             2.416347E+00             4.585747E+00             2.183632E+00             2.113749E+01             2.124998E+01
                   0.5400            -3.453424E+00            -5.090497E+01             2.003248E+00             4.562481E+00             2.580541E+00             2.119904E+01             2.135553E+01
                   0.7200            -3.912374E+00            -5.091876E+01             1.591409E+00             4.541036E+00             2.977979E+00             2.126177E+01             2.146931E+01
                   0.9000            -4.369967E+00            -5.093394E+01             1.180703E+00             4.521105E+00             3.375757E+00             2.132592E+01             2.159145E+01
                   1.0800            -4.826396E+00            -5.095088E+01             7.710272E-01             4.502529E+00             3.773816E+00             2.139159E+01             2.172192E+01
                   1.2600            -5.281837E+00            -5.096976E+01             3.622546E-01             4.485228E+00             4.172198E+00             2.145878E+01             2.186062E+01
                   1.4400            -5.736283E+00            -5.099064E+01            -4.558797E-02             4.469155E+00             4.570828E+00             2.152745E+01             2.200735E+01
                   1.6200            -6.189765E+00            -5.101356E+01            -4.525216E-01             4.454286E+00             4.969699E+00             2.159752E+01             2.216192E+01
                   1.8000            -6.642271E+00            -5.103850E+01            -8.585302E-01             4.440608E+00             5.368778E+00             2.166890E+01             2.232409E+01
                   1.9800            -7.093845E+00            -5.106547E+01            -1.263655E+00             4.428111E+00             5.768095E+00             2.174152E+01             2.249366E+01
                   2.1600            -7.544448E+00            -5.109443E+01            -1.667859E+00             4.416788E+00             6.167606E+00             2.181526E+01             2.267035E+01
                   2.3400            -7.994098E+00            -5.112538E+01            -2.071159E+00             4.406634E+00             6.567321E+00             2.189004E+01             2.285396E+01
                   2.5200            -8.442776E+00            -5.115828E+01            -2.473540E+00             4.397646E+00             6.967220E+00             2.196575E+01             2.304422E+01
                   2.7000            -8.890475E+00            -5.119312E+01            -2.874996E+00             4.389819E+00             7.367292E+00             2.204230E+01             2.324091E+01
                   2.8800            -9.337198E+00            -5.122987E+01            -3.275532E+00             4.383150E+00             7.767540E+00             2.211958E+01             2.344377E+01
                   3.0600            -9.782926E+00            -5.126850E+01            -3.675129E+00             4.377634E+00             8.167943E+00             2.219750E+01             2.365258E+01
                   3.2400            -1.022766E+01            -5.130899E+01            -4.073793E+00             4.373269E+00             8.568502E+00             2.227597E+01             2.386709E+01
                   3.4200            -1.067139E+01            -5.135131E+01            -4.471519E+00             4.370052E+00             8.969213E+00             2.235487E+01             2.408707E+01
                   3.6000            -1.111412E+01            -5.139545E+01            -4.868300E+00             4.367977E+00             9.370065E+00             2.243411E+01             2.431229E+01
                   3.7800            -1.155583E+01            -5.144137E+01            -5.264130E+00             4.367039E+00             9.771052E+00             2.251360E+01             2.454252E+01
                   3.9600            -1.199653E+01            -5.148904E+01            -5.659013E+00             4.367234E+00             1.017217E+01             2.259322E+01             2.477755E+01
                   4.1400            -1.243619E+01            -5.153844E+01            -6.052939E+00             4.368552E+00             1.057341E+01             2.267289E+01             2.501714E+01
                   4.3200            -1.287484E+01            -5.158953E+01            -6.445915E+00             4.370983E+00             1.097478E+01             2.275251E+01             2.526108E+01
                   4.5000            -1.331247E+01            -5.164226E+01            -6.837940E+00             4.374511E+00             1.137625E+01             2.283197E+01             2.550917E+01
                   4.6800            -1.374908E+01            -5.169658E+01            -7.229029E+00             4.379111E+00             1.177782E+01             2.291119E+01             2.576120E+01
                   4.8600            -1.418471E+01            -5.175242E+01            -7.619202E+00             4.384739E+00             1.217947E+01             2.299007E+01             2.601698E+01
                   5.0400            -1.461940E+01            -5.180963E+01            -8.008514E+00             4.391312E+00             1.258118E+01             2.306856E+01             2.627631E+01
                   5.2200            -1.505330E+01            -5.186796E+01            -8.397086E+00             4.398641E+00             1.298288E+01             2.314662E+01             2.653905E+01
                   5.4000            -1.548668E+01            -5.192686E+01            -8.785182E+00             4.406344E+00             1.338445E+01             2.322429E+01             2.680506E+01
                   5.5800            -1.591980E+01            -5.198587E+01            -9.173032E+00             4.414081E+00             1.378575E+01             2.330165E+01             2.707423E+01
                   5.7600            -1.635272E+01            -5.204486E+01            -9.560693E+00             4.421765E+00             1.418676E+01             2.337872E+01             2.734646E+01
                   5.9400            -1.678541E+01            -5.210379E+01            -9.948158E+00             4.429390E+00             1.458747E+01             2.345547E+01             2.762161E+01
                   6.1200            -1.721786E+01            -5.216265E+01            -1.033542E+01             4.436961E+00             1.498787E+01             2.353190E+01             2.789958E+01
                   6.3000            -1.765007E+01            -5.222143E+01            -1.072247E+01             4.444481E+00             1.538796E+01             2.360797E+01             2.818023E+01
                   6.4800            -1.808200E+01            -5.228010E+01            -1.110929E+01             4.451954E+00             1.578773E+01             2.368368E+01             2.846347E+01
                   6.6600            -1.851366E+01            -5.233866E+01            -1.149589E+01             4.459382E+00             1.618717E+01             2.375900E+01             2.874916E+01
