                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.232881E-06             2.083656E-07             1.232879E-06             2.033637E-15             1.500640E-08             8.935198E-08             1.128872E-06             1.061426E-12             5.914872E-21             1.024515E-06            -1.108469E-07            -2.428391E-07             6.708289E-07
                   0.1800             1.233092E-06             2.084753E-07             1.232440E-06             6.510626E-10             1.498814E-08             8.926864E-08             1.128872E-06             1.142461E-12            -1.266546E-15             1.024617E-06            -1.108571E-07            -2.429306E-07             6.708289E-07
                   0.3600             1.233356E-06             2.086308E-07             1.232056E-06             1.298917E-09             1.497247E-08             8.917613E-08             1.128872E-06             1.234112E-12            -2.639943E-15             1.024725E-06            -1.108903E-07            -2.430056E-07             6.708289E-07
                   0.5400             1.233610E-06             2.087807E-07             1.231664E-06             1.943981E-09             1.495748E-08             8.908726E-08             1.128872E-06             1.322316E-12            -4.100348E-15             1.024829E-06            -1.109225E-07            -2.430774E-07             6.708289E-07
                   0.7200             1.233853E-06             2.089248E-07             1.231265E-06             2.586504E-09             1.494316E-08             8.900203E-08             1.128872E-06             1.407076E-12            -5.637883E-15             1.024928E-06            -1.109537E-07            -2.431459E-07             6.708289E-07
                   0.9000             1.234087E-06             2.090633E-07             1.230859E-06             3.226669E-09             1.492950E-08             8.892042E-08             1.128872E-06             1.488388E-12            -7.246603E-15             1.025024E-06            -1.109838E-07            -2.432111E-07             6.708289E-07
                   1.0800             1.234311E-06             2.091959E-07             1.230445E-06             3.864632E-09             1.491650E-08             8.884244E-08             1.128872E-06             1.566237E-12            -8.921953E-15             1.025115E-06            -1.110128E-07            -2.432732E-07             6.708289E-07
                   1.2600             1.234524E-06             2.093226E-07             1.230022E-06             4.500548E-09             1.490414E-08             8.876810E-08             1.128872E-06             1.640606E-12            -1.065979E-14             1.025202E-06            -1.110406E-07            -2.433321E-07             6.708289E-07
                   1.4400             1.234727E-06             2.094433E-07             1.229591E-06             5.134567E-09             1.489242E-08             8.869742E-08             1.128872E-06             1.711472E-12            -1.245602E-14             1.025284E-06            -1.110672E-07            -2.433880E-07             6.708289E-07
                   1.6200             1.234920E-06             2.095579E-07             1.229152E-06             5.766841E-09             1.488132E-08             8.863040E-08             1.128872E-06             1.778818E-12            -1.430652E-14             1.025362E-06            -1.110925E-07            -2.434409E-07             6.708289E-07
                   1.8000             1.235102E-06             2.096662E-07             1.228703E-06             6.397526E-09             1.487084E-08             8.856705E-08             1.128872E-06             1.842633E-12            -1.620707E-14             1.025436E-06            -1.111164E-07            -2.434908E-07             6.708289E-07
                   1.9800             1.235274E-06             2.097684E-07             1.228246E-06             7.026775E-09             1.486097E-08             8.850736E-08             1.128872E-06             1.902915E-12            -1.815335E-14             1.025506E-06            -1.111390E-07            -2.435379E-07             6.708289E-07
                   2.1600             1.235435E-06             2.098643E-07             1.227779E-06             7.654744E-09             1.485170E-08             8.845133E-08             1.128872E-06             1.959671E-12            -2.014096E-14             1.025571E-06            -1.111603E-07            -2.435820E-07             6.708289E-07
