                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             9.194743E+01             1.129749E-01             9.183446E+01             4.564830E+05             1.018087E-01             3.062383E-04             1.085996E-02             1.323228E+01
                   0.1800             9.175451E+01            -2.656827E-01             9.202019E+01             4.564830E+05            -3.120419E-01            -9.386144E-04             4.729782E-02             1.319679E+01
                   0.3600             9.148282E+01            -5.137402E-01             9.199656E+01             4.564830E+05            -6.164057E-01            -1.854128E-03             1.045196E-01             1.319157E+01
                   0.5400             9.121445E+01            -7.619288E-01             9.197638E+01             4.564830E+05            -9.207844E-01            -2.769676E-03             1.616253E-01             1.318731E+01
                   0.7200             9.094972E+01            -1.010233E+00             9.195996E+01             4.564830E+05            -1.225146E+00            -3.685156E-03             2.185979E-01             1.318417E+01
                   0.9000             9.068890E+01            -1.258578E+00             9.194748E+01             4.564830E+05            -1.529409E+00            -4.600317E-03             2.754311E-01             1.318232E+01
                   1.0800             9.043214E+01            -1.506945E+00             9.193908E+01             4.564830E+05            -1.833553E+00            -5.515096E-03             3.321236E-01             1.318189E+01
                   1.2600             9.017944E+01            -1.755376E+00             9.193481E+01             4.564830E+05            -2.137623E+00            -6.429616E-03             3.886766E-01             1.318297E+01
                   1.4400             8.993083E+01            -2.003810E+00             9.193464E+01             4.564830E+05            -2.441559E+00            -7.343699E-03             4.450931E-01             1.318557E+01
                   1.6200             8.968619E+01            -2.252235E+00             9.193843E+01             4.564830E+05            -2.745354E+00            -8.257313E-03             5.013763E-01             1.318963E+01
                   1.8000             8.947039E+01            -2.500614E+00             9.197100E+01             4.564830E+05            -3.048974E+00            -9.170354E-03             5.575304E-01             1.319501E+01
                   1.9800             8.933207E+01            -2.748958E+00             9.208103E+01             4.564830E+05            -3.352435E+00            -1.008286E-02             6.135599E-01             1.320147E+01
                   2.1600             8.919674E+01            -2.997218E+00             9.219395E+01             4.564830E+05            -3.655693E+00            -1.099470E-02             6.694696E-01             1.320873E+01
                   2.3400             8.906396E+01            -3.245386E+00             9.230934E+01             4.564829E+05            -3.958745E+00            -1.190586E-02             7.252648E-01             1.321645E+01
                   2.5200             8.893331E+01            -3.493431E+00             9.242675E+01             4.564829E+05            -4.261566E+00            -1.281625E-02             7.809510E-01             1.322426E+01
                   2.7000             8.880437E+01            -3.741329E+00             9.254569E+01             4.564829E+05            -4.564137E+00            -1.372581E-02             8.365343E-01             1.323179E+01
                   2.8800             8.867668E+01            -3.989062E+00             9.266574E+01             4.564829E+05            -4.866448E+00            -1.463451E-02             8.920209E-01             1.323868E+01
                   3.0600             8.854989E+01            -4.236596E+00             9.278649E+01             4.564829E+05            -5.168471E+00            -1.554226E-02             9.474174E-01             1.324460E+01
                   3.2400             8.842365E+01            -4.483913E+00             9.290756E+01             4.564829E+05            -5.470195E+00            -1.644903E-02             1.002731E+00             1.324929E+01
                   3.4200             8.829770E+01            -4.730991E+00             9.302869E+01             4.564829E+05            -5.771605E+00            -1.735475E-02             1.057968E+00             1.325255E+01
                   3.6000             8.817185E+01            -4.977801E+00             9.314965E+01             4.564829E+05            -6.072679E+00            -1.825936E-02             1.113138E+00             1.325425E+01
                   3.7800             8.804599E+01            -5.224316E+00             9.327031E+01             4.564829E+05            -6.373399E+00            -1.916280E-02             1.168246E+00             1.325433E+01
                   3.9600             8.792009E+01            -5.470516E+00             9.339061E+01             0.000000E+00            -6.673754E+00            -2.006503E-02             1.223303E+00             1.325283E+01
                   4.1400             8.779419E+01            -5.716369E+00             9.351056E+01             0.000000E+00            -6.973718E+00            -2.096597E-02             1.278315E+00             1.324983E+01
                   4.3200             8.766839E+01            -5.961854E+00             9.363024E+01             0.000000E+00            -7.273281E+00            -2.186558E-02             1.333292E+00             1.324550E+01
                   4.5000             8.754284E+01            -6.206943E+00             9.374978E+01             0.000000E+00            -7.572420E+00            -2.276379E-02             1.388241E+00             1.324003E+01
                   4.6800             8.741773E+01            -6.451612E+00             9.386934E+01             0.000000E+00            -7.871121E+00            -2.366055E-02             1.443170E+00             1.323365E+01
                   4.8600             8.729327E+01            -6.695839E+00             9.398911E+01             0.000000E+00            -8.169367E+00            -2.455581E-02             1.498084E+00             1.322664E+01
