                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284777E-05                       1.007679E+02                       3.036977E+02                       1.000369E+02                       3.030662E+02
                             0.1800                       5.005066E-08                       3.284772E-05                       1.007679E+02                       3.036977E+02                       1.000371E+02                       3.030664E+02
                             0.3600                       5.009648E-08                       3.284766E-05                       1.007679E+02                       3.036977E+02                       1.000374E+02                       3.030667E+02
                             0.5400                       5.013763E-08                       3.284759E-05                       1.007679E+02                       3.036977E+02                       1.000377E+02                       3.030669E+02
                             0.7200                       5.017429E-08                       3.284752E-05                       1.007679E+02                       3.036977E+02                       1.000380E+02                       3.030672E+02
                             0.9000                       5.020665E-08                       3.284744E-05                       1.007679E+02                       3.036977E+02                       1.000383E+02                       3.030675E+02
                             1.0800                       5.023489E-08                       3.284736E-05                       1.007679E+02                       3.036977E+02                       1.000387E+02                       3.030678E+02
                             1.2600                       5.025918E-08                       3.284727E-05                       1.007679E+02                       3.036977E+02                       1.000391E+02                       3.030681E+02
                             1.4400                       5.027970E-08                       3.284717E-05                       1.007679E+02                       3.036977E+02                       1.000395E+02                       3.030685E+02
                             1.6200                       5.029663E-08                       3.284707E-05                       1.007679E+02                       3.036977E+02                       1.000399E+02                       3.030688E+02
                             1.8000                       5.031015E-08                       3.284696E-05                       1.007679E+02                       3.036977E+02                       1.000404E+02                       3.030692E+02
                             1.9800                       5.032045E-08                       3.284685E-05                       1.007679E+02                       3.036977E+02                       1.000409E+02                       3.030697E+02
                             2.1600                       5.032769E-08                       3.284672E-05                       1.007679E+02                       3.036977E+02                       1.000414E+02                       3.030701E+02
                             2.3400                       5.033207E-08                       3.284659E-05                       1.007679E+02                       3.036977E+02                       1.000419E+02                       3.030706E+02
                             2.5200                       5.033375E-08                       3.284646E-05                       1.007679E+02                       3.036977E+02                       1.000425E+02                       3.030711E+02
                             2.7000                       5.033292E-08                       3.284631E-05                       1.007679E+02                       3.036977E+02                       1.000432E+02                       3.030716E+02
                             2.8800                       5.032977E-08                       3.284616E-05                       1.007679E+02                       3.036977E+02                       1.000438E+02                       3.030722E+02
                             3.0600                       5.032446E-08                       3.284600E-05                       1.007679E+02                       3.036977E+02                       1.000445E+02                       3.030728E+02
                             3.2400                       5.031718E-08                       3.284583E-05                       1.007679E+02                       3.036977E+02                       1.000452E+02                       3.030734E+02
                             3.4200                       5.030811E-08                       3.284565E-05                       1.007679E+02                       3.036977E+02                       1.000460E+02                       3.030741E+02
                             3.6000                       5.029743E-08                       3.284547E-05                       1.007679E+02                       3.036977E+02                       1.000467E+02                       3.030748E+02
                             3.7800                       5.028532E-08                       3.284528E-05                       1.007679E+02                       3.036977E+02                       1.000476E+02                       3.030755E+02
                             3.9600                       5.027195E-08                       3.284507E-05                       1.007679E+02                       3.036977E+02                       1.000484E+02                       3.030762E+02
                             4.1400                       5.025752E-08                       3.284486E-05                       1.007679E+02                       3.036977E+02                       1.000493E+02                       3.030770E+02
                             4.3200                       5.024219E-08                       3.284464E-05                       1.007679E+02                       3.036977E+02                       1.000503E+02                       3.030778E+02
                             4.5000                       5.022615E-08                       3.284441E-05                       1.007679E+02                       3.036977E+02                       1.000513E+02                       3.030787E+02
                             4.6800                       5.020957E-08                       3.284417E-05                       1.007679E+02                       3.036977E+02                       1.000523E+02                       3.030796E+02
                             4.8600                       5.019265E-08                       3.284392E-05                       1.007679E+02                       3.036977E+02                       1.000533E+02                       3.030805E+02
                             5.0400                       5.017555E-08                       3.284366E-05                       1.007679E+02                       3.036977E+02                       1.000544E+02                       3.030814E+02
                             5.2200                       5.015845E-08                       3.284340E-05                       1.007679E+02                       3.036977E+02                       1.000556E+02                       3.030824E+02
                             5.4000                       5.014155E-08                       3.284312E-05                       1.007679E+02                       3.036977E+02                       1.000568E+02                       3.030835E+02
                             5.5800                       5.012501E-08                       3.284283E-05                       1.007679E+02                       3.036977E+02                       1.000580E+02                       3.030845E+02
                             5.7600                       5.010902E-08                       3.284253E-05                       1.007679E+02                       3.036977E+02                       1.000593E+02                       3.030856E+02
                             5.9400                       5.009376E-08                       3.284222E-05                       1.007679E+02                       3.036977E+02                       1.000606E+02                       3.030868E+02
                             6.1200                       5.007940E-08                       3.284190E-05                       1.007679E+02                       3.036977E+02                       1.000620E+02                       3.030880E+02
                             6.3000                       5.006612E-08                       3.284156E-05                       1.007679E+02                       3.036977E+02                       1.000634E+02                       3.030892E+02
                             6.4800                       5.005412E-08                       3.284122E-05                       1.007679E+02                       3.036977E+02                       1.000649E+02                       3.030905E+02
                             6.6600                       5.004355E-08                       3.284087E-05                       1.007679E+02                       3.036977E+02                       1.000664E+02                       3.030918E+02
                             6.8400                       5.003462E-08                       3.284050E-05                       1.007679E+02                       3.036977E+02                       1.000680E+02                       3.030931E+02
                             7.0200                       5.002748E-08                       3.284012E-05                       1.007679E+02                       3.036977E+02                       1.000696E+02                       3.030945E+02
                             7.2000                       5.002233E-08                       3.283973E-05                       1.007679E+02                       3.036977E+02                       1.000712E+02                       3.030960E+02
                             7.3800                       5.001935E-08                       3.283933E-05                       1.007679E+02                       3.036977E+02                       1.000730E+02                       3.030975E+02
                             7.5600                       5.001871E-08                       3.283891E-05                       1.007679E+02                       3.036977E+02                       1.000747E+02                       3.030990E+02
                             7.7400                       5.002059E-08                       3.283849E-05                       1.007679E+02                       3.036977E+02                       1.000766E+02                       3.031006E+02
                             7.9200                       5.002517E-08                       3.283805E-05                       1.007679E+02                       3.036977E+02                       1.000784E+02                       3.031022E+02
                             8.1000                       5.003263E-08                       3.283759E-05                       1.007679E+02                       3.036977E+02                       1.000804E+02                       3.031039E+02
                             8.2800                       5.004316E-08                       3.283713E-05                       1.007679E+02                       3.036977E+02                       1.000824E+02                       3.031056E+02
                             8.4600                       5.005692E-08                       3.283665E-05                       1.007679E+02                       3.036977E+02                       1.000844E+02                       3.031074E+02
                             8.6400                       5.007411E-08                       3.283616E-05                       1.007679E+02                       3.036977E+02                       1.000865E+02                       3.031092E+02
                             8.8200                       5.009489E-08                       3.283565E-05                       1.007679E+02                       3.036977E+02                       1.000887E+02                       3.031110E+02
                             9.0000                       5.011945E-08                       3.283513E-05                       1.007679E+02                       3.036977E+02                       1.000909E+02                       3.031130E+02
                             9.1800                       5.014796E-08                       3.283460E-05                       1.007679E+02                       3.036977E+02                       1.000931E+02                       3.031149E+02
                             9.3600                       5.018061E-08                       3.283405E-05                       1.007679E+02                       3.036977E+02                       1.000955E+02                       3.031170E+02
                             9.5400                       5.021757E-08                       3.283349E-05                       1.007679E+02                       3.036977E+02                       1.000979E+02                       3.031190E+02
                             9.7200                       5.025903E-08                       3.283292E-05                       1.007679E+02                       3.036977E+02                       1.001003E+02                       3.031212E+02
                             9.9000                       5.030516E-08                       3.283233E-05                       1.007679E+02                       3.036977E+02                       1.001029E+02                       3.031233E+02
                            10.0800                       5.035613E-08                       3.283172E-05                       1.007679E+02                       3.036977E+02                       1.001054E+02                       3.031256E+02
                            10.2600                       5.041214E-08                       3.283110E-05                       1.007679E+02                       3.036977E+02                       1.001081E+02                       3.031279E+02
                            10.4400                       5.047335E-08                       3.283047E-05                       1.007679E+02                       3.036977E+02                       1.001108E+02                       3.031302E+02
                            10.6200                       5.053994E-08                       3.282982E-05                       1.007679E+02                       3.036977E+02                       1.001136E+02                       3.031326E+02
                            10.8000                       5.061210E-08                       3.282915E-05                       1.007679E+02                       3.036977E+02                       1.001164E+02                       3.031351E+02
                            10.9800                       5.069000E-08                       3.282847E-05                       1.007679E+02                       3.036977E+02                       1.001193E+02                       3.031376E+02
                            11.1600                       5.077382E-08                       3.282778E-05                       1.007679E+02                       3.036977E+02                       1.001223E+02                       3.031402E+02
                            11.3400                       5.086374E-08                       3.282706E-05                       1.007679E+02                       3.036977E+02                       1.001253E+02                       3.031428E+02
                            11.5200                       5.095993E-08                       3.282634E-05                       1.007679E+02                       3.036977E+02                       1.001285E+02                       3.031455E+02
                            11.7000                       5.106258E-08                       3.282559E-05                       1.007679E+02                       3.036977E+02                       1.001316E+02                       3.031483E+02
                            11.8800                       5.117185E-08                       3.282483E-05                       1.007679E+02                       3.036977E+02                       1.001349E+02                       3.031511E+02
                            12.0600                       5.128793E-08                       3.282405E-05                       1.007679E+02                       3.036977E+02                       1.001382E+02                       3.031539E+02
                            12.2400                       5.141100E-08                       3.282326E-05                       1.007679E+02                       3.036977E+02                       1.001416E+02                       3.031569E+02
                            12.4200                       5.154123E-08                       3.282245E-05                       1.007679E+02                       3.036977E+02                       1.001451E+02                       3.031599E+02
                            12.6000                       5.167880E-08                       3.282162E-05                       1.007679E+02                       3.036977E+02                       1.001486E+02                       3.031629E+02
                            12.7800                       5.182389E-08                       3.282077E-05                       1.007679E+02                       3.036977E+02                       1.001522E+02                       3.031661E+02
                            12.9600                       5.197667E-08                       3.281991E-05                       1.007679E+02                       3.036977E+02                       1.001559E+02                       3.031693E+02
                            13.1400                       5.213732E-08                       3.281903E-05                       1.007679E+02                       3.036977E+02                       1.001597E+02                       3.031725E+02
                            13.3200                       5.230601E-08                       3.281813E-05                       1.007679E+02                       3.036977E+02                       1.001635E+02                       3.031758E+02
                            13.5000                       5.248293E-08                       3.281722E-05                       1.007679E+02                       3.036977E+02                       1.001674E+02                       3.031792E+02
                            13.6800                       5.266825E-08                       3.281628E-05                       1.007679E+02                       3.036977E+02                       1.001714E+02                       3.031827E+02
                            13.8600                       5.286215E-08                       3.281533E-05                       1.007679E+02                       3.036977E+02                       1.001755E+02                       3.031862E+02
                            14.0400                       5.306479E-08                       3.281436E-05                       1.007679E+02                       3.036977E+02                       1.001797E+02                       3.031898E+02
                            14.2200                       5.327637E-08                       3.281337E-05                       1.007679E+02                       3.036977E+02                       1.001839E+02                       3.031935E+02
                            14.4000                       5.349705E-08                       3.281236E-05                       1.007679E+02                       3.036977E+02                       1.001882E+02                       3.031972E+02
                            14.5800                       5.372700E-08                       3.281134E-05                       1.007679E+02                       3.036977E+02                       1.001926E+02                       3.032010E+02
                            14.7600                       5.396642E-08                       3.281029E-05                       1.007679E+02                       3.036977E+02                       1.001971E+02                       3.032049E+02
                            14.9400                       5.421546E-08                       3.280922E-05                       1.007679E+02                       3.036977E+02                       1.002016E+02                       3.032088E+02
                            15.1200                       5.447431E-08                       3.280814E-05                       1.007679E+02                       3.036977E+02                       1.002063E+02                       3.032128E+02
                            15.3000                       5.474313E-08                       3.280704E-05                       1.007679E+02                       3.036977E+02                       1.002110E+02                       3.032169E+02
                            15.4800                       5.502212E-08                       3.280591E-05                       1.007679E+02                       3.036977E+02                       1.002158E+02                       3.032211E+02
                            15.6600                       5.531143E-08                       3.280477E-05                       1.007679E+02                       3.036977E+02                       1.002207E+02                       3.032253E+02
                            15.8400                       5.561124E-08                       3.280360E-05                       1.007679E+02                       3.036977E+02                       1.002257E+02                       3.032296E+02
                            16.0200                       5.592174E-08                       3.280242E-05                       1.007679E+02                       3.036977E+02                       1.002308E+02                       3.032340E+02
                            16.2000                       5.624309E-08                       3.280122E-05                       1.007679E+02                       3.036977E+02                       1.002359E+02                       3.032385E+02
                            16.3800                       5.657546E-08                       3.279999E-05                       1.007679E+02                       3.036977E+02                       1.002412E+02                       3.032430E+02
                            16.5600                       5.691904E-08                       3.279874E-05                       1.007679E+02                       3.036977E+02                       1.002465E+02                       3.032476E+02
                            16.7400                       5.727398E-08                       3.279748E-05                       1.007679E+02                       3.036977E+02                       1.002519E+02                       3.032523E+02
                            16.9200                       5.764048E-08                       3.279619E-05                       1.007679E+02                       3.036977E+02                       1.002574E+02                       3.032571E+02
                            17.1000                       5.801870E-08                       3.279488E-05                       1.007679E+02                       3.036977E+02                       1.002630E+02                       3.032619E+02
                            17.2800                       5.840881E-08                       3.279355E-05                       1.007679E+02                       3.036977E+02                       1.002687E+02                       3.032668E+02
                            17.4600                       5.881099E-08                       3.279220E-05                       1.007679E+02                       3.036977E+02                       1.002745E+02                       3.032718E+02
                            17.6400                       5.922540E-08                       3.279083E-05                       1.007679E+02                       3.036977E+02                       1.002804E+02                       3.032769E+02
                            17.8200                       5.965223E-08                       3.278943E-05                       1.007679E+02                       3.036977E+02                       1.002864E+02                       3.032821E+02
                            18.0000                       6.009165E-08                       3.278801E-05                       1.007679E+02                       3.036977E+02                       1.002925E+02                       3.032874E+02
                            18.1800                       6.054382E-08                       3.278658E-05                       1.007679E+02                       3.036977E+02                       1.002986E+02                       3.032927E+02
                            18.3600                       6.100891E-08                       3.278511E-05                       1.007679E+02                       3.036977E+02                       1.003049E+02                       3.032981E+02
                            18.5400                       6.148711E-08                       3.278363E-05                       1.007679E+02                       3.036977E+02                       1.003113E+02                       3.033036E+02
                            18.7200                       6.197858E-08                       3.278212E-05                       1.007679E+02                       3.036977E+02                       1.003177E+02                       3.033092E+02
                            18.9000                       6.248349E-08                       3.278059E-05                       1.007679E+02                       3.036977E+02                       1.003243E+02                       3.033148E+02
                            19.0800                       6.300202E-08                       3.277904E-05                       1.007679E+02                       3.036977E+02                       1.003309E+02                       3.033206E+02
                            19.2600                       6.353433E-08                       3.277747E-05                       1.007679E+02                       3.036977E+02                       1.003377E+02                       3.033264E+02
                            19.4400                       6.408059E-08                       3.277587E-05                       1.007679E+02                       3.036977E+02                       1.003446E+02                       3.033324E+02
                            19.6200                       6.464098E-08                       3.277425E-05                       1.007679E+02                       3.036977E+02                       1.003515E+02                       3.033384E+02
                            19.8000                       6.521567E-08                       3.277260E-05                       1.007679E+02                       3.036977E+02                       1.003586E+02                       3.033445E+02
                            19.9800                       6.580482E-08                       3.277093E-05                       1.007679E+02                       3.036977E+02                       1.003657E+02                       3.033507E+02
                            20.1600                       6.640861E-08                       3.276924E-05                       1.007679E+02                       3.036977E+02                       1.003730E+02                       3.033569E+02
                            20.3400                       6.702720E-08                       3.276752E-05                       1.007679E+02                       3.036977E+02                       1.003804E+02                       3.033633E+02
                            20.5200                       6.766077E-08                       3.276578E-05                       1.007679E+02                       3.036977E+02                       1.003878E+02                       3.033698E+02
                            20.7000                       6.830948E-08                       3.276401E-05                       1.007679E+02                       3.036977E+02                       1.003954E+02                       3.033763E+02
                            20.8800                       6.897350E-08                       3.276222E-05                       1.007679E+02                       3.036977E+02                       1.004031E+02                       3.033830E+02
                            21.0600                       6.965300E-08                       3.276041E-05                       1.007679E+02                       3.036977E+02                       1.004109E+02                       3.033897E+02
                            21.2400                       7.034816E-08                       3.275857E-05                       1.007679E+02                       3.036977E+02                       1.004188E+02                       3.033965E+02
                            21.4200                       7.105912E-08                       3.275670E-05                       1.007679E+02                       3.036977E+02                       1.004268E+02                       3.034034E+02
                            21.6000                       7.178608E-08                       3.275482E-05                       1.007679E+02                       3.036977E+02                       1.004349E+02                       3.034104E+02
                            21.7800                       7.252918E-08                       3.275290E-05                       1.007679E+02                       3.036977E+02                       1.004432E+02                       3.034175E+02
                            21.9600                       7.328861E-08                       3.275096E-05                       1.007679E+02                       3.036977E+02                       1.004515E+02                       3.034247E+02
                            22.1400                       7.406452E-08                       3.274899E-05                       1.007679E+02                       3.036977E+02                       1.004599E+02                       3.034320E+02
                            22.3200                       7.485709E-08                       3.274700E-05                       1.007679E+02                       3.036977E+02                       1.004685E+02                       3.034394E+02
                            22.5000                       7.566647E-08                       3.274498E-05                       1.007679E+02                       3.036977E+02                       1.004772E+02                       3.034469E+02
                            22.6800                       7.649284E-08                       3.274294E-05                       1.007679E+02                       3.036977E+02                       1.004860E+02                       3.034545E+02
                            22.8600                       7.733637E-08                       3.274087E-05                       1.007679E+02                       3.036977E+02                       1.004949E+02                       3.034622E+02
                            23.0400                       7.819721E-08                       3.273878E-05                       1.007679E+02                       3.036977E+02                       1.005039E+02                       3.034700E+02
                            23.2200                       7.907554E-08                       3.273665E-05                       1.007679E+02                       3.036977E+02                       1.005130E+02                       3.034778E+02
                            23.4000                       7.997151E-08                       3.273450E-05                       1.007679E+02                       3.036977E+02                       1.005223E+02                       3.034858E+02
                            23.5800                       8.088530E-08                       3.273233E-05                       1.007679E+02                       3.036977E+02                       1.005316E+02                       3.034939E+02
                            23.7600                       8.181707E-08                       3.273013E-05                       1.007679E+02                       3.036977E+02                       1.005411E+02                       3.035021E+02
                            23.9400                       8.276698E-08                       3.272790E-05                       1.007679E+02                       3.036977E+02                       1.005507E+02                       3.035104E+02
                            24.1200                       8.373520E-08                       3.272564E-05                       1.007679E+02                       3.036977E+02                       1.005604E+02                       3.035187E+02
                            24.3000                       8.472189E-08                       3.272336E-05                       1.007679E+02                       3.036977E+02                       1.005702E+02                       3.035272E+02
                            24.4800                       8.572722E-08                       3.272104E-05                       1.007679E+02                       3.036977E+02                       1.005802E+02                       3.035358E+02
                            24.6600                       8.675134E-08                       3.271870E-05                       1.007679E+02                       3.036977E+02                       1.005903E+02                       3.035445E+02
                            24.8400                       8.779442E-08                       3.271634E-05                       1.007679E+02                       3.036977E+02                       1.006005E+02                       3.035533E+02
                            25.0200                       8.885663E-08                       3.271394E-05                       1.007679E+02                       3.036977E+02                       1.006108E+02                       3.035622E+02
                            25.2000                       8.993812E-08                       3.271152E-05                       1.007679E+02                       3.036977E+02                       1.006212E+02                       3.035712E+02
