                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.007547E+02                       3.038048E+02                       5.778365E-08
                             0.1800                       5.005066E-08                       1.007547E+02                       3.038048E+02                       5.784219E-08
                             0.3600                       5.009648E-08                       1.007547E+02                       3.038048E+02                       5.789514E-08
                             0.5400                       5.013763E-08                       1.007547E+02                       3.038048E+02                       5.794270E-08
                             0.7200                       5.017429E-08                       1.007547E+02                       3.038048E+02                       5.798508E-08
                             0.9000                       5.020665E-08                       1.007547E+02                       3.038048E+02                       5.802247E-08
                             1.0800                       5.023489E-08                       1.007547E+02                       3.038048E+02                       5.805510E-08
                             1.2600                       5.025918E-08                       1.007547E+02                       3.038048E+02                       5.808317E-08
                             1.4400                       5.027970E-08                       1.007547E+02                       3.038048E+02                       5.810689E-08
                             1.6200                       5.029663E-08                       1.007547E+02                       3.038048E+02                       5.812645E-08
                             1.8000                       5.031015E-08                       1.007547E+02                       3.038048E+02                       5.814208E-08
                             1.9800                       5.032045E-08                       1.007547E+02                       3.038048E+02                       5.815398E-08
                             2.1600                       5.032769E-08                       1.007547E+02                       3.038048E+02                       5.816235E-08
                             2.3400                       5.033207E-08                       1.007547E+02                       3.038048E+02                       5.816741E-08
                             2.5200                       5.033375E-08                       1.007547E+02                       3.038048E+02                       5.816935E-08
                             2.7000                       5.033292E-08                       1.007547E+02                       3.038048E+02                       5.816840E-08
                             2.8800                       5.032977E-08                       1.007547E+02                       3.038048E+02                       5.816475E-08
                             3.0600                       5.032446E-08                       1.007547E+02                       3.038048E+02                       5.815862E-08
                             3.2400                       5.031718E-08                       1.007547E+02                       3.038048E+02                       5.815021E-08
                             3.4200                       5.030811E-08                       1.007547E+02                       3.038048E+02                       5.813973E-08
                             3.6000                       5.029743E-08                       1.007547E+02                       3.038048E+02                       5.812738E-08
                             3.7800                       5.028532E-08                       1.007547E+02                       3.038048E+02                       5.811338E-08
                             3.9600                       5.027195E-08                       1.007547E+02                       3.038048E+02                       5.809794E-08
                             4.1400                       5.025752E-08                       1.007547E+02                       3.038048E+02                       5.808125E-08
                             4.3200                       5.024219E-08                       1.007547E+02                       3.038048E+02                       5.806354E-08
                             4.5000                       5.022615E-08                       1.007547E+02                       3.038048E+02                       5.804500E-08
                             4.6800                       5.020957E-08                       1.007547E+02                       3.038048E+02                       5.802585E-08
                             4.8600                       5.019265E-08                       1.007547E+02                       3.038048E+02                       5.800628E-08
                             5.0400                       5.017555E-08                       1.007547E+02                       3.038048E+02                       5.798652E-08
                             5.2200                       5.015845E-08                       1.007547E+02                       3.038048E+02                       5.796677E-08
                             5.4000                       5.014155E-08                       1.007547E+02                       3.038048E+02                       5.794723E-08
                             5.5800                       5.012501E-08                       1.007547E+02                       3.038048E+02                       5.792812E-08
                             5.7600                       5.010902E-08                       1.007547E+02                       3.038048E+02                       5.790964E-08
                             5.9400                       5.009376E-08                       1.007547E+02                       3.038048E+02                       5.789200E-08
                             6.1200                       5.007940E-08                       1.007547E+02                       3.038048E+02                       5.787540E-08
                             6.3000                       5.006612E-08                       1.007547E+02                       3.038048E+02                       5.786007E-08
                             6.4800                       5.005412E-08                       1.007547E+02                       3.038048E+02                       5.784619E-08
                             6.6600                       5.004355E-08                       1.007547E+02                       3.038048E+02                       5.783398E-08
                             6.8400                       5.003462E-08                       1.007547E+02                       3.038048E+02                       5.782365E-08
                             7.0200                       5.002748E-08                       1.007547E+02                       3.038048E+02                       5.781541E-08
                             7.2000                       5.002233E-08                       1.007547E+02                       3.038048E+02                       5.780946E-08
                             7.3800                       5.001935E-08                       1.007547E+02                       3.038048E+02                       5.780601E-08
                             7.5600                       5.001871E-08                       1.007547E+02                       3.038048E+02                       5.780527E-08
                             7.7400                       5.002059E-08                       1.007547E+02                       3.038048E+02                       5.780744E-08
                             7.9200                       5.002517E-08                       1.007547E+02                       3.038048E+02                       5.781274E-08
                             8.1000                       5.003263E-08                       1.007547E+02                       3.038048E+02                       5.782136E-08
                             8.2800                       5.004316E-08                       1.007547E+02                       3.038048E+02                       5.783353E-08
                             8.4600                       5.005692E-08                       1.007547E+02                       3.038048E+02                       5.784943E-08
                             8.6400                       5.007411E-08                       1.007547E+02                       3.038048E+02                       5.786929E-08
                             8.8200                       5.009489E-08                       1.007547E+02                       3.038048E+02                       5.789331E-08
                             9.0000                       5.011945E-08                       1.007547E+02                       3.038048E+02                       5.792169E-08
                             9.1800                       5.014796E-08                       1.007547E+02                       3.038048E+02                       5.795464E-08
                             9.3600                       5.018061E-08                       1.007547E+02                       3.038048E+02                       5.799237E-08
                             9.5400                       5.021757E-08                       1.007547E+02                       3.038048E+02                       5.803509E-08
                             9.7200                       5.025903E-08                       1.007547E+02                       3.038048E+02                       5.808300E-08
                             9.9000                       5.030516E-08                       1.007547E+02                       3.038048E+02                       5.813631E-08
                            10.0800                       5.035613E-08                       1.007547E+02                       3.038048E+02                       5.819522E-08
                            10.2600                       5.041214E-08                       1.007547E+02                       3.038048E+02                       5.825994E-08
                            10.4400                       5.047335E-08                       1.007547E+02                       3.038048E+02                       5.833068E-08
                            10.6200                       5.053994E-08                       1.007547E+02                       3.038048E+02                       5.840765E-08
                            10.8000                       5.061210E-08                       1.007547E+02                       3.038048E+02                       5.849104E-08
                            10.9800                       5.069000E-08                       1.007547E+02                       3.038048E+02                       5.858107E-08
                            11.1600                       5.077382E-08                       1.007547E+02                       3.038048E+02                       5.867793E-08
                            11.3400                       5.086374E-08                       1.007547E+02                       3.038048E+02                       5.878185E-08
                            11.5200                       5.095993E-08                       1.007547E+02                       3.038048E+02                       5.889302E-08
                            11.7000                       5.106258E-08                       1.007547E+02                       3.038048E+02                       5.901164E-08
                            11.8800                       5.117185E-08                       1.007547E+02                       3.038048E+02                       5.913792E-08
                            12.0600                       5.128793E-08                       1.007547E+02                       3.038048E+02                       5.927208E-08
                            12.2400                       5.141100E-08                       1.007547E+02                       3.038048E+02                       5.941430E-08
                            12.4200                       5.154123E-08                       1.007547E+02                       3.038048E+02                       5.956481E-08
                            12.6000                       5.167880E-08                       1.007547E+02                       3.038048E+02                       5.972379E-08
                            12.7800                       5.182389E-08                       1.007547E+02                       3.038048E+02                       5.989147E-08
                            12.9600                       5.197667E-08                       1.007547E+02                       3.038048E+02                       6.006803E-08
                            13.1400                       5.213732E-08                       1.007547E+02                       3.038048E+02                       6.025369E-08
                            13.3200                       5.230601E-08                       1.007547E+02                       3.038048E+02                       6.044864E-08
                            13.5000                       5.248293E-08                       1.007547E+02                       3.038048E+02                       6.065311E-08
                            13.6800                       5.266825E-08                       1.007547E+02                       3.038048E+02                       6.086727E-08
                            13.8600                       5.286215E-08                       1.007547E+02                       3.038048E+02                       6.109135E-08
                            14.0400                       5.306479E-08                       1.007547E+02                       3.038048E+02                       6.132555E-08
                            14.2200                       5.327637E-08                       1.007547E+02                       3.038048E+02                       6.157006E-08
                            14.4000                       5.349705E-08                       1.007547E+02                       3.038048E+02                       6.182509E-08
                            14.5800                       5.372700E-08                       1.007547E+02                       3.038048E+02                       6.209085E-08
                            14.7600                       5.396642E-08                       1.007547E+02                       3.038048E+02                       6.236753E-08
