                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             6.922993E-02             7.487779E-04             2.252812E-06             2.147490E-05             7.725056E-04             4.248403E-01             5.224745E-02             4.256128E-01
                   0.1800             6.817354E-02            -2.294992E-03            -6.904823E-06             4.322950E-04            -1.869601E-03             4.232988E-01             5.212894E-02             4.214292E-01
                   0.3600             6.834754E-02            -4.533513E-03            -1.363971E-05             7.448300E-04            -3.802323E-03             4.231885E-01             5.212491E-02             4.193861E-01
                   0.5400             6.854625E-02            -6.772144E-03            -2.037484E-05             1.057419E-03            -5.735099E-03             4.231064E-01             5.212177E-02             4.173713E-01
                   0.7200             6.876835E-02            -9.010650E-03            -2.710948E-05             1.370161E-03            -7.667599E-03             4.230583E-01             5.212634E-02             4.153907E-01
                   0.9000             6.901277E-02            -1.124843E-02            -3.384177E-05             1.683113E-03            -9.599156E-03             4.230298E-01             5.212541E-02             4.134307E-01
                   1.0800             6.927865E-02            -1.348534E-02            -4.057125E-05             1.996316E-03            -1.152959E-02             4.230266E-01             5.212539E-02             4.114970E-01
                   1.2600             6.956528E-02            -1.572169E-02            -4.729883E-05             2.309801E-03            -1.345919E-02             4.230394E-01             5.211784E-02             4.095802E-01
                   1.4400             6.987191E-02            -1.795707E-02            -5.402319E-05             2.623595E-03            -1.538750E-02             4.230838E-01             5.211918E-02             4.076963E-01
                   1.6200             7.019788E-02            -2.019141E-02            -6.074410E-05             2.937724E-03            -1.731443E-02             4.231514E-01             5.212154E-02             4.058370E-01
                   1.8000             7.054249E-02            -2.242446E-02            -6.746079E-05             3.252214E-03            -1.923971E-02             4.232313E-01             5.211483E-02             4.039916E-01
                   1.9800             7.090513E-02            -2.465634E-02            -7.417357E-05             3.567094E-03            -2.116342E-02             4.238455E-01             5.211874E-02             4.026821E-01
                   2.1600             7.128510E-02            -2.688673E-02            -8.088141E-05             3.882392E-03            -2.308522E-02             4.245605E-01             5.211249E-02             4.014753E-01
                   2.3400             7.168178E-02            -2.911560E-02            -8.758424E-05             4.198137E-03            -2.500505E-02             4.253044E-01             5.211805E-02             4.002994E-01
                   2.5200             7.209451E-02            -3.134278E-02            -9.428144E-05             4.514359E-03            -2.692270E-02             4.260534E-01             5.211230E-02             3.991307E-01
                   2.7000             7.252265E-02            -3.356811E-02            -1.009726E-04             4.831076E-03            -2.883801E-02             4.268310E-01             5.211961E-02             3.979930E-01
                   2.8800             7.296553E-02            -3.579154E-02            -1.076573E-04             5.148270E-03            -3.075092E-02             4.276111E-01             5.211441E-02             3.968601E-01
                   3.0600             7.342246E-02            -3.801284E-02            -1.143351E-04             5.465810E-03            -3.266137E-02             4.284055E-01             5.210921E-02             3.957442E-01
                   3.2400             7.389284E-02            -4.023195E-02            -1.210056E-04             5.783613E-03            -3.456934E-02             4.292289E-01             5.211893E-02             3.946595E-01
                   3.4200             7.437616E-02            -4.244874E-02            -1.276685E-04             6.101668E-03            -3.647474E-02             4.300513E-01             5.211433E-02             3.935766E-01
                   3.6000             7.487194E-02            -4.466307E-02            -1.343231E-04             6.419971E-03            -3.837742E-02             4.308866E-01             5.210975E-02             3.925091E-01
                   3.7800             7.537968E-02            -4.687480E-02            -1.409692E-04             6.738517E-03            -4.027725E-02             4.317341E-01             5.210517E-02             3.914569E-01
                   3.9600             7.589891E-02            -4.908383E-02            -1.476064E-04             7.057303E-03            -4.217413E-02             4.325934E-01             5.210060E-02             3.904193E-01
                   4.1400             7.642919E-02            -5.128999E-02            -1.542340E-04             7.376325E-03            -4.406790E-02             4.334821E-01             5.211411E-02             3.894142E-01
                   4.3200             7.697006E-02            -5.349320E-02            -1.608519E-04             7.695579E-03            -4.595847E-02             4.343640E-01             5.211019E-02             3.884056E-01
                   4.5000             7.752110E-02            -5.569330E-02            -1.674595E-04             8.015061E-03            -4.784570E-02             4.352563E-01             5.210629E-02             3.874106E-01
                   4.6800             7.808190E-02            -5.789017E-02            -1.740565E-04             8.334768E-03            -4.972946E-02             4.361583E-01             5.210242E-02             3.864289E-01
                   4.8600             7.865206E-02            -6.008370E-02            -1.806423E-04             8.654697E-03            -5.160964E-02             4.370698E-01             5.209856E-02             3.854601E-01
                   5.0400             7.923118E-02            -6.227375E-02            -1.872167E-04             8.974843E-03            -5.348612E-02             4.379902E-01             5.209473E-02             3.845041E-01
                   5.2200             7.981890E-02            -6.446019E-02            -1.937791E-04             9.295204E-03            -5.535876E-02             4.389191E-01             5.209092E-02             3.835603E-01
                   5.4000             8.041486E-02            -6.664290E-02            -2.003292E-04             9.615777E-03            -5.722745E-02             4.398787E-01             5.210972E-02             3.826513E-01
                   5.5800             8.101871E-02            -6.882175E-02            -2.068666E-04             9.936558E-03            -5.909206E-02             4.408242E-01             5.210660E-02             3.817321E-01
                   5.7600             8.163013E-02            -7.099663E-02            -2.133908E-04             1.025754E-02            -6.095248E-02             4.417770E-01             5.210350E-02             3.808245E-01
                   5.9400             8.224880E-02            -7.316739E-02            -2.199014E-04             1.057873E-02            -6.280856E-02             4.427369E-01             5.210044E-02             3.799283E-01
                   6.1200             8.287441E-02            -7.533393E-02            -2.263981E-04             1.090012E-02            -6.466021E-02             4.437034E-01             5.209741E-02             3.790432E-01
                   6.3000             8.350667E-02            -7.749612E-02            -2.328804E-04             1.122170E-02            -6.650730E-02             4.446763E-01             5.209441E-02             3.781690E-01
                   6.4800             8.414530E-02            -7.965382E-02            -2.393478E-04             1.154347E-02            -6.834970E-02             4.456553E-01             5.209145E-02             3.773056E-01
                   6.6600             8.479004E-02            -8.180692E-02            -2.458001E-04             1.186542E-02            -7.018730E-02             4.466400E-01             5.208853E-02             3.764527E-01
                   6.8400             8.544061E-02            -8.395530E-02            -2.522368E-04             1.218756E-02            -7.201998E-02             4.476302E-01             5.208565E-02             3.756103E-01
                   7.0200             8.609678E-02            -8.609883E-02            -2.586575E-04             1.250988E-02            -7.384761E-02             4.486257E-01             5.208281E-02             3.747781E-01
                   7.2000             8.675831E-02            -8.823738E-02            -2.650617E-04             1.283237E-02            -7.567008E-02             4.496261E-01             5.208002E-02             3.739560E-01
                   7.3800             8.742498E-02            -9.037085E-02            -2.714492E-04             1.315502E-02            -7.748728E-02             4.506312E-01             5.207727E-02             3.731439E-01
                   7.5600             8.809656E-02            -9.249911E-02            -2.778195E-04             1.347785E-02            -7.929908E-02             4.516407E-01             5.207458E-02             3.723416E-01
                   7.7400             8.877284E-02            -9.462203E-02            -2.841722E-04             1.380083E-02            -8.110538E-02             4.526854E-01             5.210283E-02             3.715801E-01
                   7.9200             8.945363E-02            -9.673950E-02            -2.905068E-04             1.412396E-02            -8.290605E-02             4.537039E-01             5.210085E-02             3.707978E-01
                   8.1000             9.013874E-02            -9.885139E-02            -2.968231E-04             1.444723E-02            -8.470098E-02             4.547262E-01             5.209891E-02             3.700252E-01
                   8.2800             9.082798E-02            -1.009576E-01            -3.031206E-04             1.477065E-02            -8.649006E-02             4.557521E-01             5.209704E-02             3.692620E-01
                   8.4600             9.152117E-02            -1.030580E-01            -3.093990E-04             1.509419E-02            -8.827317E-02             4.567814E-01             5.209522E-02             3.685082E-01
                   8.6400             9.221814E-02            -1.051524E-01            -3.156578E-04             1.541787E-02            -9.005020E-02             4.578140E-01             5.209346E-02             3.677638E-01
                   8.8200             9.291874E-02            -1.072408E-01            -3.218966E-04             1.574165E-02            -9.182105E-02             4.588497E-01             5.209176E-02             3.670286E-01
                   9.0000             9.362280E-02            -1.093230E-01            -3.281152E-04             1.606555E-02            -9.358561E-02             4.598883E-01             5.209013E-02             3.663027E-01
                   9.1800             9.433018E-02            -1.113990E-01            -3.343130E-04             1.638954E-02            -9.534375E-02             4.609297E-01             5.208857E-02             3.655859E-01
                   9.3600             9.504073E-02            -1.134685E-01            -3.404897E-04             1.671362E-02            -9.709539E-02             4.619737E-01             5.208708E-02             3.648783E-01
                   9.5400             9.575430E-02            -1.155315E-01            -3.466450E-04             1.703778E-02            -9.884040E-02             4.630201E-01             5.208567E-02             3.641797E-01
                   9.7200             9.647078E-02            -1.175879E-01            -3.527785E-04             1.736201E-02            -1.005787E-01             4.640690E-01             5.208434E-02             3.634903E-01
