                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.351629E+02             3.351629E+02             3.376037E+02             3.376037E+02             3.383175E+02             3.356893E+02             3.348167E+02             3.356893E+02             3.348167E+02
                   0.1800             3.348537E+02             3.349204E+02             3.373005E+02             3.373694E+02             3.380808E+02             3.354208E+02             3.345239E+02             3.354486E+02             3.345587E+02
                   0.3600             3.348382E+02             3.349455E+02             3.372749E+02             3.373871E+02             3.381005E+02             3.354481E+02             3.345674E+02             3.354718E+02             3.345971E+02
                   0.5400             3.348032E+02             3.349431E+02             3.372319E+02             3.373796E+02             3.380943E+02             3.354455E+02             3.345750E+02             3.354681E+02             3.346035E+02
                   0.7200             3.347558E+02             3.349239E+02             3.371779E+02             3.373568E+02             3.380723E+02             3.354249E+02             3.345609E+02             3.354479E+02             3.345903E+02
                   0.9000             3.347021E+02             3.348956E+02             3.371186E+02             3.373259E+02             3.380420E+02             3.353944E+02             3.345345E+02             3.354189E+02             3.345661E+02
                   1.0800             3.346465E+02             3.348631E+02             3.370580E+02             3.372915E+02             3.380079E+02             3.353593E+02             3.345020E+02             3.353859E+02             3.345367E+02
                   1.2600             3.345917E+02             3.348298E+02             3.369986E+02             3.372566E+02             3.379732E+02             3.353227E+02             3.344671E+02             3.353521E+02             3.345057E+02
                   1.4400             3.345392E+02             3.347974E+02             3.369418E+02             3.372228E+02             3.379396E+02             3.352868E+02             3.344321E+02             3.353192E+02             3.344751E+02
                   1.6200             3.344900E+02             3.347670E+02             3.368886E+02             3.371913E+02             3.379082E+02             3.352525E+02             3.343984E+02             3.352885E+02             3.344463E+02
                   1.8000             3.344444E+02             3.347393E+02             3.368393E+02             3.371626E+02             3.378794E+02             3.352206E+02             3.343667E+02             3.352604E+02             3.344198E+02
                   1.9800             3.344029E+02             3.347146E+02             3.367942E+02             3.371370E+02             3.378538E+02             3.351914E+02             3.343375E+02             3.352354E+02             3.343962E+02
                   2.1600             3.343653E+02             3.346931E+02             3.367533E+02             3.371147E+02             3.378314E+02             3.351652E+02             3.343112E+02             3.352135E+02             3.343756E+02
                   2.3400             3.343317E+02             3.346748E+02             3.367165E+02             3.370956E+02             3.378122E+02             3.351421E+02             3.342877E+02             3.351950E+02             3.343582E+02
                   2.5200             3.343020E+02             3.346598E+02             3.366838E+02             3.370799E+02             3.377963E+02             3.351221E+02             3.342671E+02             3.351796E+02             3.343438E+02
                   2.7000             3.342759E+02             3.346478E+02             3.366548E+02             3.370673E+02             3.377836E+02             3.351050E+02             3.342494E+02             3.351674E+02             3.343324E+02
                   2.8800             3.342529E+02             3.346384E+02             3.366292E+02             3.370573E+02             3.377734E+02             3.350903E+02             3.342340E+02             3.351577E+02             3.343234E+02
                   3.0600             3.342313E+02             3.346300E+02             3.366051E+02             3.370483E+02             3.377642E+02             3.350765E+02             3.342195E+02             3.351490E+02             3.343155E+02
                   3.2400             3.342104E+02             3.346217E+02             3.365819E+02             3.370396E+02             3.377551E+02             3.350628E+02             3.342051E+02             3.351404E+02             3.343076E+02
                   3.4200             3.341901E+02             3.346136E+02             3.365592E+02             3.370309E+02             3.377462E+02             3.350491E+02             3.341907E+02             3.351320E+02             3.342999E+02
                   3.6000             3.341702E+02             3.346056E+02             3.365372E+02             3.370223E+02             3.377374E+02             3.350355E+02             3.341764E+02             3.351237E+02             3.342923E+02
                   3.7800             3.341508E+02             3.345976E+02             3.365158E+02             3.370139E+02             3.377287E+02             3.350219E+02             3.341621E+02             3.351155E+02             3.342848E+02
                   3.9600             3.341318E+02             3.345898E+02             3.364949E+02             3.370055E+02             3.377200E+02             3.350083E+02             3.341479E+02             3.351074E+02             3.342773E+02
                   4.1400             3.341132E+02             3.345820E+02             3.364745E+02             3.369972E+02             3.377115E+02             3.349948E+02             3.341338E+02             3.350993E+02             3.342699E+02
                   4.3200             3.340950E+02             3.345744E+02             3.364546E+02             3.369890E+02             3.377030E+02             3.349813E+02             3.341197E+02             3.350913E+02             3.342626E+02
                   4.5000             3.340771E+02             3.345668E+02             3.364352E+02             3.369809E+02             3.376946E+02             3.349679E+02             3.341058E+02             3.350834E+02             3.342554E+02
                   4.6800             3.340595E+02             3.345592E+02             3.364161E+02             3.369729E+02             3.376862E+02             3.349545E+02             3.340919E+02             3.350756E+02             3.342483E+02
                   4.8600             3.340422E+02             3.345518E+02             3.363975E+02             3.369649E+02             3.376779E+02             3.349412E+02             3.340780E+02             3.350678E+02             3.342411E+02
                   5.0400             3.340252E+02             3.345443E+02             3.363792E+02             3.369570E+02             3.376696E+02             3.349279E+02             3.340643E+02             3.350601E+02             3.342341E+02
                   5.2200             3.340085E+02             3.345370E+02             3.363613E+02             3.369491E+02             3.376614E+02             3.349146E+02             3.340506E+02             3.350524E+02             3.342271E+02
                   5.4000             3.339920E+02             3.345297E+02             3.363437E+02             3.369413E+02             3.376533E+02             3.349014E+02             3.340370E+02             3.350448E+02             3.342202E+02
                   5.5800             3.339757E+02             3.345224E+02             3.363264E+02             3.369335E+02             3.376452E+02             3.348882E+02             3.340234E+02             3.350372E+02             3.342132E+02
                   5.7600             3.339597E+02             3.345152E+02             3.363094E+02             3.369258E+02             3.376371E+02             3.348751E+02             3.340100E+02             3.350297E+02             3.342064E+02
                   5.9400             3.339438E+02             3.345080E+02             3.362927E+02             3.369181E+02             3.376291E+02             3.348620E+02             3.339966E+02             3.350222E+02             3.341996E+02
                   6.1200             3.339282E+02             3.345008E+02             3.362763E+02             3.369105E+02             3.376210E+02             3.348489E+02             3.339832E+02             3.350148E+02             3.341928E+02
                   6.3000             3.339127E+02             3.344937E+02             3.362601E+02             3.369029E+02             3.376131E+02             3.348359E+02             3.339700E+02             3.350073E+02             3.341860E+02
                   6.4800             3.338974E+02             3.344866E+02             3.362442E+02             3.368953E+02             3.376051E+02             3.348229E+02             3.339568E+02             3.349999E+02             3.341793E+02
                   6.6600             3.338822E+02             3.344796E+02             3.362284E+02             3.368878E+02             3.375972E+02             3.348100E+02             3.339436E+02             3.349926E+02             3.341726E+02
                   6.8400             3.338672E+02             3.344725E+02             3.362129E+02             3.368803E+02             3.375892E+02             3.347971E+02             3.339306E+02             3.349852E+02             3.341659E+02
                   7.0200             3.338524E+02             3.344655E+02             3.361976E+02             3.368728E+02             3.375813E+02             3.347842E+02             3.339175E+02             3.349779E+02             3.341592E+02
                   7.2000             3.338376E+02             3.344585E+02             3.361825E+02             3.368653E+02             3.375734E+02             3.347713E+02             3.339046E+02             3.349706E+02             3.341526E+02
                   7.3800             3.338230E+02             3.344516E+02             3.361676E+02             3.368578E+02             3.375656E+02             3.347585E+02             3.338917E+02             3.349633E+02             3.341459E+02
                   7.5600             3.338085E+02             3.344446E+02             3.361528E+02             3.368504E+02             3.375577E+02             3.347457E+02             3.338788E+02             3.349561E+02             3.341393E+02
                   7.7400             3.337942E+02             3.344377E+02             3.361383E+02             3.368429E+02             3.375498E+02             3.347330E+02             3.338660E+02             3.349488E+02             3.341327E+02
                   7.9200             3.337799E+02             3.344307E+02             3.361238E+02             3.368355E+02             3.375420E+02             3.347202E+02             3.338532E+02             3.349415E+02             3.341261E+02
                   8.1000             3.337657E+02             3.344238E+02             3.361095E+02             3.368281E+02             3.375341E+02             3.347075E+02             3.338405E+02             3.349343E+02             3.341195E+02
                   8.2800             3.337516E+02             3.344169E+02             3.360954E+02             3.368207E+02             3.375263E+02             3.346948E+02             3.338278E+02             3.349271E+02             3.341129E+02
