                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284577E-05                       1.007547E+02                       3.038048E+02                       1.000323E+02                       3.031806E+02
                             0.1800                       5.005066E-08                       3.284572E-05                       1.007547E+02                       3.038048E+02                       1.000325E+02                       3.031808E+02
                             0.3600                       5.009648E-08                       3.284566E-05                       1.007547E+02                       3.038048E+02                       1.000328E+02                       3.031810E+02
                             0.5400                       5.013763E-08                       3.284559E-05                       1.007547E+02                       3.038048E+02                       1.000330E+02                       3.031813E+02
                             0.7200                       5.017429E-08                       3.284552E-05                       1.007547E+02                       3.038048E+02                       1.000333E+02                       3.031815E+02
                             0.9000                       5.020665E-08                       3.284544E-05                       1.007547E+02                       3.038048E+02                       1.000337E+02                       3.031818E+02
                             1.0800                       5.023489E-08                       3.284536E-05                       1.007547E+02                       3.038048E+02                       1.000340E+02                       3.031821E+02
                             1.2600                       5.025918E-08                       3.284527E-05                       1.007547E+02                       3.038048E+02                       1.000344E+02                       3.031824E+02
                             1.4400                       5.027970E-08                       3.284517E-05                       1.007547E+02                       3.038048E+02                       1.000348E+02                       3.031828E+02
                             1.6200                       5.029663E-08                       3.284507E-05                       1.007547E+02                       3.038048E+02                       1.000353E+02                       3.031832E+02
                             1.8000                       5.031015E-08                       3.284496E-05                       1.007547E+02                       3.038048E+02                       1.000357E+02                       3.031836E+02
                             1.9800                       5.032045E-08                       3.284485E-05                       1.007547E+02                       3.038048E+02                       1.000362E+02                       3.031840E+02
                             2.1600                       5.032769E-08                       3.284472E-05                       1.007547E+02                       3.038048E+02                       1.000367E+02                       3.031845E+02
                             2.3400                       5.033207E-08                       3.284459E-05                       1.007547E+02                       3.038048E+02                       1.000373E+02                       3.031849E+02
                             2.5200                       5.033375E-08                       3.284446E-05                       1.007547E+02                       3.038048E+02                       1.000379E+02                       3.031855E+02
                             2.7000                       5.033292E-08                       3.284431E-05                       1.007547E+02                       3.038048E+02                       1.000385E+02                       3.031860E+02
                             2.8800                       5.032977E-08                       3.284416E-05                       1.007547E+02                       3.038048E+02                       1.000392E+02                       3.031866E+02
                             3.0600                       5.032446E-08                       3.284400E-05                       1.007547E+02                       3.038048E+02                       1.000398E+02                       3.031871E+02
                             3.2400                       5.031718E-08                       3.284383E-05                       1.007547E+02                       3.038048E+02                       1.000406E+02                       3.031878E+02
                             3.4200                       5.030811E-08                       3.284365E-05                       1.007547E+02                       3.038048E+02                       1.000413E+02                       3.031884E+02
                             3.6000                       5.029743E-08                       3.284347E-05                       1.007547E+02                       3.038048E+02                       1.000421E+02                       3.031891E+02
                             3.7800                       5.028532E-08                       3.284328E-05                       1.007547E+02                       3.038048E+02                       1.000429E+02                       3.031898E+02
