                   Degree   dvdtheta1_suc[mm3/rad]   dvdtheta1_com[mm3/rad]
                 208.2600             9.848762E-06            -9.848762E-06
                 208.4400             9.842995E-06            -9.842995E-06
                 208.6200             9.837185E-06            -9.837185E-06
                 208.8000             9.831331E-06            -9.831331E-06
                 208.9800             9.825435E-06            -9.825435E-06
                 209.1600             9.819496E-06            -9.819496E-06
                 209.3400             9.813515E-06            -9.813515E-06
                 209.5200             9.807490E-06            -9.807490E-06
                 209.7000             9.801423E-06            -9.801423E-06
                 209.8800             9.795313E-06            -9.795313E-06
                 210.0600             9.789161E-06            -9.789161E-06
                 210.2400             9.782966E-06            -9.782966E-06
                 210.4200             9.776729E-06            -9.776729E-06
                 210.6000             9.770449E-06            -9.770449E-06
                 210.7800             9.764127E-06            -9.764127E-06
                 210.9600             9.757763E-06            -9.757763E-06
                 211.1400             9.751356E-06            -9.751356E-06
                 211.3200             9.744907E-06            -9.744907E-06
                 211.5000             9.738416E-06            -9.738416E-06
                 211.6800             9.731882E-06            -9.731882E-06
                 211.8600             9.725307E-06            -9.725307E-06
                 212.0400             9.718689E-06            -9.718689E-06
                 212.2200             9.712030E-06            -9.712030E-06
                 212.4000             9.705328E-06            -9.705328E-06
                 212.5800             9.698585E-06            -9.698585E-06
                 212.7600             9.691799E-06            -9.691799E-06
                 212.9400             9.684972E-06            -9.684972E-06
                 213.1200             9.678103E-06            -9.678103E-06
                 213.3000             9.671193E-06            -9.671193E-06
                 213.4800             9.664240E-06            -9.664240E-06
                 213.6600             9.657246E-06            -9.657246E-06
                 213.8400             9.650211E-06            -9.650211E-06
                 214.0200             9.643134E-06            -9.643134E-06
                 214.2000             9.636016E-06            -9.636016E-06
                 214.3800             9.628856E-06            -9.628856E-06
                 214.5600             9.621655E-06            -9.621655E-06
                 214.7400             9.614412E-06            -9.614412E-06
                 214.9200             9.607129E-06            -9.607129E-06
                 215.1000             9.599804E-06            -9.599804E-06
                 215.2800             9.592438E-06            -9.592438E-06
                 215.4600             9.585031E-06            -9.585031E-06
                 215.6400             9.577583E-06            -9.577583E-06
                 215.8200             9.570094E-06            -9.570094E-06
                 216.0000             9.562564E-06            -9.562564E-06
                 216.1800             9.554993E-06            -9.554993E-06
                 216.3600             9.547382E-06            -9.547382E-06
                 216.5400             9.539730E-06            -9.539730E-06
                 216.7200             9.532037E-06            -9.532037E-06
                 216.9000             9.524303E-06            -9.524303E-06
                 217.0800             9.516529E-06            -9.516529E-06
                 217.2600             9.508714E-06            -9.508714E-06
                 217.4400             9.500859E-06            -9.500859E-06
                 217.6200             9.492964E-06            -9.492964E-06
                 217.8000             9.485028E-06            -9.485028E-06
                 217.9800             9.477052E-06            -9.477052E-06
                 218.1600             9.469036E-06            -9.469036E-06
                 218.3400             9.460979E-06            -9.460979E-06
                 218.5200             9.452883E-06            -9.452883E-06
                 218.7000             9.444746E-06            -9.444746E-06
                 218.8800             9.436570E-06            -9.436570E-06
                 219.0600             9.428353E-06            -9.428353E-06
                 219.2400             9.420097E-06            -9.420097E-06
                 219.4200             9.411801E-06            -9.411801E-06
                 219.6000             9.403465E-06            -9.403465E-06
                 219.7800             9.395090E-06            -9.395090E-06
                 219.9600             9.386675E-06            -9.386675E-06
                 220.1400             9.378220E-06            -9.378220E-06
                 220.3200             9.369726E-06            -9.369726E-06
                 220.5000             9.361193E-06            -9.361193E-06
                 220.6800             9.352620E-06            -9.352620E-06
                 220.8600             9.344008E-06            -9.344008E-06
                 221.0400             9.335357E-06            -9.335357E-06
                 221.2200             9.326667E-06            -9.326667E-06
                 221.4000             9.317937E-06            -9.317937E-06
                 221.5800             9.309169E-06            -9.309169E-06
                 221.7600             9.300361E-06            -9.300361E-06
                 221.9400             9.291515E-06            -9.291515E-06
                 222.1200             9.282630E-06            -9.282630E-06
                 222.3000             9.273706E-06            -9.273706E-06
                 222.4800             9.264743E-06            -9.264743E-06
                 222.6600             9.255742E-06            -9.255742E-06
                 222.8400             9.246702E-06            -9.246702E-06
                 223.0200             9.237624E-06            -9.237624E-06
                 223.2000             9.228508E-06            -9.228508E-06
                 223.3800             9.219353E-06            -9.219353E-06
                 223.5600             9.210159E-06            -9.210159E-06
                 223.7400             9.200928E-06            -9.200928E-06
                 223.9200             9.191658E-06            -9.191658E-06
                 224.1000             9.182351E-06            -9.182351E-06
                 224.2800             9.173005E-06            -9.173005E-06
                 224.4600             9.163622E-06            -9.163622E-06
                 224.6400             9.154200E-06            -9.154200E-06
                 224.8200             9.144741E-06            -9.144741E-06
                 225.0000             9.135244E-06            -9.135244E-06
                 225.1800             9.125709E-06            -9.125709E-06
                 225.3600             9.116137E-06            -9.116137E-06
                 225.5400             9.106528E-06            -9.106528E-06
                 225.7200             9.096881E-06            -9.096881E-06
                 225.9000             9.087196E-06            -9.087196E-06
                 226.0800             9.077474E-06            -9.077474E-06
                 226.2600             9.067716E-06            -9.067716E-06
                 226.4400             9.057920E-06            -9.057920E-06
                 226.6200             9.048086E-06            -9.048086E-06
                 226.8000             9.038216E-06            -9.038216E-06
                 226.9800             9.028309E-06            -9.028309E-06
                 227.1600             9.018366E-06            -9.018366E-06
                 227.3400             9.008385E-06            -9.008385E-06
                 227.5200             8.998368E-06            -8.998368E-06
                 227.7000             8.988314E-06            -8.988314E-06
                 227.8800             8.978224E-06            -8.978224E-06
                 228.0600             8.968097E-06            -8.968097E-06
                 228.2400             8.957934E-06            -8.957934E-06
                 228.4200             8.947734E-06            -8.947734E-06
                 228.6000             8.937498E-06            -8.937498E-06
                 228.7800             8.927227E-06            -8.927227E-06
                 228.9600             8.916919E-06            -8.916919E-06
                 229.1400             8.906575E-06            -8.906575E-06
                 229.3200             8.896195E-06            -8.896195E-06
                 229.5000             8.885779E-06            -8.885779E-06
                 229.6800             8.875328E-06            -8.875328E-06
                 229.8600             8.864841E-06            -8.864841E-06
                 230.0400             8.854318E-06            -8.854318E-06
                 230.2200             8.843760E-06            -8.843760E-06
                 230.4000             8.833166E-06            -8.833166E-06
                 230.5800             8.822537E-06            -8.822537E-06
                 230.7600             8.811873E-06            -8.811873E-06
                 230.9400             8.801174E-06            -8.801174E-06
                 231.1200             8.790439E-06            -8.790439E-06
                 231.3000             8.779669E-06            -8.779669E-06
                 231.4800             8.768865E-06            -8.768865E-06
                 231.6600             8.758026E-06            -8.758026E-06
                 231.8400             8.747151E-06            -8.747151E-06
                 232.0200             8.736243E-06            -8.736243E-06
                 232.2000             8.725299E-06            -8.725299E-06
                 232.3800             8.714321E-06            -8.714321E-06
                 232.5600             8.703309E-06            -8.703309E-06
                 232.7400             8.692262E-06            -8.692262E-06
                 232.9200             8.681181E-06            -8.681181E-06
                 233.1000             8.670066E-06            -8.670066E-06
                 233.2800             8.658916E-06            -8.658916E-06
                 233.4600             8.647733E-06            -8.647733E-06
                 233.6400             8.636516E-06            -8.636516E-06
                 233.8200             8.625264E-06            -8.625264E-06
                 234.0000             8.613980E-06            -8.613980E-06
                 234.1800             8.602661E-06            -8.602661E-06
                 234.3600             8.591309E-06            -8.591309E-06
                 234.5400             8.579923E-06            -8.579923E-06
                 234.7200             8.568504E-06            -8.568504E-06
                 234.9000             8.557052E-06            -8.557052E-06
                 235.0800             8.545566E-06            -8.545566E-06
                 235.2600             8.534047E-06            -8.534047E-06
                 235.4400             8.522495E-06            -8.522495E-06
                 235.6200             8.510910E-06            -8.510910E-06
                 235.8000             8.499293E-06            -8.499293E-06
                 235.9800             8.487642E-06            -8.487642E-06
                 236.1600             8.475959E-06            -8.475959E-06
                 236.3400             8.464243E-06            -8.464243E-06
                 236.5200             8.452495E-06            -8.452495E-06
                 236.7000             8.440714E-06            -8.440714E-06
                 236.8800             8.428901E-06            -8.428901E-06
                 237.0600             8.417055E-06            -8.417055E-06
                 237.2400             8.405178E-06            -8.405178E-06
                 237.4200             8.393268E-06            -8.393268E-06
                 237.6000             8.381327E-06            -8.381327E-06
                 237.7800             8.369353E-06            -8.369353E-06
                 237.9600             8.357348E-06            -8.357348E-06
                 238.1400             8.345311E-06            -8.345311E-06
                 238.3200             8.333243E-06            -8.333243E-06
                 238.5000             8.321142E-06            -8.321142E-06
                 238.6800             8.309011E-06            -8.309011E-06
                 238.8600             8.296848E-06            -8.296848E-06
                 239.0400             8.284654E-06            -8.284654E-06
                 239.2200             8.272429E-06            -8.272429E-06
                 239.4000             8.260173E-06            -8.260173E-06
                 239.5800             8.247886E-06            -8.247886E-06
                 239.7600             8.235568E-06            -8.235568E-06
                 239.9400             8.223219E-06            -8.223219E-06
                 240.1200             8.210840E-06            -8.210840E-06
                 240.3000             8.198430E-06            -8.198430E-06
                 240.4800             8.185989E-06            -8.185989E-06
                 240.6600             8.173518E-06            -8.173518E-06
                 240.8400             8.161017E-06            -8.161017E-06
                 241.0200             8.148486E-06            -8.148486E-06
                 241.2000             8.135925E-06            -8.135925E-06
                 241.3800             8.123334E-06            -8.123334E-06
                 241.5600             8.110712E-06            -8.110712E-06
                 241.7400             8.098061E-06            -8.098061E-06
                 241.9200             8.085381E-06            -8.085381E-06
                 242.1000             8.072671E-06            -8.072671E-06
                 242.2800             8.059931E-06            -8.059931E-06
                 242.4600             8.047162E-06            -8.047162E-06
                 242.6400             8.034364E-06            -8.034364E-06
                 242.8200             8.021536E-06            -8.021536E-06
                 243.0000             8.008680E-06            -8.008680E-06
                 243.1800             7.995794E-06            -7.995794E-06
                 243.3600             7.982880E-06            -7.982880E-06
                 243.5400             7.969936E-06            -7.969936E-06
                 243.7200             7.956965E-06            -7.956965E-06
                 243.9000             7.943964E-06            -7.943964E-06
                 244.0800             7.930935E-06            -7.930935E-06
                 244.2600             7.917878E-06            -7.917878E-06
                 244.4400             7.904792E-06            -7.904792E-06
                 244.6200             7.891679E-06            -7.891679E-06
                 244.8000             7.878537E-06            -7.878537E-06
                 244.9800             7.865367E-06            -7.865367E-06
                 245.1600             7.852170E-06            -7.852170E-06
                 245.3400             7.838944E-06            -7.838944E-06
                 245.5200             7.825692E-06            -7.825692E-06
                 245.7000             7.812411E-06            -7.812411E-06
                 245.8800             7.799103E-06            -7.799103E-06
                 246.0600             7.785768E-06            -7.785768E-06
                 246.2400             7.772406E-06            -7.772406E-06
                 246.4200             7.759016E-06            -7.759016E-06
                 246.6000             7.745599E-06            -7.745599E-06
                 246.7800             7.732156E-06            -7.732156E-06
                 246.9600             7.718686E-06            -7.718686E-06
                 247.1400             7.705189E-06            -7.705189E-06
                 247.3200             7.691665E-06            -7.691665E-06
                 247.5000             7.678115E-06            -7.678115E-06
                 247.6800             7.664539E-06            -7.664539E-06
                 247.8600             7.650936E-06            -7.650936E-06
                 248.0400             7.637308E-06            -7.637308E-06
                 248.2200             7.623653E-06            -7.623653E-06
                 248.4000             7.609972E-06            -7.609972E-06
                 248.5800             7.596266E-06            -7.596266E-06
                 248.7600             7.582534E-06            -7.582534E-06
                 248.9400             7.568776E-06            -7.568776E-06
                 249.1200             7.554992E-06            -7.554992E-06
                 249.3000             7.541184E-06            -7.541184E-06
                 249.4800             7.527350E-06            -7.527350E-06
                 249.6600             7.513491E-06            -7.513491E-06
                 249.8400             7.499607E-06            -7.499607E-06
                 250.0200             7.485698E-06            -7.485698E-06
                 250.2000             7.471764E-06            -7.471764E-06
                 250.3800             7.457805E-06            -7.457805E-06
                 250.5600             7.443822E-06            -7.443822E-06
                 250.7400             7.429814E-06            -7.429814E-06
                 250.9200             7.415782E-06            -7.415782E-06
                 251.1000             7.401726E-06            -7.401726E-06
                 251.2800             7.387646E-06            -7.387646E-06
                 251.4600             7.373541E-06            -7.373541E-06
                 251.6400             7.359413E-06            -7.359413E-06
                 251.8200             7.345261E-06            -7.345261E-06
                 252.0000             7.331085E-06            -7.331085E-06
                 252.1800             7.316885E-06            -7.316885E-06
                 252.3600             7.302662E-06            -7.302662E-06
                 252.5400             7.288416E-06            -7.288416E-06
                 252.7200             7.274147E-06            -7.274147E-06
                 252.9000             7.259854E-06            -7.259854E-06
                 253.0800             7.245539E-06            -7.245539E-06
                 253.2600             7.231200E-06            -7.231200E-06
                 253.4400             7.216839E-06            -7.216839E-06
                 253.6200             7.202455E-06            -7.202455E-06
                 253.8000             7.188049E-06            -7.188049E-06
                 253.9800             7.173620E-06            -7.173620E-06
                 254.1600             7.159169E-06            -7.159169E-06
                 254.3400             7.144696E-06            -7.144696E-06
                 254.5200             7.130201E-06            -7.130201E-06
                 254.7000             7.115684E-06            -7.115684E-06
                 254.8800             7.101145E-06            -7.101145E-06
                 255.0600             7.086584E-06            -7.086584E-06
                 255.2400             7.072002E-06            -7.072002E-06
                 255.4200             7.057398E-06            -7.057398E-06
                 255.6000             7.042773E-06            -7.042773E-06
                 255.7800             7.028127E-06            -7.028127E-06
                 255.9600             7.013459E-06            -7.013459E-06
                 256.1400             6.998771E-06            -6.998771E-06
                 256.3200             6.984062E-06            -6.984062E-06
                 256.5000             6.969332E-06            -6.969332E-06
                 256.6800             6.954582E-06            -6.954582E-06
                 256.8600             6.939811E-06            -6.939811E-06
                 257.0400             6.925019E-06            -6.925019E-06
                 257.2200             6.910208E-06            -6.910208E-06
                 257.4000             6.895376E-06            -6.895376E-06
                 257.5800             6.880524E-06            -6.880524E-06
                 257.7600             6.865653E-06            -6.865653E-06
                 257.9400             6.850762E-06            -6.850762E-06
                 258.1200             6.835851E-06            -6.835851E-06
                 258.3000             6.820920E-06            -6.820920E-06
                 258.4800             6.805970E-06            -6.805970E-06
                 258.6600             6.791001E-06            -6.791001E-06
                 258.8400             6.776013E-06            -6.776013E-06
                 259.0200             6.761006E-06            -6.761006E-06
                 259.2000             6.745980E-06            -6.745980E-06
                 259.3800             6.730935E-06            -6.730935E-06
                 259.5600             6.715872E-06            -6.715872E-06
                 259.7400             6.700790E-06            -6.700790E-06
                 259.9200             6.685690E-06            -6.685690E-06
                 260.1000             6.670571E-06            -6.670571E-06
                 260.2800             6.655434E-06            -6.655434E-06
                 260.4600             6.640280E-06            -6.640280E-06
                 260.6400             6.625107E-06            -6.625107E-06
                 260.8200             6.609917E-06            -6.609917E-06
                 261.0000             6.594709E-06            -6.594709E-06
                 261.1800             6.579484E-06            -6.579484E-06
                 261.3600             6.564241E-06            -6.564241E-06
                 261.5400             6.548982E-06            -6.548982E-06
                 261.7200             6.533705E-06            -6.533705E-06
                 261.9000             6.518411E-06            -6.518411E-06
                 262.0800             6.503100E-06            -6.503100E-06
                 262.2600             6.487773E-06            -6.487773E-06
                 262.4400             6.472429E-06            -6.472429E-06
                 262.6200             6.457068E-06            -6.457068E-06
                 262.8000             6.441692E-06            -6.441692E-06
                 262.9800             6.426299E-06            -6.426299E-06
                 263.1600             6.410890E-06            -6.410890E-06
                 263.3400             6.395465E-06            -6.395465E-06
                 263.5200             6.380024E-06            -6.380024E-06
                 263.7000             6.364568E-06            -6.364568E-06
                 263.8800             6.349096E-06            -6.349096E-06
                 264.0600             6.333609E-06            -6.333609E-06
                 264.2400             6.318107E-06            -6.318107E-06
                 264.4200             6.302589E-06            -6.302589E-06
                 264.6000             6.287057E-06            -6.287057E-06
                 264.7800             6.271509E-06            -6.271509E-06
                 264.9600             6.255947E-06            -6.255947E-06
                 265.1400             6.240371E-06            -6.240371E-06
                 265.3200             6.224780E-06            -6.224780E-06
                 265.5000             6.209174E-06            -6.209174E-06
                 265.6800             6.193555E-06            -6.193555E-06
                 265.8600             6.177921E-06            -6.177921E-06
                 266.0400             6.162274E-06            -6.162274E-06
                 266.2200             6.146612E-06            -6.146612E-06
                 266.4000             6.130937E-06            -6.130937E-06
                 266.5800             6.115249E-06            -6.115249E-06
                 266.7600             6.099547E-06            -6.099547E-06
                 266.9400             6.083832E-06            -6.083832E-06
                 267.1200             6.068104E-06            -6.068104E-06
                 267.3000             6.052363E-06            -6.052363E-06
                 267.4800             6.036609E-06            -6.036609E-06
                 267.6600             6.020843E-06            -6.020843E-06
                 267.8400             6.005064E-06            -6.005064E-06
                 268.0200             5.989273E-06            -5.989273E-06
                 268.2000             5.973469E-06            -5.973469E-06
                 268.3800             5.957653E-06            -5.957653E-06
                 268.5600             5.941825E-06            -5.941825E-06
                 268.7400             5.925986E-06            -5.925986E-06
                 268.9200             5.910135E-06            -5.910135E-06
                 269.1000             5.894272E-06            -5.894272E-06
                 269.2800             5.878397E-06            -5.878397E-06
                 269.4600             5.862512E-06            -5.862512E-06
                 269.6400             5.846615E-06            -5.846615E-06
                 269.8200             5.830708E-06            -5.830708E-06
                 270.0000             5.814789E-06            -5.814789E-06
                 270.1800             5.798860E-06            -5.798860E-06
                 270.3600             5.782920E-06            -5.782920E-06
                 270.5400             5.766970E-06            -5.766970E-06
                 270.7200             5.751009E-06            -5.751009E-06
                 270.9000             5.735039E-06            -5.735039E-06
                 271.0800             5.719058E-06            -5.719058E-06
                 271.2600             5.703068E-06            -5.703068E-06
                 271.4400             5.687067E-06            -5.687067E-06
                 271.6200             5.671058E-06            -5.671058E-06
                 271.8000             5.655038E-06            -5.655038E-06
                 271.9800             5.639010E-06            -5.639010E-06
                 272.1600             5.622972E-06            -5.622972E-06
                 272.3400             5.606926E-06            -5.606926E-06
                 272.5200             5.590870E-06            -5.590870E-06
                 272.7000             5.574806E-06            -5.574806E-06
                 272.8800             5.558733E-06            -5.558733E-06
                 273.0600             5.542652E-06            -5.542652E-06
                 273.2400             5.526563E-06            -5.526563E-06
                 273.4200             5.510465E-06            -5.510465E-06
                 273.6000             5.494360E-06            -5.494360E-06
                 273.7800             5.478246E-06            -5.478246E-06
                 273.9600             5.462125E-06            -5.462125E-06
                 274.1400             5.445997E-06            -5.445997E-06
                 274.3200             5.429861E-06            -5.429861E-06
                 274.5000             5.413718E-06            -5.413718E-06
                 274.6800             5.397567E-06            -5.397567E-06
                 274.8600             5.381410E-06            -5.381410E-06
                 275.0400             5.365246E-06            -5.365246E-06
                 275.2200             5.349076E-06            -5.349076E-06
                 275.4000             5.332899E-06            -5.332899E-06
                 275.5800             5.316715E-06            -5.316715E-06
                 275.7600             5.300525E-06            -5.300525E-06
                 275.9400             5.284330E-06            -5.284330E-06
                 276.1200             5.268128E-06            -5.268128E-06
                 276.3000             5.251921E-06            -5.251921E-06
                 276.4800             5.235708E-06            -5.235708E-06
                 276.6600             5.219489E-06            -5.219489E-06
                 276.8400             5.203266E-06            -5.203266E-06
                 277.0200             5.187037E-06            -5.187037E-06
                 277.2000             5.170803E-06            -5.170803E-06
                 277.3800             5.154564E-06            -5.154564E-06
                 277.5600             5.138321E-06            -5.138321E-06
                 277.7400             5.122073E-06            -5.122073E-06
                 277.9200             5.105821E-06            -5.105821E-06
                 278.1000             5.089564E-06            -5.089564E-06
                 278.2800             5.073304E-06            -5.073304E-06
                 278.4600             5.057039E-06            -5.057039E-06
                 278.6400             5.040771E-06            -5.040771E-06
                 278.8200             5.024499E-06            -5.024499E-06
                 279.0000             5.008224E-06            -5.008224E-06
                 279.1800             4.991945E-06            -4.991945E-06
                 279.3600             4.975663E-06            -4.975663E-06
                 279.5400             4.959378E-06            -4.959378E-06
                 279.7200             4.943090E-06            -4.943090E-06
                 279.9000             4.926800E-06            -4.926800E-06
                 280.0800             4.910507E-06            -4.910507E-06
                 280.2600             4.894212E-06            -4.894212E-06
                 280.4400             4.877914E-06            -4.877914E-06
                 280.6200             4.861614E-06            -4.861614E-06
                 280.8000             4.845313E-06            -4.845313E-06
                 280.9800             4.829009E-06            -4.829009E-06
                 281.1600             4.812704E-06            -4.812704E-06
                 281.3400             4.796398E-06            -4.796398E-06
                 281.5200             4.780090E-06            -4.780090E-06
                 281.7000             4.763782E-06            -4.763782E-06
                 281.8800             4.747472E-06            -4.747472E-06
                 282.0600             4.731161E-06            -4.731161E-06
                 282.2400             4.714850E-06            -4.714850E-06
                 282.4200             4.698538E-06            -4.698538E-06
                 282.6000             4.682226E-06            -4.682226E-06
                 282.7800             4.665913E-06            -4.665913E-06
                 282.9600             4.649601E-06            -4.649601E-06
                 283.1400             4.633289E-06            -4.633289E-06
                 283.3200             4.616977E-06            -4.616977E-06
                 283.5000             4.600665E-06            -4.600665E-06
                 283.6800             4.584354E-06            -4.584354E-06
                 283.8600             4.568044E-06            -4.568044E-06
                 284.0400             4.551735E-06            -4.551735E-06
                 284.2200             4.535427E-06            -4.535427E-06
                 284.4000             4.519120E-06            -4.519120E-06
                 284.5800             4.502814E-06            -4.502814E-06
                 284.7600             4.486510E-06            -4.486510E-06
                 284.9400             4.470208E-06            -4.470208E-06
                 285.1200             4.453908E-06            -4.453908E-06
                 285.3000             4.437609E-06            -4.437609E-06
                 285.4800             4.421313E-06            -4.421313E-06
                 285.6600             4.405020E-06            -4.405020E-06
                 285.8400             4.388728E-06            -4.388728E-06
                 286.0200             4.372440E-06            -4.372440E-06
                 286.2000             4.356154E-06            -4.356154E-06
                 286.3800             4.339872E-06            -4.339872E-06
                 286.5600             4.323592E-06            -4.323592E-06
                 286.7400             4.307316E-06            -4.307316E-06
                 286.9200             4.291044E-06            -4.291044E-06
                 287.1000             4.274775E-06            -4.274775E-06
                 287.2800             4.258510E-06            -4.258510E-06
                 287.4600             4.242248E-06            -4.242248E-06
                 287.6400             4.225992E-06            -4.225992E-06
                 287.8200             4.209739E-06            -4.209739E-06
                 288.0000             4.193491E-06            -4.193491E-06
                 288.1800             4.177247E-06            -4.177247E-06
                 288.3600             4.161009E-06            -4.161009E-06
                 288.5400             4.144775E-06            -4.144775E-06
                 288.7200             4.128547E-06            -4.128547E-06
                 288.9000             4.112324E-06            -4.112324E-06
                 289.0800             4.096106E-06            -4.096106E-06
                 289.2600             4.079894E-06            -4.079894E-06
                 289.4400             4.063688E-06            -4.063688E-06
                 289.6200             4.047487E-06            -4.047487E-06
                 289.8000             4.031293E-06            -4.031293E-06
                 289.9800             4.015105E-06            -4.015105E-06
                 290.1600             3.998924E-06            -3.998924E-06
                 290.3400             3.982749E-06            -3.982749E-06
                 290.5200             3.966581E-06            -3.966581E-06
                 290.7000             3.950421E-06            -3.950421E-06
                 290.8800             3.934267E-06            -3.934267E-06
                 291.0600             3.918120E-06            -3.918120E-06
                 291.2400             3.901981E-06            -3.901981E-06
                 291.4200             3.885850E-06            -3.885850E-06
                 291.6000             3.869726E-06            -3.869726E-06
                 291.7800             3.853611E-06            -3.853611E-06
                 291.9600             3.837504E-06            -3.837504E-06
                 292.1400             3.821404E-06            -3.821404E-06
                 292.3200             3.805314E-06            -3.805314E-06
                 292.5000             3.789232E-06            -3.789232E-06
                 292.6800             3.773159E-06            -3.773159E-06
                 292.8600             3.757095E-06            -3.757095E-06
                 293.0400             3.741040E-06            -3.741040E-06
                 293.2200             3.724994E-06            -3.724994E-06
                 293.4000             3.708958E-06            -3.708958E-06
                 293.5800             3.692932E-06            -3.692932E-06
                 293.7600             3.676915E-06            -3.676915E-06
                 293.9400             3.660908E-06            -3.660908E-06
                 294.1200             3.644912E-06            -3.644912E-06
                 294.3000             3.628926E-06            -3.628926E-06
                 294.4800             3.612950E-06            -3.612950E-06
                 294.6600             3.596985E-06            -3.596985E-06
                 294.8400             3.581031E-06            -3.581031E-06
                 295.0200             3.565088E-06            -3.565088E-06
                 295.2000             3.549157E-06            -3.549157E-06
                 295.3800             3.533236E-06            -3.533236E-06
                 295.5600             3.517327E-06            -3.517327E-06
                 295.7400             3.501430E-06            -3.501430E-06
                 295.9200             3.485545E-06            -3.485545E-06
                 296.1000             3.469672E-06            -3.469672E-06
                 296.2800             3.453811E-06            -3.453811E-06
                 296.4600             3.437962E-06            -3.437962E-06
                 296.6400             3.422126E-06            -3.422126E-06
                 296.8200             3.406303E-06            -3.406303E-06
                 297.0000             3.390493E-06            -3.390493E-06
                 297.1800             3.374696E-06            -3.374696E-06
                 297.3600             3.358912E-06            -3.358912E-06
                 297.5400             3.343141E-06            -3.343141E-06
                 297.7200             3.327384E-06            -3.327384E-06
                 297.9000             3.311641E-06            -3.311641E-06
                 298.0800             3.295912E-06            -3.295912E-06
                 298.2600             3.280197E-06            -3.280197E-06
                 298.4400             3.264496E-06            -3.264496E-06
                 298.6200             3.248810E-06            -3.248810E-06
                 298.8000             3.233138E-06            -3.233138E-06
                 298.9800             3.217481E-06            -3.217481E-06
                 299.1600             3.201839E-06            -3.201839E-06
                 299.3400             3.186213E-06            -3.186213E-06
                 299.5200             3.170601E-06            -3.170601E-06
                 299.7000             3.155005E-06            -3.155005E-06
                 299.8800             3.139425E-06            -3.139425E-06
                 300.0600             3.123861E-06            -3.123861E-06
                 300.2400             3.108313E-06            -3.108313E-06
                 300.4200             3.092781E-06            -3.092781E-06
                 300.6000             3.077265E-06            -3.077265E-06
                 300.7800             3.061766E-06            -3.061766E-06
                 300.9600             3.046284E-06            -3.046284E-06
                 301.1400             3.030818E-06            -3.030818E-06
                 301.3200             3.015370E-06            -3.015370E-06
                 301.5000             2.999939E-06            -2.999939E-06
                 301.6800             2.984525E-06            -2.984525E-06
                 301.8600             2.969129E-06            -2.969129E-06
                 302.0400             2.953751E-06            -2.953751E-06
                 302.2200             2.938390E-06            -2.938390E-06
                 302.4000             2.923048E-06            -2.923048E-06
                 302.5800             2.907724E-06            -2.907724E-06
                 302.7600             2.892419E-06            -2.892419E-06
                 302.9400             2.877132E-06            -2.877132E-06
                 303.1200             2.861864E-06            -2.861864E-06
                 303.3000             2.846615E-06            -2.846615E-06
                 303.4800             2.831385E-06            -2.831385E-06
                 303.6600             2.816175E-06            -2.816175E-06
                 303.8400             2.800984E-06            -2.800984E-06
                 304.0200             2.785812E-06            -2.785812E-06
                 304.2000             2.770661E-06            -2.770661E-06
                 304.3800             2.755530E-06            -2.755530E-06
                 304.5600             2.740419E-06            -2.740419E-06
                 304.7400             2.725328E-06            -2.725328E-06
                 304.9200             2.710258E-06            -2.710258E-06
                 305.1000             2.695209E-06            -2.695209E-06
                 305.2800             2.680180E-06            -2.680180E-06
                 305.4600             2.665173E-06            -2.665173E-06
                 305.6400             2.650187E-06            -2.650187E-06
                 305.8200             2.635223E-06            -2.635223E-06
                 306.0000             2.620280E-06            -2.620280E-06
                 306.1800             2.605359E-06            -2.605359E-06
                 306.3600             2.590460E-06            -2.590460E-06
                 306.5400             2.575583E-06            -2.575583E-06
                 306.7200             2.560728E-06            -2.560728E-06
                 306.9000             2.545896E-06            -2.545896E-06
                 307.0800             2.531087E-06            -2.531087E-06
                 307.2600             2.516300E-06            -2.516300E-06
                 307.4400             2.501536E-06            -2.501536E-06
                 307.6200             2.486796E-06            -2.486796E-06
                 307.8000             2.472079E-06            -2.472079E-06
                 307.9800             2.457386E-06            -2.457386E-06
                 308.1600             2.442716E-06            -2.442716E-06
                 308.3400             2.428071E-06            -2.428071E-06
                 308.5200             2.413449E-06            -2.413449E-06
                 308.7000             2.398852E-06            -2.398852E-06
                 308.8800             2.384279E-06            -2.384279E-06
                 309.0600             2.369731E-06            -2.369731E-06
                 309.2400             2.355207E-06            -2.355207E-06
                 309.4200             2.340709E-06            -2.340709E-06
                 309.6000             2.326235E-06            -2.326235E-06
                 309.7800             2.311787E-06            -2.311787E-06
                 309.9600             2.297365E-06            -2.297365E-06
                 310.1400             2.282968E-06            -2.282968E-06
                 310.3200             2.268597E-06            -2.268597E-06
                 310.5000             2.254252E-06            -2.254252E-06
                 310.6800             2.239933E-06            -2.239933E-06
                 310.8600             2.225641E-06            -2.225641E-06
                 311.0400             2.211375E-06            -2.211375E-06
                 311.2200             2.197135E-06            -2.197135E-06
                 311.4000             2.182923E-06            -2.182923E-06
                 311.5800             2.168738E-06            -2.168738E-06
                 311.7600             2.154580E-06            -2.154580E-06
                 311.9400             2.140449E-06            -2.140449E-06
                 312.1200             2.126346E-06            -2.126346E-06
                 312.3000             2.112271E-06            -2.112271E-06
                 312.4800             2.098224E-06            -2.098224E-06
                 312.6600             2.084205E-06            -2.084205E-06
