                   Degree   dvdtheta1_suc[mm3/rad]   dvdtheta1_com[mm3/rad]
                 103.6800             6.115441E-06            -6.115441E-06
                 103.8600             6.131063E-06            -6.131063E-06
                 104.0400             6.146672E-06            -6.146672E-06
                 104.2200             6.162268E-06            -6.162268E-06
                 104.4000             6.177851E-06            -6.177851E-06
                 104.5800             6.193420E-06            -6.193420E-06
                 104.7600             6.208975E-06            -6.208975E-06
                 104.9400             6.224517E-06            -6.224517E-06
                 105.1200             6.240045E-06            -6.240045E-06
                 105.3000             6.255559E-06            -6.255559E-06
                 105.4800             6.271059E-06            -6.271059E-06
                 105.6600             6.286544E-06            -6.286544E-06
                 105.8400             6.302015E-06            -6.302015E-06
                 106.0200             6.317472E-06            -6.317472E-06
                 106.2000             6.332914E-06            -6.332914E-06
                 106.3800             6.348341E-06            -6.348341E-06
                 106.5600             6.363753E-06            -6.363753E-06
                 106.7400             6.379150E-06            -6.379150E-06
                 106.9200             6.394532E-06            -6.394532E-06
                 107.1000             6.409898E-06            -6.409898E-06
                 107.2800             6.425250E-06            -6.425250E-06
                 107.4600             6.440585E-06            -6.440585E-06
                 107.6400             6.455905E-06            -6.455905E-06
                 107.8200             6.471209E-06            -6.471209E-06
                 108.0000             6.486496E-06            -6.486496E-06
                 108.1800             6.501768E-06            -6.501768E-06
                 108.3600             6.517024E-06            -6.517024E-06
                 108.5400             6.532263E-06            -6.532263E-06
                 108.7200             6.547485E-06            -6.547485E-06
                 108.9000             6.562691E-06            -6.562691E-06
                 109.0800             6.577880E-06            -6.577880E-06
                 109.2600             6.593053E-06            -6.593053E-06
                 109.4400             6.608208E-06            -6.608208E-06
                 109.6200             6.623346E-06            -6.623346E-06
                 109.8000             6.638467E-06            -6.638467E-06
                 109.9800             6.653570E-06            -6.653570E-06
                 110.1600             6.668656E-06            -6.668656E-06
                 110.3400             6.683724E-06            -6.683724E-06
                 110.5200             6.698774E-06            -6.698774E-06
                 110.7000             6.713807E-06            -6.713807E-06
                 110.8800             6.728821E-06            -6.728821E-06
                 111.0600             6.743817E-06            -6.743817E-06
                 111.2400             6.758795E-06            -6.758795E-06
                 111.4200             6.773754E-06            -6.773754E-06
                 111.6000             6.788695E-06            -6.788695E-06
                 111.7800             6.803617E-06            -6.803617E-06
                 111.9600             6.818520E-06            -6.818520E-06
                 112.1400             6.833405E-06            -6.833405E-06
                 112.3200             6.848270E-06            -6.848270E-06
                 112.5000             6.863116E-06            -6.863116E-06
                 112.6800             6.877943E-06            -6.877943E-06
                 112.8600             6.892750E-06            -6.892750E-06
                 113.0400             6.907538E-06            -6.907538E-06
                 113.2200             6.922306E-06            -6.922306E-06
                 113.4000             6.937055E-06            -6.937055E-06
                 113.5800             6.951783E-06            -6.951783E-06
                 113.7600             6.966491E-06            -6.966491E-06
                 113.9400             6.981180E-06            -6.981180E-06
                 114.1200             6.995847E-06            -6.995847E-06
                 114.3000             7.010495E-06            -7.010495E-06
                 114.4800             7.025122E-06            -7.025122E-06
                 114.6600             7.039728E-06            -7.039728E-06
                 114.8400             7.054313E-06            -7.054313E-06
                 115.0200             7.068878E-06            -7.068878E-06
                 115.2000             7.083421E-06            -7.083421E-06
                 115.3800             7.097944E-06            -7.097944E-06
                 115.5600             7.112445E-06            -7.112445E-06
                 115.7400             7.126924E-06            -7.126924E-06
                 115.9200             7.141382E-06            -7.141382E-06
                 116.1000             7.155819E-06            -7.155819E-06
                 116.2800             7.170234E-06            -7.170234E-06
                 116.4600             7.184627E-06            -7.184627E-06
                 116.6400             7.198998E-06            -7.198998E-06
                 116.8200             7.213346E-06            -7.213346E-06
                 117.0000             7.227673E-06            -7.227673E-06
                 117.1800             7.241977E-06            -7.241977E-06
                 117.3600             7.256259E-06            -7.256259E-06
                 117.5400             7.270518E-06            -7.270518E-06
                 117.7200             7.284754E-06            -7.284754E-06
                 117.9000             7.298968E-06            -7.298968E-06
                 118.0800             7.313159E-06            -7.313159E-06
                 118.2600             7.327326E-06            -7.327326E-06
                 118.4400             7.341471E-06            -7.341471E-06
                 118.6200             7.355592E-06            -7.355592E-06
                 118.8000             7.369690E-06            -7.369690E-06
                 118.9800             7.383764E-06            -7.383764E-06
                 119.1600             7.397815E-06            -7.397815E-06
                 119.3400             7.411842E-06            -7.411842E-06
                 119.5200             7.425845E-06            -7.425845E-06
                 119.7000             7.439824E-06            -7.439824E-06
                 119.8800             7.453779E-06            -7.453779E-06
                 120.0600             7.467710E-06            -7.467710E-06
                 120.2400             7.481616E-06            -7.481616E-06
                 120.4200             7.495499E-06            -7.495499E-06
                 120.6000             7.509356E-06            -7.509356E-06
                 120.7800             7.523189E-06            -7.523189E-06
                 120.9600             7.536997E-06            -7.536997E-06
                 121.1400             7.550780E-06            -7.550780E-06
                 121.3200             7.564539E-06            -7.564539E-06
                 121.5000             7.578272E-06            -7.578272E-06
                 121.6800             7.591980E-06            -7.591980E-06
                 121.8600             7.605662E-06            -7.605662E-06
                 122.0400             7.619319E-06            -7.619319E-06
                 122.2200             7.632951E-06            -7.632951E-06
                 122.4000             7.646557E-06            -7.646557E-06
                 122.5800             7.660137E-06            -7.660137E-06
                 122.7600             7.673691E-06            -7.673691E-06
                 122.9400             7.687220E-06            -7.687220E-06
                 123.1200             7.700722E-06            -7.700722E-06
                 123.3000             7.714198E-06            -7.714198E-06
                 123.4800             7.727647E-06            -7.727647E-06
                 123.6600             7.741071E-06            -7.741071E-06
                 123.8400             7.754467E-06            -7.754467E-06
                 124.0200             7.767837E-06            -7.767837E-06
                 124.2000             7.781181E-06            -7.781181E-06
                 124.3800             7.794497E-06            -7.794497E-06
                 124.5600             7.807787E-06            -7.807787E-06
                 124.7400             7.821049E-06            -7.821049E-06
                 124.9200             7.834284E-06            -7.834284E-06
                 125.1000             7.847492E-06            -7.847492E-06
                 125.2800             7.860673E-06            -7.860673E-06
                 125.4600             7.873826E-06            -7.873826E-06
                 125.6400             7.886952E-06            -7.886952E-06
                 125.8200             7.900049E-06            -7.900049E-06
                 126.0000             7.913119E-06            -7.913119E-06
                 126.1800             7.926161E-06            -7.926161E-06
                 126.3600             7.939175E-06            -7.939175E-06
                 126.5400             7.952161E-06            -7.952161E-06
                 126.7200             7.965119E-06            -7.965119E-06
                 126.9000             7.978048E-06            -7.978048E-06
                 127.0800             7.990949E-06            -7.990949E-06
                 127.2600             8.003821E-06            -8.003821E-06
                 127.4400             8.016665E-06            -8.016665E-06
                 127.6200             8.029480E-06            -8.029480E-06
                 127.8000             8.042266E-06            -8.042266E-06
                 127.9800             8.055023E-06            -8.055023E-06
                 128.1600             8.067751E-06            -8.067751E-06
                 128.3400             8.080450E-06            -8.080450E-06
                 128.5200             8.093120E-06            -8.093120E-06
                 128.7000             8.105760E-06            -8.105760E-06
                 128.8800             8.118371E-06            -8.118371E-06
                 129.0600             8.130952E-06            -8.130952E-06
                 129.2400             8.143504E-06            -8.143504E-06
                 129.4200             8.156026E-06            -8.156026E-06
                 129.6000             8.168518E-06            -8.168518E-06
                 129.7800             8.180980E-06            -8.180980E-06
                 129.9600             8.193412E-06            -8.193412E-06
                 130.1400             8.205814E-06            -8.205814E-06
                 130.3200             8.218186E-06            -8.218186E-06
                 130.5000             8.230527E-06            -8.230527E-06
                 130.6800             8.242838E-06            -8.242838E-06
                 130.8600             8.255118E-06            -8.255118E-06
                 131.0400             8.267368E-06            -8.267368E-06
                 131.2200             8.279586E-06            -8.279586E-06
                 131.4000             8.291775E-06            -8.291775E-06
                 131.5800             8.303932E-06            -8.303932E-06
                 131.7600             8.316058E-06            -8.316058E-06
                 131.9400             8.328153E-06            -8.328153E-06
                 132.1200             8.340216E-06            -8.340216E-06
                 132.3000             8.352249E-06            -8.352249E-06
                 132.4800             8.364250E-06            -8.364250E-06
                 132.6600             8.376219E-06            -8.376219E-06
                 132.8400             8.388157E-06            -8.388157E-06
                 133.0200             8.400064E-06            -8.400064E-06
                 133.2000             8.411938E-06            -8.411938E-06
                 133.3800             8.423781E-06            -8.423781E-06
                 133.5600             8.435591E-06            -8.435591E-06
                 133.7400             8.447370E-06            -8.447370E-06
                 133.9200             8.459116E-06            -8.459116E-06
                 134.1000             8.470830E-06            -8.470830E-06
                 134.2800             8.482512E-06            -8.482512E-06
                 134.4600             8.494161E-06            -8.494161E-06
                 134.6400             8.505778E-06            -8.505778E-06
                 134.8200             8.517362E-06            -8.517362E-06
                 135.0000             8.528914E-06            -8.528914E-06
                 135.1800             8.540432E-06            -8.540432E-06
                 135.3600             8.551918E-06            -8.551918E-06
                 135.5400             8.563371E-06            -8.563371E-06
                 135.7200             8.574790E-06            -8.574790E-06
                 135.9000             8.586177E-06            -8.586177E-06
                 136.0800             8.597530E-06            -8.597530E-06
                 136.2600             8.608850E-06            -8.608850E-06
                 136.4400             8.620137E-06            -8.620137E-06
                 136.6200             8.631390E-06            -8.631390E-06
                 136.8000             8.642609E-06            -8.642609E-06
                 136.9800             8.653795E-06            -8.653795E-06
                 137.1600             8.664947E-06            -8.664947E-06
                 137.3400             8.676065E-06            -8.676065E-06
                 137.5200             8.687149E-06            -8.687149E-06
                 137.7000             8.698199E-06            -8.698199E-06
                 137.8800             8.709215E-06            -8.709215E-06
                 138.0600             8.720197E-06            -8.720197E-06
                 138.2400             8.731145E-06            -8.731145E-06
                 138.4200             8.742058E-06            -8.742058E-06
                 138.6000             8.752936E-06            -8.752936E-06
                 138.7800             8.763780E-06            -8.763780E-06
                 138.9600             8.774590E-06            -8.774590E-06
                 139.1400             8.785365E-06            -8.785365E-06
                 139.3200             8.796105E-06            -8.796105E-06
                 139.5000             8.806810E-06            -8.806810E-06
                 139.6800             8.817480E-06            -8.817480E-06
                 139.8600             8.828115E-06            -8.828115E-06
                 140.0400             8.838714E-06            -8.838714E-06
                 140.2200             8.849279E-06            -8.849279E-06
                 140.4000             8.859809E-06            -8.859809E-06
                 140.5800             8.870302E-06            -8.870302E-06
                 140.7600             8.880761E-06            -8.880761E-06
                 140.9400             8.891184E-06            -8.891184E-06
                 141.1200             8.901571E-06            -8.901571E-06
                 141.3000             8.911923E-06            -8.911923E-06
                 141.4800             8.922239E-06            -8.922239E-06
                 141.6600             8.932519E-06            -8.932519E-06
                 141.8400             8.942763E-06            -8.942763E-06
                 142.0200             8.952971E-06            -8.952971E-06
                 142.2000             8.963143E-06            -8.963143E-06
                 142.3800             8.973279E-06            -8.973279E-06
                 142.5600             8.983378E-06            -8.983378E-06
                 142.7400             8.993441E-06            -8.993441E-06
                 142.9200             9.003468E-06            -9.003468E-06
                 143.1000             9.013458E-06            -9.013458E-06
                 143.2800             9.023412E-06            -9.023412E-06
                 143.4600             9.033329E-06            -9.033329E-06
                 143.6400             9.043209E-06            -9.043209E-06
                 143.8200             9.053053E-06            -9.053053E-06
                 144.0000             9.062859E-06            -9.062859E-06
                 144.1800             9.072629E-06            -9.072629E-06
                 144.3600             9.082361E-06            -9.082361E-06
                 144.5400             9.092057E-06            -9.092057E-06
                 144.7200             9.101715E-06            -9.101715E-06
                 144.9000             9.111336E-06            -9.111336E-06
                 145.0800             9.120920E-06            -9.120920E-06
                 145.2600             9.130467E-06            -9.130467E-06
                 145.4400             9.139976E-06            -9.139976E-06
                 145.6200             9.149447E-06            -9.149447E-06
                 145.8000             9.158881E-06            -9.158881E-06
                 145.9800             9.168277E-06            -9.168277E-06
                 146.1600             9.177635E-06            -9.177635E-06
                 146.3400             9.186955E-06            -9.186955E-06
                 146.5200             9.196238E-06            -9.196238E-06
                 146.7000             9.205483E-06            -9.205483E-06
                 146.8800             9.214689E-06            -9.214689E-06
                 147.0600             9.223858E-06            -9.223858E-06
                 147.2400             9.232988E-06            -9.232988E-06
                 147.4200             9.242080E-06            -9.242080E-06
                 147.6000             9.251133E-06            -9.251133E-06
                 147.7800             9.260149E-06            -9.260149E-06
                 147.9600             9.269125E-06            -9.269125E-06
                 148.1400             9.278064E-06            -9.278064E-06
                 148.3200             9.286963E-06            -9.286963E-06
                 148.5000             9.295824E-06            -9.295824E-06
                 148.6800             9.304646E-06            -9.304646E-06
                 148.8600             9.313430E-06            -9.313430E-06
                 149.0400             9.322174E-06            -9.322174E-06
                 149.2200             9.330880E-06            -9.330880E-06
                 149.4000             9.339546E-06            -9.339546E-06
                 149.5800             9.348174E-06            -9.348174E-06
                 149.7600             9.356762E-06            -9.356762E-06
                 149.9400             9.365311E-06            -9.365311E-06
                 150.1200             9.373821E-06            -9.373821E-06
                 150.3000             9.382292E-06            -9.382292E-06
                 150.4800             9.390723E-06            -9.390723E-06
                 150.6600             9.399114E-06            -9.399114E-06
                 150.8400             9.407467E-06            -9.407467E-06
                 151.0200             9.415779E-06            -9.415779E-06
                 151.2000             9.424052E-06            -9.424052E-06
                 151.3800             9.432285E-06            -9.432285E-06
                 151.5600             9.440479E-06            -9.440479E-06
                 151.7400             9.448632E-06            -9.448632E-06
                 151.9200             9.456746E-06            -9.456746E-06
                 152.1000             9.464819E-06            -9.464819E-06
                 152.2800             9.472853E-06            -9.472853E-06
                 152.4600             9.480846E-06            -9.480846E-06
                 152.6400             9.488800E-06            -9.488800E-06
                 152.8200             9.496713E-06            -9.496713E-06
                 153.0000             9.504586E-06            -9.504586E-06
                 153.1800             9.512418E-06            -9.512418E-06
                 153.3600             9.520211E-06            -9.520211E-06
                 153.5400             9.527962E-06            -9.527962E-06
                 153.7200             9.535673E-06            -9.535673E-06
                 153.9000             9.543344E-06            -9.543344E-06
                 154.0800             9.550974E-06            -9.550974E-06
                 154.2600             9.558563E-06            -9.558563E-06
                 154.4400             9.566112E-06            -9.566112E-06
                 154.6200             9.573620E-06            -9.573620E-06
                 154.8000             9.581086E-06            -9.581086E-06
                 154.9800             9.588512E-06            -9.588512E-06
                 155.1600             9.595897E-06            -9.595897E-06
                 155.3400             9.603241E-06            -9.603241E-06
                 155.5200             9.610544E-06            -9.610544E-06
                 155.7000             9.617806E-06            -9.617806E-06
                 155.8800             9.625027E-06            -9.625027E-06
                 156.0600             9.632206E-06            -9.632206E-06
                 156.2400             9.639344E-06            -9.639344E-06
                 156.4200             9.646441E-06            -9.646441E-06
                 156.6000             9.653496E-06            -9.653496E-06
                 156.7800             9.660510E-06            -9.660510E-06
                 156.9600             9.667482E-06            -9.667482E-06
                 157.1400             9.674412E-06            -9.674412E-06
                 157.3200             9.681301E-06            -9.681301E-06
                 157.5000             9.688149E-06            -9.688149E-06
                 157.6800             9.694954E-06            -9.694954E-06
                 157.8600             9.701718E-06            -9.701718E-06
                 158.0400             9.708440E-06            -9.708440E-06
                 158.2200             9.715121E-06            -9.715121E-06
                 158.4000             9.721759E-06            -9.721759E-06
                 158.5800             9.728355E-06            -9.728355E-06
                 158.7600             9.734909E-06            -9.734909E-06
                 158.9400             9.741421E-06            -9.741421E-06
                 159.1200             9.747891E-06            -9.747891E-06
                 159.3000             9.754319E-06            -9.754319E-06
                 159.4800             9.760705E-06            -9.760705E-06
                 159.6600             9.767048E-06            -9.767048E-06
                 159.8400             9.773349E-06            -9.773349E-06
                 160.0200             9.779608E-06            -9.779608E-06
                 160.2000             9.785824E-06            -9.785824E-06
                 160.3800             9.791998E-06            -9.791998E-06
                 160.5600             9.798129E-06            -9.798129E-06
                 160.7400             9.804217E-06            -9.804217E-06
                 160.9200             9.810263E-06            -9.810263E-06
                 161.1000             9.816267E-06            -9.816267E-06
                 161.2800             9.822228E-06            -9.822228E-06
                 161.4600             9.828146E-06            -9.828146E-06
                 161.6400             9.834021E-06            -9.834021E-06
                 161.8200             9.839853E-06            -9.839853E-06
                 162.0000             9.845643E-06            -9.845643E-06
                 162.1800             9.851389E-06            -9.851389E-06
                 162.3600             9.857093E-06            -9.857093E-06
                 162.5400             9.862753E-06            -9.862753E-06
                 162.7200             9.868371E-06            -9.868371E-06
                 162.9000             9.873945E-06            -9.873945E-06
                 163.0800             9.879477E-06            -9.879477E-06
                 163.2600             9.884965E-06            -9.884965E-06
                 163.4400             9.890410E-06            -9.890410E-06
                 163.6200             9.895811E-06            -9.895811E-06
                 163.8000             9.901170E-06            -9.901170E-06
                 163.9800             9.906485E-06            -9.906485E-06
                 164.1600             9.911756E-06            -9.911756E-06
                 164.3400             9.916985E-06            -9.916985E-06
                 164.5200             9.922170E-06            -9.922170E-06
                 164.7000             9.927311E-06            -9.927311E-06
                 164.8800             9.932409E-06            -9.932409E-06
                 165.0600             9.937463E-06            -9.937463E-06
                 165.2400             9.942473E-06            -9.942473E-06
                 165.4200             9.947440E-06            -9.947440E-06
                 165.6000             9.952364E-06            -9.952364E-06
                 165.7800             9.957243E-06            -9.957243E-06
                 165.9600             9.962079E-06            -9.962079E-06
                 166.1400             9.966871E-06            -9.966871E-06
                 166.3200             9.971619E-06            -9.971619E-06
                 166.5000             9.976323E-06            -9.976323E-06
                 166.6800             9.980984E-06            -9.980984E-06
                 166.8600             9.985600E-06            -9.985600E-06
                 167.0400             9.990173E-06            -9.990173E-06
                 167.2200             9.994701E-06            -9.994701E-06
                 167.4000             9.999186E-06            -9.999186E-06
                 167.5800             1.000363E-05            -1.000363E-05
                 167.7600             1.000802E-05            -1.000802E-05
                 167.9400             1.001237E-05            -1.001237E-05
                 168.1200             1.001668E-05            -1.001668E-05
                 168.3000             1.002095E-05            -1.002095E-05
                 168.4800             1.002517E-05            -1.002517E-05
                 168.6600             1.002934E-05            -1.002934E-05
                 168.8400             1.003347E-05            -1.003347E-05
                 169.0200             1.003756E-05            -1.003756E-05
                 169.2000             1.004160E-05            -1.004160E-05
                 169.3800             1.004560E-05            -1.004560E-05
                 169.5600             1.004955E-05            -1.004955E-05
                 169.7400             1.005346E-05            -1.005346E-05
                 169.9200             1.005733E-05            -1.005733E-05
                 170.1000             1.006115E-05            -1.006115E-05
                 170.2800             1.006492E-05            -1.006492E-05
                 170.4600             1.006865E-05            -1.006865E-05
                 170.6400             1.007234E-05            -1.007234E-05
                 170.8200             1.007598E-05            -1.007598E-05
                 171.0000             1.007958E-05            -1.007958E-05
                 171.1800             1.008313E-05            -1.008313E-05
                 171.3600             1.008664E-05            -1.008664E-05
                 171.5400             1.009010E-05            -1.009010E-05
                 171.7200             1.009352E-05            -1.009352E-05
                 171.9000             1.009689E-05            -1.009689E-05
                 172.0800             1.010022E-05            -1.010022E-05
                 172.2600             1.010350E-05            -1.010350E-05
                 172.4400             1.010674E-05            -1.010674E-05
                 172.6200             1.010994E-05            -1.010994E-05
                 172.8000             1.011309E-05            -1.011309E-05
                 172.9800             1.011619E-05            -1.011619E-05
                 173.1600             1.011925E-05            -1.011925E-05
                 173.3400             1.012226E-05            -1.012226E-05
                 173.5200             1.012523E-05            -1.012523E-05
                 173.7000             1.012816E-05            -1.012816E-05
                 173.8800             1.013104E-05            -1.013104E-05
                 174.0600             1.013387E-05            -1.013387E-05
                 174.2400             1.013666E-05            -1.013666E-05
                 174.4200             1.013941E-05            -1.013941E-05
                 174.6000             1.014210E-05            -1.014210E-05
                 174.7800             1.014476E-05            -1.014476E-05
                 174.9600             1.014737E-05            -1.014737E-05
                 175.1400             1.014993E-05            -1.014993E-05
                 175.3200             1.015245E-05            -1.015245E-05
                 175.5000             1.015492E-05            -1.015492E-05
                 175.6800             1.015735E-05            -1.015735E-05
                 175.8600             1.015973E-05            -1.015973E-05
                 176.0400             1.016207E-05            -1.016207E-05
                 176.2200             1.016436E-05            -1.016436E-05
                 176.4000             1.016661E-05            -1.016661E-05
                 176.5800             1.016881E-05            -1.016881E-05
                 176.7600             1.017096E-05            -1.017096E-05
                 176.9400             1.017308E-05            -1.017308E-05
                 177.1200             1.017514E-05            -1.017514E-05
                 177.3000             1.017716E-05            -1.017716E-05
                 177.4800             1.017913E-05            -1.017913E-05
                 177.6600             1.018106E-05            -1.018106E-05
                 177.8400             1.018295E-05            -1.018295E-05
                 178.0200             1.018479E-05            -1.018479E-05
                 178.2000             1.018658E-05            -1.018658E-05
                 178.3800             1.018833E-05            -1.018833E-05
                 178.5600             1.019003E-05            -1.019003E-05
                 178.7400             1.019168E-05            -1.019168E-05
                 178.9200             1.019329E-05            -1.019329E-05
                 179.1000             1.019486E-05            -1.019486E-05
                 179.2800             1.019638E-05            -1.019638E-05
                 179.4600             1.019785E-05            -1.019785E-05
                 179.6400             1.019928E-05            -1.019928E-05
                 179.8200             1.020066E-05            -1.020066E-05
                 180.0000             1.020200E-05            -1.020200E-05
                 180.1800             1.020329E-05            -1.020329E-05
                 180.3600             1.020454E-05            -1.020454E-05
                 180.5400             1.020574E-05            -1.020574E-05
                 180.7200             1.020690E-05            -1.020690E-05
                 180.9000             1.020800E-05            -1.020800E-05
                 181.0800             1.020907E-05            -1.020907E-05
                 181.2600             1.021009E-05            -1.021009E-05
                 181.4400             1.021106E-05            -1.021106E-05
                 181.6200             1.021199E-05            -1.021199E-05
                 181.8000             1.021287E-05            -1.021287E-05
                 181.9800             1.021370E-05            -1.021370E-05
                 182.1600             1.021449E-05            -1.021449E-05
                 182.3400             1.021524E-05            -1.021524E-05
                 182.5200             1.021593E-05            -1.021593E-05
                 182.7000             1.021659E-05            -1.021659E-05
                 182.8800             1.021719E-05            -1.021719E-05
                 183.0600             1.021776E-05            -1.021776E-05
                 183.2400             1.021827E-05            -1.021827E-05
                 183.4200             1.021874E-05            -1.021874E-05
                 183.6000             1.021916E-05            -1.021916E-05
                 183.7800             1.021954E-05            -1.021954E-05
                 183.9600             1.021988E-05            -1.021988E-05
                 184.1400             1.022016E-05            -1.022016E-05
                 184.3200             1.022040E-05            -1.022040E-05
                 184.5000             1.022060E-05            -1.022060E-05
                 184.6800             1.022075E-05            -1.022075E-05
                 184.8600             1.022085E-05            -1.022085E-05
                 185.0400             1.022091E-05            -1.022091E-05
                 185.2200             1.022092E-05            -1.022092E-05
                 185.4000             1.022089E-05            -1.022089E-05
                 185.5800             1.022081E-05            -1.022081E-05
                 185.7600             1.022069E-05            -1.022069E-05
                 185.9400             1.022052E-05            -1.022052E-05
                 186.1200             1.022030E-05            -1.022030E-05
                 186.3000             1.022004E-05            -1.022004E-05
                 186.4800             1.021973E-05            -1.021973E-05
                 186.6600             1.021938E-05            -1.021938E-05
                 186.8400             1.021898E-05            -1.021898E-05
                 187.0200             1.021854E-05            -1.021854E-05
                 187.2000             1.021805E-05            -1.021805E-05
                 187.3800             1.021751E-05            -1.021751E-05
                 187.5600             1.021693E-05            -1.021693E-05
                 187.7400             1.021630E-05            -1.021630E-05
                 187.9200             1.021563E-05            -1.021563E-05
                 188.1000             1.021491E-05            -1.021491E-05
                 188.2800             1.021414E-05            -1.021414E-05
                 188.4600             1.021333E-05            -1.021333E-05
                 188.6400             1.021248E-05            -1.021248E-05
                 188.8200             1.021158E-05            -1.021158E-05
                 189.0000             1.021063E-05            -1.021063E-05
                 189.1800             1.020964E-05            -1.020964E-05
                 189.3600             1.020860E-05            -1.020860E-05
                 189.5400             1.020751E-05            -1.020751E-05
                 189.7200             1.020638E-05            -1.020638E-05
                 189.9000             1.020521E-05            -1.020521E-05
                 190.0800             1.020399E-05            -1.020399E-05
                 190.2600             1.020272E-05            -1.020272E-05
                 190.4400             1.020141E-05            -1.020141E-05
                 190.6200             1.020005E-05            -1.020005E-05
                 190.8000             1.019865E-05            -1.019865E-05
                 190.9800             1.019720E-05            -1.019720E-05
                 191.1600             1.019570E-05            -1.019570E-05
                 191.3400             1.019416E-05            -1.019416E-05
                 191.5200             1.019258E-05            -1.019258E-05
                 191.7000             1.019095E-05            -1.019095E-05
                 191.8800             1.018927E-05            -1.018927E-05
                 192.0600             1.018755E-05            -1.018755E-05
                 192.2400             1.018578E-05            -1.018578E-05
                 192.4200             1.018397E-05            -1.018397E-05
                 192.6000             1.018211E-05            -1.018211E-05
                 192.7800             1.018020E-05            -1.018020E-05
                 192.9600             1.017825E-05            -1.017825E-05
                 193.1400             1.017626E-05            -1.017626E-05
                 193.3200             1.017422E-05            -1.017422E-05
                 193.5000             1.017213E-05            -1.017213E-05
                 193.6800             1.017000E-05            -1.017000E-05
                 193.8600             1.016783E-05            -1.016783E-05
                 194.0400             1.016560E-05            -1.016560E-05
                 194.2200             1.016334E-05            -1.016334E-05
                 194.4000             1.016102E-05            -1.016102E-05
                 194.5800             1.015867E-05            -1.015867E-05
                 194.7600             1.015626E-05            -1.015626E-05
                 194.9400             1.015381E-05            -1.015381E-05
                 195.1200             1.015132E-05            -1.015132E-05
                 195.3000             1.014878E-05            -1.014878E-05
                 195.4800             1.014620E-05            -1.014620E-05
                 195.6600             1.014357E-05            -1.014357E-05
                 195.8400             1.014090E-05            -1.014090E-05
                 196.0200             1.013818E-05            -1.013818E-05
                 196.2000             1.013541E-05            -1.013541E-05
                 196.3800             1.013260E-05            -1.013260E-05
                 196.5600             1.012975E-05            -1.012975E-05
                 196.7400             1.012685E-05            -1.012685E-05
                 196.9200             1.012390E-05            -1.012390E-05
                 197.1000             1.012091E-05            -1.012091E-05
                 197.2800             1.011788E-05            -1.011788E-05
                 197.4600             1.011480E-05            -1.011480E-05
                 197.6400             1.011167E-05            -1.011167E-05
                 197.8200             1.010850E-05            -1.010850E-05
                 198.0000             1.010529E-05            -1.010529E-05
                 198.1800             1.010203E-05            -1.010203E-05
                 198.3600             1.009873E-05            -1.009873E-05
                 198.5400             1.009538E-05            -1.009538E-05
                 198.7200             1.009198E-05            -1.009198E-05
                 198.9000             1.008854E-05            -1.008854E-05
                 199.0800             1.008506E-05            -1.008506E-05
                 199.2600             1.008153E-05            -1.008153E-05
                 199.4400             1.007796E-05            -1.007796E-05
                 199.6200             1.007434E-05            -1.007434E-05
                 199.8000             1.007068E-05            -1.007068E-05
                 199.9800             1.006697E-05            -1.006697E-05
                 200.1600             1.006322E-05            -1.006322E-05
                 200.3400             1.005943E-05            -1.005943E-05
                 200.5200             1.005559E-05            -1.005559E-05
                 200.7000             1.005170E-05            -1.005170E-05
                 200.8800             1.004777E-05            -1.004777E-05
                 201.0600             1.004380E-05            -1.004380E-05
                 201.2400             1.003978E-05            -1.003978E-05
                 201.4200             1.003572E-05            -1.003572E-05
                 201.6000             1.003161E-05            -1.003161E-05
                 201.7800             1.002746E-05            -1.002746E-05
                 201.9600             1.002326E-05            -1.002326E-05
                 202.1400             1.001902E-05            -1.001902E-05
                 202.3200             1.001474E-05            -1.001474E-05
                 202.5000             1.001041E-05            -1.001041E-05
                 202.6800             1.000604E-05            -1.000604E-05
                 202.8600             1.000162E-05            -1.000162E-05
                 203.0400             9.997159E-06            -9.997159E-06
                 203.2200             9.992654E-06            -9.992654E-06
                 203.4000             9.988105E-06            -9.988105E-06
                 203.5800             9.983512E-06            -9.983512E-06
                 203.7600             9.978875E-06            -9.978875E-06
                 203.9400             9.974194E-06            -9.974194E-06
                 204.1200             9.969469E-06            -9.969469E-06
                 204.3000             9.964700E-06            -9.964700E-06
                 204.4800             9.959887E-06            -9.959887E-06
                 204.6600             9.955031E-06            -9.955031E-06
                 204.8400             9.950131E-06            -9.950131E-06
                 205.0200             9.945187E-06            -9.945187E-06
                 205.2000             9.940199E-06            -9.940199E-06
                 205.3800             9.935168E-06            -9.935168E-06
                 205.5600             9.930093E-06            -9.930093E-06
                 205.7400             9.924975E-06            -9.924975E-06
                 205.9200             9.919813E-06            -9.919813E-06
                 206.1000             9.914607E-06            -9.914607E-06
                 206.2800             9.909358E-06            -9.909358E-06
                 206.4600             9.904066E-06            -9.904066E-06
                 206.6400             9.898730E-06            -9.898730E-06
                 206.8200             9.893351E-06            -9.893351E-06
                 207.0000             9.887929E-06            -9.887929E-06
                 207.1800             9.882463E-06            -9.882463E-06
                 207.3600             9.876954E-06            -9.876954E-06
                 207.5400             9.871402E-06            -9.871402E-06
                 207.7200             9.865807E-06            -9.865807E-06
                 207.9000             9.860168E-06            -9.860168E-06
                 208.0800             9.854487E-06            -9.854487E-06
