                   Degree                dmdtheta1                dedtheta1                dvdtheta1
                   0.0000            -4.119216E-09            -1.771792E-03             1.687538E-08
                   0.1800            -2.621485E-05            -1.138365E+01             1.530650E-08
                   0.3600            -2.617872E-05            -1.139444E+01             1.379477E-08
                   0.5400            -2.614997E-05            -1.139744E+01             1.234003E-08
                   0.7200            -2.612654E-05            -1.139626E+01             1.094235E-08
                   0.9000            -2.610716E-05            -1.139302E+01             9.601763E-09
                   1.0800            -2.609106E-05            -1.138898E+01             8.318251E-09
                   1.2600            -2.607772E-05            -1.138485E+01             7.091855E-09
                   1.4400            -2.606682E-05            -1.138103E+01             5.922565E-09
                   1.6200            -2.605810E-05            -1.137773E+01             4.810430E-09
                   1.8000            -2.605138E-05            -1.137505E+01             3.755436E-09
                   1.9800            -2.604651E-05            -1.137305E+01             2.757605E-09
                   2.1600            -2.604335E-05            -1.137173E+01             1.816955E-09
                   2.3400            -2.604179E-05            -1.137106E+01             9.334895E-10
                   2.5200            -2.604171E-05            -1.137104E+01             1.072292E-10
                   2.7000            -2.604300E-05            -1.137161E+01            -6.618297E-10
                   2.8800            -2.604556E-05            -1.137275E+01            -1.373678E-09
                   3.0600            -2.604929E-05            -1.137440E+01            -2.028297E-09
                   3.2400            -2.605407E-05            -1.137653E+01            -2.625690E-09
                   3.4200            -2.605982E-05            -1.137909E+01            -3.165846E-09
                   3.6000            -2.606643E-05            -1.138204E+01            -3.648757E-09
                   3.7800            -2.607379E-05            -1.138533E+01            -4.074428E-09
                   3.9600            -2.608181E-05            -1.138891E+01            -4.442850E-09
                   4.1400            -2.609038E-05            -1.139275E+01            -4.754022E-09
                   4.3200            -2.609941E-05            -1.139679E+01            -5.007941E-09
                   4.5000            -2.610879E-05            -1.140100E+01            -5.204611E-09
                   4.6800            -2.611841E-05            -1.140531E+01            -5.344028E-09
                   4.8600            -2.612819E-05            -1.140970E+01            -5.426196E-09
                   5.0400            -2.613801E-05            -1.141411E+01            -5.451112E-09
                   5.2200            -2.614777E-05            -1.141849E+01            -5.418788E-09
                   5.4000            -2.615737E-05            -1.142281E+01            -5.329219E-09
                   5.5800            -2.616670E-05            -1.142701E+01            -5.182413E-09
                   5.7600            -2.617567E-05            -1.143104E+01            -4.978380E-09
                   5.9400            -2.618416E-05            -1.143487E+01            -4.717123E-09
                   6.1200            -2.619208E-05            -1.143844E+01            -4.398649E-09
                   6.3000            -2.619932E-05            -1.144170E+01            -4.022966E-09
                   6.4800            -2.620577E-05            -1.144462E+01            -3.590085E-09
                   6.6600            -2.621133E-05            -1.144713E+01            -3.100015E-09
                   6.8400            -2.621590E-05            -1.144920E+01            -2.552768E-09
                   7.0200            -2.621936E-05            -1.145078E+01            -1.948358E-09
                   7.2000            -2.622162E-05            -1.145182E+01            -1.286794E-09
                   7.3800            -2.622258E-05            -1.145228E+01            -5.680897E-10
                   7.5600            -2.622212E-05            -1.145210E+01             2.077388E-10
                   7.7400            -2.622014E-05            -1.145124E+01             1.040674E-09
                   7.9200            -2.621654E-05            -1.144965E+01             1.930704E-09
                   8.1000            -2.621122E-05            -1.144730E+01             2.877808E-09
                   8.2800            -2.620408E-05            -1.144412E+01             3.881968E-09
                   8.4600            -2.619502E-05            -1.144009E+01             4.943168E-09
                   8.6400            -2.618393E-05            -1.143514E+01             6.061384E-09
                   8.8200            -2.617072E-05            -1.142925E+01             7.236601E-09
                   9.0000            -2.615529E-05            -1.142236E+01             8.468791E-09
                   9.1800            -2.613754E-05            -1.141443E+01             9.757934E-09
                   9.3600            -2.611739E-05            -1.140542E+01             1.110401E-08
                   9.5400            -2.609473E-05            -1.139529E+01             1.250699E-08
                   9.7200            -2.606949E-05            -1.138400E+01             1.396685E-08
                   9.9000            -2.604157E-05            -1.137151E+01             1.548356E-08
                  10.0800            -2.601089E-05            -1.135778E+01             1.705710E-08
                  10.2600            -2.597736E-05            -1.134278E+01             1.868745E-08
                  10.4400            -2.594091E-05            -1.132646E+01             2.037456E-08
                  10.6200            -2.590146E-05            -1.130881E+01             2.211842E-08
                  10.8000            -2.585894E-05            -1.128977E+01             2.391898E-08
                  10.9800            -2.581327E-05            -1.126933E+01             2.577623E-08
                  11.1600            -2.576440E-05            -1.124745E+01             2.769013E-08
                  11.3400            -2.571225E-05            -1.122411E+01             2.966064E-08
                  11.5200            -2.565677E-05            -1.119928E+01             3.168773E-08
                  11.7000            -2.559791E-05            -1.117293E+01             3.377137E-08
                  11.8800            -2.553561E-05            -1.114505E+01             3.591152E-08
                  12.0600            -2.546983E-05            -1.111562E+01             3.810815E-08
                  12.2400            -2.540052E-05            -1.108461E+01             4.036122E-08
                  12.4200            -2.532766E-05            -1.105201E+01             4.267068E-08
                  12.6000            -2.525121E-05            -1.101781E+01             4.503651E-08
                  12.7800            -2.517114E-05            -1.098200E+01             4.745866E-08
                  12.9600            -2.508743E-05            -1.094457E+01             4.993709E-08
                  13.1400            -2.500006E-05            -1.090551E+01             5.247175E-08
                  13.3200            -2.490902E-05            -1.086482E+01             5.506262E-08
                  13.5000            -2.481431E-05            -1.082249E+01             5.770964E-08
                  13.6800            -2.471593E-05            -1.077853E+01             6.041277E-08
                  13.8600            -2.461387E-05            -1.073294E+01             6.317197E-08
                  14.0400            -2.450815E-05            -1.068573E+01             6.598718E-08
                  14.2200            -2.439879E-05            -1.063690E+01             6.885837E-08
                  14.4000            -2.428580E-05            -1.058647E+01             7.178549E-08
                  14.5800            -2.416921E-05            -1.053445E+01             7.476848E-08
                  14.7600            -2.404905E-05            -1.048084E+01             7.780731E-08
                  14.9400            -2.392535E-05            -1.042568E+01             8.090191E-08
                  15.1200            -2.379816E-05            -1.036898E+01             8.405224E-08
                  15.3000            -2.366753E-05            -1.031076E+01             8.725825E-08
                  15.4800            -2.353349E-05            -1.025105E+01             9.051988E-08
                  15.6600            -2.339612E-05            -1.018987E+01             9.383709E-08
                  15.8400            -2.325547E-05            -1.012725E+01             9.720981E-08
                  16.0200            -2.311160E-05            -1.006323E+01             1.006380E-07
                  16.2000            -2.296459E-05            -9.997825E+00             1.041216E-07
                  16.3800            -2.281450E-05            -9.931081E+00             1.076605E-07
                  16.5600            -2.266141E-05            -9.863030E+00             1.112548E-07
                  16.7400            -2.250541E-05            -9.793711E+00             1.149043E-07
                  16.9200            -2.234657E-05            -9.723161E+00             1.186089E-07
                  17.1000            -2.218500E-05            -9.651421E+00             1.223687E-07
                  17.2800            -2.202076E-05            -9.578533E+00             1.261836E-07
                  17.4600            -2.185397E-05            -9.504540E+00             1.300534E-07
                  17.6400            -2.168471E-05            -9.429484E+00             1.339782E-07
                  17.8200            -2.151308E-05            -9.353411E+00             1.379578E-07
                  18.0000            -2.133919E-05            -9.276366E+00             1.419923E-07
                  18.1800            -2.116313E-05            -9.198397E+00             1.460815E-07
                  18.3600            -2.098501E-05            -9.119548E+00             1.502253E-07
                  18.5400            -2.080493E-05            -9.039869E+00             1.544238E-07
                  18.7200            -2.062301E-05            -8.959407E+00             1.586769E-07
                  18.9000            -2.043934E-05            -8.878210E+00             1.629844E-07
                  19.0800            -2.025403E-05            -8.796327E+00             1.673463E-07
                  19.2600            -2.006720E-05            -8.713806E+00             1.717626E-07
                  19.4400            -1.987895E-05            -8.630694E+00             1.762332E-07
                  19.6200            -1.968939E-05            -8.547042E+00             1.807579E-07
                  19.8000            -1.949862E-05            -8.462896E+00             1.853368E-07
                  19.9800            -1.930676E-05            -8.378304E+00             1.899697E-07
                  20.1600            -1.911391E-05            -8.293314E+00             1.946567E-07
                  20.3400            -1.892017E-05            -8.207972E+00             1.993975E-07
                  20.5200            -1.872566E-05            -8.122326E+00             2.041922E-07
                  20.7000            -1.853046E-05            -8.036420E+00             2.090407E-07
                  20.8800            -1.833470E-05            -7.950299E+00             2.139428E-07
                  21.0600            -1.813846E-05            -7.864008E+00             2.188986E-07
                  21.2400            -1.794185E-05            -7.777590E+00             2.239079E-07
                  21.4200            -1.774497E-05            -7.691088E+00             2.289706E-07
                  21.6000            -1.754790E-05            -7.604543E+00             2.340868E-07
                  21.7800            -1.735074E-05            -7.517995E+00             2.392562E-07
                  21.9600            -1.715358E-05            -7.431484E+00             2.444789E-07
                  22.1400            -1.695651E-05            -7.345049E+00             2.497546E-07
                  22.3200            -1.675962E-05            -7.258727E+00             2.550835E-07
                  22.5000            -1.656299E-05            -7.172554E+00             2.604653E-07
                  22.6800            -1.636670E-05            -7.086565E+00             2.659000E-07
                  22.8600            -1.617083E-05            -7.000794E+00             2.713876E-07
                  23.0400            -1.597545E-05            -6.915274E+00             2.769278E-07
                  23.2200            -1.578065E-05            -6.830036E+00             2.825207E-07
                  23.4000            -1.558648E-05            -6.745111E+00             2.881661E-07
                  23.5800            -1.539302E-05            -6.660527E+00             2.938640E-07
                  23.7600            -1.520034E-05            -6.576312E+00             2.996143E-07
                  23.9400            -1.500849E-05            -6.492493E+00             3.054169E-07
                  24.1200            -1.481754E-05            -6.409096E+00             3.112717E-07
                  24.3000            -1.462753E-05            -6.326143E+00             3.171786E-07
                  24.4800            -1.443854E-05            -6.243660E+00             3.231375E-07
                  24.6600            -1.425060E-05            -6.161666E+00             3.291483E-07
                  24.8400            -1.406377E-05            -6.080183E+00             3.352110E-07
                  25.0200            -1.387810E-05            -5.999230E+00             3.413255E-07
                  25.2000            -1.369362E-05            -5.918826E+00             3.474916E-07
                  25.3800            -1.351038E-05            -5.838987E+00             3.537092E-07
                  25.5600            -1.332842E-05            -5.759730E+00             3.599783E-07
                  25.7400            -1.314777E-05            -5.681069E+00             3.662988E-07
                  25.9200            -1.296847E-05            -5.603018E+00             3.726706E-07
                  26.1000            -1.279055E-05            -5.525591E+00             3.790936E-07
                  26.2800            -1.261404E-05            -5.448799E+00             3.855676E-07
                  26.4600            -1.243896E-05            -5.372653E+00             3.920927E-07
                  26.6400            -1.226535E-05            -5.297162E+00             3.986686E-07
                  26.8200            -1.209321E-05            -5.222337E+00             4.052953E-07
                  27.0000            -1.192258E-05            -5.148184E+00             4.119727E-07
                  27.1800            -1.175346E-05            -5.074711E+00             4.187007E-07
                  27.3600            -1.158589E-05            -5.001924E+00             4.254792E-07
                  27.5400            -1.141986E-05            -4.929829E+00             4.323081E-07
                  27.7200            -1.125540E-05            -4.858431E+00             4.391873E-07
                  27.9000            -1.109252E-05            -4.787733E+00             4.461166E-07
                  28.0800            -1.093121E-05            -4.717739E+00             4.530961E-07
                  28.2600            -1.077150E-05            -4.648451E+00             4.601255E-07
                  28.4400            -1.061339E-05            -4.579871E+00             4.672048E-07
                  28.6200            -1.045687E-05            -4.512000E+00             4.743338E-07
                  28.8000            -1.030196E-05            -4.444838E+00             4.815126E-07
                  28.9800            -1.014866E-05            -4.378386E+00             4.887408E-07
                  29.1600            -9.996957E-06            -4.312643E+00             4.960186E-07
                  29.3400            -9.846860E-06            -4.247608E+00             5.033457E-07
                  29.5200            -9.698364E-06            -4.183279E+00             5.107220E-07
                  29.7000            -9.551465E-06            -4.119654E+00             5.181474E-07
                  29.8800            -9.406158E-06            -4.056729E+00             5.256219E-07
                  30.0600            -9.262437E-06            -3.994503E+00             5.331453E-07
                  30.2400            -9.120296E-06            -3.932971E+00             5.407174E-07
                  30.4200            -8.979725E-06            -3.872130E+00             5.483383E-07
                  30.6000            -8.840717E-06            -3.811974E+00             5.560077E-07
                  30.7800            -8.703260E-06            -3.752500E+00             5.637256E-07
                  30.9600            -8.567345E-06            -3.693702E+00             5.714919E-07
                  31.1400            -8.432961E-06            -3.635575E+00             5.793064E-07
                  31.3200            -8.300093E-06            -3.578112E+00             5.871690E-07
                  31.5000            -8.168731E-06            -3.521309E+00             5.950796E-07
                  31.6800            -8.038859E-06            -3.465158E+00             6.030381E-07
                  31.8600            -7.910464E-06            -3.409654E+00             6.110444E-07
                  32.0400            -7.783532E-06            -3.354789E+00             6.190983E-07
                  32.2200            -7.658045E-06            -3.300556E+00             6.271999E-07
                  32.4000            -7.533989E-06            -3.246948E+00             6.353488E-07
                  32.5800            -7.411347E-06            -3.193958E+00             6.435450E-07
                  32.7600            -7.290102E-06            -3.141578E+00             6.517885E-07
                  32.9400            -7.170237E-06            -3.089800E+00             6.600790E-07
                  33.1200            -7.051734E-06            -3.038616E+00             6.684164E-07
                  33.3000            -6.934574E-06            -2.988018E+00             6.768008E-07
                  33.4800            -6.818740E-06            -2.937998E+00             6.852318E-07
                  33.6600            -6.704212E-06            -2.888547E+00             6.937094E-07
                  33.8400            -6.590971E-06            -2.839657E+00             7.022335E-07
                  34.0200            -6.478998E-06            -2.791319E+00             7.108039E-07
                  34.2000            -6.368272E-06            -2.743524E+00             7.194206E-07
                  34.3800            -6.258775E-06            -2.696264E+00             7.280834E-07
                  34.5600            -6.150485E-06            -2.649530E+00             7.367921E-07
                  34.7400            -6.043381E-06            -2.603311E+00             7.455467E-07
                  34.9200            -5.937445E-06            -2.557601E+00             7.543471E-07
                  35.1000            -5.832653E-06            -2.512388E+00             7.631931E-07
                  35.2800            -5.728986E-06            -2.467664E+00             7.720845E-07
                  35.4600            -5.626422E-06            -2.423419E+00             7.810213E-07
                  35.6400            -5.524939E-06            -2.379644E+00             7.900034E-07
                  35.8200            -5.424515E-06            -2.336329E+00             7.990305E-07
                  36.0000            -5.325130E-06            -2.293466E+00             8.081027E-07
                  36.1800            -5.226760E-06            -2.251043E+00             8.172196E-07
                  36.3600            -5.129384E-06            -2.209052E+00             8.263813E-07
                  36.5400            -5.032978E-06            -2.167483E+00             8.355876E-07
                  36.7200            -4.937521E-06            -2.126325E+00             8.448384E-07
                  36.9000            -4.842990E-06            -2.085569E+00             8.541335E-07
                  37.0800            -4.749362E-06            -2.045204E+00             8.634728E-07
                  37.2600            -4.656613E-06            -2.005222E+00             8.728562E-07
                  37.4400            -4.564720E-06            -1.965610E+00             8.822835E-07
                  37.6200            -4.473659E-06            -1.926360E+00             8.917547E-07
                  37.8000            -4.383407E-06            -1.887461E+00             9.012695E-07
                  37.9800            -4.293940E-06            -1.848902E+00             9.108279E-07
                  38.1600            -4.205232E-06            -1.810672E+00             9.204297E-07
                  38.3400            -4.117260E-06            -1.772761E+00             9.300747E-07
                  38.5200            -4.029997E-06            -1.735158E+00             9.397630E-07
                  38.7000            -3.943419E-06            -1.697852E+00             9.494942E-07
                  38.8800            -3.857500E-06            -1.660831E+00             9.592683E-07
                  39.0600            -3.772213E-06            -1.624085E+00             9.690852E-07
                  39.2400            -3.687531E-06            -1.587601E+00             9.789447E-07
                  39.4200            -3.603426E-06            -1.551367E+00             9.888467E-07
                  39.6000            -3.519871E-06            -1.515372E+00             9.987910E-07
                  39.7800            -3.436837E-06            -1.479602E+00             1.008777E-06
                  39.9600            -3.354293E-06            -1.444046E+00             1.018806E-06
                  40.1400            -3.272209E-06            -1.408688E+00             1.028877E-06
                  40.3200            -3.190554E-06            -1.373517E+00             1.038989E-06
                  40.5000            -3.109295E-06            -1.338518E+00             1.049143E-06
                  40.6800            -3.028397E-06            -1.303675E+00             1.059338E-06
                  40.8600            -2.947825E-06            -1.268975E+00             1.069575E-06
                  41.0400            -2.867541E-06            -1.234399E+00             1.079853E-06
                  41.2200            -2.787508E-06            -1.199933E+00             1.090172E-06
                  41.4000            -2.707682E-06            -1.165557E+00             1.100533E-06
                  41.5800            -2.628021E-06            -1.131253E+00             1.110934E-06
                  41.7600            -2.548478E-06            -1.097001E+00             1.121375E-06
                  41.9400            -2.469003E-06            -1.062780E+00             1.131857E-06
                  42.1200            -2.389542E-06            -1.028565E+00             1.142380E-06
                  42.3000            -2.310038E-06            -9.943329E-01             1.152943E-06
                  42.4800            -2.230427E-06            -9.600557E-01             1.163546E-06
                  42.6600            -2.150639E-06            -9.257035E-01             1.174189E-06
                  42.8400            -2.070599E-06            -8.912434E-01             1.184872E-06
                  43.0200            -1.990221E-06            -8.566388E-01             1.195594E-06
                  43.2000            -1.909410E-06            -8.218483E-01             1.206356E-06
                  43.3800            -1.828056E-06            -7.868254E-01             1.217157E-06
                  43.5600            -1.746036E-06            -7.515165E-01             1.227998E-06
                  43.7400            -1.663206E-06            -7.158598E-01             1.238878E-06
                  43.9200            -1.579398E-06            -6.797827E-01             1.249797E-06
                  44.1000            -1.494411E-06            -6.431987E-01             1.260754E-06
                  44.2800            -1.408002E-06            -6.060035E-01             1.271750E-06
                  44.4600            -1.319871E-06            -5.680683E-01             1.282785E-06
                  44.6400            -1.229643E-06            -5.292307E-01             1.293858E-06
                  44.8200            -1.136828E-06            -4.892807E-01             1.304970E-06
                  45.0000            -1.040774E-06            -4.479370E-01             1.316119E-06
                  45.1800            -9.405697E-07            -4.048077E-01             1.327307E-06
                  45.3600            -8.348734E-07            -3.593154E-01             1.338532E-06
                  45.5400            -7.215558E-07            -3.105437E-01             1.349795E-06
                  45.7200            -5.968341E-07            -2.568645E-01             1.361095E-06
                  45.9000            -4.525894E-07            -1.947838E-01             1.372433E-06
                  46.0800            -2.622291E-07            -1.128568E-01             1.383808E-06
                  46.2600             4.051348E-07             1.742600E-01             1.395220E-06
                  46.4400             1.098229E-06             4.723797E-01             1.406669E-06
                  46.6200             1.491829E-06             6.416780E-01             1.418154E-06
                  46.8000             1.628909E-06             7.006399E-01             1.429677E-06
                  46.9800             1.662652E-06             7.151539E-01             1.441235E-06
                  47.1600             1.677716E-06             7.216333E-01             1.452830E-06
                  47.3400             1.691208E-06             7.274368E-01             1.464462E-06
                  47.5200             1.704673E-06             7.332283E-01             1.476129E-06
                  47.7000             1.718177E-06             7.390368E-01             1.487832E-06
                  47.8800             1.731722E-06             7.448630E-01             1.499571E-06
                  48.0600             1.745308E-06             7.507066E-01             1.511345E-06
                  48.2400             1.758935E-06             7.565677E-01             1.523155E-06
                  48.4200             1.772601E-06             7.624461E-01             1.535000E-06
                  48.6000             1.786308E-06             7.683419E-01             1.546880E-06
                  48.7800             1.800055E-06             7.742548E-01             1.558795E-06
                  48.9600             1.813842E-06             7.801848E-01             1.570745E-06
                  49.1400             1.827668E-06             7.861319E-01             1.582730E-06
                  49.3200             1.841534E-06             7.920960E-01             1.594749E-06
                  49.5000             1.855439E-06             7.980769E-01             1.606802E-06
                  49.6800             1.869383E-06             8.040747E-01             1.618890E-06
                  49.8600             1.883366E-06             8.100892E-01             1.631012E-06
                  50.0400             1.897388E-06             8.161204E-01             1.643167E-06
                  50.2200             1.911448E-06             8.221681E-01             1.655356E-06
