                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661093E+05             2.663198E+05             2.660950E+05             1.622663E+05             1.598738E+05             3.604029E+05
                   0.1800             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661093E+05             2.663198E+05             2.660950E+05             1.623177E+05             1.599252E+05             3.604975E+05
                   0.3600             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661093E+05             2.663198E+05             2.660950E+05             1.623641E+05             1.599716E+05             3.605851E+05
                   0.5400             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661093E+05             2.663198E+05             2.660950E+05             1.624072E+05             1.600147E+05             3.606664E+05
                   0.7200             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661093E+05             2.663198E+05             2.660950E+05             1.624469E+05             1.600544E+05             3.607414E+05
                   0.9000             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661093E+05             2.663197E+05             2.660950E+05             1.624833E+05             1.600908E+05             3.608101E+05
                   1.0800             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661092E+05             2.663197E+05             2.660950E+05             1.625164E+05             1.601239E+05             3.608725E+05
                   1.2600             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661092E+05             2.663197E+05             2.660950E+05             1.625462E+05             1.601537E+05             3.609288E+05
                   1.4400             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661092E+05             2.663197E+05             2.660950E+05             1.625727E+05             1.601802E+05             3.609788E+05
                   1.6200             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661092E+05             2.663197E+05             2.660950E+05             1.625960E+05             1.602035E+05             3.610228E+05
                   1.8000             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661092E+05             2.663197E+05             2.660950E+05             1.626161E+05             1.602236E+05             3.610607E+05
                   1.9800             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661092E+05             2.663197E+05             2.660950E+05             1.626329E+05             1.602404E+05             3.610925E+05
                   2.1600             2.640104E+05             2.645159E+05             2.645152E+05             2.637027E+05             2.661092E+05             2.663197E+05             2.660950E+05             1.626467E+05             1.602542E+05             3.611184E+05
