                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             3.284577E-05             1.014823E+02             3.275135E+02             3.599987E+05             1.079572E+00             4.540028E+05             3.974626E+03             1.983840E-05             1.007681E+03             2.839850E-02             3.545939E-05             0.000000E+00             0.000000E+00
                   0.1800             3.284572E-05             1.013812E+02             3.274484E+02             3.599522E+05             1.078712E+00             4.539375E+05             3.974712E+03             1.983537E-05             1.007676E+03             2.839377E-02             3.543130E-05             0.000000E+00             0.000000E+00
                   0.3600             3.284566E-05             1.012880E+02             3.273881E+02             3.599091E+05             1.077919E+00             4.538769E+05             3.974791E+03             1.983256E-05             1.007671E+03             2.838939E-02             3.540516E-05             0.000000E+00             0.000000E+00
                   0.5400             3.284559E-05             1.012017E+02             3.273325E+02             3.598693E+05             1.077183E+00             4.538210E+05             3.974865E+03             1.982996E-05             1.007667E+03             2.838536E-02             3.538092E-05             0.000000E+00             0.000000E+00
                   0.7200             3.284552E-05             1.011222E+02             3.272815E+02             3.598329E+05             1.076506E+00             4.537698E+05             3.974934E+03             1.982759E-05             1.007663E+03             2.838166E-02             3.535857E-05             0.000000E+00             0.000000E+00
                   0.9000             3.284544E-05             1.010497E+02             3.272352E+02             3.597998E+05             1.075886E+00             4.537233E+05             3.974998E+03             1.982543E-05             1.007659E+03             2.837829E-02             3.533810E-05             0.000000E+00             0.000000E+00
                   1.0800             3.284536E-05             1.009839E+02             3.271936E+02             3.597701E+05             1.075323E+00             4.536815E+05             3.975057E+03             1.982348E-05             1.007656E+03             2.837527E-02             3.531951E-05             0.000000E+00             0.000000E+00
                   1.2600             3.284527E-05             1.009250E+02             3.271565E+02             3.597436E+05             1.074817E+00             4.536442E+05             3.975110E+03             1.982175E-05             1.007653E+03             2.837258E-02             3.530279E-05             0.000000E+00             0.000000E+00
                   1.4400             3.284517E-05             1.008728E+02             3.271241E+02             3.597205E+05             1.074368E+00             4.536117E+05             3.975159E+03             1.982024E-05             1.007650E+03             2.837022E-02             3.528792E-05             0.000000E+00             0.000000E+00
                   1.6200             3.284507E-05             1.008274E+02             3.270963E+02             3.597006E+05             1.073976E+00             4.535837E+05             3.975203E+03             1.981894E-05             1.007648E+03             2.836820E-02             3.527491E-05             0.000000E+00             0.000000E+00
                   1.8000             3.284496E-05             1.007886E+02             3.270730E+02             3.596841E+05             1.073640E+00             4.535603E+05             3.975242E+03             1.981785E-05             1.007646E+03             2.836650E-02             3.526373E-05             0.000000E+00             0.000000E+00
                   1.9800             3.284485E-05             1.007565E+02             3.270542E+02             3.596707E+05             1.073359E+00             4.535415E+05             3.975276E+03             1.981698E-05             1.007645E+03             2.836514E-02             3.525439E-05             0.000000E+00             0.000000E+00
                   2.1600             3.284472E-05             1.007310E+02             3.270400E+02             3.596606E+05             1.073134E+00             4.535271E+05             3.975305E+03             1.981631E-05             1.007644E+03             2.836410E-02             3.524685E-05             0.000000E+00             0.000000E+00
