                   Degree              Press.Ratio   Mass_leak_rad_ro[kg/s]      Mass_leak_vef[kg/s]       Mass_leak_vs[kg/s]      Mass_leak_ref[kg/s]    Mass_leak_total[kg/s]
                   0.0000             1.007864E+00             1.203566E-05             7.745355E-06             0.000000E+00             0.000000E+00             1.978102E-05
                   0.1800             1.068906E+00             1.182605E-06             1.025099E-05             0.000000E+00             8.079208E-09             1.144168E-05
                   0.3600             1.068048E+00             6.524520E-07             1.021168E-05             0.000000E+00             1.560350E-08             1.087974E-05
                   0.5400             1.067168E+00             2.968123E-07             1.017315E-05             0.000000E+00             2.259142E-08             1.049255E-05
                   0.7200             1.066310E+00             2.414438E-07             1.013887E-05             0.000000E+00             2.909102E-08             1.040941E-05
                   0.9000             1.065499E+00             7.794380E-08             1.010633E-05             0.000000E+00             3.516305E-08             1.021944E-05
                   1.0800             1.064750E+00             5.757096E-09             1.007575E-05             0.000000E+00             4.087581E-08             1.012239E-05
                   1.2600             1.064072E+00             6.240159E-08             1.004726E-05             0.000000E+00             4.629998E-08             1.015597E-05
                   1.4400             1.063468E+00             6.228600E-08             1.002378E-05             0.000000E+00             5.150563E-08             1.013757E-05
                   1.6200             1.062942E+00             6.218507E-08             1.000249E-05             0.000000E+00             5.656308E-08             1.012124E-05
                   1.8000             1.062494E+00             6.209893E-08             9.983427E-06             0.000000E+00             6.154139E-08             1.010707E-05
                   1.9800             1.062123E+00             6.202755E-08             9.969413E-06             0.000000E+00             6.650820E-08             1.009795E-05
                   2.1600             1.061830E+00             6.197083E-08             9.960439E-06             0.000000E+00             7.152921E-08             1.009394E-05
                   2.3400             1.061614E+00             6.192860E-08             9.950821E-06             0.000000E+00             7.666732E-08             1.008942E-05
                   2.5200             1.061471E+00             6.190045E-08             9.948996E-06             0.000000E+00             8.198072E-08             1.009288E-05
                   2.7000             1.061399E+00             6.188562E-08             9.946376E-06             0.000000E+00             8.751616E-08             1.009578E-05
                   2.8800             1.061384E+00             6.188174E-08             9.948280E-06             0.000000E+00             9.327804E-08             1.010344E-05
                   3.0600             1.061395E+00             6.188234E-08             9.950970E-06             0.000000E+00             9.915499E-08             1.011201E-05
                   3.2400             1.061412E+00             6.188377E-08             9.953934E-06             0.000000E+00             1.050724E-07             1.012089E-05
                   3.4200             1.061435E+00             6.188580E-08             9.957138E-06             0.000000E+00             1.110280E-07             1.013005E-05
                   3.6000             1.061462E+00             6.188839E-08             9.963404E-06             0.000000E+00             1.170237E-07             1.014232E-05
                   3.7800             1.061494E+00             6.189145E-08             9.967065E-06             0.000000E+00             1.230605E-07             1.015202E-05
                   3.9600             1.061530E+00             6.189494E-08             9.970943E-06             0.000000E+00             1.291391E-07             1.016198E-05
                   4.1400             1.061569E+00             6.189881E-08             9.975030E-06             0.000000E+00             1.352596E-07             1.017219E-05
                   4.3200             1.061611E+00             6.190302E-08             9.979321E-06             0.000000E+00             1.414214E-07             1.018264E-05
                   4.5000             1.061656E+00             6.190749E-08             9.986642E-06             0.000000E+00             1.476235E-07             1.019617E-05
                   4.6800             1.061702E+00             6.191216E-08             9.991315E-06             0.000000E+00             1.538641E-07             1.020709E-05
                   4.8600             1.061750E+00             6.191699E-08             9.996168E-06             0.000000E+00             1.601410E-07             1.021823E-05
                   5.0400             1.061799E+00             6.192192E-08             1.000403E-05             0.000000E+00             1.664514E-07             1.023241E-05
                   5.2200             1.061848E+00             6.192691E-08             1.000922E-05             0.000000E+00             1.727919E-07             1.024394E-05
                   5.4000             1.061897E+00             6.193186E-08             1.001457E-05             0.000000E+00             1.791583E-07             1.025566E-05
                   5.5800             1.061945E+00             6.193676E-08             1.002007E-05             0.000000E+00             1.855460E-07             1.026755E-05
                   5.7600             1.061993E+00             6.194152E-08             1.002855E-05             0.000000E+00             1.919500E-07             1.028244E-05
                   5.9400             1.062038E+00             6.194612E-08             1.003432E-05             0.000000E+00             1.983642E-07             1.029464E-05
                   6.1200             1.062082E+00             6.195046E-08             1.004022E-05             0.000000E+00             2.047823E-07             1.030696E-05
                   6.3000             1.062123E+00             6.195450E-08             1.004624E-05             0.000000E+00             2.111973E-07             1.031939E-05
                   6.4800             1.062160E+00             6.195820E-08             1.005522E-05             0.000000E+00             2.176016E-07             1.033478E-05
                   6.6600             1.062194E+00             6.196147E-08             1.006145E-05             0.000000E+00             2.239868E-07             1.034740E-05
                   6.8400             1.062224E+00             6.196427E-08             1.006777E-05             0.000000E+00             2.303443E-07             1.036008E-05
                   7.0200             1.062249E+00             6.196656E-08             1.007418E-05             0.000000E+00             2.366646E-07             1.037281E-05
                   7.2000             1.062268E+00             6.196824E-08             1.008067E-05             0.000000E+00             2.429377E-07             1.038557E-05
                   7.3800             1.062282E+00             6.196929E-08             1.008723E-05             0.000000E+00             2.491531E-07             1.039835E-05
                   7.5600             1.062290E+00             6.196965E-08             1.009384E-05             0.000000E+00             2.552997E-07             1.041111E-05
                   7.7400             1.062290E+00             6.196922E-08             1.010052E-05             0.000000E+00             2.613658E-07             1.042385E-05
                   7.9200             1.062284E+00             6.196800E-08             1.010724E-05             0.000000E+00             2.673392E-07             1.043655E-05
                   8.1000             1.062269E+00             6.196591E-08             1.011400E-05             0.000000E+00             2.732073E-07             1.044917E-05
                   8.2800             1.062246E+00             6.196290E-08             1.012078E-05             0.000000E+00             2.789567E-07             1.046170E-05
                   8.4600             1.062215E+00             6.195889E-08             1.012759E-05             0.000000E+00             2.845738E-07             1.047413E-05
                   8.6400             1.062174E+00             6.195385E-08             1.013442E-05             0.000000E+00             2.900445E-07             1.048641E-05
                   8.8200             1.062123E+00             6.194772E-08             1.013837E-05             0.000000E+00             2.953540E-07             1.049567E-05
                   9.0000             1.062062E+00             6.194045E-08             1.014519E-05             0.000000E+00             3.004876E-07             1.050762E-05
                   9.1800             1.061990E+00             6.193200E-08             1.015201E-05             0.000000E+00             3.054297E-07             1.051937E-05
                   9.3600             1.061908E+00             6.192229E-08             1.015592E-05             0.000000E+00             3.101646E-07             1.052801E-05
                   9.5400             1.061813E+00             6.191129E-08             1.016270E-05             0.000000E+00             3.146763E-07             1.053928E-05
                   9.7200             1.061707E+00             6.189896E-08             1.016655E-05             0.000000E+00             3.189485E-07             1.054739E-05
                   9.9000             1.061588E+00             6.188524E-08             1.017035E-05             0.000000E+00             3.229646E-07             1.055520E-05
                  10.0800             1.061456E+00             6.187009E-08             1.017700E-05             0.000000E+00             3.267080E-07             1.056558E-05
                  10.2600             1.061312E+00             6.185346E-08             1.018070E-05             0.000000E+00             3.301616E-07             1.057272E-05
                  10.4400             1.061154E+00             6.183534E-08             1.018434E-05             0.000000E+00             3.333085E-07             1.057948E-05
                  10.6200             1.060982E+00             6.181566E-08             1.018790E-05             0.000000E+00             3.361316E-07             1.058585E-05
                  10.8000             1.060796E+00             6.179439E-08             1.019139E-05             0.000000E+00             3.386139E-07             1.059180E-05
                  10.9800             1.060596E+00             6.177150E-08             1.019479E-05             0.000000E+00             3.407382E-07             1.059730E-05
                  11.1600             1.060381E+00             6.174697E-08             1.019519E-05             0.000000E+00             3.424876E-07             1.059943E-05
                  11.3400             1.060152E+00             6.172075E-08             1.019840E-05             0.000000E+00             3.438454E-07             1.060397E-05
                  11.5200             1.059907E+00             6.169282E-08             1.020151E-05             0.000000E+00             3.447949E-07             1.060800E-05
                  11.7000             1.059647E+00             6.166317E-08             1.020160E-05             0.000000E+00             3.453197E-07             1.060858E-05
                  11.8800             1.059372E+00             6.163178E-08             1.020157E-05             0.000000E+00             3.454038E-07             1.060861E-05
                  12.0600             1.059082E+00             6.112198E-08             1.020433E-05             0.000000E+00             3.450313E-07             1.061048E-05
                  12.2400             1.058777E+00             6.108618E-08             1.020405E-05             0.000000E+00             3.441871E-07             1.060932E-05
                  12.4200             1.058455E+00             6.104855E-08             1.020364E-05             0.000000E+00             3.428563E-07             1.060755E-05
                  12.6000             1.058119E+00             6.100907E-08             1.020310E-05             0.000000E+00             3.410247E-07             1.060513E-05
                  12.7800             1.057767E+00             6.096775E-08             1.020241E-05             0.000000E+00             3.386784E-07             1.060206E-05
                  12.9600             1.057399E+00             6.092456E-08             1.020158E-05             0.000000E+00             3.358045E-07             1.059831E-05
                  13.1400             1.057017E+00             6.087956E-08             1.019770E-05             0.000000E+00             3.323903E-07             1.059097E-05
                  13.3200             1.056619E+00             6.083269E-08             1.019657E-05             0.000000E+00             3.284245E-07             1.058583E-05
                  13.5000             1.056206E+00             6.078398E-08             1.019238E-05             0.000000E+00             3.238960E-07             1.057706E-05
                  13.6800             1.055778E+00             6.073348E-08             1.019094E-05             0.000000E+00             3.187946E-07             1.057047E-05
                  13.8600             1.055336E+00             6.068116E-08             1.018644E-05             0.000000E+00             3.131112E-07             1.056023E-05
                  14.0400             1.054880E+00             6.062706E-08             1.018177E-05             0.000000E+00             3.068374E-07             1.054924E-05
                  14.2200             1.054409E+00             6.009840E-08             1.017695E-05             0.000000E+00             2.999659E-07             1.053701E-05
                  14.4000             1.053925E+00             6.003945E-08             1.017197E-05             0.000000E+00             2.924903E-07             1.052450E-05
                  14.5800             1.053427E+00             5.997876E-08             1.016682E-05             0.000000E+00             2.844052E-07             1.051121E-05
                  14.7600             1.052917E+00             5.991636E-08             1.016152E-05             0.000000E+00             2.757060E-07             1.049714E-05
                  14.9400             1.052393E+00             5.985229E-08             1.015314E-05             0.000000E+00             2.663896E-07             1.047938E-05
                  15.1200             1.051858E+00             5.978660E-08             1.014752E-05             0.000000E+00             2.564534E-07             1.046376E-05
                  15.3000             1.051311E+00             5.971932E-08             1.013883E-05             0.000000E+00             2.458965E-07             1.044445E-05
                  15.4800             1.050753E+00             5.965051E-08             1.013290E-05             0.000000E+00             2.347185E-07             1.042727E-05
                  15.6600             1.050184E+00             5.911172E-08             1.012391E-05             0.000000E+00             2.229205E-07             1.040594E-05
                  15.8400             1.049604E+00             5.903834E-08             1.011476E-05             0.000000E+00             2.105044E-07             1.038430E-05
                  16.0200             1.049015E+00             5.896357E-08             1.010547E-05             0.000000E+00             1.974734E-07             1.036191E-05
                  16.2000             1.048417E+00             5.888742E-08             1.009896E-05             0.000000E+00             1.838317E-07             1.034168E-05
                  16.3800             1.047811E+00             5.881001E-08             1.008648E-05             0.000000E+00             1.695843E-07             1.031487E-05
                  16.5600             1.047196E+00             5.873137E-08             1.007678E-05             0.000000E+00             1.547377E-07             1.029025E-05
                  16.7400             1.046574E+00             5.865157E-08             1.006696E-05             0.000000E+00             1.392990E-07             1.026491E-05
                  16.9200             1.045945E+00             5.810577E-08             1.005702E-05             0.000000E+00             1.232764E-07             1.023840E-05
                  17.1000             1.045310E+00             5.802205E-08             1.004404E-05             0.000000E+00             1.066794E-07             1.020875E-05
                  17.2800             1.044669E+00             5.793734E-08             1.003388E-05             0.000000E+00             8.951780E-08             1.018133E-05
                  17.4600             1.044024E+00             5.785174E-08             1.002070E-05             0.000000E+00             7.180286E-08             1.015035E-05
