                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             8.871097E-04             9.344347E+00             0.000000E+00             1.962569E+00             3.140077E+03
                   0.1800             3.297125E-02             9.363253E+00             0.000000E+00             2.032289E+00             3.139978E+03
                   0.3600             5.678924E-02             9.385639E+00             0.000000E+00             1.994093E+00             3.140029E+03
                   0.5400             7.816597E-02             9.405252E+00             0.000000E+00             1.970723E+00             3.140060E+03
                   0.7200             9.826703E-02             9.422384E+00             0.000000E+00             1.956836E+00             3.140077E+03
                   0.9000             1.175677E-01             9.437238E+00             0.000000E+00             1.948778E+00             3.140087E+03
                   1.0800             1.362939E-01             9.449951E+00             0.000000E+00             1.944201E+00             3.140092E+03
                   1.2600             1.545652E-01             9.460613E+00             0.000000E+00             1.941654E+00             3.140095E+03
                   1.4400             1.724540E-01             9.469281E+00             0.000000E+00             1.940272E+00             3.140095E+03
                   1.6200             1.900087E-01             9.475996E+00             0.000000E+00             1.939540E+00             3.140096E+03
                   1.8000             2.072654E-01             9.480791E+00             0.000000E+00             1.939153E+00             3.140095E+03
                   1.9800             2.242528E-01             9.483690E+00             0.000000E+00             1.938932E+00             3.140095E+03
                   2.1600             2.409953E-01             9.484724E+00             0.000000E+00             1.938771E+00             3.140095E+03
                   2.3400             2.575136E-01             9.483925E+00             0.000000E+00             1.938610E+00             3.140095E+03
                   2.5200             2.738260E-01             9.481346E+00             0.000000E+00             1.938414E+00             3.140095E+03
                   2.7000             2.899485E-01             9.477092E+00             0.000000E+00             1.938167E+00             3.140095E+03
                   2.8800             3.058954E-01             9.471483E+00             0.000000E+00             1.937871E+00             3.140096E+03
                   3.0600             3.216794E-01             9.465398E+00             0.000000E+00             1.937558E+00             3.140096E+03
                   3.2400             3.373118E-01             9.459334E+00             0.000000E+00             1.937249E+00             3.140097E+03
                   3.4200             3.528027E-01             9.453317E+00             0.000000E+00             1.936941E+00             3.140097E+03
                   3.6000             3.681613E-01             9.447348E+00             0.000000E+00             1.936634E+00             3.140098E+03
                   3.7800             3.833958E-01             9.441427E+00             0.000000E+00             1.936327E+00             3.140098E+03
                   3.9600             3.985136E-01             9.435553E+00             0.000000E+00             1.936019E+00             3.140099E+03
                   4.1400             4.135216E-01             9.429727E+00             0.000000E+00             1.935710E+00             3.140099E+03
                   4.3200             4.284258E-01             9.423949E+00             0.000000E+00             1.935400E+00             3.140100E+03
                   4.5000             4.432320E-01             9.418218E+00             0.000000E+00             1.935089E+00             3.140101E+03
                   4.6800             4.579454E-01             9.412533E+00             0.000000E+00             1.934777E+00             3.140101E+03
                   4.8600             4.725708E-01             9.406896E+00             0.000000E+00             1.934464E+00             3.140102E+03
                   5.0400             4.871128E-01             9.401306E+00             0.000000E+00             1.934151E+00             3.140102E+03
                   5.2200             5.015756E-01             9.395762E+00             0.000000E+00             1.933837E+00             3.140103E+03
                   5.4000             5.159630E-01             9.390264E+00             0.000000E+00             1.933522E+00             3.140103E+03
                   5.5800             5.302788E-01             9.384812E+00             0.000000E+00             1.933206E+00             3.140104E+03
                   5.7600             5.445265E-01             9.379407E+00             0.000000E+00             1.932891E+00             3.140104E+03
                   5.9400             5.587093E-01             9.374047E+00             0.000000E+00             1.932574E+00             3.140105E+03
                   6.1200             5.728304E-01             9.368732E+00             0.000000E+00             1.932258E+00             3.140106E+03
                   6.3000             5.868928E-01             9.363463E+00             0.000000E+00             1.931942E+00             3.140106E+03
                   6.4800             6.008993E-01             9.358239E+00             0.000000E+00             1.931626E+00             3.140107E+03
                   6.6600             6.148526E-01             9.353061E+00             0.000000E+00             1.931310E+00             3.140107E+03
                   6.8400             6.287553E-01             9.347926E+00             0.000000E+00             1.930994E+00             3.140108E+03
                   7.0200             6.426100E-01             9.342837E+00             0.000000E+00             1.930678E+00             3.140108E+03
                   7.2000             6.564191E-01             9.337792E+00             0.000000E+00             1.930363E+00             3.140109E+03
                   7.3800             6.701848E-01             9.332790E+00             0.000000E+00             1.930049E+00             3.140109E+03
                   7.5600             6.839096E-01             9.327833E+00             0.000000E+00             1.929736E+00             3.140110E+03
                   7.7400             6.975955E-01             9.322920E+00             0.000000E+00             1.929423E+00             3.140111E+03
                   7.9200             7.112446E-01             9.318050E+00             0.000000E+00             1.929111E+00             3.140111E+03
                   8.1000             7.248591E-01             9.313223E+00             0.000000E+00             1.928800E+00             3.140112E+03
                   8.2800             7.384410E-01             9.308439E+00             0.000000E+00             1.928491E+00             3.140112E+03
                   8.4600             7.519922E-01             9.303698E+00             0.000000E+00             1.928182E+00             3.140113E+03
                   8.6400             7.655147E-01             9.299000E+00             0.000000E+00             1.927875E+00             3.140113E+03
                   8.8200             7.790104E-01             9.294344E+00             0.000000E+00             1.927570E+00             3.140114E+03
                   9.0000             7.924811E-01             9.289730E+00             0.000000E+00             1.927266E+00             3.140114E+03
                   9.1800             8.059285E-01             9.285158E+00             0.000000E+00             1.926963E+00             3.140115E+03
                   9.3600             8.193545E-01             9.280627E+00             0.000000E+00             1.926663E+00             3.140115E+03
