                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             7.628599E+01             7.114099E-02             7.621485E+01             0.000000E+00             6.520038E-02             1.961652E-04             5.744449E-03             8.621443E+00
                   0.1800             7.573740E+01            -1.234611E-01             7.586086E+01             0.000000E+00            -1.998380E-01            -6.012424E-04             7.697814E-02             8.602798E+00
                   0.3600             7.555725E+01            -2.736504E-01             7.583090E+01             0.000000E+00            -3.947589E-01            -1.187687E-03             1.222962E-01             8.601785E+00
                   0.5400             7.538192E+01            -4.239238E-01             7.580584E+01             0.000000E+00            -5.896893E-01            -1.774154E-03             1.675396E-01             8.602359E+00
                   0.7200             7.520754E+01            -5.741743E-01             7.578171E+01             0.000000E+00            -7.846088E-01            -2.360578E-03             2.127951E-01             8.601451E+00
                   0.9000             7.503699E+01            -7.243147E-01             7.576131E+01             0.000000E+00            -9.794649E-01            -2.946796E-03             2.580970E-01             8.602232E+00
                   1.0800             7.486679E+01            -8.743185E-01             7.574110E+01             0.000000E+00            -1.174245E+00            -3.532771E-03             3.034597E-01             8.601358E+00
                   1.2600             7.470032E+01            -1.024205E+00             7.572452E+01             0.000000E+00            -1.368978E+00            -4.118579E-03             3.488917E-01             8.602337E+00
                   1.4400             7.453390E+01            -1.173929E+00             7.570783E+01             0.000000E+00            -1.563625E+00            -4.704108E-03             3.944000E-01             8.601497E+00
                   1.6200             7.436930E+01            -1.323479E+00             7.569278E+01             0.000000E+00            -1.758181E+00            -5.289336E-03             4.399913E-01             8.600636E+00
                   1.8000             7.420866E+01            -1.472828E+00             7.568148E+01             0.000000E+00            -1.952626E+00            -5.874197E-03             4.856726E-01             8.601904E+00
                   1.9800             7.404772E+01            -1.621975E+00             7.566970E+01             0.000000E+00            -2.146969E+00            -6.458717E-03             5.314520E-01             8.601092E+00
                   2.1600             7.388856E+01            -1.770886E+00             7.565945E+01             0.000000E+00            -2.341181E+00            -7.042807E-03             5.773380E-01             8.600261E+00
                   2.3400             7.373360E+01            -1.919548E+00             7.565315E+01             0.000000E+00            -2.535262E+00            -7.626460E-03             6.233400E-01             8.601863E+00
                   2.5200             7.357803E+01            -2.067936E+00             7.564597E+01             0.000000E+00            -2.729195E+00            -8.209624E-03             6.694681E-01             8.601097E+00
                   2.7000             7.342419E+01            -2.216027E+00             7.564021E+01             0.000000E+00            -2.922968E+00            -8.792258E-03             7.157331E-01             8.600316E+00
                   2.8800             7.327206E+01            -2.363801E+00             7.563586E+01             0.000000E+00            -3.116574E+00            -9.374339E-03             7.621466E-01             8.599521E+00
                   3.0600             7.312453E+01            -2.511230E+00             7.563576E+01             0.000000E+00            -3.309995E+00            -9.955812E-03             8.087213E-01             8.601594E+00
                   3.2400             7.297567E+01            -2.658347E+00             7.563402E+01             0.000000E+00            -3.503226E+00            -1.053665E-02             8.554157E-01             8.600879E+00
                   3.4200             7.282804E+01            -2.805185E+00             7.563323E+01             0.000000E+00            -3.696255E+00            -1.111682E-02             9.021861E-01             8.600154E+00
                   3.6000             7.268164E+01            -2.951733E+00             7.563338E+01             0.000000E+00            -3.889069E+00            -1.169628E-02             9.490319E-01             8.599419E+00
                   3.7800             7.253647E+01            -3.097979E+00             7.563445E+01             0.000000E+00            -4.081656E+00            -1.227499E-02             9.959524E-01             8.598676E+00
                   3.9600             7.242229E+01            -3.243915E+00             7.566621E+01             0.000000E+00            -4.274009E+00            -1.285293E-02             1.042947E+00             8.597923E+00
                   4.1400             7.234077E+01            -3.389528E+00             7.573029E+01             0.000000E+00            -4.466113E+00            -1.343004E-02             1.090015E+00             8.600750E+00
                   4.3200             7.225686E+01            -3.534809E+00             7.579167E+01             0.000000E+00            -4.657959E+00            -1.400630E-02             1.137157E+00             8.600099E+00
                   4.5000             7.217406E+01            -3.679745E+00             7.585380E+01             0.000000E+00            -4.849534E+00            -1.458166E-02             1.184371E+00             8.599441E+00
                   4.6800             7.209233E+01            -3.824328E+00             7.591666E+01             0.000000E+00            -5.040828E+00            -1.515609E-02             1.231657E+00             8.598777E+00
                   4.8600             7.201170E+01            -3.968546E+00             7.598025E+01             0.000000E+00            -5.231831E+00            -1.572956E-02             1.279015E+00             8.598108E+00
                   5.0400             7.193215E+01            -4.112389E+00             7.604454E+01             0.000000E+00            -5.422531E+00            -1.630203E-02             1.326445E+00             8.597435E+00
                   5.2200             7.185368E+01            -4.255845E+00             7.610953E+01             0.000000E+00            -5.612917E+00            -1.687346E-02             1.373946E+00             8.596758E+00
                   5.4000             7.177630E+01            -4.398905E+00             7.617520E+01             0.000000E+00            -5.802978E+00            -1.744381E-02             1.421517E+00             8.596078E+00
                   5.5800             7.169999E+01            -4.541557E+00             7.624155E+01             0.000000E+00            -5.992703E+00            -1.801306E-02             1.469159E+00             8.595395E+00
                   5.7600             7.162951E+01            -4.683793E+00             7.631330E+01             0.000000E+00            -6.182083E+00            -1.858116E-02             1.516871E+00             8.599456E+00
                   5.9400             7.155548E+01            -4.825599E+00             7.638108E+01             0.000000E+00            -6.371103E+00            -1.914808E-02             1.564653E+00             8.598893E+00
                   6.1200             7.148253E+01            -4.966967E+00             7.644950E+01             0.000000E+00            -6.559756E+00            -1.971378E-02             1.612503E+00             8.598328E+00
                   6.3000             7.141066E+01            -5.107886E+00             7.651855E+01             0.000000E+00            -6.748030E+00            -2.027823E-02             1.660423E+00             8.597763E+00
                   6.4800             7.133987E+01            -5.248344E+00             7.658821E+01             0.000000E+00            -6.935913E+00            -2.084139E-02             1.708410E+00             8.597197E+00
                   6.6600             7.127015E+01            -5.388334E+00             7.665848E+01             0.000000E+00            -7.123397E+00            -2.140322E-02             1.756466E+00             8.596631E+00
                   6.8400             7.120150E+01            -5.527844E+00             7.672935E+01             0.000000E+00            -7.310468E+00            -2.196370E-02             1.804588E+00             8.596066E+00
                   7.0200             7.113394E+01            -5.666863E+00             7.680080E+01             0.000000E+00            -7.497117E+00            -2.252279E-02             1.852777E+00             8.595502E+00
                   7.2000             7.106746E+01            -5.805383E+00             7.687284E+01             0.000000E+00            -7.683333E+00            -2.308044E-02             1.901031E+00             8.594940E+00
                   7.3800             7.100205E+01            -5.943393E+00             7.694544E+01             0.000000E+00            -7.869107E+00            -2.363664E-02             1.949350E+00             8.594380E+00
                   7.5600             7.093773E+01            -6.080885E+00             7.701861E+01             0.000000E+00            -8.054426E+00            -2.419133E-02             1.997733E+00             8.593824E+00
                   7.7400             7.087449E+01            -6.217847E+00             7.709233E+01             0.000000E+00            -8.239281E+00            -2.474449E-02             2.046179E+00             8.593270E+00
                   7.9200             7.081233E+01            -6.354271E+00             7.716660E+01             1.905805-305            -8.423661E+00            -2.529609E-02             2.094686E+00             8.592721E+00
                   8.1000             7.075126E+01            -6.490148E+00             7.724141E+01             0.000000E+00            -8.607556E+00            -2.584609E-02             2.143254E+00             8.592176E+00
                   8.2800             7.069128E+01            -6.625468E+00             7.731675E+01             0.000000E+00            -8.790954E+00            -2.639445E-02             2.191881E+00             8.591636E+00
                   8.4600             7.063239E+01            -6.760222E+00             7.739261E+01             0.000000E+00            -8.973846E+00            -2.694114E-02             2.240565E+00             8.591102E+00
                   8.6400             7.057459E+01            -6.894402E+00             7.746899E+01             0.000000E+00            -9.156222E+00            -2.748613E-02             2.289306E+00             8.590575E+00
                   8.8200             7.052495E+01            -7.027999E+00             7.755295E+01             0.000000E+00            -9.338070E+00            -2.802938E-02             2.338101E+00             8.597118E+00
                   9.0000             7.046946E+01            -7.161004E+00             7.763047E+01             0.000000E+00            -9.519382E+00            -2.857086E-02             2.386948E+00             8.596727E+00
                   9.1800             7.041507E+01            -7.293410E+00             7.770848E+01             0.000000E+00            -9.700146E+00            -2.911054E-02             2.435846E+00             8.596342E+00
                   9.3600             7.036178E+01            -7.425208E+00             7.778699E+01             0.000000E+00            -9.880353E+00            -2.964839E-02             2.484793E+00             8.595964E+00
                   9.5400             7.030958E+01            -7.556391E+00             7.786597E+01             0.000000E+00            -1.005999E+01            -3.018436E-02             2.533785E+00             8.595594E+00
                   9.7200             7.025849E+01            -7.686950E+00             7.794544E+01             0.000000E+00            -1.023905E+01            -3.071844E-02             2.582821E+00             8.595232E+00
                   9.9000             7.020850E+01            -7.816878E+00             7.802538E+01             0.000000E+00            -1.041753E+01            -3.125058E-02             2.631898E+00             8.594879E+00
                  10.0800             7.015961E+01            -7.946168E+00             7.810578E+01             0.000000E+00            -1.059540E+01            -3.178075E-02             2.681013E+00             8.594534E+00
                  10.2600             7.011183E+01            -8.074814E+00             7.818665E+01             0.000000E+00            -1.077267E+01            -3.230893E-02             2.730164E+00             8.594200E+00
                  10.4400             7.006516E+01            -8.202808E+00             7.826796E+01             0.000000E+00            -1.094932E+01            -3.283507E-02             2.779347E+00             8.593876E+00
                  10.6200             7.001959E+01            -8.330143E+00             7.834973E+01             0.000000E+00            -1.112534E+01            -3.335915E-02             2.828558E+00             8.593563E+00
                  10.8000             6.997512E+01            -8.456813E+00             7.843193E+01             0.000000E+00            -1.130073E+01            -3.388114E-02             2.877796E+00             8.593262E+00
                  10.9800             6.993176E+01            -8.582811E+00             7.851457E+01             0.000000E+00            -1.147547E+01            -3.440100E-02             2.927055E+00             8.592972E+00
                  11.1600             6.988951E+01            -8.708133E+00             7.859764E+01             0.000000E+00            -1.164955E+01            -3.491870E-02             2.976333E+00             8.592695E+00
                  11.3400             6.984836E+01            -8.832772E+00             7.868113E+01             0.000000E+00            -1.182296E+01            -3.543422E-02             3.025625E+00             8.592431E+00
                  11.5200             6.980832E+01            -8.956722E+00             7.876504E+01             0.000000E+00            -1.199570E+01            -3.594752E-02             3.074928E+00             8.592180E+00
                  11.7000             6.976938E+01            -9.079978E+00             7.884935E+01             0.000000E+00            -1.216776E+01            -3.645857E-02             3.124236E+00             8.591944E+00
                  11.8800             6.973153E+01            -9.202534E+00             7.893407E+01             0.000000E+00            -1.233911E+01            -3.696734E-02             3.173547E+00             8.591722E+00
                  12.0600             6.969479E+01            -9.324387E+00             7.901918E+01             0.000000E+00            -1.250977E+01            -3.747379E-02             3.222856E+00             8.591515E+00
                  12.2400             6.965914E+01            -9.445530E+00             7.910467E+01             0.000000E+00            -1.267971E+01            -3.797791E-02             3.272158E+00             8.591324E+00
                  12.4200             6.962459E+01            -9.565959E+00             7.919054E+01             0.000000E+00            -1.284893E+01            -3.847966E-02             3.321448E+00             8.591149E+00
                  12.6000             6.959112E+01            -9.685670E+00             7.927679E+01             0.000000E+00            -1.301741E+01            -3.897901E-02             3.370722E+00             8.590990E+00
                  12.7800             6.955873E+01            -9.804659E+00             7.936339E+01             0.000000E+00            -1.318516E+01            -3.947593E-02             3.419974E+00             8.590849E+00
                  12.9600             6.952743E+01            -9.922920E+00             7.945035E+01             0.000000E+00            -1.335215E+01            -3.997039E-02             3.469201E+00             8.590724E+00
                  13.1400             6.949720E+01            -1.004045E+01             7.953765E+01             0.000000E+00            -1.351838E+01            -4.046237E-02             3.518397E+00             8.590618E+00
